time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Wind_Turbine1_GEN_VoltageInjTerminal;Wind_Turbine1_GEN_ActiveCurrentInjTerminal;Wind_Turbine1_GEN_ReactiveCurrentInjTerminal;Wind_Turbine2_GEN_VoltageInjTerminal;Wind_Turbine2_GEN_ActiveCurrentInjTerminal;Wind_Turbine2_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine1_GEN_ActivePowerSetpointPu;Wind_Turbine1_GEN_ReactivePowerSetpointPu;Wind_Turbine1_GEN_VoltageSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_ActivePowerSetpointPu;Wind_Turbine2_GEN_ReactivePowerSetpointPu;Wind_Turbine2_GEN_VoltageSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;4.167e-01;0.000e+00;3.989e-01;0.000e+00;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.893e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;0.000e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
29.999994;1.044e+00;4.167e-01;7.052e-07;3.989e-01;1.067e-05;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.892e-03;1.051e+00;2.020e-01;7.890e-03;1.044e+00;7.500e-01;-5.483e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
29.999995;3.044e-02;1.213e-02;3.846e-04;3.987e-01;1.262e-02;3.067e-02;3.067e-02;5.089e-02;1.454e-01;1.405e-01;5.089e-02;1.454e-01;1.405e-01;3.044e-02;2.184e-02;6.904e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.509e+01;8.333e-01;0.000e+00;1.044e+00;5.509e+01;5.509e+01
30.000000;3.044e-02;1.213e-02;3.824e-04;3.987e-01;1.255e-02;3.067e-02;3.067e-02;5.089e-02;1.454e-01;1.404e-01;5.089e-02;1.454e-01;1.404e-01;3.044e-02;2.184e-02;6.865e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.508e+01;8.333e-01;0.000e+00;1.044e+00;5.508e+01;5.508e+01
30.001019;3.034e-02;1.214e-02;6.960e-05;4.001e-01;2.281e-03;3.038e-02;3.038e-02;5.037e-02;1.470e-01;1.395e-01;5.037e-02;1.470e-01;1.395e-01;3.034e-02;2.185e-02;1.235e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.498e+01;8.333e-01;0.000e+00;1.044e+00;5.498e+01;5.498e+01
30.002022;3.032e-02;1.224e-02;2.516e-05;4.038e-01;8.158e-04;3.033e-02;3.033e-02;5.054e-02;1.480e-01;1.412e-01;5.054e-02;1.480e-01;1.412e-01;3.032e-02;2.203e-02;4.356e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.489e+01;8.333e-01;0.000e+00;1.044e+00;5.489e+01;5.489e+01
30.003046;3.041e-02;1.250e-02;3.446e-04;4.110e-01;1.131e-02;3.062e-02;3.062e-02;5.165e-02;1.483e-01;1.463e-01;5.165e-02;1.483e-01;1.463e-01;3.041e-02;2.250e-02;6.188e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.481e+01;8.333e-01;0.000e+00;1.044e+00;5.481e+01;5.481e+01
30.004059;3.059e-02;1.293e-02;9.696e-04;4.226e-01;3.167e-02;3.117e-02;3.117e-02;5.364e-02;1.483e-01;1.552e-01;5.364e-02;1.483e-01;1.552e-01;3.059e-02;2.327e-02;1.744e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.473e+01;8.333e-01;0.000e+00;1.044e+00;5.473e+01;5.473e+01
30.005062;3.084e-02;1.352e-02;1.844e-03;4.386e-01;5.976e-02;3.194e-02;3.194e-02;5.641e-02;1.486e-01;1.678e-01;5.641e-02;1.486e-01;1.678e-01;3.084e-02;2.434e-02;3.317e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.468e+01;8.333e-01;0.000e+00;1.044e+00;5.468e+01;5.468e+01
30.006031;3.112e-02;1.422e-02;2.875e-03;4.568e-01;9.234e-02;3.285e-02;3.285e-02;5.963e-02;1.492e-01;1.828e-01;5.963e-02;1.492e-01;1.828e-01;3.112e-02;2.559e-02;5.173e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.462e+01;8.333e-01;0.000e+00;1.044e+00;5.462e+01;5.462e+01
30.007055;3.141e-02;1.500e-02;3.939e-03;4.777e-01;1.254e-01;3.377e-02;3.377e-02;6.307e-02;1.505e-01;1.994e-01;6.307e-02;1.505e-01;1.994e-01;3.141e-02;2.700e-02;7.088e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.456e+01;8.333e-01;0.000e+00;1.044e+00;5.456e+01;5.456e+01
30.008079;3.166e-02;1.582e-02;4.928e-03;4.996e-01;1.556e-01;3.462e-02;3.462e-02;6.642e-02;1.526e-01;2.161e-01;6.642e-02;1.526e-01;2.161e-01;3.166e-02;2.848e-02;8.869e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.450e+01;8.333e-01;0.000e+00;1.044e+00;5.450e+01;5.450e+01
30.009103;3.189e-02;1.666e-02;5.840e-03;5.226e-01;1.831e-01;3.539e-02;3.539e-02;6.965e-02;1.552e-01;2.328e-01;6.965e-02;1.552e-01;2.328e-01;3.189e-02;3.000e-02;1.051e-02;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.446e+01;8.333e-01;0.000e+00;1.044e+00;5.446e+01;5.446e+01
30.010127;3.209e-02;1.753e-02;6.672e-03;5.463e-01;2.079e-01;3.609e-02;3.609e-02;7.275e-02;1.583e-01;2.492e-01;7.275e-02;1.583e-01;2.492e-01;3.209e-02;3.155e-02;1.201e-02;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.442e+01;8.333e-01;0.000e+00;1.044e+00;5.442e+01;5.442e+01
30.010639;3.218e-02;1.797e-02;7.058e-03;5.583e-01;2.193e-01;3.641e-02;3.641e-02;7.426e-02;1.599e-01;2.572e-01;7.426e-02;1.599e-01;2.572e-01;3.218e-02;3.234e-02;1.270e-02;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.440e+01;8.333e-01;0.000e+00;1.044e+00;5.440e+01;5.440e+01
30.011237;3.227e-02;1.848e-02;7.484e-03;5.726e-01;2.319e-01;3.676e-02;3.676e-02;7.597e-02;1.619e-01;2.665e-01;7.597e-02;1.619e-01;2.665e-01;3.227e-02;3.327e-02;1.347e-02;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.439e+01;8.333e-01;0.000e+00;1.044e+00;5.439e+01;5.439e+01
