time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Wind_Turbine1_GEN_VoltageInjTerminal;Wind_Turbine1_GEN_ActiveCurrentInjTerminal;Wind_Turbine1_GEN_ReactiveCurrentInjTerminal;Wind_Turbine2_GEN_VoltageInjTerminal;Wind_Turbine2_GEN_ActiveCurrentInjTerminal;Wind_Turbine2_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine1_GEN_ActivePowerSetpointPu;Wind_Turbine1_GEN_ReactivePowerSetpointPu;Wind_Turbine1_GEN_VoltageSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_ActivePowerSetpointPu;Wind_Turbine2_GEN_ReactivePowerSetpointPu;Wind_Turbine2_GEN_VoltageSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;4.167e-01;2.222e-01;3.989e-01;2.128e-01;1.178e+00;1.178e+00;1.069e+00;1.989e-01;1.135e-01;1.069e+00;1.989e-01;1.135e-01;1.044e+00;7.500e-01;4.000e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
19.989996;1.044e+00;4.167e-01;2.222e-01;3.989e-01;2.128e-01;1.178e+00;1.178e+00;1.069e+00;1.989e-01;1.135e-01;1.069e+00;1.989e-01;1.135e-01;1.044e+00;7.500e-01;4.000e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
19.990004;1.044e+00;4.167e-01;2.222e-01;3.989e-01;2.128e-01;1.178e+00;1.178e+00;1.069e+00;1.989e-01;1.135e-01;1.069e+00;1.989e-01;1.135e-01;1.044e+00;7.500e-01;4.000e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
19.990060;1.045e+00;4.170e-01;2.224e-01;3.989e-01;2.128e-01;1.179e+00;1.179e+00;1.070e+00;1.989e-01;1.135e-01;1.070e+00;1.989e-01;1.135e-01;1.045e+00;7.506e-01;4.003e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;8.333e-01;4.444e-01;1.178e+00;5.000e+01;5.000e+01
19.990124;1.046e+00;4.173e-01;2.226e-01;3.989e-01;2.128e-01;1.180e+00;1.180e+00;1.071e+00;1.989e-01;1.135e-01;1.071e+00;1.989e-01;1.135e-01;1.046e+00;7.511e-01;4.006e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.999e+01;8.333e-01;4.444e-01;1.178e+00;4.999e+01;4.999e+01
19.990252;1.048e+00;4.179e-01;2.229e-01;3.989e-01;2.128e-01;1.181e+00;1.181e+00;1.073e+00;1.989e-01;1.135e-01;1.073e+00;1.989e-01;1.135e-01;1.048e+00;7.523e-01;4.012e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.999e+01;8.333e-01;4.444e-01;1.178e+00;4.999e+01;4.999e+01
19.990380;1.049e+00;4.186e-01;2.233e-01;3.989e-01;2.128e-01;1.183e+00;1.183e+00;1.074e+00;1.989e-01;1.135e-01;1.074e+00;1.989e-01;1.135e-01;1.049e+00;7.535e-01;4.019e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.998e+01;8.333e-01;4.444e-01;1.178e+00;4.998e+01;4.998e+01
19.990508;1.051e+00;4.192e-01;2.236e-01;3.989e-01;2.128e-01;1.185e+00;1.185e+00;1.076e+00;1.989e-01;1.135e-01;1.076e+00;1.989e-01;1.135e-01;1.051e+00;7.546e-01;4.025e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.998e+01;8.333e-01;4.444e-01;1.178e+00;4.998e+01;4.998e+01
19.990636;1.053e+00;4.199e-01;2.239e-01;3.989e-01;2.128e-01;1.187e+00;1.187e+00;1.077e+00;1.990e-01;1.135e-01;1.077e+00;1.990e-01;1.135e-01;1.053e+00;7.558e-01;4.031e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.997e+01;8.333e-01;4.444e-01;1.178e+00;4.997e+01;4.997e+01
19.990878;1.056e+00;4.211e-01;2.246e-01;3.989e-01;2.127e-01;1.190e+00;1.190e+00;1.081e+00;1.990e-01;1.134e-01;1.081e+00;1.990e-01;1.134e-01;1.056e+00;7.580e-01;4.043e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.997e+01;8.333e-01;4.444e-01;1.178e+00;4.997e+01;4.997e+01
19.991006;1.057e+00;4.218e-01;2.249e-01;3.989e-01;2.127e-01;1.192e+00;1.192e+00;1.082e+00;1.990e-01;1.134e-01;1.082e+00;1.990e-01;1.134e-01;1.057e+00;7.592e-01;4.049e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.996e+01;8.333e-01;4.444e-01;1.178e+00;4.996e+01;4.996e+01
19.991134;1.059e+00;4.224e-01;2.253e-01;3.989e-01;2.127e-01;1.194e+00;1.194e+00;1.084e+00;1.990e-01;1.134e-01;1.084e+00;1.990e-01;1.134e-01;1.059e+00;7.603e-01;4.055e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.996e+01;8.333e-01;4.444e-01;1.178e+00;4.996e+01;4.996e+01
19.991390;1.062e+00;4.237e-01;2.259e-01;3.989e-01;2.127e-01;1.198e+00;1.198e+00;1.087e+00;1.990e-01;1.134e-01;1.087e+00;1.990e-01;1.134e-01;1.062e+00;7.626e-01;4.067e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.996e+01;8.333e-01;4.444e-01;1.178e+00;4.996e+01;4.996e+01
19.991646;1.065e+00;4.250e-01;2.266e-01;3.989e-01;2.127e-01;1.201e+00;1.201e+00;1.090e+00;1.990e-01;1.133e-01;1.090e+00;1.990e-01;1.133e-01;1.065e+00;7.649e-01;4.079e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.996e+01;8.333e-01;4.444e-01;1.178e+00;4.996e+01;4.996e+01
19.991902;1.069e+00;4.262e-01;2.272e-01;3.988e-01;2.126e-01;1.205e+00;1.205e+00;1.094e+00;1.990e-01;1.133e-01;1.094e+00;1.990e-01;1.133e-01;1.069e+00;7.672e-01;4.090e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.995e+01;8.333e-01;4.444e-01;1.178e+00;4.995e+01;4.995e+01
19.992158;1.072e+00;4.275e-01;2.279e-01;3.988e-01;2.125e-01;1.209e+00;1.209e+00;1.097e+00;1.989e-01;1.132e-01;1.097e+00;1.989e-01;1.132e-01;1.072e+00;7.695e-01;4.101e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.995e+01;8.333e-01;4.444e-01;1.178e+00;4.995e+01;4.995e+01
19.992414;1.075e+00;4.288e-01;2.285e-01;3.988e-01;2.125e-01;1.212e+00;1.212e+00;1.100e+00;1.989e-01;1.132e-01;1.100e+00;1.989e-01;1.132e-01;1.075e+00;7.718e-01;4.112e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.995e+01;8.333e-01;4.444e-01;1.178e+00;4.995e+01;4.995e+01
19.992695;1.079e+00;4.302e-01;2.291e-01;3.987e-01;2.124e-01;1.216e+00;1.216e+00;1.104e+00;1.989e-01;1.131e-01;1.104e+00;1.989e-01;1.131e-01;1.079e+00;7.743e-01;4.124e-01;1.000e+01;8.333e-01;4.444e-01;1.178e+00;4.995e+01;8.333e-01;4.444e-01;1.178e+00;4.995e+01;4.995e+01
