time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Wind_Turbine1_GEN_VoltageInjTerminal;Wind_Turbine1_GEN_ActiveCurrentInjTerminal;Wind_Turbine1_GEN_ReactiveCurrentInjTerminal;Wind_Turbine2_GEN_VoltageInjTerminal;Wind_Turbine2_GEN_ActiveCurrentInjTerminal;Wind_Turbine2_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine1_GEN_ActivePowerSetpointPu;Wind_Turbine1_GEN_ReactivePowerSetpointPu;Wind_Turbine1_GEN_VoltageSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_ActivePowerSetpointPu;Wind_Turbine2_GEN_ReactivePowerSetpointPu;Wind_Turbine2_GEN_VoltageSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.034427;1.045e+00;4.152e-01;7.833e-05;3.975e-01;7.499e-05;1.045e+00;1.045e+00;1.051e+00;2.020e-01;7.884e-03;1.051e+00;2.006e-01;7.885e-03;1.045e+00;7.474e-01;1.410e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;5.000e+01
0.035427;1.045e+00;4.151e-01;8.444e-05;3.974e-01;8.084e-05;1.045e+00;1.045e+00;1.051e+00;2.020e-01;7.883e-03;1.051e+00;2.005e-01;7.884e-03;1.045e+00;7.472e-01;1.520e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.036427;1.045e+00;4.150e-01;9.000e-05;3.973e-01;8.616e-05;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.883e-03;1.051e+00;2.004e-01;7.884e-03;1.045e+00;7.470e-01;1.620e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.040427;1.045e+00;4.146e-01;1.156e-04;3.969e-01;1.106e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.880e-03;1.051e+00;1.999e-01;7.882e-03;1.045e+00;7.462e-01;2.080e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.045427;1.045e+00;4.139e-01;1.511e-04;3.962e-01;1.447e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.875e-03;1.051e+00;1.993e-01;7.879e-03;1.045e+00;7.450e-01;2.720e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.046427;1.045e+00;4.138e-01;1.583e-04;3.961e-01;1.516e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.873e-03;1.052e+00;1.991e-01;7.878e-03;1.045e+00;7.448e-01;2.850e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.050427;1.045e+00;4.132e-01;1.900e-04;3.955e-01;1.819e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.868e-03;1.052e+00;1.985e-01;7.875e-03;1.045e+00;7.437e-01;3.420e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.055160;1.045e+00;4.124e-01;2.306e-04;3.947e-01;2.207e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.862e-03;1.052e+00;1.978e-01;7.871e-03;1.045e+00;7.423e-01;4.150e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.060160;1.045e+00;4.115e-01;2.756e-04;3.939e-01;2.638e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.853e-03;1.052e+00;1.969e-01;7.866e-03;1.045e+00;7.407e-01;4.960e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.065160;1.045e+00;4.105e-01;3.239e-04;3.929e-01;3.100e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.845e-03;1.052e+00;1.960e-01;7.861e-03;1.045e+00;7.389e-01;5.830e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.066160;1.045e+00;4.103e-01;3.339e-04;3.927e-01;3.196e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.842e-03;1.052e+00;1.958e-01;7.859e-03;1.045e+00;7.386e-01;6.010e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.999e+01;4.999e+01
0.067160;1.045e+00;4.101e-01;3.439e-04;3.925e-01;3.291e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.841e-03;1.052e+00;1.956e-01;7.858e-03;1.045e+00;7.382e-01;6.190e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.070160;1.045e+00;4.095e-01;3.744e-04;3.919e-01;3.584e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.834e-03;1.052e+00;1.950e-01;7.855e-03;1.045e+00;7.370e-01;6.740e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.075160;1.045e+00;4.084e-01;4.278e-04;3.908e-01;4.094e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.823e-03;1.052e+00;1.939e-01;7.848e-03;1.045e+00;7.351e-01;7.700e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.080160;1.045e+00;4.072e-01;4.828e-04;3.897e-01;4.620e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;7.811e-03;1.052e+00;1.928e-01;7.842e-03;1.045e+00;7.330e-01;8.690e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.085160;1.045e+00;4.060e-01;5.394e-04;3.885e-01;5.162e-04;1.045e+00;1.045e+00;1.052e+00;2.019e-01;7.798e-03;1.052e+00;1.916e-01;7.834e-03;1.045e+00;7.308e-01;9.710e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.090160;1.045e+00;4.047e-01;5.978e-04;3.872e-01;5.720e-04;1.045e+00;1.045e+00;1.052e+00;2.019e-01;7.784e-03;1.052e+00;1.903e-01;7.827e-03;1.045e+00;7.285e-01;1.076e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.091160;1.045e+00;4.044e-01;6.100e-04;3.870e-01;5.837e-04;1.045e+00;1.045e+00;1.052e+00;2.019e-01;7.781e-03;1.052e+00;1.901e-01;7.825e-03;1.045e+00;7.280e-01;1.098e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.092160;1.045e+00;4.042e-01;6.217e-04;3.867e-01;5.948e-04;1.046e+00;1.046e+00;1.052e+00;2.019e-01;7.778e-03;1.052e+00;1.898e-01;7.823e-03;1.045e+00;7.275e-01;1.119e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.095160;1.045e+00;4.034e-01;6.578e-04;3.859e-01;6.293e-04;1.046e+00;1.046e+00;1.052e+00;2.019e-01;7.770e-03;1.052e+00;1.890e-01;7.818e-03;1.045e+00;7.261e-01;1.184e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.101160;1.045e+00;4.017e-01;7.311e-04;3.843e-01;6.995e-04;1.046e+00;1.046e+00;1.052e+00;2.019e-01;7.751e-03;1.052e+00;1.874e-01;7.808e-03;1.045e+00;7.231e-01;1.316e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.105160;1.045e+00;4.006e-01;7.811e-04;3.832e-01;7.472e-04;1.046e+00;1.046e+00;1.052e+00;2.019e-01;7.738e-03;1.052e+00;1.863e-01;7.801e-03;1.045e+00;7.211e-01;1.406e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.110160;1.045e+00;3.991e-01;8.439e-04;3.818e-01;8.072e-04;1.046e+00;1.046e+00;1.052e+00;2.019e-01;7.721e-03;1.052e+00;1.849e-01;7.792e-03;1.045e+00;7.184e-01;1.519e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.115160;1.045e+00;3.976e-01;9.072e-04;3.803e-01;8.678e-04;1.046e+00;1.046e+00;1.052e+00;2.020e-01;7.704e-03;1.052e+00;1.834e-01;7.782e-03;1.045e+00;7.157e-01;1.633e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.116160;1.045e+00;3.973e-01;9.200e-04;3.800e-01;8.800e-04;1.046e+00;1.046e+00;1.052e+00;2.020e-01;7.700e-03;1.052e+00;1.831e-01;7.780e-03;1.045e+00;7.152e-01;1.656e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.117160;1.046e+00;3.970e-01;9.328e-04;3.797e-01;8.922e-04;1.046e+00;1.046e+00;1.052e+00;2.020e-01;7.696e-03;1.052e+00;1.828e-01;7.779e-03;1.046e+00;7.146e-01;1.679e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.999e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.999e+01
0.118160;1.046e+00;3.967e-01;9.456e-04;3.794e-01;9.044e-04;1.046e+00;1.046e+00;1.052e+00;2.020e-01;7.693e-03;1.052e+00;1.825e-01;7.776e-03;1.046e+00;7.141e-01;1.702e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.120160;1.046e+00;3.961e-01;9.711e-04;3.788e-01;9.288e-04;1.046e+00;1.046e+00;1.052e+00;2.020e-01;7.686e-03;1.052e+00;1.819e-01;7.773e-03;1.046e+00;7.130e-01;1.748e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.121160;1.046e+00;3.958e-01;9.844e-04;3.785e-01;9.415e-04;1.046e+00;1.046e+00;1.052e+00;2.020e-01;7.682e-03;1.052e+00;1.816e-01;7.770e-03;1.046e+00;7.124e-01;1.772e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.122160;1.046e+00;3.955e-01;9.972e-04;3.782e-01;9.537e-04;1.046e+00;1.046e+00;1.053e+00;2.020e-01;7.678e-03;1.052e+00;1.813e-01;7.769e-03;1.046e+00;7.118e-01;1.795e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.125160;1.046e+00;3.945e-01;1.036e-03;3.773e-01;9.904e-04;1.046e+00;1.046e+00;1.053e+00;2.020e-01;7.667e-03;1.052e+00;1.804e-01;7.762e-03;1.046e+00;7.101e-01;1.864e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.130160;1.046e+00;3.929e-01;1.100e-03;3.757e-01;1.052e-03;1.046e+00;1.046e+00;1.053e+00;2.020e-01;7.648e-03;1.052e+00;1.788e-01;7.752e-03;1.046e+00;7.073e-01;1.980e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.135160;1.046e+00;3.913e-01;1.164e-03;3.742e-01;1.113e-03;1.046e+00;1.046e+00;1.053e+00;2.020e-01;7.628e-03;1.052e+00;1.772e-01;7.742e-03;1.046e+00;7.043e-01;2.096e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.136160;1.046e+00;3.910e-01;1.178e-03;3.738e-01;1.126e-03;1.047e+00;1.047e+00;1.053e+00;2.020e-01;7.624e-03;1.052e+00;1.769e-01;7.739e-03;1.046e+00;7.037e-01;2.120e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.140160;1.046e+00;3.896e-01;1.229e-03;3.725e-01;1.175e-03;1.047e+00;1.047e+00;1.053e+00;2.020e-01;7.608e-03;1.052e+00;1.756e-01;7.731e-03;1.046e+00;7.014e-01;2.212e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.144160;1.046e+00;3.883e-01;1.280e-03;3.712e-01;1.224e-03;1.047e+00;1.047e+00;1.053e+00;2.020e-01;7.592e-03;1.052e+00;1.742e-01;7.723e-03;1.046e+00;6.989e-01;2.304e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.998e+01;4.998e+01
0.145160;1.046e+00;3.880e-01;1.293e-03;3.709e-01;1.236e-03;1.047e+00;1.047e+00;1.053e+00;2.021e-01;7.588e-03;1.052e+00;1.739e-01;7.721e-03;1.046e+00;6.983e-01;2.327e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.150160;1.046e+00;3.863e-01;1.357e-03;3.693e-01;1.297e-03;1.047e+00;1.047e+00;1.053e+00;2.021e-01;7.567e-03;1.052e+00;1.722e-01;7.709e-03;1.046e+00;6.953e-01;2.442e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.155160;1.046e+00;3.846e-01;1.420e-03;3.676e-01;1.357e-03;1.047e+00;1.047e+00;1.053e+00;2.021e-01;7.546e-03;1.052e+00;1.705e-01;7.698e-03;1.046e+00;6.922e-01;2.556e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.160160;1.046e+00;3.828e-01;1.482e-03;3.659e-01;1.417e-03;1.047e+00;1.047e+00;1.053e+00;2.022e-01;7.524e-03;1.052e+00;1.688e-01;7.687e-03;1.046e+00;6.891e-01;2.668e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.165160;1.046e+00;3.811e-01;1.544e-03;3.642e-01;1.476e-03;1.047e+00;1.047e+00;1.053e+00;2.022e-01;7.503e-03;1.052e+00;1.670e-01;7.676e-03;1.046e+00;6.859e-01;2.779e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.170160;1.046e+00;3.793e-01;1.604e-03;3.625e-01;1.533e-03;1.047e+00;1.047e+00;1.053e+00;2.023e-01;7.480e-03;1.052e+00;1.653e-01;7.664e-03;1.046e+00;6.828e-01;2.888e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.175160;1.046e+00;3.776e-01;1.664e-03;3.608e-01;1.591e-03;1.047e+00;1.047e+00;1.053e+00;2.023e-01;7.458e-03;1.052e+00;1.635e-01;7.653e-03;1.046e+00;6.796e-01;2.996e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.177160;1.046e+00;3.769e-01;1.688e-03;3.601e-01;1.613e-03;1.047e+00;1.047e+00;1.053e+00;2.024e-01;7.449e-03;1.052e+00;1.628e-01;7.649e-03;1.046e+00;6.783e-01;3.038e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.178160;1.046e+00;3.765e-01;1.700e-03;3.598e-01;1.624e-03;1.048e+00;1.048e+00;1.053e+00;2.024e-01;7.445e-03;1.052e+00;1.624e-01;7.646e-03;1.046e+00;6.777e-01;3.060e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.179160;1.047e+00;3.761e-01;1.712e-03;3.594e-01;1.636e-03;1.048e+00;1.048e+00;1.053e+00;2.024e-01;7.440e-03;1.052e+00;1.621e-01;7.644e-03;1.047e+00;6.771e-01;3.081e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.180160;1.047e+00;3.758e-01;1.723e-03;3.591e-01;1.647e-03;1.048e+00;1.048e+00;1.053e+00;2.024e-01;7.435e-03;1.052e+00;1.617e-01;7.642e-03;1.047e+00;6.764e-01;3.102e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.184160;1.047e+00;3.744e-01;1.769e-03;3.577e-01;1.690e-03;1.048e+00;1.048e+00;1.053e+00;2.025e-01;7.418e-03;1.052e+00;1.603e-01;7.632e-03;1.047e+00;6.739e-01;3.184e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.185160;1.047e+00;3.740e-01;1.781e-03;3.574e-01;1.701e-03;1.048e+00;1.048e+00;1.054e+00;2.025e-01;7.413e-03;1.052e+00;1.599e-01;7.630e-03;1.047e+00;6.732e-01;3.205e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.190160;1.047e+00;3.722e-01;1.837e-03;3.556e-01;1.755e-03;1.048e+00;1.048e+00;1.054e+00;2.026e-01;7.390e-03;1.052e+00;1.581e-01;7.619e-03;1.047e+00;6.700e-01;3.306e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.192160;1.047e+00;3.715e-01;1.859e-03;3.549e-01;1.776e-03;1.048e+00;1.048e+00;1.054e+00;2.026e-01;7.381e-03;1.052e+00;1.574e-01;7.614e-03;1.047e+00;6.687e-01;3.346e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.193160;1.047e+00;3.712e-01;1.870e-03;3.546e-01;1.786e-03;1.048e+00;1.048e+00;1.054e+00;2.026e-01;7.376e-03;1.053e+00;1.570e-01;7.612e-03;1.047e+00;6.681e-01;3.366e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.195160;1.047e+00;3.705e-01;1.892e-03;3.539e-01;1.807e-03;1.048e+00;1.048e+00;1.054e+00;2.027e-01;7.367e-03;1.053e+00;1.563e-01;7.607e-03;1.047e+00;6.668e-01;3.405e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.200160;1.047e+00;3.687e-01;1.945e-03;3.522e-01;1.858e-03;1.048e+00;1.048e+00;1.054e+00;2.028e-01;7.344e-03;1.053e+00;1.544e-01;7.596e-03;1.047e+00;6.636e-01;3.501e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.205160;1.047e+00;3.669e-01;1.997e-03;3.504e-01;1.907e-03;1.048e+00;1.048e+00;1.054e+00;2.029e-01;7.320e-03;1.053e+00;1.526e-01;7.585e-03;1.047e+00;6.604e-01;3.594e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.210160;1.047e+00;3.651e-01;2.047e-03;3.487e-01;1.955e-03;1.048e+00;1.048e+00;1.054e+00;2.030e-01;7.297e-03;1.053e+00;1.507e-01;7.573e-03;1.047e+00;6.572e-01;3.684e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.215160;1.047e+00;3.633e-01;2.096e-03;3.470e-01;2.001e-03;1.048e+00;1.048e+00;1.054e+00;2.032e-01;7.274e-03;1.053e+00;1.489e-01;7.562e-03;1.047e+00;6.540e-01;3.772e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
0.220160;1.047e+00;3.616e-01;2.142e-03;3.453e-01;2.046e-03;1.048e+00;1.048e+00;1.054e+00;2.033e-01;7.250e-03;1.053e+00;1.470e-01;7.551e-03;1.047e+00;6.509e-01;3.856e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.998e+01;4.222e-01;0.000e+00;1.044e+00;4.997e+01;4.998e+01
