time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Wind_Turbine1_GEN_VoltageInjTerminal;Wind_Turbine1_GEN_ActiveCurrentInjTerminal;Wind_Turbine1_GEN_ReactiveCurrentInjTerminal;Wind_Turbine2_GEN_VoltageInjTerminal;Wind_Turbine2_GEN_ActiveCurrentInjTerminal;Wind_Turbine2_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine1_GEN_ActivePowerSetpointPu;Wind_Turbine1_GEN_ReactivePowerSetpointPu;Wind_Turbine1_GEN_VoltageSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_ActivePowerSetpointPu;Wind_Turbine2_GEN_ReactivePowerSetpointPu;Wind_Turbine2_GEN_VoltageSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;4.167e-01;0.000e+00;3.989e-01;0.000e+00;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.893e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;0.000e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.000000;1.044e+00;4.167e-01;-5.100e-07;3.989e-01;3.070e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-2.922e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.002020;1.044e+00;4.167e-01;-5.014e-07;3.989e-01;2.988e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-3.205e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.003020;1.044e+00;4.167e-01;-4.966e-07;3.989e-01;2.937e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-3.365e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.001e+01;8.333e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.007020;1.044e+00;4.167e-01;-4.701e-07;3.989e-01;2.685e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-4.070e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.001e+01;8.333e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.008020;1.044e+00;4.167e-01;-4.603e-07;3.989e-01;2.608e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-4.254e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.002e+01;8.333e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.012020;1.044e+00;4.167e-01;-4.068e-07;3.989e-01;2.233e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-4.948e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.002e+01;8.333e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.013020;1.044e+00;4.167e-01;-3.902e-07;3.989e-01;2.131e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-5.105e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.003e+01;8.333e-01;0.000e+00;1.044e+00;5.003e+01;5.003e+01
20.017020;1.044e+00;4.167e-01;-3.199e-07;3.989e-01;1.744e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.892e-03;1.044e+00;7.500e-01;-5.620e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.003e+01;8.333e-01;0.000e+00;1.044e+00;5.003e+01;5.003e+01
20.018020;1.044e+00;4.167e-01;-3.018e-07;3.989e-01;1.647e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.892e-03;1.044e+00;7.500e-01;-5.712e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.004e+01;8.333e-01;0.000e+00;1.044e+00;5.004e+01;5.004e+01
