time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Wind_Turbine1_GEN_UPuInjTerminal;Wind_Turbine1_GEN_IpInjTerminal;Wind_Turbine1_GEN_IqInjTerminal;Wind_Turbine2_GEN_UPuInjTerminal;Wind_Turbine2_GEN_IpInjTerminal;Wind_Turbine2_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_ActivePowerSetpointPu;Wind_Turbine1_GEN_ReactivePowerSetpointPu;Wind_Turbine1_GEN_VoltageSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_ActivePowerSetpointPu;Wind_Turbine2_GEN_ReactivePowerSetpointPu;Wind_Turbine2_GEN_VoltageSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;4.167e-01;-5.537e-07;3.989e-01;-5.330e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.894e-03;1.051e+00;2.020e-01;7.894e-03;1.044e+00;7.500e-01;-9.931e-07;1.000e+01;1.000e+01;8.333e-01;1.296e-09;1.044e+00;5.000e+01;8.333e-01;5.926e-09;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;4.167e-01;-5.524e-07;3.989e-01;-5.382e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.893e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-9.971e-07;1.000e+01;1.000e+01;8.333e-01;-1.719e-09;1.044e+00;5.000e+01;8.333e-01;3.103e-09;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;4.167e-01;-5.526e-07;3.989e-01;-5.383e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.893e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-9.970e-07;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.000508000;1.044e+00;4.167e-01;-5.548e-07;3.989e-01;-5.396e-07;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.893e-03;1.051e+00;2.020e-01;7.893e-03;1.044e+00;7.500e-01;-9.968e-07;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.008020000;1.044e+00;4.167e-01;5.389e-05;3.989e-01;5.158e-05;1.044e+00;1.044e+00;1.051e+00;2.020e-01;7.919e-03;1.051e+00;2.020e-01;7.919e-03;1.044e+00;7.500e-01;9.700e-05;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.009020000;1.044e+00;4.167e-01;6.667e-05;3.989e-01;6.382e-05;1.045e+00;1.045e+00;1.051e+00;2.020e-01;7.925e-03;1.051e+00;2.020e-01;7.925e-03;1.044e+00;7.500e-01;1.200e-04;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.016020000;1.044e+00;4.167e-01;1.744e-04;3.989e-01;1.670e-04;1.045e+00;1.045e+00;1.051e+00;2.020e-01;7.976e-03;1.051e+00;2.020e-01;7.976e-03;1.044e+00;7.500e-01;3.140e-04;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.017020000;1.045e+00;4.167e-01;1.917e-04;3.989e-01;1.835e-04;1.045e+00;1.045e+00;1.051e+00;2.020e-01;7.984e-03;1.051e+00;2.020e-01;7.984e-03;1.045e+00;7.500e-01;3.450e-04;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.018020000;1.045e+00;4.167e-01;2.094e-04;3.989e-01;2.005e-04;1.045e+00;1.045e+00;1.051e+00;2.020e-01;7.993e-03;1.051e+00;2.020e-01;7.993e-03;1.045e+00;7.501e-01;3.770e-04;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.019020000;1.045e+00;4.167e-01;2.278e-04;3.989e-01;2.181e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;8.001e-03;1.052e+00;2.020e-01;8.001e-03;1.045e+00;7.501e-01;4.100e-04;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.052020000;1.045e+00;4.167e-01;9.017e-04;3.989e-01;8.631e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;8.319e-03;1.052e+00;2.020e-01;8.319e-03;1.045e+00;7.501e-01;1.623e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.053020000;1.045e+00;4.168e-01;9.233e-04;3.989e-01;8.838e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;8.329e-03;1.052e+00;2.020e-01;8.329e-03;1.045e+00;7.501e-01;1.662e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.054020000;1.045e+00;4.168e-01;9.450e-04;3.989e-01;9.045e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;8.339e-03;1.052e+00;2.020e-01;8.339e-03;1.045e+00;7.502e-01;1.701e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.055020000;1.045e+00;4.168e-01;9.667e-04;3.989e-01;9.253e-04;1.045e+00;1.045e+00;1.052e+00;2.020e-01;8.350e-03;1.052e+00;2.020e-01;8.350e-03;1.045e+00;7.502e-01;1.740e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.056020000;1.045e+00;4.168e-01;9.883e-04;3.989e-01;9.460e-04;1.045e+00;1.045e+00;1.052e+00;2.019e-01;8.360e-03;1.052e+00;2.019e-01;8.360e-03;1.045e+00;7.502e-01;1.779e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.063020000;1.045e+00;4.168e-01;1.142e-03;3.989e-01;1.093e-03;1.045e+00;1.045e+00;1.052e+00;2.019e-01;8.432e-03;1.052e+00;2.019e-01;8.432e-03;1.045e+00;7.502e-01;2.056e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.064020000;1.045e+00;4.168e-01;1.164e-03;3.989e-01;1.114e-03;1.046e+00;1.046e+00;1.052e+00;2.019e-01;8.443e-03;1.052e+00;2.019e-01;8.443e-03;1.045e+00;7.502e-01;2.095e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.078020000;1.045e+00;4.168e-01;1.478e-03;3.989e-01;1.415e-03;1.046e+00;1.046e+00;1.052e+00;2.019e-01;8.590e-03;1.052e+00;2.019e-01;8.590e-03;1.045e+00;7.502e-01;2.661e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.079020000;1.045e+00;4.168e-01;1.501e-03;3.988e-01;1.437e-03;1.046e+00;1.046e+00;1.052e+00;2.019e-01;8.601e-03;1.052e+00;2.019e-01;8.601e-03;1.045e+00;7.502e-01;2.702e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.080020000;1.045e+00;4.168e-01;1.524e-03;3.988e-01;1.458e-03;1.046e+00;1.046e+00;1.052e+00;2.019e-01;8.612e-03;1.052e+00;2.019e-01;8.612e-03;1.045e+00;7.502e-01;2.743e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.081020000;1.045e+00;4.168e-01;1.547e-03;3.988e-01;1.480e-03;1.046e+00;1.046e+00;1.052e+00;2.019e-01;8.622e-03;1.052e+00;2.019e-01;8.622e-03;1.045e+00;7.502e-01;2.784e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.082020000;1.045e+00;4.168e-01;1.569e-03;3.988e-01;1.502e-03;1.046e+00;1.046e+00;1.052e+00;2.019e-01;8.633e-03;1.052e+00;2.019e-01;8.633e-03;1.045e+00;7.502e-01;2.825e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.110020000;1.045e+00;4.168e-01;2.223e-03;3.988e-01;2.127e-03;1.046e+00;1.046e+00;1.052e+00;2.019e-01;8.939e-03;1.052e+00;2.019e-01;8.939e-03;1.045e+00;7.502e-01;4.002e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.111020000;1.045e+00;4.168e-01;2.247e-03;3.988e-01;2.150e-03;1.047e+00;1.047e+00;1.052e+00;2.019e-01;8.950e-03;1.052e+00;2.019e-01;8.950e-03;1.045e+00;7.502e-01;4.044e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.115020000;1.045e+00;4.168e-01;2.342e-03;3.988e-01;2.241e-03;1.047e+00;1.047e+00;1.052e+00;2.019e-01;8.995e-03;1.052e+00;2.019e-01;8.995e-03;1.045e+00;7.502e-01;4.216e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.116020000;1.045e+00;4.168e-01;2.366e-03;3.987e-01;2.264e-03;1.047e+00;1.047e+00;1.052e+00;2.019e-01;9.006e-03;1.052e+00;2.019e-01;9.006e-03;1.045e+00;7.502e-01;4.259e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.118020000;1.045e+00;4.168e-01;2.414e-03;3.987e-01;2.309e-03;1.047e+00;1.047e+00;1.052e+00;2.019e-01;9.028e-03;1.052e+00;2.019e-01;9.028e-03;1.045e+00;7.502e-01;4.345e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.119020000;1.045e+00;4.168e-01;2.438e-03;3.987e-01;2.332e-03;1.047e+00;1.047e+00;1.052e+00;2.018e-01;9.040e-03;1.052e+00;2.018e-01;9.040e-03;1.045e+00;7.502e-01;4.388e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.132020000;1.045e+00;4.168e-01;2.750e-03;3.987e-01;2.631e-03;1.047e+00;1.047e+00;1.052e+00;2.018e-01;9.186e-03;1.052e+00;2.018e-01;9.186e-03;1.045e+00;7.502e-01;4.950e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.133020000;1.045e+00;4.168e-01;2.774e-03;3.987e-01;2.654e-03;1.047e+00;1.047e+00;1.053e+00;2.018e-01;9.198e-03;1.053e+00;2.018e-01;9.198e-03;1.045e+00;7.502e-01;4.993e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.149020000;1.045e+00;4.168e-01;3.162e-03;3.987e-01;3.025e-03;1.047e+00;1.047e+00;1.053e+00;2.018e-01;9.379e-03;1.053e+00;2.018e-01;9.379e-03;1.045e+00;7.502e-01;5.692e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.150020000;1.045e+00;4.168e-01;3.187e-03;3.986e-01;3.048e-03;1.047e+00;1.047e+00;1.053e+00;2.018e-01;9.390e-03;1.053e+00;2.018e-01;9.390e-03;1.045e+00;7.502e-01;5.736e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.155020000;1.045e+00;4.168e-01;3.308e-03;3.986e-01;3.164e-03;1.047e+00;1.047e+00;1.053e+00;2.018e-01;9.447e-03;1.053e+00;2.018e-01;9.447e-03;1.045e+00;7.502e-01;5.955e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.156020000;1.046e+00;4.168e-01;3.333e-03;3.986e-01;3.188e-03;1.048e+00;1.048e+00;1.053e+00;2.018e-01;9.459e-03;1.053e+00;2.018e-01;9.459e-03;1.046e+00;7.502e-01;5.999e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.171020000;1.046e+00;4.168e-01;3.699e-03;3.986e-01;3.538e-03;1.048e+00;1.048e+00;1.053e+00;2.018e-01;9.631e-03;1.053e+00;2.018e-01;9.631e-03;1.046e+00;7.502e-01;6.658e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.172020000;1.046e+00;4.168e-01;3.724e-03;3.986e-01;3.561e-03;1.048e+00;1.048e+00;1.053e+00;2.017e-01;9.642e-03;1.053e+00;2.017e-01;9.642e-03;1.046e+00;7.502e-01;6.703e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.181020000;1.046e+00;4.168e-01;3.944e-03;3.986e-01;3.772e-03;1.048e+00;1.048e+00;1.053e+00;2.017e-01;9.745e-03;1.053e+00;2.017e-01;9.745e-03;1.046e+00;7.502e-01;7.099e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
20.182020000;1.046e+00;4.168e-01;3.968e-03;3.985e-01;3.795e-03;1.048e+00;1.048e+00;1.053e+00;2.017e-01;9.756e-03;1.053e+00;2.017e-01;9.756e-03;1.046e+00;7.502e-01;7.143e-03;1.000e+01;1.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;8.333e-01;4.167e-02;1.044e+00;5.000e+01;5.000e+01
