time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-1.810e-08;7.979e-01;-4.342e-09;1.044e+00;7.500e-01;6.796e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.002816000;1.044e+00;8.321e-01;-2.133e-04;7.967e-01;-2.043e-04;1.044e+00;7.489e-01;-1.920e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.003277000;1.044e+00;8.317e-01;-2.889e-04;7.962e-01;-2.766e-04;1.044e+00;7.485e-01;-2.600e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.006042000;1.045e+00;8.272e-01;-9.333e-04;7.919e-01;-8.935e-04;1.045e+00;7.445e-01;-8.400e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.018022000;1.046e+00;7.954e-01;-3.326e-03;7.603e-01;-3.179e-03;1.046e+00;7.159e-01;-2.993e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.018483000;1.046e+00;7.944e-01;-3.330e-03;7.592e-01;-3.183e-03;1.046e+00;7.149e-01;-2.997e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.018944000;1.046e+00;7.933e-01;-3.327e-03;7.581e-01;-3.179e-03;1.046e+00;7.140e-01;-2.994e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.024842000;1.048e+00;7.823e-01;-2.808e-03;7.469e-01;-2.680e-03;1.048e+00;7.041e-01;-2.527e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.025672000;1.048e+00;7.811e-01;-2.683e-03;7.456e-01;-2.561e-03;1.048e+00;7.030e-01;-2.415e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.030648000;1.048e+00;7.750e-01;-1.822e-03;7.391e-01;-1.738e-03;1.048e+00;6.975e-01;-1.640e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.034796000;1.049e+00;7.710e-01;-1.086e-03;7.349e-01;-1.035e-03;1.049e+00;6.939e-01;-9.770e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.042260000;1.050e+00;7.656e-01;2.217e-06;7.291e-01;2.140e-06;1.050e+00;6.890e-01;1.993e-06;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.048067000;1.050e+00;7.623e-01;5.478e-04;7.257e-01;5.215e-04;1.050e+00;6.860e-01;4.930e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
0.048896000;1.050e+00;7.618e-01;6.044e-04;7.252e-01;5.754e-04;1.050e+00;6.857e-01;5.440e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
