time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.005786000;1.045e+00;8.272e-01;-4.453e-01;7.919e-01;-4.263e-01;1.045e+00;7.445e-01;-4.008e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.019333000;1.046e+00;7.919e-01;-4.479e-01;7.569e-01;-4.281e-01;1.046e+00;7.127e-01;-4.031e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.021821000;1.047e+00;7.871e-01;-4.479e-01;7.520e-01;-4.279e-01;1.047e+00;7.084e-01;-4.031e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.025139000;1.047e+00;7.817e-01;-4.476e-01;7.464e-01;-4.274e-01;1.047e+00;7.035e-01;-4.029e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.046581000;1.050e+00;7.629e-01;-4.454e-01;7.266e-01;-4.243e-01;1.050e+00;6.866e-01;-4.009e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.047581000;1.050e+00;7.623e-01;-4.453e-01;7.261e-01;-4.242e-01;1.050e+00;6.861e-01;-4.008e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.057581000;1.050e+00;7.581e-01;-4.449e-01;7.217e-01;-4.236e-01;1.050e+00;6.823e-01;-4.004e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.059581000;1.051e+00;7.575e-01;-4.449e-01;7.210e-01;-4.235e-01;1.051e+00;6.817e-01;-4.004e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.064581000;1.051e+00;7.560e-01;-4.449e-01;7.196e-01;-4.234e-01;1.051e+00;6.804e-01;-4.004e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.066581000;1.051e+00;7.555e-01;-4.449e-01;7.191e-01;-4.234e-01;1.051e+00;6.799e-01;-4.004e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.082581000;1.051e+00;7.526e-01;-4.452e-01;7.162e-01;-4.237e-01;1.051e+00;6.773e-01;-4.007e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.083581000;1.051e+00;7.524e-01;-4.452e-01;7.161e-01;-4.237e-01;1.051e+00;6.772e-01;-4.007e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.091581000;1.051e+00;7.516e-01;-4.454e-01;7.153e-01;-4.239e-01;1.051e+00;6.764e-01;-4.008e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.158581000;1.051e+00;7.500e-01;-4.456e-01;7.137e-01;-4.241e-01;1.051e+00;6.750e-01;-4.010e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.159581000;1.051e+00;7.499e-01;-4.456e-01;7.137e-01;-4.241e-01;1.051e+00;6.750e-01;-4.010e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
0.160581000;1.051e+00;7.499e-01;-4.456e-01;7.137e-01;-4.241e-01;1.051e+00;6.749e-01;-4.010e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
2.697581000;1.052e+00;7.498e-01;-4.440e-01;7.131e-01;-4.223e-01;1.052e+00;6.748e-01;-3.996e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
7.701581000;1.053e+00;7.498e-01;-4.416e-01;7.123e-01;-4.195e-01;1.053e+00;6.748e-01;-3.974e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
7.959581000;1.053e+00;7.498e-01;-4.415e-01;7.123e-01;-4.194e-01;1.053e+00;6.748e-01;-3.974e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
8.325581000;1.053e+00;7.498e-01;-4.415e-01;7.122e-01;-4.193e-01;1.053e+00;6.748e-01;-3.973e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
29.999994000;1.053e+00;7.498e-01;-4.411e-01;7.121e-01;-4.190e-01;1.053e+00;6.748e-01;-3.970e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
29.999994000;7.799e-05;1.889e-05;-2.389e-04;-1.121e-08;1.081e-09;7.800e-05;1.699e-05;-2.150e-04;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.116626000;1.601e-05;-1.222e-05;-4.888e-05;8.499e-09;-1.294e-08;1.600e-05;-1.101e-05;-4.404e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.149994000;2.599e-05;-4.115e-05;-6.763e-05;3.719e-07;-6.478e-08;2.599e-05;-3.701e-05;-6.104e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.149994000;3.493e-01;-4.522e-01;-6.513e-01;-1.295e+00;-1.865e+00;3.493e-01;-4.069e-01;-5.862e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.151018000;4.474e-01;-5.106e-01;-7.531e-01;-1.141e+00;-1.683e+00;4.474e-01;-4.595e-01;-6.778e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.153431000;6.622e-01;4.849e-02;-9.392e-01;7.323e-02;-1.418e+00;6.622e-01;4.364e-02;-8.453e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.154039000;6.887e-01;3.067e-01;-9.240e-01;4.454e-01;-1.342e+00;6.887e-01;2.760e-01;-8.316e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.156599000;7.201e-01;1.093e+00;-6.965e-01;1.518e+00;-9.672e-01;7.201e-01;9.838e-01;-6.269e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.156727000;7.208e-01;1.117e+00;-6.850e-01;1.549e+00;-9.502e-01;7.208e-01;1.005e+00;-6.165e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.159223000;7.537e-01;1.394e+00;-5.285e-01;1.850e+00;-7.012e-01;7.537e-01;1.255e+00;-4.756e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.159276000;7.548e-01;1.398e+00;-5.265e-01;1.852e+00;-6.976e-01;7.548e-01;1.258e+00;-4.739e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.159709000;7.648e-01;1.422e+00;-5.122e-01;1.859e+00;-6.697e-01;7.648e-01;1.280e+00;-4.610e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.159824000;7.676e-01;1.427e+00;-5.089e-01;1.859e+00;-6.629e-01;7.676e-01;1.285e+00;-4.580e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.160054000;7.736e-01;1.437e+00;-5.028e-01;1.858e+00;-6.499e-01;7.736e-01;1.294e+00;-4.525e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.161619000;8.213e-01;1.472e+00;-4.767e-01;1.793e+00;-5.805e-01;8.213e-01;1.325e+00;-4.290e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.161747000;8.256e-01;1.473e+00;-4.754e-01;1.784e+00;-5.758e-01;8.256e-01;1.325e+00;-4.279e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.167123000;1.019e+00;1.215e+00;-3.953e-01;1.192e+00;-3.878e-01;1.019e+00;1.093e+00;-3.558e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.173978000;1.195e+00;8.820e-01;-8.117e-02;7.379e-01;-6.791e-02;1.195e+00;7.938e-01;-7.306e-02;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.174093000;1.198e+00;8.809e-01;-7.532e-02;7.356e-01;-6.290e-02;1.198e+00;7.928e-01;-6.780e-02;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.174322000;1.202e+00;8.789e-01;-6.366e-02;7.313e-01;-5.297e-02;1.202e+00;7.910e-01;-5.730e-02;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.175467000;1.222e+00;8.764e-01;-6.247e-03;7.171e-01;-5.134e-03;1.222e+00;7.888e-01;-5.632e-03;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.177020000;1.247e+00;8.882e-01;6.815e-02;7.123e-01;5.463e-02;1.247e+00;7.994e-01;6.133e-02;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.177148000;1.249e+00;8.898e-01;7.407e-02;7.125e-01;5.929e-02;1.249e+00;8.008e-01;6.665e-02;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.177404000;1.253e+00;8.932e-01;8.580e-02;7.130e-01;6.848e-02;1.253e+00;8.038e-01;7.721e-02;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.178812000;1.272e+00;9.155e-01;1.476e-01;7.199e-01;1.160e-01;1.272e+00;8.239e-01;1.328e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.181121000;1.298e+00;9.584e-01;2.378e-01;7.382e-01;1.832e-01;1.298e+00;8.625e-01;2.140e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.181970000;1.307e+00;9.737e-01;2.674e-01;7.452e-01;2.046e-01;1.307e+00;8.763e-01;2.406e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.184674000;1.329e+00;1.014e+00;3.479e-01;7.630e-01;2.618e-01;1.329e+00;9.126e-01;3.131e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.185186000;1.333e+00;1.020e+00;3.608e-01;7.653e-01;2.708e-01;1.333e+00;9.178e-01;3.248e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.185442000;1.334e+00;1.022e+00;3.671e-01;7.663e-01;2.751e-01;1.334e+00;9.202e-01;3.303e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.186466000;1.341e+00;1.031e+00;3.902e-01;7.692e-01;2.910e-01;1.341e+00;9.281e-01;3.511e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.186803000;1.343e+00;1.034e+00;3.971e-01;7.699e-01;2.958e-01;1.343e+00;9.302e-01;3.574e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.187555000;1.346e+00;1.037e+00;4.104e-01;7.705e-01;3.049e-01;1.346e+00;9.336e-01;3.694e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.189091000;1.351e+00;1.039e+00;4.261e-01;7.691e-01;3.155e-01;1.351e+00;9.348e-01;3.835e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.189603000;1.351e+00;1.038e+00;4.282e-01;7.678e-01;3.169e-01;1.351e+00;9.338e-01;3.853e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.190115000;1.352e+00;1.036e+00;4.288e-01;7.662e-01;3.173e-01;1.352e+00;9.320e-01;3.859e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.192675000;1.348e+00;1.017e+00;4.128e-01;7.544e-01;3.063e-01;1.348e+00;9.151e-01;3.716e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.194090000;1.343e+00;1.001e+00;3.926e-01;7.459e-01;2.924e-01;1.343e+00;9.012e-01;3.533e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.196748000;1.330e+00;9.690e-01;3.464e-01;7.284e-01;2.603e-01;1.330e+00;8.721e-01;3.117e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.203660000;1.294e+00;8.846e-01;2.148e-01;6.836e-01;1.660e-01;1.294e+00;7.961e-01;1.933e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.205964000;1.281e+00;8.587e-01;1.686e-01;6.705e-01;1.317e-01;1.281e+00;7.728e-01;1.518e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.212415000;1.240e+00;7.944e-01;3.712e-02;6.404e-01;2.992e-02;1.240e+00;7.150e-01;3.340e-02;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.218866000;1.197e+00;7.421e-01;-9.416e-02;6.199e-01;-7.866e-02;1.197e+00;6.679e-01;-8.474e-02;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.219788000;1.191e+00;7.355e-01;-1.127e-01;6.177e-01;-9.463e-02;1.191e+00;6.619e-01;-1.014e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.221940000;1.175e+00;7.208e-01;-1.555e-01;6.132e-01;-1.323e-01;1.175e+00;6.487e-01;-1.399e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
30.225304000;1.151e+00;7.000e-01;-2.207e-01;6.080e-01;-1.917e-01;1.151e+00;6.300e-01;-1.987e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01
