time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.002048000;1.044e+00;8.327e-01;-1.192e-04;7.973e-01;-1.141e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02
0.003072000;1.044e+00;8.319e-01;-2.686e-04;7.965e-01;-2.571e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02
0.005120000;1.045e+00;8.290e-01;-7.125e-04;7.937e-01;-6.821e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02
0.006963000;1.045e+00;8.253e-01;-1.232e-03;7.901e-01;-1.179e-03;1.045e+00;1.000e+01;8.335e-01;1.401e-02
0.008806000;1.045e+00;8.208e-01;-1.799e-03;7.856e-01;-1.722e-03;1.045e+00;1.000e+01;8.335e-01;1.401e-02
0.010650000;1.045e+00;8.158e-01;-2.354e-03;7.807e-01;-2.253e-03;1.045e+00;1.000e+01;8.335e-01;1.401e-02
0.012493000;1.045e+00;8.105e-01;-2.848e-03;7.754e-01;-2.725e-03;1.046e+00;1.000e+01;8.335e-01;1.401e-02
0.014336000;1.045e+00;8.052e-01;-3.245e-03;7.702e-01;-3.104e-03;1.046e+00;1.000e+01;8.335e-01;1.401e-02
0.016179000;1.046e+00;8.002e-01;-3.526e-03;7.652e-01;-3.372e-03;1.046e+00;1.000e+01;8.335e-01;1.401e-02
0.018022000;1.046e+00;7.955e-01;-3.687e-03;7.605e-01;-3.525e-03;1.046e+00;1.000e+01;8.335e-01;1.401e-02
0.019866000;1.046e+00;7.913e-01;-3.733e-03;7.562e-01;-3.568e-03;1.047e+00;1.000e+01;8.335e-01;1.401e-02
0.021709000;1.047e+00;7.875e-01;-3.676e-03;7.523e-01;-3.512e-03;1.047e+00;1.000e+01;8.335e-01;1.401e-02
0.023552000;1.047e+00;7.841e-01;-3.531e-03;7.489e-01;-3.372e-03;1.047e+00;1.000e+01;8.335e-01;1.401e-02
0.025395000;1.047e+00;7.812e-01;-3.320e-03;7.459e-01;-3.169e-03;1.048e+00;1.000e+01;8.335e-01;1.401e-02
0.027238000;1.048e+00;7.786e-01;-3.059e-03;7.432e-01;-2.920e-03;1.048e+00;1.000e+01;8.335e-01;1.401e-02
0.030925000;1.048e+00;7.743e-01;-2.473e-03;7.386e-01;-2.360e-03;1.049e+00;1.000e+01;8.335e-01;1.401e-02
0.034611000;1.049e+00;7.708e-01;-1.860e-03;7.349e-01;-1.774e-03;1.049e+00;1.000e+01;8.335e-01;1.401e-02
0.038298000;1.049e+00;7.679e-01;-1.287e-03;7.318e-01;-1.227e-03;1.050e+00;1.000e+01;8.335e-01;1.401e-02
0.041984000;1.050e+00;7.654e-01;-7.950e-04;7.292e-01;-7.574e-04;1.050e+00;1.000e+01;8.335e-01;1.401e-02
0.045670000;1.050e+00;7.633e-01;-4.027e-04;7.270e-01;-3.835e-04;1.050e+00;1.000e+01;8.335e-01;1.401e-02
0.049357000;1.050e+00;7.614e-01;-1.124e-04;7.250e-01;-1.071e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.053043000;1.050e+00;7.598e-01;7.939e-05;7.233e-01;7.558e-05;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054508000;1.050e+00;7.592e-01;1.318e-04;7.227e-01;1.255e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054509000;1.050e+00;7.592e-01;1.320e-04;7.227e-01;1.257e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054510000;1.050e+00;7.592e-01;1.326e-04;7.227e-01;1.262e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054512000;1.050e+00;7.592e-01;1.326e-04;7.227e-01;1.262e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054516000;1.050e+00;7.592e-01;1.324e-04;7.227e-01;1.260e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054524000;1.050e+00;7.592e-01;1.331e-04;7.227e-01;1.267e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054540000;1.050e+00;7.592e-01;1.333e-04;7.227e-01;1.269e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054572000;1.050e+00;7.591e-01;1.339e-04;7.227e-01;1.275e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054636000;1.050e+00;7.591e-01;1.354e-04;7.226e-01;1.289e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.054764000;1.050e+00;7.591e-01;1.398e-04;7.226e-01;1.331e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.055020000;1.051e+00;7.590e-01;1.467e-04;7.225e-01;1.396e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.055532000;1.051e+00;7.588e-01;1.603e-04;7.223e-01;1.526e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.056556000;1.051e+00;7.584e-01;1.811e-04;7.219e-01;1.723e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.058604000;1.051e+00;7.577e-01;2.080e-04;7.212e-01;1.979e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.062700000;1.051e+00;7.564e-01;2.067e-04;7.199e-01;1.967e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.066796000;1.051e+00;7.553e-01;1.472e-04;7.188e-01;1.401e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.070892000;1.051e+00;7.544e-01;4.682e-05;7.179e-01;4.455e-05;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.074988000;1.051e+00;7.536e-01;-7.909e-05;7.172e-01;-7.526e-05;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.083180000;1.051e+00;7.523e-01;-3.352e-04;7.160e-01;-3.190e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.090216000;1.051e+00;7.516e-01;-5.383e-04;7.153e-01;-5.123e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.097252000;1.051e+00;7.510e-01;-6.982e-04;7.148e-01;-6.645e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.103585000;1.051e+00;7.507e-01;-7.976e-04;7.145e-01;-7.591e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.109918000;1.051e+00;7.505e-01;-8.596e-04;7.142e-01;-8.182e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.116251000;1.051e+00;7.503e-01;-8.905e-04;7.141e-01;-8.475e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.122584000;1.051e+00;7.502e-01;-8.980e-04;7.140e-01;-8.546e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.128916000;1.051e+00;7.501e-01;-8.912e-04;7.139e-01;-8.482e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.135249000;1.051e+00;7.500e-01;-8.791e-04;7.138e-01;-8.366e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.145249000;1.051e+00;7.500e-01;-8.588e-04;7.138e-01;-8.173e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.155249000;1.051e+00;7.499e-01;-8.468e-04;7.137e-01;-8.059e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.165249000;1.051e+00;7.499e-01;-8.453e-04;7.137e-01;-8.045e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.175249000;1.051e+00;7.499e-01;-8.523e-04;7.137e-01;-8.111e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.185249000;1.051e+00;7.499e-01;-8.636e-04;7.137e-01;-8.219e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.195249000;1.051e+00;7.499e-01;-8.754e-04;7.137e-01;-8.332e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.205249000;1.051e+00;7.499e-01;-8.869e-04;7.137e-01;-8.441e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.215249000;1.051e+00;7.499e-01;-8.965e-04;7.137e-01;-8.532e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.225249000;1.051e+00;7.499e-01;-9.033e-04;7.137e-01;-8.597e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.235249000;1.051e+00;7.499e-01;-9.089e-04;7.137e-01;-8.650e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.245249000;1.051e+00;7.499e-01;-9.149e-04;7.137e-01;-8.708e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.255249000;1.051e+00;7.499e-01;-9.205e-04;7.137e-01;-8.760e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.265249000;1.051e+00;7.499e-01;-9.257e-04;7.137e-01;-8.810e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.275249000;1.051e+00;7.499e-01;-9.322e-04;7.137e-01;-8.872e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.285249000;1.051e+00;7.499e-01;-9.374e-04;7.137e-01;-8.922e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.295249000;1.051e+00;7.499e-01;-9.428e-04;7.137e-01;-8.973e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.305249000;1.051e+00;7.499e-01;-9.495e-04;7.137e-01;-9.036e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.315249000;1.051e+00;7.499e-01;-9.547e-04;7.137e-01;-9.086e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.325249000;1.051e+00;7.499e-01;-9.603e-04;7.137e-01;-9.139e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.335249000;1.051e+00;7.499e-01;-9.642e-04;7.137e-01;-9.176e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.345249000;1.051e+00;7.499e-01;-9.694e-04;7.137e-01;-9.226e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.355249000;1.051e+00;7.499e-01;-9.750e-04;7.137e-01;-9.279e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.365249000;1.051e+00;7.499e-01;-9.791e-04;7.137e-01;-9.318e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.375249000;1.051e+00;7.499e-01;-9.843e-04;7.137e-01;-9.368e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.385249000;1.051e+00;7.499e-01;-9.881e-04;7.137e-01;-9.404e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.395249000;1.051e+00;7.499e-01;-9.933e-04;7.137e-01;-9.454e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.405249000;1.051e+00;7.499e-01;-9.974e-04;7.137e-01;-9.493e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.415249000;1.051e+00;7.499e-01;-1.002e-03;7.137e-01;-9.534e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.425249000;1.051e+00;7.499e-01;-1.006e-03;7.137e-01;-9.573e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.435249000;1.051e+00;7.499e-01;-1.010e-03;7.137e-01;-9.615e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.445249000;1.051e+00;7.499e-01;-1.014e-03;7.137e-01;-9.654e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.455249000;1.051e+00;7.499e-01;-1.018e-03;7.137e-01;-9.693e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.465249000;1.051e+00;7.499e-01;-1.023e-03;7.137e-01;-9.734e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.475249000;1.051e+00;7.499e-01;-1.026e-03;7.137e-01;-9.763e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.485249000;1.051e+00;7.499e-01;-1.030e-03;7.137e-01;-9.804e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.495249000;1.051e+00;7.499e-01;-1.034e-03;7.137e-01;-9.839e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.505249000;1.051e+00;7.499e-01;-1.037e-03;7.137e-01;-9.868e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.515249000;1.051e+00;7.499e-01;-1.040e-03;7.137e-01;-9.898e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.525249000;1.051e+00;7.499e-01;-1.044e-03;7.137e-01;-9.937e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.535249000;1.051e+00;7.499e-01;-1.047e-03;7.137e-01;-9.968e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.545249000;1.051e+00;7.499e-01;-1.050e-03;7.137e-01;-9.996e-04;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.555249000;1.051e+00;7.499e-01;-1.055e-03;7.137e-01;-1.004e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.565249000;1.051e+00;7.499e-01;-1.058e-03;7.137e-01;-1.007e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.575249000;1.051e+00;7.499e-01;-1.061e-03;7.137e-01;-1.010e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.585249000;1.051e+00;7.499e-01;-1.063e-03;7.137e-01;-1.012e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.595249000;1.051e+00;7.499e-01;-1.066e-03;7.137e-01;-1.015e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.605249000;1.051e+00;7.499e-01;-1.068e-03;7.137e-01;-1.017e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.615249000;1.051e+00;7.499e-01;-1.071e-03;7.137e-01;-1.020e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.625249000;1.051e+00;7.499e-01;-1.075e-03;7.137e-01;-1.023e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.635249000;1.051e+00;7.499e-01;-1.078e-03;7.137e-01;-1.026e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.645249000;1.051e+00;7.499e-01;-1.080e-03;7.137e-01;-1.028e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.655249000;1.051e+00;7.499e-01;-1.083e-03;7.137e-01;-1.031e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.665249000;1.051e+00;7.499e-01;-1.085e-03;7.137e-01;-1.033e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.675249000;1.051e+00;7.499e-01;-1.088e-03;7.137e-01;-1.036e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.685249000;1.051e+00;7.499e-01;-1.090e-03;7.137e-01;-1.037e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.695249000;1.051e+00;7.499e-01;-1.093e-03;7.137e-01;-1.040e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.705249000;1.051e+00;7.499e-01;-1.095e-03;7.137e-01;-1.042e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.715249000;1.051e+00;7.499e-01;-1.097e-03;7.137e-01;-1.044e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.725249000;1.051e+00;7.499e-01;-1.099e-03;7.137e-01;-1.046e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.735249000;1.051e+00;7.499e-01;-1.101e-03;7.137e-01;-1.048e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.745249000;1.051e+00;7.499e-01;-1.103e-03;7.137e-01;-1.050e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.755249000;1.051e+00;7.499e-01;-1.105e-03;7.137e-01;-1.052e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.765249000;1.051e+00;7.499e-01;-1.108e-03;7.137e-01;-1.054e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.775249000;1.051e+00;7.499e-01;-1.110e-03;7.137e-01;-1.056e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.785249000;1.051e+00;7.499e-01;-1.112e-03;7.137e-01;-1.058e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.795249000;1.051e+00;7.499e-01;-1.113e-03;7.137e-01;-1.059e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.805249000;1.051e+00;7.499e-01;-1.115e-03;7.137e-01;-1.061e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.815249000;1.051e+00;7.499e-01;-1.116e-03;7.137e-01;-1.062e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.825249000;1.051e+00;7.499e-01;-1.118e-03;7.137e-01;-1.064e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.835249000;1.051e+00;7.499e-01;-1.119e-03;7.137e-01;-1.065e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.845249000;1.051e+00;7.499e-01;-1.121e-03;7.137e-01;-1.067e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.855249000;1.051e+00;7.499e-01;-1.122e-03;7.137e-01;-1.068e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.865249000;1.051e+00;7.499e-01;-1.124e-03;7.137e-01;-1.070e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.875249000;1.051e+00;7.499e-01;-1.126e-03;7.137e-01;-1.071e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.885249000;1.051e+00;7.499e-01;-1.128e-03;7.137e-01;-1.073e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.895249000;1.051e+00;7.499e-01;-1.129e-03;7.137e-01;-1.074e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.905249000;1.051e+00;7.499e-01;-1.130e-03;7.137e-01;-1.075e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.915249000;1.051e+00;7.499e-01;-1.131e-03;7.137e-01;-1.076e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.925249000;1.051e+00;7.499e-01;-1.133e-03;7.137e-01;-1.078e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.935249000;1.051e+00;7.499e-01;-1.134e-03;7.137e-01;-1.079e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.945249000;1.051e+00;7.499e-01;-1.134e-03;7.137e-01;-1.080e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.955249000;1.051e+00;7.499e-01;-1.135e-03;7.137e-01;-1.080e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.965249000;1.051e+00;7.499e-01;-1.136e-03;7.137e-01;-1.081e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.975249000;1.051e+00;7.499e-01;-1.137e-03;7.137e-01;-1.083e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.985249000;1.051e+00;7.499e-01;-1.137e-03;7.137e-01;-1.082e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
0.995249000;1.051e+00;7.499e-01;-1.138e-03;7.137e-01;-1.083e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.005249000;1.051e+00;7.499e-01;-1.139e-03;7.137e-01;-1.084e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.015249000;1.051e+00;7.499e-01;-1.140e-03;7.137e-01;-1.085e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.025249000;1.051e+00;7.499e-01;-1.140e-03;7.137e-01;-1.085e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.035249000;1.051e+00;7.499e-01;-1.141e-03;7.137e-01;-1.086e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.045249000;1.051e+00;7.499e-01;-1.142e-03;7.137e-01;-1.087e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.055249000;1.051e+00;7.499e-01;-1.142e-03;7.137e-01;-1.087e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.065249000;1.051e+00;7.499e-01;-1.143e-03;7.137e-01;-1.088e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.075249000;1.051e+00;7.499e-01;-1.143e-03;7.137e-01;-1.088e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.085249000;1.051e+00;7.499e-01;-1.144e-03;7.137e-01;-1.089e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.095249000;1.051e+00;7.499e-01;-1.144e-03;7.137e-01;-1.089e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.105249000;1.051e+00;7.499e-01;-1.144e-03;7.137e-01;-1.089e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.115249000;1.051e+00;7.499e-01;-1.145e-03;7.137e-01;-1.090e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.125249000;1.051e+00;7.499e-01;-1.145e-03;7.137e-01;-1.090e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.135249000;1.051e+00;7.499e-01;-1.145e-03;7.137e-01;-1.090e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.145249000;1.051e+00;7.499e-01;-1.145e-03;7.137e-01;-1.090e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.155249000;1.051e+00;7.499e-01;-1.146e-03;7.137e-01;-1.091e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.165249000;1.051e+00;7.499e-01;-1.146e-03;7.137e-01;-1.091e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.175249000;1.051e+00;7.499e-01;-1.146e-03;7.137e-01;-1.091e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.185249000;1.051e+00;7.499e-01;-1.146e-03;7.137e-01;-1.091e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.195249000;1.051e+00;7.499e-01;-1.146e-03;7.137e-01;-1.091e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.205249000;1.051e+00;7.499e-01;-1.146e-03;7.137e-01;-1.091e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.215249000;1.051e+00;7.499e-01;-1.146e-03;7.137e-01;-1.091e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.225249000;1.051e+00;7.499e-01;-1.145e-03;7.137e-01;-1.090e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.235249000;1.051e+00;7.499e-01;-1.145e-03;7.137e-01;-1.090e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.245249000;1.051e+00;7.499e-01;-1.145e-03;7.137e-01;-1.090e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.255249000;1.051e+00;7.499e-01;-1.145e-03;7.137e-01;-1.090e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.265249000;1.051e+00;7.499e-01;-1.144e-03;7.137e-01;-1.089e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.275249000;1.051e+00;7.499e-01;-1.144e-03;7.137e-01;-1.089e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.285249000;1.051e+00;7.499e-01;-1.144e-03;7.137e-01;-1.089e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.295249000;1.051e+00;7.499e-01;-1.143e-03;7.137e-01;-1.088e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.305249000;1.051e+00;7.499e-01;-1.143e-03;7.137e-01;-1.088e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.315249000;1.051e+00;7.499e-01;-1.142e-03;7.137e-01;-1.087e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.325249000;1.051e+00;7.499e-01;-1.142e-03;7.137e-01;-1.087e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.335249000;1.051e+00;7.499e-01;-1.141e-03;7.137e-01;-1.086e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.345249000;1.051e+00;7.499e-01;-1.141e-03;7.137e-01;-1.086e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.355249000;1.051e+00;7.499e-01;-1.140e-03;7.137e-01;-1.085e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.365249000;1.051e+00;7.499e-01;-1.139e-03;7.137e-01;-1.084e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.375249000;1.051e+00;7.499e-01;-1.139e-03;7.137e-01;-1.084e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.385249000;1.051e+00;7.499e-01;-1.138e-03;7.137e-01;-1.083e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.395249000;1.051e+00;7.499e-01;-1.137e-03;7.137e-01;-1.082e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.405249000;1.051e+00;7.499e-01;-1.136e-03;7.137e-01;-1.081e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.415249000;1.051e+00;7.499e-01;-1.136e-03;7.137e-01;-1.081e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.425249000;1.051e+00;7.499e-01;-1.134e-03;7.137e-01;-1.080e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.435249000;1.051e+00;7.499e-01;-1.134e-03;7.137e-01;-1.079e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
1.445249000;1.051e+00;7.499e-01;-1.132e-03;7.137e-01;-1.078e-03;1.051e+00;1.000e+01;8.335e-01;1.401e-02
