time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
10.315249000;1.052e+00;7.499e-01;1.439e-03;7.130e-01;1.368e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.325249000;1.052e+00;7.499e-01;1.439e-03;7.130e-01;1.368e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.335249000;1.052e+00;7.499e-01;1.440e-03;7.130e-01;1.370e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.345249000;1.052e+00;7.499e-01;1.441e-03;7.130e-01;1.370e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.355249000;1.052e+00;7.499e-01;1.442e-03;7.130e-01;1.371e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.365249000;1.052e+00;7.499e-01;1.443e-03;7.130e-01;1.373e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.375249000;1.052e+00;7.499e-01;1.443e-03;7.130e-01;1.372e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.385249000;1.052e+00;7.499e-01;1.444e-03;7.130e-01;1.373e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.395249000;1.052e+00;7.499e-01;1.445e-03;7.130e-01;1.374e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.405249000;1.052e+00;7.499e-01;1.446e-03;7.130e-01;1.375e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.415249000;1.052e+00;7.499e-01;1.448e-03;7.130e-01;1.376e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.425249000;1.052e+00;7.499e-01;1.449e-03;7.130e-01;1.377e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.435249000;1.052e+00;7.499e-01;1.450e-03;7.130e-01;1.378e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.445249000;1.052e+00;7.499e-01;1.451e-03;7.130e-01;1.379e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.455249000;1.052e+00;7.499e-01;1.452e-03;7.130e-01;1.380e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.465249000;1.052e+00;7.499e-01;1.452e-03;7.130e-01;1.380e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.475249000;1.052e+00;7.499e-01;1.453e-03;7.130e-01;1.381e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.485249000;1.052e+00;7.499e-01;1.454e-03;7.130e-01;1.382e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.495249000;1.052e+00;7.499e-01;1.455e-03;7.130e-01;1.383e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.505249000;1.052e+00;7.499e-01;1.456e-03;7.130e-01;1.384e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.515249000;1.052e+00;7.499e-01;1.457e-03;7.130e-01;1.385e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.525249000;1.052e+00;7.499e-01;1.457e-03;7.130e-01;1.385e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.535249000;1.052e+00;7.499e-01;1.458e-03;7.130e-01;1.386e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.545249000;1.052e+00;7.499e-01;1.459e-03;7.130e-01;1.387e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.555249000;1.052e+00;7.499e-01;1.460e-03;7.130e-01;1.388e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.565249000;1.052e+00;7.499e-01;1.461e-03;7.130e-01;1.389e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.575249000;1.052e+00;7.499e-01;1.462e-03;7.130e-01;1.390e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.585249000;1.052e+00;7.499e-01;1.462e-03;7.130e-01;1.390e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.595249000;1.052e+00;7.499e-01;1.463e-03;7.130e-01;1.391e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.605249000;1.052e+00;7.499e-01;1.464e-03;7.130e-01;1.392e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.615249000;1.052e+00;7.499e-01;1.465e-03;7.130e-01;1.393e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.625249000;1.052e+00;7.499e-01;1.466e-03;7.130e-01;1.394e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.635249000;1.052e+00;7.499e-01;1.467e-03;7.130e-01;1.395e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.645249000;1.052e+00;7.499e-01;1.467e-03;7.130e-01;1.395e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.655249000;1.052e+00;7.499e-01;1.468e-03;7.130e-01;1.396e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.665249000;1.052e+00;7.499e-01;1.469e-03;7.130e-01;1.396e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.675249000;1.052e+00;7.499e-01;1.470e-03;7.130e-01;1.398e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.685249000;1.052e+00;7.499e-01;1.470e-03;7.130e-01;1.398e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.695249000;1.052e+00;7.499e-01;1.471e-03;7.130e-01;1.398e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.705249000;1.052e+00;7.499e-01;1.472e-03;7.130e-01;1.399e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.715249000;1.052e+00;7.499e-01;1.473e-03;7.130e-01;1.401e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.725249000;1.052e+00;7.499e-01;1.474e-03;7.130e-01;1.401e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.735249000;1.052e+00;7.499e-01;1.474e-03;7.130e-01;1.401e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.745249000;1.052e+00;7.499e-01;1.475e-03;7.130e-01;1.402e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.755249000;1.052e+00;7.499e-01;1.476e-03;7.130e-01;1.403e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.765249000;1.052e+00;7.499e-01;1.477e-03;7.130e-01;1.404e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.775249000;1.052e+00;7.499e-01;1.477e-03;7.130e-01;1.404e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.785249000;1.052e+00;7.499e-01;1.478e-03;7.130e-01;1.405e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.795249000;1.052e+00;7.499e-01;1.479e-03;7.130e-01;1.406e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.805249000;1.052e+00;7.499e-01;1.480e-03;7.130e-01;1.407e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.815249000;1.052e+00;7.499e-01;1.480e-03;7.130e-01;1.407e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.825249000;1.052e+00;7.499e-01;1.481e-03;7.130e-01;1.408e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.835249000;1.052e+00;7.499e-01;1.482e-03;7.130e-01;1.409e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.845249000;1.052e+00;7.499e-01;1.484e-03;7.130e-01;1.411e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.855249000;1.052e+00;7.499e-01;1.484e-03;7.130e-01;1.411e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.865249000;1.052e+00;7.499e-01;1.485e-03;7.130e-01;1.412e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.875249000;1.052e+00;7.499e-01;1.486e-03;7.130e-01;1.413e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.885249000;1.052e+00;7.499e-01;1.487e-03;7.130e-01;1.414e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.895249000;1.052e+00;7.499e-01;1.487e-03;7.130e-01;1.414e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.905249000;1.052e+00;7.499e-01;1.488e-03;7.130e-01;1.415e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.915249000;1.052e+00;7.499e-01;1.489e-03;7.130e-01;1.416e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.925249000;1.052e+00;7.499e-01;1.489e-03;7.130e-01;1.416e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.935249000;1.052e+00;7.499e-01;1.490e-03;7.130e-01;1.417e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.945249000;1.052e+00;7.499e-01;1.490e-03;7.130e-01;1.417e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.955249000;1.052e+00;7.499e-01;1.490e-03;7.130e-01;1.417e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.965249000;1.052e+00;7.499e-01;1.491e-03;7.130e-01;1.418e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.975249000;1.052e+00;7.499e-01;1.492e-03;7.130e-01;1.419e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.985249000;1.052e+00;7.499e-01;1.493e-03;7.130e-01;1.420e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
10.995249000;1.052e+00;7.499e-01;1.493e-03;7.130e-01;1.420e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.005249000;1.052e+00;7.499e-01;1.494e-03;7.130e-01;1.421e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.015249000;1.052e+00;7.499e-01;1.495e-03;7.130e-01;1.422e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.025249000;1.052e+00;7.499e-01;1.495e-03;7.130e-01;1.422e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.035249000;1.052e+00;7.499e-01;1.496e-03;7.130e-01;1.423e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.045249000;1.052e+00;7.499e-01;1.498e-03;7.130e-01;1.424e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.055249000;1.052e+00;7.499e-01;1.498e-03;7.130e-01;1.424e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.065249000;1.052e+00;7.499e-01;1.498e-03;7.130e-01;1.425e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.075249000;1.052e+00;7.499e-01;1.500e-03;7.130e-01;1.426e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.085249000;1.052e+00;7.499e-01;1.500e-03;7.130e-01;1.426e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.095249000;1.052e+00;7.499e-01;1.501e-03;7.130e-01;1.427e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.105249000;1.052e+00;7.499e-01;1.502e-03;7.130e-01;1.428e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.115249000;1.052e+00;7.499e-01;1.502e-03;7.130e-01;1.428e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.125249000;1.052e+00;7.499e-01;1.503e-03;7.130e-01;1.429e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.135249000;1.052e+00;7.499e-01;1.503e-03;7.130e-01;1.429e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.145249000;1.052e+00;7.499e-01;1.504e-03;7.130e-01;1.430e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.155249000;1.052e+00;7.499e-01;1.505e-03;7.130e-01;1.431e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.165249000;1.052e+00;7.499e-01;1.505e-03;7.130e-01;1.431e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.175249000;1.052e+00;7.499e-01;1.506e-03;7.130e-01;1.432e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.185249000;1.052e+00;7.499e-01;1.507e-03;7.130e-01;1.433e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.195249000;1.052e+00;7.499e-01;1.507e-03;7.130e-01;1.433e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.205249000;1.052e+00;7.499e-01;1.508e-03;7.130e-01;1.434e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.215249000;1.052e+00;7.499e-01;1.509e-03;7.130e-01;1.435e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.225249000;1.052e+00;7.499e-01;1.509e-03;7.130e-01;1.435e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.235249000;1.052e+00;7.499e-01;1.510e-03;7.130e-01;1.436e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.245249000;1.052e+00;7.499e-01;1.510e-03;7.130e-01;1.436e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.255249000;1.052e+00;7.499e-01;1.511e-03;7.130e-01;1.437e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.265249000;1.052e+00;7.499e-01;1.512e-03;7.130e-01;1.438e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.275249000;1.052e+00;7.499e-01;1.512e-03;7.130e-01;1.438e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.285249000;1.052e+00;7.499e-01;1.513e-03;7.130e-01;1.439e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.295249000;1.052e+00;7.499e-01;1.513e-03;7.130e-01;1.439e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.305249000;1.052e+00;7.499e-01;1.514e-03;7.130e-01;1.440e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.315249000;1.052e+00;7.499e-01;1.515e-03;7.130e-01;1.441e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.325249000;1.052e+00;7.499e-01;1.515e-03;7.130e-01;1.441e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.335249000;1.052e+00;7.499e-01;1.516e-03;7.130e-01;1.441e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.345249000;1.052e+00;7.499e-01;1.516e-03;7.130e-01;1.441e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.355249000;1.052e+00;7.499e-01;1.517e-03;7.130e-01;1.442e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.365249000;1.052e+00;7.499e-01;1.517e-03;7.130e-01;1.442e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.375249000;1.052e+00;7.499e-01;1.518e-03;7.130e-01;1.443e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.385249000;1.052e+00;7.499e-01;1.519e-03;7.130e-01;1.444e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.395249000;1.052e+00;7.499e-01;1.519e-03;7.130e-01;1.444e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.405249000;1.052e+00;7.499e-01;1.520e-03;7.130e-01;1.445e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.415249000;1.052e+00;7.499e-01;1.520e-03;7.130e-01;1.445e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.425249000;1.052e+00;7.499e-01;1.521e-03;7.130e-01;1.446e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.435249000;1.052e+00;7.499e-01;1.521e-03;7.130e-01;1.446e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.445249000;1.052e+00;7.499e-01;1.522e-03;7.130e-01;1.447e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.455249000;1.052e+00;7.499e-01;1.523e-03;7.130e-01;1.448e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.465249000;1.052e+00;7.499e-01;1.523e-03;7.130e-01;1.448e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.475249000;1.052e+00;7.499e-01;1.524e-03;7.130e-01;1.449e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.485249000;1.052e+00;7.499e-01;1.524e-03;7.130e-01;1.449e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.495249000;1.052e+00;7.499e-01;1.525e-03;7.130e-01;1.450e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.505249000;1.052e+00;7.499e-01;1.525e-03;7.130e-01;1.450e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.515249000;1.052e+00;7.499e-01;1.526e-03;7.130e-01;1.451e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.525249000;1.052e+00;7.499e-01;1.526e-03;7.130e-01;1.451e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.535249000;1.052e+00;7.499e-01;1.527e-03;7.130e-01;1.452e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.545249000;1.052e+00;7.499e-01;1.527e-03;7.130e-01;1.452e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.555249000;1.052e+00;7.499e-01;1.528e-03;7.130e-01;1.453e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.565249000;1.052e+00;7.499e-01;1.528e-03;7.130e-01;1.453e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.575249000;1.052e+00;7.499e-01;1.529e-03;7.130e-01;1.454e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.585249000;1.052e+00;7.499e-01;1.529e-03;7.130e-01;1.454e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.595249000;1.052e+00;7.499e-01;1.530e-03;7.130e-01;1.455e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.605249000;1.052e+00;7.499e-01;1.531e-03;7.130e-01;1.456e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.615249000;1.052e+00;7.499e-01;1.531e-03;7.130e-01;1.456e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.625249000;1.052e+00;7.499e-01;1.532e-03;7.130e-01;1.457e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.635249000;1.052e+00;7.499e-01;1.532e-03;7.130e-01;1.457e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.645249000;1.052e+00;7.499e-01;1.533e-03;7.130e-01;1.458e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.655249000;1.052e+00;7.499e-01;1.533e-03;7.130e-01;1.458e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.665249000;1.052e+00;7.499e-01;1.534e-03;7.130e-01;1.459e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.675249000;1.052e+00;7.499e-01;1.534e-03;7.130e-01;1.459e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.685249000;1.052e+00;7.499e-01;1.535e-03;7.130e-01;1.460e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.695249000;1.052e+00;7.499e-01;1.535e-03;7.130e-01;1.460e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.705249000;1.052e+00;7.499e-01;1.535e-03;7.130e-01;1.460e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.715249000;1.052e+00;7.499e-01;1.536e-03;7.130e-01;1.461e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.725249000;1.052e+00;7.499e-01;1.536e-03;7.130e-01;1.461e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.735249000;1.052e+00;7.499e-01;1.537e-03;7.130e-01;1.462e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.745249000;1.052e+00;7.499e-01;1.537e-03;7.130e-01;1.462e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.755249000;1.052e+00;7.499e-01;1.538e-03;7.130e-01;1.463e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.765249000;1.052e+00;7.499e-01;1.538e-03;7.130e-01;1.463e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.775249000;1.052e+00;7.499e-01;1.540e-03;7.130e-01;1.464e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.785249000;1.052e+00;7.499e-01;1.539e-03;7.130e-01;1.464e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.795249000;1.052e+00;7.499e-01;1.541e-03;7.130e-01;1.465e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.805249000;1.052e+00;7.499e-01;1.540e-03;7.130e-01;1.464e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.815249000;1.052e+00;7.499e-01;1.541e-03;7.130e-01;1.465e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.825249000;1.052e+00;7.499e-01;1.541e-03;7.130e-01;1.465e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.835249000;1.052e+00;7.499e-01;1.542e-03;7.130e-01;1.466e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.845249000;1.052e+00;7.499e-01;1.542e-03;7.130e-01;1.466e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.855249000;1.052e+00;7.499e-01;1.543e-03;7.130e-01;1.467e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.865249000;1.052e+00;7.499e-01;1.543e-03;7.130e-01;1.467e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.875249000;1.052e+00;7.499e-01;1.543e-03;7.130e-01;1.467e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.885249000;1.052e+00;7.499e-01;1.544e-03;7.130e-01;1.468e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.895249000;1.052e+00;7.499e-01;1.544e-03;7.130e-01;1.468e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.905249000;1.052e+00;7.499e-01;1.545e-03;7.130e-01;1.469e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.915249000;1.052e+00;7.499e-01;1.545e-03;7.130e-01;1.469e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.925249000;1.052e+00;7.499e-01;1.546e-03;7.130e-01;1.470e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.935249000;1.052e+00;7.499e-01;1.546e-03;7.130e-01;1.470e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.945249000;1.052e+00;7.499e-01;1.546e-03;7.130e-01;1.470e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.955249000;1.052e+00;7.499e-01;1.547e-03;7.130e-01;1.471e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.965249000;1.052e+00;7.499e-01;1.547e-03;7.130e-01;1.471e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.975249000;1.052e+00;7.499e-01;1.548e-03;7.130e-01;1.472e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.985249000;1.052e+00;7.499e-01;1.548e-03;7.130e-01;1.472e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
11.995249000;1.052e+00;7.499e-01;1.549e-03;7.130e-01;1.473e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.005249000;1.052e+00;7.499e-01;1.549e-03;7.130e-01;1.473e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.015249000;1.052e+00;7.499e-01;1.549e-03;7.130e-01;1.473e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.025249000;1.052e+00;7.499e-01;1.550e-03;7.130e-01;1.474e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.035249000;1.052e+00;7.499e-01;1.550e-03;7.130e-01;1.474e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.045249000;1.052e+00;7.499e-01;1.551e-03;7.130e-01;1.475e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.055249000;1.052e+00;7.499e-01;1.551e-03;7.130e-01;1.475e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.065249000;1.052e+00;7.499e-01;1.551e-03;7.130e-01;1.475e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.075249000;1.052e+00;7.499e-01;1.552e-03;7.130e-01;1.476e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.085249000;1.052e+00;7.499e-01;1.552e-03;7.130e-01;1.476e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.095249000;1.052e+00;7.499e-01;1.553e-03;7.130e-01;1.477e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.105249000;1.052e+00;7.499e-01;1.553e-03;7.130e-01;1.477e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.115249000;1.052e+00;7.499e-01;1.553e-03;7.130e-01;1.477e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.125249000;1.052e+00;7.499e-01;1.554e-03;7.130e-01;1.478e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.135249000;1.052e+00;7.499e-01;1.554e-03;7.130e-01;1.478e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.145249000;1.052e+00;7.499e-01;1.556e-03;7.130e-01;1.479e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.155249000;1.052e+00;7.499e-01;1.555e-03;7.130e-01;1.479e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.165249000;1.052e+00;7.499e-01;1.555e-03;7.130e-01;1.479e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.175249000;1.052e+00;7.499e-01;1.557e-03;7.130e-01;1.480e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.185249000;1.052e+00;7.499e-01;1.557e-03;7.130e-01;1.480e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.195249000;1.052e+00;7.499e-01;1.558e-03;7.130e-01;1.481e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.205249000;1.052e+00;7.499e-01;1.558e-03;7.130e-01;1.481e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.215249000;1.052e+00;7.499e-01;1.557e-03;7.130e-01;1.481e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.225249000;1.052e+00;7.499e-01;1.559e-03;7.130e-01;1.482e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.235249000;1.052e+00;7.499e-01;1.559e-03;7.130e-01;1.482e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.245249000;1.052e+00;7.499e-01;1.559e-03;7.130e-01;1.482e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.255249000;1.052e+00;7.499e-01;1.560e-03;7.130e-01;1.483e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.265249000;1.052e+00;7.499e-01;1.560e-03;7.130e-01;1.483e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.275249000;1.052e+00;7.499e-01;1.560e-03;7.130e-01;1.483e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.285249000;1.052e+00;7.499e-01;1.561e-03;7.130e-01;1.484e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.295249000;1.052e+00;7.499e-01;1.561e-03;7.130e-01;1.484e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
12.305249000;1.052e+00;7.499e-01;1.562e-03;7.130e-01;1.485e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
