time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;3.735e-10;7.979e-01;7.711e-09;1.044e+00;7.500e-01;5.462e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02
29.999994000;1.044e+00;8.333e-01;1.191e-09;7.979e-01;-4.585e-09;1.044e+00;7.500e-01;5.461e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02
29.999994000;2.300e-05;1.223e-05;-6.111e-05;1.548e-09;-4.496e-09;2.300e-05;1.100e-05;-5.499e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02
30.000058000;2.300e-05;1.223e-05;-6.111e-05;1.783e-09;-3.829e-09;2.300e-05;1.100e-05;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02
30.000826000;2.300e-05;1.222e-05;-6.000e-05;1.634e-09;-3.040e-09;2.300e-05;1.100e-05;-5.400e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.991e-01;-1.659e-02
30.001605000;2.300e-05;1.222e-05;-6.000e-05;3.440e-09;6.952e-10;2.299e-05;1.100e-05;-5.400e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.029e-01;-2.287e-02
30.003205000;2.300e-05;1.333e-05;-6.000e-05;1.054e-08;1.448e-09;2.299e-05;1.200e-05;-5.400e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.176e-01;-5.828e-02
30.003983000;2.399e-05;1.333e-05;-6.111e-05;1.185e-08;-1.040e-09;2.400e-05;1.200e-05;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.252e-01;-8.482e-02
30.004432000;2.399e-05;1.333e-05;-6.111e-05;1.249e-08;-2.412e-10;2.400e-05;1.200e-05;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.281e-01;-1.025e-01
30.004675000;2.399e-05;1.333e-05;-6.111e-05;1.260e-08;2.081e-11;2.400e-05;1.200e-05;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.288e-01;-1.128e-01
30.004906000;2.399e-05;1.333e-05;-6.111e-05;1.264e-08;2.546e-10;2.400e-05;1.200e-05;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.289e-01;-1.229e-01
30.005360000;2.399e-05;1.333e-05;-6.222e-05;1.237e-08;7.530e-10;2.400e-05;1.200e-05;-5.600e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.272e-01;-1.439e-01
30.009685000;2.499e-05;1.444e-05;-6.444e-05;7.242e-09;1.155e-09;2.500e-05;1.300e-05;-5.801e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.010e-01;-3.298e-01
30.012482000;2.499e-05;1.444e-05;-6.556e-05;3.987e-09;1.761e-09;2.500e-05;1.300e-05;-5.901e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.869e-01;-4.304e-01
30.012994000;2.599e-05;1.556e-05;-6.556e-05;3.851e-09;2.096e-09;2.600e-05;1.400e-05;-5.901e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.845e-01;-4.473e-01
30.017090000;2.599e-05;1.668e-05;-6.667e-05;3.431e-09;3.884e-09;2.600e-05;1.500e-05;-6.000e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.675e-01;-5.682e-01
30.019906000;2.599e-05;1.668e-05;-6.667e-05;2.776e-09;2.285e-09;2.600e-05;1.500e-05;-6.000e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.577e-01;-6.380e-01
30.021186000;2.599e-05;1.779e-05;-6.778e-05;2.887e-09;1.122e-09;2.600e-05;1.600e-05;-6.100e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.537e-01;-6.667e-01
30.022466000;2.600e-05;1.779e-05;-6.778e-05;3.324e-09;-1.312e-11;2.600e-05;1.600e-05;-6.100e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.499e-01;-6.935e-01
30.025282000;2.600e-05;1.890e-05;-6.667e-05;4.482e-09;-1.671e-09;2.600e-05;1.700e-05;-6.000e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.424e-01;-7.469e-01
30.027586000;2.600e-05;1.890e-05;-6.667e-05;6.300e-09;-2.184e-09;2.600e-05;1.700e-05;-6.000e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.370e-01;-7.853e-01
30.029378000;2.600e-05;2.001e-05;-6.667e-05;8.233e-09;-2.561e-09;2.600e-05;1.800e-05;-6.000e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.332e-01;-8.123e-01
30.031170000;2.600e-05;2.000e-05;-6.556e-05;9.815e-09;-2.899e-09;2.600e-05;1.800e-05;-5.901e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.298e-01;-8.370e-01
