time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
0.000000000;1.050e+00;4.166e-01;4.445e-01;3.968e-01;4.233e-01;1.050e+00;3.966e-01;4.235e-01;1.050e+00;1.666e-02;1.778e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.989994000;1.050e+00;4.166e-01;4.445e-01;3.968e-01;4.233e-01;1.050e+00;3.966e-01;4.235e-01;1.050e+00;1.666e-02;1.778e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.989994000;1.050e+00;4.166e-01;4.445e-01;3.968e-01;4.233e-01;1.051e+00;3.966e-01;4.235e-01;1.050e+00;1.666e-02;1.778e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.990010000;1.050e+00;4.166e-01;4.445e-01;3.968e-01;4.233e-01;1.050e+00;3.966e-01;4.235e-01;1.050e+00;1.666e-02;1.778e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.990026000;1.050e+00;4.166e-01;4.444e-01;3.968e-01;4.233e-01;1.050e+00;3.966e-01;4.235e-01;1.050e+00;1.666e-02;1.778e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.990058000;1.050e+00;4.165e-01;4.444e-01;3.968e-01;4.233e-01;1.050e+00;3.966e-01;4.235e-01;1.050e+00;1.666e-02;1.777e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.990122000;1.049e+00;4.164e-01;4.443e-01;3.968e-01;4.233e-01;1.050e+00;3.966e-01;4.235e-01;1.049e+00;1.665e-02;1.777e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.990634000;1.047e+00;4.153e-01;4.432e-01;3.967e-01;4.234e-01;1.047e+00;3.966e-01;4.235e-01;1.047e+00;1.661e-02;1.773e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.992677000;1.037e+00;4.113e-01;4.393e-01;3.967e-01;4.238e-01;1.037e+00;3.966e-01;4.240e-01;1.037e+00;1.645e-02;1.757e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.994469000;1.028e+00;4.078e-01;4.364e-01;3.968e-01;4.246e-01;1.028e+00;3.966e-01;4.248e-01;1.028e+00;1.631e-02;1.746e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.994981000;1.025e+00;4.069e-01;4.356e-01;3.969e-01;4.249e-01;1.026e+00;3.967e-01;4.251e-01;1.025e+00;1.628e-02;1.742e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.995493000;1.023e+00;4.059e-01;4.349e-01;3.969e-01;4.252e-01;1.023e+00;3.968e-01;4.254e-01;1.023e+00;1.624e-02;1.740e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
29.998565000;1.008e+00;4.005e-01;4.313e-01;3.974e-01;4.281e-01;1.008e+00;3.973e-01;4.282e-01;1.008e+00;1.602e-02;1.725e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.000002000;1.001e+00;3.980e-01;4.301e-01;3.978e-01;4.298e-01;1.001e+00;3.976e-01;4.300e-01;1.001e+00;1.592e-02;1.720e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.000058000;1.000e+00;3.980e-01;4.300e-01;3.978e-01;4.299e-01;1.001e+00;3.976e-01;4.301e-01;1.000e+00;1.592e-02;1.720e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.000122000;1.000e+00;3.979e-01;4.300e-01;3.978e-01;4.300e-01;1.001e+00;3.977e-01;4.302e-01;1.000e+00;1.591e-02;1.720e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.001018000;9.957e-01;3.964e-01;4.294e-01;3.981e-01;4.312e-01;9.962e-01;3.980e-01;4.314e-01;9.957e-01;1.586e-02;1.717e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.002530000;9.883e-01;3.941e-01;4.285e-01;3.987e-01;4.336e-01;9.888e-01;3.985e-01;4.337e-01;9.883e-01;1.576e-02;1.714e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.003428000;9.840e-01;3.927e-01;4.281e-01;3.991e-01;4.351e-01;9.845e-01;3.989e-01;4.353e-01;9.840e-01;1.571e-02;1.713e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.004327000;9.797e-01;3.914e-01;4.278e-01;3.995e-01;4.367e-01;9.802e-01;3.993e-01;4.369e-01;9.797e-01;1.566e-02;1.711e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.005225000;9.753e-01;3.901e-01;4.276e-01;4.000e-01;4.384e-01;9.758e-01;3.998e-01;4.386e-01;9.753e-01;1.561e-02;1.710e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.006124000;9.710e-01;3.889e-01;4.274e-01;4.005e-01;4.402e-01;9.715e-01;4.003e-01;4.404e-01;9.710e-01;1.556e-02;1.710e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.007921000;9.624e-01;3.866e-01;4.273e-01;4.017e-01;4.440e-01;9.629e-01;4.015e-01;4.442e-01;9.624e-01;1.546e-02;1.709e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.008819000;9.581e-01;3.854e-01;4.274e-01;4.023e-01;4.460e-01;9.586e-01;4.021e-01;4.462e-01;9.581e-01;1.542e-02;1.709e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.009994000;9.525e-01;3.841e-01;4.275e-01;4.032e-01;4.488e-01;9.530e-01;4.030e-01;4.490e-01;9.525e-01;1.536e-02;1.710e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.009994000;9.525e-01;3.840e-01;4.274e-01;4.032e-01;4.488e-01;9.530e-01;4.030e-01;4.489e-01;9.525e-01;1.536e-02;1.710e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.010002000;9.525e-01;3.840e-01;4.275e-01;4.032e-01;4.488e-01;9.530e-01;4.030e-01;4.490e-01;9.525e-01;1.536e-02;1.710e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.010058000;9.525e-01;3.841e-01;4.276e-01;4.032e-01;4.489e-01;9.530e-01;4.030e-01;4.491e-01;9.525e-01;1.536e-02;1.710e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.015472000;9.538e-01;3.892e-01;4.397e-01;4.080e-01;4.610e-01;9.543e-01;4.078e-01;4.612e-01;9.538e-01;1.557e-02;1.759e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.016855000;9.540e-01;3.905e-01;4.424e-01;4.093e-01;4.638e-01;9.546e-01;4.091e-01;4.640e-01;9.540e-01;1.562e-02;1.770e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.017776000;9.542e-01;3.914e-01;4.442e-01;4.102e-01;4.655e-01;9.547e-01;4.100e-01;4.657e-01;9.542e-01;1.566e-02;1.777e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.018698000;9.544e-01;3.923e-01;4.458e-01;4.110e-01;4.672e-01;9.549e-01;4.108e-01;4.673e-01;9.544e-01;1.569e-02;1.783e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.022200000;9.550e-01;3.955e-01;4.515e-01;4.141e-01;4.728e-01;9.555e-01;4.139e-01;4.729e-01;9.550e-01;1.582e-02;1.806e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.023030000;9.551e-01;3.962e-01;4.526e-01;4.148e-01;4.739e-01;9.556e-01;4.146e-01;4.741e-01;9.551e-01;1.585e-02;1.811e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.023859000;9.552e-01;3.969e-01;4.537e-01;4.155e-01;4.750e-01;9.557e-01;4.153e-01;4.752e-01;9.552e-01;1.588e-02;1.815e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.024688000;9.553e-01;3.976e-01;4.548e-01;4.162e-01;4.761e-01;9.558e-01;4.160e-01;4.763e-01;9.553e-01;1.590e-02;1.819e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.025518000;9.554e-01;3.983e-01;4.558e-01;4.169e-01;4.771e-01;9.560e-01;4.166e-01;4.773e-01;9.554e-01;1.593e-02;1.823e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.027177000;9.556e-01;3.996e-01;4.577e-01;4.181e-01;4.789e-01;9.561e-01;4.179e-01;4.791e-01;9.556e-01;1.598e-02;1.831e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.028006000;9.557e-01;4.002e-01;4.585e-01;4.188e-01;4.798e-01;9.562e-01;4.185e-01;4.800e-01;9.557e-01;1.601e-02;1.834e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.029665000;9.559e-01;4.014e-01;4.601e-01;4.199e-01;4.813e-01;9.564e-01;4.197e-01;4.815e-01;9.559e-01;1.606e-02;1.840e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
30.032153000;9.561e-01;4.031e-01;4.621e-01;4.216e-01;4.833e-01;9.566e-01;4.214e-01;4.835e-01;9.561e-01;1.612e-02;1.848e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01
