time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;3.815e-09;7.979e-01;-3.375e-09;1.045e+00;1.044e+00;7.500e-01;3.923e-10;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;-6.636e-09;7.979e-01;1.466e-10;1.045e+00;1.044e+00;7.500e-01;-4.464e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;7.799e-05;-4.444e-06;-6.744e-04;-1.706e-09;2.242e-10;1.951e-02;7.800e-05;-3.991e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.032962000;8.100e-05;1.667e-05;-6.944e-04;6.906e-09;1.481e-09;2.754e-02;8.100e-05;1.501e-05;-6.250e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.052009000;7.800e-05;2.889e-05;-6.678e-04;4.055e-10;-1.628e-09;3.007e-02;7.800e-05;2.600e-05;-6.010e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.106347000;6.600e-05;-3.888e-05;-5.711e-04;-4.208e-09;-2.280e-09;3.160e-02;6.599e-05;-3.500e-05;-5.140e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.118047000;6.600e-05;-7.110e-05;-5.678e-04;-3.408e-09;-8.346e-10;3.165e-02;6.599e-05;-6.401e-05;-5.110e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.149994000;7.300e-05;-1.522e-04;-6.147e-04;3.356e-09;8.682e-08;3.175e-02;7.299e-05;-1.370e-04;-5.529e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.149994000;9.792e-01;-1.242e+00;-2.788e-01;-1.268e+00;-2.848e-01;9.724e-01;9.792e-01;-1.117e+00;-2.510e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.150232000;1.006e+00;-1.307e+00;-4.654e-02;-1.299e+00;-4.624e-02;1.006e+00;1.006e+00;-1.176e+00;-4.189e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.150422000;1.033e+00;-1.329e+00;1.772e-01;-1.288e+00;1.717e-01;1.037e+00;1.033e+00;-1.197e+00;1.595e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.150438000;1.035e+00;-1.330e+00;1.974e-01;-1.285e+00;1.907e-01;1.040e+00;1.035e+00;-1.197e+00;1.776e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.152016000;1.193e+00;-2.298e-02;1.534e+00;-1.926e-02;1.286e+00;1.225e+00;1.193e+00;-2.068e-02;1.381e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.152048000;1.194e+00;6.377e-03;1.535e+00;5.342e-03;1.286e+00;1.225e+00;1.194e+00;5.738e-03;1.381e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.152080000;1.194e+00;3.500e-02;1.534e+00;2.932e-02;1.285e+00;1.225e+00;1.194e+00;3.150e-02;1.381e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.153712000;1.176e+00;7.511e-01;1.283e+00;6.388e-01;1.091e+00;1.203e+00;1.176e+00;6.760e-01;1.155e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.153770000;1.175e+00;7.604e-01;1.275e+00;6.470e-01;1.085e+00;1.202e+00;1.175e+00;6.843e-01;1.148e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.153886000;1.174e+00;7.775e-01;1.261e+00;6.623e-01;1.074e+00;1.200e+00;1.174e+00;6.997e-01;1.135e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.156176000;1.158e+00;9.074e-01;1.088e+00;7.835e-01;9.397e-01;1.181e+00;1.158e+00;8.166e-01;9.794e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.156752000;1.156e+00;9.167e-01;1.060e+00;7.934e-01;9.176e-01;1.178e+00;1.156e+00;8.251e-01;9.543e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.156982000;1.154e+00;9.197e-01;1.050e+00;7.967e-01;9.092e-01;1.177e+00;1.154e+00;8.278e-01;9.447e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.157097000;1.154e+00;9.211e-01;1.044e+00;7.982e-01;9.050e-01;1.176e+00;1.154e+00;8.290e-01;9.400e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.157328000;1.153e+00;9.237e-01;1.034e+00;8.011e-01;8.968e-01;1.175e+00;1.153e+00;8.313e-01;9.306e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.162810000;1.130e+00;9.617e-01;7.984e-01;8.510e-01;7.065e-01;1.148e+00;1.130e+00;8.655e-01;7.185e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.164674000;1.122e+00;9.654e-01;7.214e-01;8.602e-01;6.427e-01;1.138e+00;1.122e+00;8.689e-01;6.492e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.164907000;1.121e+00;9.655e-01;7.120e-01;8.609e-01;6.349e-01;1.137e+00;1.121e+00;8.689e-01;6.408e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.167501000;1.111e+00;9.609e-01;6.112e-01;8.648e-01;5.501e-01;1.125e+00;1.111e+00;8.648e-01;5.501e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.168269000;1.108e+00;9.582e-01;5.829e-01;8.647e-01;5.260e-01;1.121e+00;1.108e+00;8.624e-01;5.246e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.170317000;1.101e+00;9.494e-01;5.110e-01;8.626e-01;4.643e-01;1.113e+00;1.101e+00;8.545e-01;4.599e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.171341000;1.097e+00;9.444e-01;4.771e-01;8.607e-01;4.348e-01;1.108e+00;1.097e+00;8.499e-01;4.294e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.177127000;1.079e+00;9.129e-01;3.104e-01;8.458e-01;2.876e-01;1.087e+00;1.079e+00;8.216e-01;2.794e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.177879000;1.077e+00;9.089e-01;2.918e-01;8.437e-01;2.709e-01;1.084e+00;1.077e+00;8.180e-01;2.626e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.181975000;1.067e+00;8.883e-01;2.013e-01;8.322e-01;1.886e-01;1.072e+00;1.067e+00;7.994e-01;1.812e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
