time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01
29.999994000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01
29.999994000;2.299e-05;1.225e-05;-7.108e-05;8.833e-10;-1.948e-08;2.302e-05;1.104e-05;-6.407e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01
30.000122000;2.298e-05;1.224e-05;-7.106e-05;1.844e-08;-1.488e-08;2.302e-05;1.105e-05;-6.407e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.111e-01
30.000929000;2.298e-05;1.223e-05;-6.994e-05;1.652e-08;-7.100e-09;2.302e-05;1.104e-05;-6.305e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.075e-01;4.143e-01
30.001121000;2.298e-05;1.222e-05;-6.994e-05;1.392e-08;-5.047e-09;2.302e-05;1.103e-05;-6.304e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.084e-01;4.144e-01
30.001761000;2.299e-05;1.222e-05;-6.994e-05;7.481e-09;2.291e-09;2.303e-05;1.102e-05;-6.303e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.121e-01;4.109e-01
30.005235000;2.404e-05;1.327e-05;-7.107e-05;4.496e-08;7.303e-08;2.408e-05;1.199e-05;-6.400e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.460e-01;3.161e-01
30.006741000;2.404e-05;1.326e-05;-7.217e-05;2.431e-08;5.480e-08;2.404e-05;1.199e-05;-6.501e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.610e-01;2.456e-01
30.007454000;2.404e-05;1.327e-05;-7.328e-05;5.086e-09;2.835e-08;2.404e-05;1.199e-05;-6.601e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.658e-01;2.079e-01
30.008025000;2.404e-05;1.328e-05;-7.328e-05;-1.016e-08;1.137e-08;2.404e-05;1.198e-05;-6.601e-05;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.672e-01;1.761e-01
