time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;5.000e-01;-1.931e-08;4.787e-01;-7.574e-09;1.048e+00;1.045e+00;4.893e-01;1.092e-02;1.044e+00;4.500e-01;7.355e-09;1.000e+01;1.048e+00;5.000e+01;5.000e+01
20.006836000;1.044e+00;5.000e-01;1.128e-06;4.787e-01;1.063e-06;1.048e+00;1.045e+00;4.893e-01;1.092e-02;1.044e+00;4.500e-01;1.002e-06;1.000e+01;1.048e+00;5.000e+01;5.000e+01
20.008836000;1.044e+00;5.000e-01;1.129e-06;4.788e-01;1.062e-06;1.048e+00;1.045e+00;4.893e-01;1.092e-02;1.044e+00;4.500e-01;1.003e-06;1.000e+01;1.048e+00;5.000e+01;5.000e+01
20.009836000;1.044e+00;5.001e-01;1.129e-06;4.788e-01;1.062e-06;1.048e+00;1.045e+00;4.893e-01;1.092e-02;1.044e+00;4.501e-01;1.003e-06;1.000e+01;1.048e+00;5.000e+01;5.000e+01
20.012836000;1.044e+00;5.002e-01;1.130e-06;4.789e-01;1.060e-06;1.048e+00;1.045e+00;4.894e-01;1.093e-02;1.044e+00;4.501e-01;1.004e-06;1.000e+01;1.048e+00;5.000e+01;5.000e+01
20.017836000;1.044e+00;5.004e-01;-1.094e-06;4.791e-01;-1.069e-06;1.048e+00;1.045e+00;4.896e-01;1.093e-02;1.044e+00;4.503e-01;-9.968e-07;1.000e+01;1.048e+00;5.000e+01;5.000e+01
20.018836000;1.044e+00;5.004e-01;-2.205e-06;4.792e-01;-2.134e-06;1.048e+00;1.045e+00;4.897e-01;1.093e-02;1.044e+00;4.504e-01;-1.997e-06;1.000e+01;1.048e+00;5.000e+01;5.000e+01
20.019836000;1.044e+00;5.005e-01;-2.205e-06;4.792e-01;-2.134e-06;1.048e+00;1.045e+00;4.898e-01;1.093e-02;1.044e+00;4.505e-01;-1.998e-06;1.000e+01;1.048e+00;5.000e+01;5.000e+01
20.023836000;1.044e+00;5.008e-01;-6.651e-06;4.795e-01;-6.391e-06;1.048e+00;1.045e+00;4.901e-01;1.093e-02;1.044e+00;4.508e-01;-6.001e-06;1.000e+01;1.048e+00;5.000e+01;5.000e+01
20.024836000;1.044e+00;5.009e-01;-7.762e-06;4.796e-01;-7.456e-06;1.048e+00;1.045e+00;4.902e-01;1.094e-02;1.044e+00;4.508e-01;-7.002e-06;1.000e+01;1.048e+00;5.000e+01;5.000e+01
