time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;-2.349e-09;7.979e-01;7.069e-08;1.044e+00;7.500e-01;-1.777e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02
29.999994000;1.044e+00;8.333e-01;-3.609e-08;7.979e-01;-1.521e-08;1.044e+00;7.500e-01;-1.301e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02
29.999994000;2.302e-05;1.222e-05;-6.115e-05;-1.219e-08;-1.493e-08;2.296e-05;1.101e-05;-5.501e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02
30.000058000;2.302e-05;1.222e-05;-6.115e-05;-2.244e-08;-9.019e-09;2.297e-05;1.102e-05;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02
30.000826000;2.301e-05;1.222e-05;-6.004e-05;-2.236e-08;1.215e-09;2.298e-05;1.104e-05;-5.398e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.991e-01;-1.659e-02
30.001605000;2.301e-05;1.221e-05;-6.006e-05;-6.324e-09;1.634e-08;2.300e-05;1.107e-05;-5.397e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.029e-01;-2.287e-02
30.003205000;2.300e-05;1.329e-05;-6.003e-05;2.376e-08;4.252e-08;2.300e-05;1.205e-05;-5.399e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.176e-01;-5.828e-02
30.003983000;2.405e-05;1.325e-05;-6.114e-05;2.964e-08;4.677e-08;2.397e-05;1.202e-05;-5.498e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.252e-01;-8.482e-02
30.004432000;2.406e-05;1.324e-05;-6.116e-05;1.881e-08;3.163e-08;2.395e-05;1.202e-05;-5.498e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.281e-01;-1.025e-01
30.004675000;2.406e-05;1.324e-05;-6.116e-05;1.466e-08;2.652e-08;2.395e-05;1.201e-05;-5.498e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.288e-01;-1.128e-01
30.004906000;2.406e-05;1.324e-05;-6.117e-05;1.084e-08;2.150e-08;2.394e-05;1.201e-05;-5.498e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.289e-01;-1.229e-01
30.005360000;2.406e-05;1.324e-05;-6.229e-05;4.111e-09;8.429e-09;2.393e-05;1.200e-05;-5.598e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.272e-01;-1.439e-01
30.009685000;2.508e-05;1.436e-05;-6.447e-05;6.088e-09;-2.810e-08;2.499e-05;1.297e-05;-5.798e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;8.010e-01;-3.298e-01
30.012482000;2.508e-05;1.439e-05;-6.558e-05;-1.155e-08;-7.912e-08;2.503e-05;1.297e-05;-5.898e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.869e-01;-4.304e-01
30.012994000;2.608e-05;1.551e-05;-6.558e-05;-1.435e-08;-7.858e-08;2.603e-05;1.398e-05;-5.898e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.845e-01;-4.473e-01
30.017090000;2.605e-05;1.664e-05;-6.672e-05;-3.715e-08;-5.025e-08;2.605e-05;1.499e-05;-6.002e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.675e-01;-5.682e-01
30.019906000;2.602e-05;1.665e-05;-6.673e-05;-2.315e-08;-2.685e-08;2.604e-05;1.500e-05;-6.004e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.577e-01;-6.380e-01
30.021186000;2.601e-05;1.777e-05;-6.784e-05;-1.058e-08;-1.857e-08;2.603e-05;1.600e-05;-6.104e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.537e-01;-6.667e-01
30.022466000;2.600e-05;1.777e-05;-6.783e-05;-5.137e-10;-1.121e-08;2.601e-05;1.600e-05;-6.104e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.499e-01;-6.935e-01
30.025282000;2.599e-05;1.889e-05;-6.671e-05;1.228e-08;-1.210e-08;2.599e-05;1.702e-05;-6.004e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.424e-01;-7.469e-01
30.027586000;2.598e-05;1.890e-05;-6.670e-05;1.567e-08;-3.033e-08;2.597e-05;1.702e-05;-6.003e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.370e-01;-7.853e-01
30.030658000;2.598e-05;2.002e-05;-6.558e-05;1.842e-08;-5.370e-08;2.597e-05;1.802e-05;-5.902e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.307e-01;-8.301e-01
30.031170000;2.598e-05;2.002e-05;-6.557e-05;1.819e-08;-5.641e-08;2.597e-05;1.801e-05;-5.902e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.298e-01;-8.370e-01
30.032706000;2.600e-05;2.002e-05;-6.557e-05;1.450e-08;-6.111e-08;2.599e-05;1.801e-05;-5.902e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.270e-01;-8.564e-01
