time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;4.811e-08;7.979e-01;5.437e-09;1.044e+00;7.500e-01;1.275e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;6.712e-09;7.979e-01;-1.386e-08;1.044e+00;7.500e-01;1.447e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;7.802e-05;-4.477e-06;-6.744e-04;-1.776e-08;-1.289e-08;7.802e-05;-3.993e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.106347000;6.599e-05;-3.889e-05;-5.711e-04;7.972e-09;-7.971e-09;6.601e-05;-3.501e-05;-5.140e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.149994000;7.303e-05;-1.522e-04;-6.155e-04;1.220e-08;-2.782e-07;7.301e-05;-1.370e-04;-5.524e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.149994000;9.792e-01;-1.242e+00;-2.788e-01;-1.268e+00;-2.848e-01;9.792e-01;-1.117e+00;-2.510e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.150304000;1.016e+00;-1.320e+00;3.450e-02;-1.299e+00;3.396e-02;1.016e+00;-1.188e+00;3.105e-02;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.150438000;1.035e+00;-1.330e+00;1.974e-01;-1.285e+00;1.907e-01;1.035e+00;-1.197e+00;1.776e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.152016000;1.193e+00;-2.298e-02;1.534e+00;-1.926e-02;1.286e+00;1.193e+00;-2.068e-02;1.381e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.152048000;1.194e+00;6.377e-03;1.535e+00;5.342e-03;1.286e+00;1.194e+00;5.740e-03;1.381e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.153712000;1.176e+00;7.511e-01;1.283e+00;6.388e-01;1.091e+00;1.176e+00;6.760e-01;1.155e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.153770000;1.175e+00;7.604e-01;1.275e+00;6.470e-01;1.085e+00;1.175e+00;6.843e-01;1.148e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.153886000;1.174e+00;7.775e-01;1.261e+00;6.623e-01;1.074e+00;1.174e+00;6.997e-01;1.135e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.156176000;1.158e+00;9.074e-01;1.088e+00;7.835e-01;9.397e-01;1.158e+00;8.166e-01;9.794e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.156752000;1.156e+00;9.167e-01;1.060e+00;7.934e-01;9.176e-01;1.156e+00;8.251e-01;9.543e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.156982000;1.154e+00;9.197e-01;1.050e+00;7.967e-01;9.092e-01;1.154e+00;8.278e-01;9.447e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.157097000;1.154e+00;9.211e-01;1.044e+00;7.982e-01;9.050e-01;1.154e+00;8.290e-01;9.400e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.157328000;1.153e+00;9.237e-01;1.034e+00;8.011e-01;8.968e-01;1.153e+00;8.313e-01;9.306e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.162810000;1.130e+00;9.617e-01;7.984e-01;8.510e-01;7.065e-01;1.130e+00;8.655e-01;7.185e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.164674000;1.122e+00;9.654e-01;7.214e-01;8.602e-01;6.427e-01;1.122e+00;8.689e-01;6.492e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.164907000;1.121e+00;9.655e-01;7.120e-01;8.609e-01;6.349e-01;1.121e+00;8.689e-01;6.408e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.167501000;1.111e+00;9.609e-01;6.112e-01;8.648e-01;5.501e-01;1.111e+00;8.648e-01;5.501e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
