time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-2.761e-08;7.979e-01;-2.934e-08;1.044e+00;7.500e-01;-1.586e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;8.497e-10;7.979e-01;-1.946e-08;1.044e+00;7.500e-01;-1.022e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;4.660e-01;1.494e-01;-2.224e+00;3.206e-01;-4.772e+00;4.660e-01;1.345e-01;-2.002e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000954000;4.658e-01;1.499e-01;-2.224e+00;3.219e-01;-4.775e+00;4.658e-01;1.350e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001261000;4.657e-01;1.503e-01;-2.224e+00;3.227e-01;-4.775e+00;4.657e-01;1.353e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001722000;4.657e-01;1.510e-01;-2.224e+00;3.242e-01;-4.775e+00;4.657e-01;1.359e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001801000;4.657e-01;1.512e-01;-2.224e+00;3.245e-01;-4.775e+00;4.657e-01;1.360e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001849000;4.657e-01;1.512e-01;-2.224e+00;3.247e-01;-4.775e+00;4.657e-01;1.361e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003385000;4.663e-01;1.553e-01;-2.224e+00;3.330e-01;-4.770e+00;4.663e-01;1.398e-01;-2.002e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003513000;4.664e-01;1.557e-01;-2.224e+00;3.339e-01;-4.769e+00;4.664e-01;1.402e-01;-2.002e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
