time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;1.032e+00;3.881e-01;-1.395e-01;3.762e-01;-1.353e-01;1.028e+00;1.032e+00;3.493e-01;-1.256e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-1.343e-01;5.000e+01
0.000128000;1.034e+00;3.890e-01;-1.197e-01;3.762e-01;-1.158e-01;1.031e+00;1.034e+00;3.501e-01;-1.077e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-1.147e-01;5.000e+01
0.000160000;1.034e+00;3.892e-01;-1.149e-01;3.763e-01;-1.111e-01;1.032e+00;1.034e+00;3.503e-01;-1.034e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-1.100e-01;5.000e+01
0.000448000;1.039e+00;3.911e-01;-7.396e-02;3.763e-01;-7.117e-02;1.038e+00;1.039e+00;3.520e-01;-6.656e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-6.985e-02;5.000e+01
0.000480000;1.040e+00;3.913e-01;-6.967e-02;3.764e-01;-6.700e-02;1.038e+00;1.040e+00;3.522e-01;-6.270e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-6.567e-02;5.000e+01
0.000640000;1.042e+00;3.923e-01;-4.892e-02;3.764e-01;-4.694e-02;1.041e+00;1.042e+00;3.531e-01;-4.402e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.548e-02;5.000e+01
0.000672000;1.043e+00;3.925e-01;-4.491e-02;3.765e-01;-4.307e-02;1.042e+00;1.043e+00;3.532e-01;-4.042e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-4.160e-02;5.000e+01
0.000768000;1.044e+00;3.931e-01;-3.315e-02;3.765e-01;-3.176e-02;1.043e+00;1.044e+00;3.538e-01;-2.984e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-3.022e-02;5.000e+01
0.000800000;1.044e+00;3.933e-01;-2.933e-02;3.765e-01;-2.808e-02;1.044e+00;1.044e+00;3.539e-01;-2.639e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.766e-01;-2.652e-02;5.000e+01
0.000864000;1.045e+00;3.936e-01;-2.180e-02;3.766e-01;-2.086e-02;1.045e+00;1.045e+00;3.543e-01;-1.962e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.767e-01;-1.926e-02;5.000e+01
0.000957000;1.047e+00;3.942e-01;-1.116e-02;3.766e-01;-1.066e-02;1.046e+00;1.047e+00;3.547e-01;-1.005e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.767e-01;-9.006e-03;5.000e+01
0.000969000;1.047e+00;3.942e-01;-9.816e-03;3.766e-01;-9.378e-03;1.047e+00;1.047e+00;3.548e-01;-8.834e-03;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.767e-01;-7.712e-03;5.000e+01
0.000985000;1.047e+00;3.943e-01;-8.031e-03;3.766e-01;-7.671e-03;1.047e+00;1.047e+00;3.549e-01;-7.228e-03;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.767e-01;-5.996e-03;5.000e+01
0.001000000;1.047e+00;3.944e-01;-6.357e-03;3.767e-01;-6.071e-03;1.047e+00;1.047e+00;3.549e-01;-5.721e-03;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.767e-01;-4.386e-03;5.000e+01
0.001106000;1.048e+00;3.950e-01;5.106e-03;3.767e-01;4.870e-03;1.049e+00;1.048e+00;3.555e-01;4.595e-03;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.767e-01;6.615e-03;5.000e+01
0.001138000;1.049e+00;3.951e-01;8.491e-03;3.768e-01;8.096e-03;1.049e+00;1.049e+00;3.556e-01;7.642e-03;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.767e-01;9.860e-03;5.000e+01
0.001227000;1.050e+00;3.956e-01;1.769e-02;3.768e-01;1.685e-02;1.050e+00;1.050e+00;3.560e-01;1.592e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.767e-01;1.866e-02;5.000e+01
0.001291000;1.051e+00;3.959e-01;2.413e-02;3.769e-01;2.297e-02;1.051e+00;1.051e+00;3.563e-01;2.172e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.767e-01;2.482e-02;5.000e+01
0.001355000;1.051e+00;3.962e-01;3.042e-02;3.769e-01;2.894e-02;1.052e+00;1.051e+00;3.566e-01;2.738e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.768e-01;3.082e-02;5.000e+01
0.001547000;1.053e+00;3.972e-01;4.844e-02;3.771e-01;4.598e-02;1.055e+00;1.053e+00;3.575e-01;4.359e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.768e-01;4.796e-02;5.000e+01
0.001611000;1.054e+00;3.975e-01;5.417e-02;3.771e-01;5.139e-02;1.055e+00;1.054e+00;3.577e-01;4.875e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.768e-01;5.339e-02;5.000e+01
0.001675000;1.055e+00;3.978e-01;5.976e-02;3.772e-01;5.666e-02;1.056e+00;1.055e+00;3.580e-01;5.378e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.769e-01;5.869e-02;5.000e+01
0.001739000;1.055e+00;3.981e-01;6.522e-02;3.772e-01;6.180e-02;1.057e+00;1.055e+00;3.583e-01;5.870e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.769e-01;6.387e-02;5.000e+01
0.001867000;1.056e+00;3.986e-01;7.576e-02;3.773e-01;7.171e-02;1.058e+00;1.056e+00;3.588e-01;6.819e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.769e-01;7.383e-02;5.000e+01
0.001995000;1.058e+00;3.992e-01;8.582e-02;3.774e-01;8.115e-02;1.060e+00;1.058e+00;3.593e-01;7.724e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.770e-01;8.331e-02;5.000e+01
0.002251000;1.060e+00;4.002e-01;1.046e-01;3.776e-01;9.867e-02;1.062e+00;1.060e+00;3.602e-01;9.410e-02;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.770e-01;1.009e-01;5.000e+01
0.002379000;1.061e+00;4.007e-01;1.133e-01;3.778e-01;1.068e-01;1.063e+00;1.061e+00;3.606e-01;1.019e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.771e-01;1.091e-01;5.000e+01
0.002507000;1.062e+00;4.011e-01;1.216e-01;3.779e-01;1.145e-01;1.065e+00;1.062e+00;3.610e-01;1.094e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.771e-01;1.169e-01;5.000e+01
0.002635000;1.063e+00;4.016e-01;1.295e-01;3.780e-01;1.219e-01;1.066e+00;1.063e+00;3.614e-01;1.166e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.772e-01;1.243e-01;5.000e+01
0.002763000;1.063e+00;4.020e-01;1.370e-01;3.781e-01;1.289e-01;1.067e+00;1.063e+00;3.618e-01;1.233e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.772e-01;1.313e-01;5.000e+01
0.003060000;1.065e+00;4.030e-01;1.532e-01;3.783e-01;1.439e-01;1.069e+00;1.065e+00;3.627e-01;1.379e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.774e-01;1.464e-01;5.000e+01
0.003092000;1.065e+00;4.031e-01;1.549e-01;3.783e-01;1.454e-01;1.069e+00;1.065e+00;3.628e-01;1.394e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.774e-01;1.479e-01;5.000e+01
0.003124000;1.066e+00;4.032e-01;1.565e-01;3.784e-01;1.469e-01;1.069e+00;1.066e+00;3.628e-01;1.408e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.774e-01;1.494e-01;5.000e+01
0.003188000;1.066e+00;4.033e-01;1.597e-01;3.784e-01;1.498e-01;1.070e+00;1.066e+00;3.630e-01;1.437e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.774e-01;1.523e-01;5.000e+01
0.003252000;1.066e+00;4.035e-01;1.628e-01;3.785e-01;1.526e-01;1.070e+00;1.066e+00;3.632e-01;1.465e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.774e-01;1.552e-01;5.000e+01
0.003316000;1.067e+00;4.037e-01;1.658e-01;3.785e-01;1.554e-01;1.070e+00;1.067e+00;3.633e-01;1.492e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.775e-01;1.580e-01;5.000e+01
0.003444000;1.067e+00;4.041e-01;1.716e-01;3.786e-01;1.608e-01;1.071e+00;1.067e+00;3.637e-01;1.544e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.775e-01;1.634e-01;5.000e+01
0.003508000;1.068e+00;4.042e-01;1.744e-01;3.787e-01;1.634e-01;1.072e+00;1.068e+00;3.638e-01;1.570e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.775e-01;1.660e-01;5.000e+01
0.003572000;1.068e+00;4.044e-01;1.772e-01;3.787e-01;1.659e-01;1.072e+00;1.068e+00;3.640e-01;1.594e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.776e-01;1.685e-01;5.000e+01
0.003636000;1.068e+00;4.046e-01;1.798e-01;3.788e-01;1.684e-01;1.072e+00;1.068e+00;3.641e-01;1.619e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.776e-01;1.710e-01;5.000e+01
0.003700000;1.068e+00;4.047e-01;1.825e-01;3.788e-01;1.708e-01;1.073e+00;1.068e+00;3.643e-01;1.642e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.776e-01;1.734e-01;5.000e+01
0.003828000;1.069e+00;4.051e-01;1.875e-01;3.789e-01;1.754e-01;1.073e+00;1.069e+00;3.645e-01;1.687e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.777e-01;1.781e-01;5.000e+01
0.003943000;1.069e+00;4.053e-01;1.918e-01;3.790e-01;1.794e-01;1.074e+00;1.069e+00;3.648e-01;1.726e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.777e-01;1.821e-01;5.000e+01
0.004058000;1.070e+00;4.056e-01;1.960e-01;3.791e-01;1.832e-01;1.075e+00;1.070e+00;3.650e-01;1.764e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.778e-01;1.859e-01;5.000e+01
0.004173000;1.070e+00;4.059e-01;1.999e-01;3.792e-01;1.868e-01;1.075e+00;1.070e+00;3.653e-01;1.799e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.778e-01;1.895e-01;5.000e+01
0.004289000;1.071e+00;4.061e-01;2.037e-01;3.793e-01;1.903e-01;1.076e+00;1.071e+00;3.655e-01;1.834e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.779e-01;1.930e-01;5.000e+01
0.004404000;1.071e+00;4.063e-01;2.074e-01;3.793e-01;1.936e-01;1.076e+00;1.071e+00;3.657e-01;1.866e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.779e-01;1.963e-01;5.000e+01
0.004519000;1.072e+00;4.066e-01;2.108e-01;3.794e-01;1.968e-01;1.076e+00;1.072e+00;3.659e-01;1.898e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.780e-01;1.995e-01;5.000e+01
0.004749000;1.072e+00;4.070e-01;2.173e-01;3.796e-01;2.027e-01;1.077e+00;1.072e+00;3.663e-01;1.956e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.781e-01;2.055e-01;5.000e+01
0.004865000;1.073e+00;4.072e-01;2.204e-01;3.797e-01;2.055e-01;1.078e+00;1.073e+00;3.665e-01;1.983e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.781e-01;2.083e-01;5.000e+01
0.004980000;1.073e+00;4.074e-01;2.233e-01;3.797e-01;2.081e-01;1.078e+00;1.073e+00;3.667e-01;2.010e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.782e-01;2.110e-01;5.000e+01
0.005095000;1.073e+00;4.076e-01;2.261e-01;3.798e-01;2.107e-01;1.079e+00;1.073e+00;3.669e-01;2.035e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.782e-01;2.135e-01;5.000e+01
0.005210000;1.074e+00;4.078e-01;2.287e-01;3.799e-01;2.131e-01;1.079e+00;1.074e+00;3.670e-01;2.059e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.783e-01;2.159e-01;5.000e+01
0.005325000;1.074e+00;4.080e-01;2.313e-01;3.800e-01;2.154e-01;1.079e+00;1.074e+00;3.672e-01;2.082e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.783e-01;2.183e-01;5.000e+01
0.005441000;1.074e+00;4.082e-01;2.337e-01;3.800e-01;2.176e-01;1.080e+00;1.074e+00;3.674e-01;2.104e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.784e-01;2.205e-01;5.000e+01
0.005671000;1.075e+00;4.085e-01;2.383e-01;3.802e-01;2.218e-01;1.080e+00;1.075e+00;3.677e-01;2.145e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.785e-01;2.247e-01;5.000e+01
0.005901000;1.075e+00;4.089e-01;2.425e-01;3.803e-01;2.256e-01;1.081e+00;1.075e+00;3.680e-01;2.182e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.786e-01;2.285e-01;5.000e+01
0.006132000;1.075e+00;4.092e-01;2.463e-01;3.805e-01;2.290e-01;1.081e+00;1.075e+00;3.682e-01;2.217e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.787e-01;2.320e-01;5.000e+01
0.006362000;1.076e+00;4.094e-01;2.498e-01;3.806e-01;2.322e-01;1.082e+00;1.076e+00;3.685e-01;2.248e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.788e-01;2.352e-01;5.000e+01
0.006593000;1.076e+00;4.097e-01;2.530e-01;3.807e-01;2.351e-01;1.082e+00;1.076e+00;3.687e-01;2.277e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.789e-01;2.381e-01;5.000e+01
0.006823000;1.076e+00;4.100e-01;2.560e-01;3.808e-01;2.378e-01;1.082e+00;1.076e+00;3.690e-01;2.304e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.790e-01;2.408e-01;5.000e+01
0.007053000;1.077e+00;4.102e-01;2.586e-01;3.810e-01;2.402e-01;1.083e+00;1.077e+00;3.692e-01;2.328e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.791e-01;2.432e-01;5.000e+01
0.007284000;1.077e+00;4.104e-01;2.611e-01;3.811e-01;2.424e-01;1.083e+00;1.077e+00;3.694e-01;2.350e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.791e-01;2.454e-01;5.000e+01
0.007514000;1.077e+00;4.107e-01;2.633e-01;3.812e-01;2.444e-01;1.083e+00;1.077e+00;3.696e-01;2.370e-01;5.000e+01;1.000e+01;4.168e-01;4.520e-01;4.520e-01;3.792e-01;2.475e-01;5.000e+01
