time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;-7.135e-10;8.332e-01;6.270e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;6.375e-10;8.333e-01;7.540e-04
0.000001000;1.000e+00;8.332e-01;-7.007e-10;8.332e-01;6.306e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;6.992e-10;8.333e-01;7.540e-04
29.999994000;1.000e+00;8.332e-01;5.106e-09;8.332e-01;1.019e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;-2.995e-09;8.333e-01;7.540e-04
29.999994000;2.239e-01;1.866e-01;5.195e-09;8.333e-01;8.645e-10;2.239e-01;8.333e-01;3.349e-03;2.239e-01;7.464e-03;-3.160e-09;8.333e-01;7.540e-04
29.999994000;2.239e-01;1.866e-01;5.283e-09;8.333e-01;7.218e-10;2.239e-01;8.333e-01;3.349e-03;2.239e-01;7.464e-03;-3.311e-09;8.333e-01;7.540e-04
29.999995000;2.239e-01;1.866e-01;5.367e-09;8.332e-01;5.901e-10;2.239e-01;8.331e-01;3.349e-03;2.239e-01;7.463e-03;-3.448e-09;8.333e-01;7.540e-04
29.999996000;2.239e-01;1.865e-01;5.442e-09;8.331e-01;4.695e-10;2.239e-01;8.331e-01;3.349e-03;2.239e-01;7.462e-03;-3.570e-09;8.333e-01;7.540e-04
29.999998000;2.239e-01;1.865e-01;-2.499e-05;8.330e-01;-1.116e-04;2.239e-01;8.330e-01;3.349e-03;2.239e-01;7.461e-03;-1.004e-06;8.333e-01;7.540e-04
30.000002000;2.239e-01;1.865e-01;-2.499e-05;8.328e-01;-1.116e-04;2.239e-01;8.328e-01;3.238e-03;2.239e-01;7.459e-03;-1.004e-06;8.333e-01;7.540e-04
30.000006000;2.239e-01;1.864e-01;-4.999e-05;8.325e-01;-2.233e-04;2.239e-01;8.325e-01;3.126e-03;2.239e-01;7.457e-03;-2.004e-06;8.333e-01;7.540e-04
