time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;-5.127e-10;7.979e-01;-3.457e-09;1.045e+00;1.044e+00;7.500e-01;3.563e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;1.044e+00;8.333e-01;4.955e-09;7.979e-01;-2.903e-09;1.045e+00;1.044e+00;7.500e-01;3.821e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;3.774e-01;2.388e-01;-6.231e-01;6.328e-01;-1.651e+00;3.781e-01;3.774e-01;2.149e-01;-5.608e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999995000;3.774e-01;2.388e-01;-6.231e-01;6.327e-01;-1.651e+00;3.781e-01;3.774e-01;2.149e-01;-5.608e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999998000;3.774e-01;2.387e-01;-6.231e-01;6.326e-01;-1.651e+00;3.781e-01;3.774e-01;2.149e-01;-5.608e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.976e-01;1.489e-02
30.000106000;3.773e-01;2.369e-01;-6.235e-01;6.279e-01;-1.652e+00;3.780e-01;3.773e-01;2.133e-01;-5.611e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.929e-01;1.499e-02
30.000418000;3.773e-01;2.320e-01;-6.244e-01;6.150e-01;-1.655e+00;3.778e-01;3.773e-01;2.088e-01;-5.620e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.798e-01;1.618e-02
30.001815000;3.795e-01;2.139e-01;-6.297e-01;5.638e-01;-1.660e+00;3.801e-01;3.795e-01;1.925e-01;-5.668e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.289e-01;3.562e-02
30.002295000;3.810e-01;2.091e-01;-6.318e-01;5.490e-01;-1.659e+00;3.817e-01;3.810e-01;1.882e-01;-5.686e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.141e-01;4.647e-02
30.002896000;3.834e-01;2.041e-01;-6.347e-01;5.323e-01;-1.656e+00;3.845e-01;3.834e-01;1.837e-01;-5.712e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.975e-01;6.327e-02
30.003088000;3.843e-01;2.027e-01;-6.357e-01;5.275e-01;-1.654e+00;3.855e-01;3.843e-01;1.824e-01;-5.721e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.926e-01;6.973e-02
30.003920000;3.892e-01;1.981e-01;-6.403e-01;5.090e-01;-1.645e+00;3.912e-01;3.892e-01;1.783e-01;-5.763e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.739e-01;1.030e-01
30.003984000;3.896e-01;1.978e-01;-6.407e-01;5.078e-01;-1.644e+00;3.916e-01;3.896e-01;1.781e-01;-5.766e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.726e-01;1.059e-01
30.004666000;3.945e-01;1.956e-01;-6.447e-01;4.958e-01;-1.634e+00;3.973e-01;3.945e-01;1.760e-01;-5.802e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.603e-01;1.385e-01
30.004730000;3.950e-01;1.954e-01;-6.451e-01;4.948e-01;-1.633e+00;3.978e-01;3.950e-01;1.759e-01;-5.806e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.592e-01;1.418e-01
30.006010000;4.054e-01;1.939e-01;-6.528e-01;4.782e-01;-1.610e+00;4.098e-01;4.054e-01;1.745e-01;-5.875e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.417e-01;2.110e-01
30.006471000;4.093e-01;1.939e-01;-6.555e-01;4.738e-01;-1.601e+00;4.144e-01;4.093e-01;1.745e-01;-5.899e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.370e-01;2.373e-01
30.007395000;4.173e-01;1.948e-01;-6.606e-01;4.668e-01;-1.583e+00;4.238e-01;4.173e-01;1.753e-01;-5.945e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.295e-01;2.906e-01
30.007651000;4.196e-01;1.952e-01;-6.619e-01;4.653e-01;-1.578e+00;4.263e-01;4.196e-01;1.757e-01;-5.957e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.279e-01;3.054e-01
30.010149000;4.413e-01;2.006e-01;-6.734e-01;4.546e-01;-1.526e+00;4.517e-01;4.413e-01;1.805e-01;-6.061e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.171e-01;4.498e-01
30.010828000;4.472e-01;2.025e-01;-6.761e-01;4.528e-01;-1.512e+00;4.586e-01;4.472e-01;1.823e-01;-6.085e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.157e-01;4.892e-01
30.011052000;4.491e-01;2.032e-01;-6.769e-01;4.524e-01;-1.507e+00;4.608e-01;4.491e-01;1.829e-01;-6.092e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.155e-01;5.016e-01
30.011420000;4.521e-01;2.044e-01;-6.781e-01;4.520e-01;-1.500e+00;4.642e-01;4.521e-01;1.839e-01;-6.103e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.154e-01;5.215e-01
30.012276000;4.587e-01;2.071e-01;-6.806e-01;4.516e-01;-1.484e+00;4.719e-01;4.587e-01;1.864e-01;-6.125e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.160e-01;5.648e-01
30.012404000;4.596e-01;2.075e-01;-6.809e-01;4.515e-01;-1.482e+00;4.730e-01;4.596e-01;1.868e-01;-6.129e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.161e-01;5.710e-01
