time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.027e+00;8.184e-01;-5.383e-02;7.965e-01;-5.240e-02;1.011e+00;1.038e+00;8.085e-01;6.643e-03;1.027e+00;7.365e-01;-4.845e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.000390;1.027e+00;8.180e-01;-5.502e-02;7.965e-01;-5.358e-02;1.011e+00;1.038e+00;8.085e-01;5.495e-03;1.027e+00;7.362e-01;-4.952e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.000405;1.027e+00;8.180e-01;-5.507e-02;7.965e-01;-5.362e-02;1.010e+00;1.038e+00;8.085e-01;5.455e-03;1.027e+00;7.362e-01;-4.956e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.000448;1.027e+00;8.179e-01;-5.519e-02;7.964e-01;-5.374e-02;1.010e+00;1.038e+00;8.085e-01;5.335e-03;1.027e+00;7.361e-01;-4.967e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.000462;1.027e+00;8.179e-01;-5.523e-02;7.964e-01;-5.378e-02;1.010e+00;1.037e+00;8.085e-01;5.296e-03;1.027e+00;7.361e-01;-4.971e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.001001;1.027e+00;8.175e-01;-5.666e-02;7.964e-01;-5.519e-02;1.010e+00;1.037e+00;8.086e-01;3.928e-03;1.027e+00;7.358e-01;-5.099e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.001002;1.026e+00;8.175e-01;-5.666e-02;7.964e-01;-5.520e-02;1.010e+00;1.037e+00;8.086e-01;3.925e-03;1.026e+00;7.358e-01;-5.099e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.001004;1.026e+00;8.175e-01;-5.666e-02;7.964e-01;-5.520e-02;1.009e+00;1.037e+00;8.086e-01;3.921e-03;1.026e+00;7.358e-01;-5.100e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.001416;1.026e+00;8.173e-01;-5.760e-02;7.964e-01;-5.613e-02;1.009e+00;1.037e+00;8.087e-01;3.024e-03;1.026e+00;7.356e-01;-5.184e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.000e+01;5.000e+01
0.001448;1.026e+00;8.173e-01;-5.767e-02;7.964e-01;-5.620e-02;1.009e+00;1.037e+00;8.087e-01;2.960e-03;1.026e+00;7.355e-01;-5.190e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.001480;1.026e+00;8.173e-01;-5.774e-02;7.964e-01;-5.627e-02;1.009e+00;1.036e+00;8.087e-01;2.897e-03;1.026e+00;7.355e-01;-5.196e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.001736;1.026e+00;8.172e-01;-5.824e-02;7.965e-01;-5.677e-02;1.009e+00;1.036e+00;8.087e-01;2.416e-03;1.026e+00;7.354e-01;-5.242e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.001768;1.026e+00;8.171e-01;-5.830e-02;7.965e-01;-5.683e-02;1.008e+00;1.036e+00;8.087e-01;2.360e-03;1.026e+00;7.354e-01;-5.247e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.002549;1.026e+00;8.170e-01;-5.952e-02;7.966e-01;-5.803e-02;1.008e+00;1.036e+00;8.090e-01;1.220e-03;1.026e+00;7.353e-01;-5.356e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.001e+01;5.001e+01
0.002606;1.026e+00;8.170e-01;-5.959e-02;7.966e-01;-5.810e-02;1.008e+00;1.036e+00;8.090e-01;1.153e-03;1.026e+00;7.353e-01;-5.363e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.002664;1.026e+00;8.170e-01;-5.965e-02;7.967e-01;-5.817e-02;1.008e+00;1.036e+00;8.090e-01;1.090e-03;1.026e+00;7.353e-01;-5.369e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.002721;1.025e+00;8.170e-01;-5.972e-02;7.967e-01;-5.824e-02;1.008e+00;1.036e+00;8.090e-01;1.029e-03;1.025e+00;7.353e-01;-5.375e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.002779;1.025e+00;8.170e-01;-5.978e-02;7.967e-01;-5.830e-02;1.008e+00;1.036e+00;8.091e-01;9.699e-04;1.025e+00;7.353e-01;-5.381e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.002837;1.025e+00;8.170e-01;-5.985e-02;7.967e-01;-5.836e-02;1.007e+00;1.036e+00;8.091e-01;9.141e-04;1.025e+00;7.353e-01;-5.386e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.003073;1.025e+00;8.170e-01;-6.007e-02;7.968e-01;-5.859e-02;1.007e+00;1.036e+00;8.092e-01;7.071e-04;1.025e+00;7.353e-01;-5.407e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.003105;1.025e+00;8.170e-01;-6.010e-02;7.968e-01;-5.861e-02;1.007e+00;1.035e+00;8.092e-01;6.824e-04;1.025e+00;7.353e-01;-5.409e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.003329;1.025e+00;8.170e-01;-6.027e-02;7.969e-01;-5.878e-02;1.007e+00;1.035e+00;8.093e-01;5.290e-04;1.025e+00;7.353e-01;-5.424e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.002e+01;5.002e+01
0.003361;1.025e+00;8.170e-01;-6.029e-02;7.969e-01;-5.881e-02;1.007e+00;1.035e+00;8.093e-01;5.097e-04;1.025e+00;7.353e-01;-5.426e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.003e+01;5.003e+01
0.004397;1.025e+00;8.174e-01;-6.062e-02;7.974e-01;-5.913e-02;1.007e+00;1.035e+00;8.098e-01;2.587e-04;1.025e+00;7.357e-01;-5.456e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.003e+01;5.003e+01
0.004512;1.025e+00;8.175e-01;-6.061e-02;7.974e-01;-5.913e-02;1.007e+00;1.035e+00;8.099e-01;2.726e-04;1.025e+00;7.357e-01;-5.455e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.004e+01;5.004e+01
0.005051;1.025e+00;8.178e-01;-6.048e-02;7.977e-01;-5.900e-02;1.007e+00;1.035e+00;8.102e-01;4.400e-04;1.025e+00;7.360e-01;-5.443e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.004e+01;5.004e+01
0.006030;1.025e+00;8.186e-01;-5.984e-02;7.984e-01;-5.836e-02;1.007e+00;1.035e+00;8.107e-01;1.140e-03;1.025e+00;7.367e-01;-5.386e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.004e+01;5.004e+01
0.006062;1.025e+00;8.186e-01;-5.981e-02;7.984e-01;-5.833e-02;1.007e+00;1.036e+00;8.108e-01;1.171e-03;1.025e+00;7.367e-01;-5.383e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.004e+01;5.004e+01
0.006254;1.025e+00;8.188e-01;-5.963e-02;7.985e-01;-5.815e-02;1.007e+00;1.036e+00;8.109e-01;1.364e-03;1.025e+00;7.369e-01;-5.366e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.004e+01;5.004e+01
0.006382;1.025e+00;8.189e-01;-5.949e-02;7.986e-01;-5.802e-02;1.008e+00;1.036e+00;8.110e-01;1.502e-03;1.025e+00;7.370e-01;-5.355e-02;1.000e+01;8.333e-01;5.613e-03;1.044e+00;5.004e+01;5.004e+01
