time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;0.000e+00;8.332e-01;0.000e+00;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;0.000e+00;8.333e-01;7.540e-04
0.000001000;1.000e+00;8.332e-01;0.000e+00;8.332e-01;0.000e+00;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;0.000e+00;8.333e-01;7.540e-04
29.999994000;1.000e+00;8.332e-01;0.000e+00;8.332e-01;0.000e+00;1.000e+00;8.332e-01;7.499e-04;1.000e+00;3.333e-02;0.000e+00;8.333e-01;7.540e-04
29.999994000;3.996e-06;4.131e-09;0.000e+00;1.031e-09;0.000e+00;9.051e-04;-1.812e-09;8.287e-01;4.000e-06;5.618e-10;0.000e+00;8.333e-01;7.540e-04
29.999995000;3.996e-06;4.255e-09;-0.000e+00;5.702e-10;0.000e+00;9.051e-04;-2.045e-09;8.287e-01;4.000e-06;8.512e-10;-0.000e+00;8.333e-01;7.540e-04
29.999996000;3.996e-06;4.306e-09;-0.000e+00;3.469e-10;0.000e+00;9.051e-04;-2.164e-09;8.286e-01;4.000e-06;9.942e-10;-0.000e+00;8.333e-01;7.540e-04
30.000002000;3.995e-06;4.483e-09;-0.000e+00;-5.336e-10;0.000e+00;9.051e-04;-2.638e-09;8.286e-01;4.001e-06;1.504e-09;-0.000e+00;8.333e-01;7.540e-04
30.000004000;3.995e-06;4.532e-09;-0.000e+00;-7.557e-10;0.000e+00;9.042e-04;-2.758e-09;8.295e-01;4.001e-06;1.600e-09;-0.000e+00;8.333e-01;7.540e-04
30.000007000;3.995e-06;4.588e-09;-0.000e+00;-9.803e-10;0.000e+00;9.042e-04;-2.879e-09;8.295e-01;4.001e-06;1.676e-09;-0.000e+00;8.333e-01;7.540e-04
30.000014000;3.995e-06;4.648e-09;-0.000e+00;-1.209e-09;0.000e+00;9.033e-04;-2.999e-09;8.303e-01;4.001e-06;1.732e-09;-0.000e+00;8.333e-01;7.540e-04
