time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.044e+00;8.332e-01;7.320e-09;7.978e-01;1.245e-09;1.044e+00;3.333e-02;1.365e-09;1.000e+01;8.333e-01;6.920e-04
29.999994000;1.044e+00;8.332e-01;-8.493e-09;7.978e-01;-5.498e-10;1.044e+00;3.333e-02;-4.070e-09;1.000e+01;8.333e-01;6.920e-04
29.999994000;3.000e-06;-4.963e-09;-2.501e-05;3.852e-09;-7.111e-10;2.999e-06;-1.556e-09;-1.004e-06;1.000e+01;8.333e-01;6.920e-04
30.024012000;2.997e-06;1.418e-09;-2.500e-05;-6.997e-09;3.905e-09;2.992e-06;3.823e-09;-9.975e-07;1.000e+01;8.333e-01;6.920e-04
30.025630000;2.990e-06;-5.897e-09;-2.500e-05;5.175e-11;1.663e-09;2.999e-06;6.183e-09;-9.975e-07;1.000e+01;8.333e-01;6.920e-04
30.149994000;3.000e-06;-1.199e-09;-2.500e-05;3.272e-10;4.673e-09;3.001e-06;1.452e-09;-1.004e-06;1.000e+01;8.333e-01;6.920e-04
30.149994000;1.039e+00;-1.212e-09;-2.932e-09;5.324e-10;4.637e-09;1.039e+00;1.472e-09;-4.159e-09;1.000e+01;8.333e-01;6.920e-04
30.150954000;1.039e+00;-4.018e-09;-7.778e-09;8.563e-10;-4.046e-09;1.039e+00;-4.910e-09;-1.192e-10;1.000e+01;8.333e-01;6.920e-04
30.151002000;1.039e+00;-2.457e-09;-6.391e-09;4.329e-10;-3.665e-09;1.039e+00;-5.144e-09;1.137e-10;1.000e+01;8.333e-01;6.920e-04
30.151005000;1.039e+00;-1.754e-09;-5.897e-09;1.576e-10;-3.758e-09;1.039e+00;-5.113e-09;2.037e-10;1.000e+01;8.333e-01;6.920e-04
30.151005000;1.039e+00;-9.855e-10;-5.444e-09;-1.971e-10;-3.924e-09;1.039e+00;-5.051e-09;3.029e-10;1.000e+01;8.333e-01;6.920e-04
30.151521000;1.159e+00;2.555e-01;1.130e+00;2.205e-01;9.754e-01;1.159e+00;1.022e-02;4.521e-02;1.000e+01;8.333e-01;6.920e-04
30.152671000;1.159e+00;2.320e-01;1.136e+00;2.002e-01;9.798e-01;1.159e+00;9.281e-03;4.543e-02;1.000e+01;8.333e-01;6.920e-04
30.153401000;1.159e+00;2.183e-01;1.139e+00;1.883e-01;9.821e-01;1.159e+00;8.733e-03;4.555e-02;1.000e+01;8.333e-01;6.920e-04
30.153861000;1.159e+00;2.101e-01;1.140e+00;1.812e-01;9.834e-01;1.159e+00;8.404e-03;4.561e-02;1.000e+01;8.333e-01;6.920e-04
30.154322000;1.160e+00;2.022e-01;1.142e+00;1.744e-01;9.847e-01;1.160e+00;8.088e-03;4.567e-02;1.000e+01;8.333e-01;6.920e-04
30.154944000;1.160e+00;1.920e-01;1.144e+00;1.656e-01;9.862e-01;1.160e+00;7.682e-03;4.574e-02;1.000e+01;8.333e-01;6.920e-04
30.155152000;1.160e+00;1.888e-01;1.144e+00;1.628e-01;9.867e-01;1.160e+00;7.551e-03;4.577e-02;1.000e+01;8.333e-01;6.920e-04
30.155981000;1.160e+00;1.763e-01;1.146e+00;1.520e-01;9.884e-01;1.160e+00;7.053e-03;4.585e-02;1.000e+01;8.333e-01;6.920e-04
30.156500000;1.160e+00;1.690e-01;1.147e+00;1.457e-01;9.893e-01;1.160e+00;6.760e-03;4.589e-02;1.000e+01;8.333e-01;6.920e-04
30.158144000;1.160e+00;1.479e-01;1.150e+00;1.276e-01;9.919e-01;1.160e+00;5.918e-03;4.602e-02;1.000e+01;8.333e-01;6.920e-04
30.159732000;1.160e+00;1.305e-01;1.153e+00;1.125e-01;9.937e-01;1.160e+00;5.218e-03;4.610e-02;1.000e+01;8.333e-01;6.920e-04
30.159860000;1.160e+00;1.291e-01;1.153e+00;1.113e-01;9.938e-01;1.160e+00;5.166e-03;4.611e-02;1.000e+01;8.333e-01;6.920e-04
30.159891000;1.160e+00;1.288e-01;1.153e+00;1.111e-01;9.938e-01;1.160e+00;5.154e-03;4.611e-02;1.000e+01;8.333e-01;6.920e-04
30.159955000;1.160e+00;1.280e-01;1.150e+00;1.103e-01;9.920e-01;1.160e+00;5.118e-03;4.602e-02;1.000e+01;8.333e-01;6.920e-04
30.160403000;1.158e+00;1.216e-01;1.132e+00;1.051e-01;9.777e-01;1.158e+00;4.866e-03;4.528e-02;1.000e+01;8.333e-01;6.920e-04
30.161043000;1.155e+00;1.127e-01;1.100e+00;9.759e-02;9.527e-01;1.155e+00;4.508e-03;4.401e-02;1.000e+01;8.333e-01;6.920e-04
30.161939000;1.150e+00;1.004e-01;1.046e+00;8.738e-02;9.101e-01;1.150e+00;4.018e-03;4.185e-02;1.000e+01;8.333e-01;6.920e-04
30.162323000;1.147e+00;9.538e-02;1.020e+00;8.315e-02;8.896e-01;1.147e+00;3.815e-03;4.082e-02;1.000e+01;8.333e-01;6.920e-04
30.163347000;1.140e+00;8.255e-02;9.456e-01;7.243e-02;8.297e-01;1.140e+00;3.302e-03;3.782e-02;1.000e+01;8.333e-01;6.920e-04
30.163859000;1.136e+00;7.658e-02;9.057e-01;6.742e-02;7.974e-01;1.136e+00;3.063e-03;3.623e-02;1.000e+01;8.333e-01;6.920e-04
30.164755000;1.129e+00;6.690e-02;8.330e-01;5.928e-02;7.381e-01;1.129e+00;2.676e-03;3.332e-02;1.000e+01;8.333e-01;6.920e-04
30.165948000;1.119e+00;5.570e-02;7.342e-01;4.979e-02;6.563e-01;1.119e+00;2.228e-03;2.937e-02;1.000e+01;8.333e-01;6.920e-04
30.165950000;1.119e+00;5.560e-02;7.329e-01;4.971e-02;6.552e-01;1.119e+00;2.224e-03;2.932e-02;1.000e+01;8.333e-01;6.920e-04
30.166629000;1.079e+00;3.147e-02;3.558e-01;2.917e-02;3.297e-01;1.079e+00;1.259e-03;1.423e-02;1.000e+01;8.333e-01;6.920e-04
30.171509000;1.079e+00;2.778e-02;3.554e-01;2.574e-02;3.293e-01;1.079e+00;1.111e-03;1.422e-02;1.000e+01;8.333e-01;6.920e-04
30.171510000;1.079e+00;2.775e-02;3.553e-01;2.572e-02;3.293e-01;1.079e+00;1.110e-03;1.421e-02;1.000e+01;8.333e-01;6.920e-04
30.171573000;1.079e+00;2.760e-02;3.518e-01;2.559e-02;3.261e-01;1.079e+00;1.104e-03;1.407e-02;1.000e+01;8.333e-01;6.920e-04
30.173365000;1.069e+00;2.417e-02;2.583e-01;2.262e-02;2.418e-01;1.069e+00;9.670e-04;1.033e-02;1.000e+01;8.333e-01;6.920e-04
30.174977000;1.060e+00;2.245e-02;1.845e-01;2.117e-02;1.739e-01;1.060e+00;8.980e-04;7.378e-03;1.000e+01;8.333e-01;6.920e-04
30.175438000;1.058e+00;2.215e-02;1.650e-01;2.093e-02;1.559e-01;1.058e+00;8.860e-04;6.601e-03;1.000e+01;8.333e-01;6.920e-04
30.176972000;1.052e+00;2.162e-02;1.064e-01;2.056e-02;1.012e-01;1.052e+00;8.650e-04;4.258e-03;1.000e+01;8.333e-01;6.920e-04
30.177676000;1.049e+00;2.167e-02;8.600e-02;2.066e-02;8.195e-02;1.049e+00;8.670e-04;3.440e-03;1.000e+01;8.333e-01;6.920e-04
30.178444000;1.047e+00;2.188e-02;6.823e-02;2.089e-02;6.514e-02;1.047e+00;8.750e-04;2.729e-03;1.000e+01;8.333e-01;6.920e-04
30.178790000;1.047e+00;2.202e-02;6.147e-02;2.104e-02;5.874e-02;1.047e+00;8.810e-04;2.459e-03;1.000e+01;8.333e-01;6.920e-04
30.179135000;1.046e+00;2.218e-02;5.542e-02;2.120e-02;5.299e-02;1.046e+00;8.870e-04;2.217e-03;1.000e+01;8.333e-01;6.920e-04
30.179366000;1.045e+00;2.227e-02;5.173e-02;2.131e-02;4.947e-02;1.045e+00;8.910e-04;2.069e-03;1.000e+01;8.333e-01;6.920e-04
30.179827000;1.045e+00;2.252e-02;4.503e-02;2.156e-02;4.310e-02;1.045e+00;9.010e-04;1.801e-03;1.000e+01;8.333e-01;6.920e-04
30.179942000;1.045e+00;2.260e-02;4.350e-02;2.164e-02;4.164e-02;1.045e+00;9.040e-04;1.740e-03;1.000e+01;8.333e-01;6.920e-04
30.180863000;1.043e+00;2.318e-02;3.298e-02;2.221e-02;3.161e-02;1.043e+00;9.270e-04;1.319e-03;1.000e+01;8.333e-01;6.920e-04
30.181785000;1.042e+00;2.382e-02;2.495e-02;2.286e-02;2.393e-02;1.042e+00;9.530e-04;9.980e-04;1.000e+01;8.333e-01;6.920e-04
30.182131000;1.042e+00;2.410e-02;2.245e-02;2.313e-02;2.154e-02;1.042e+00;9.640e-04;8.980e-04;1.000e+01;8.333e-01;6.920e-04
30.183167000;1.041e+00;2.490e-02;1.628e-02;2.391e-02;1.563e-02;1.041e+00;9.960e-04;6.510e-04;1.000e+01;8.333e-01;6.920e-04
30.183859000;1.041e+00;2.547e-02;1.305e-02;2.447e-02;1.253e-02;1.041e+00;1.019e-03;5.220e-04;1.000e+01;8.333e-01;6.920e-04
30.186646000;1.040e+00;2.785e-02;4.800e-03;2.677e-02;4.615e-03;1.040e+00;1.114e-03;1.920e-04;1.000e+01;8.333e-01;6.920e-04
30.187061000;1.040e+00;2.823e-02;4.000e-03;2.714e-02;3.846e-03;1.040e+00;1.129e-03;1.600e-04;1.000e+01;8.333e-01;6.920e-04
30.190267000;1.040e+00;3.115e-02;-2.501e-05;2.996e-02;-2.406e-05;1.040e+00;1.246e-03;-9.978e-07;1.000e+01;8.333e-01;6.920e-04
30.192571000;1.039e+00;3.327e-02;-1.550e-03;3.201e-02;-1.491e-03;1.039e+00;1.331e-03;-6.200e-05;1.000e+01;8.333e-01;6.920e-04
30.195387000;1.039e+00;3.595e-02;-2.675e-03;3.459e-02;-2.574e-03;1.039e+00;1.438e-03;-1.070e-04;1.000e+01;8.333e-01;6.920e-04
30.214689000;1.039e+00;5.480e-02;-4.550e-03;5.272e-02;-4.378e-03;1.039e+00;2.192e-03;-1.820e-04;1.000e+01;8.333e-01;6.920e-04
30.216072000;1.039e+00;5.617e-02;-4.575e-03;5.405e-02;-4.402e-03;1.039e+00;2.247e-03;-1.830e-04;1.000e+01;8.333e-01;6.920e-04
30.216533000;1.039e+00;5.663e-02;-4.575e-03;5.448e-02;-4.402e-03;1.039e+00;2.265e-03;-1.830e-04;1.000e+01;8.333e-01;6.920e-04
30.741965000;1.044e+00;5.820e-01;-2.800e-03;5.577e-01;-2.683e-03;1.044e+00;2.328e-02;-1.120e-04;1.000e+01;8.333e-01;6.920e-04
30.964836000;1.044e+00;8.049e-01;-2.350e-03;7.708e-01;-2.251e-03;1.044e+00;3.219e-02;-9.400e-05;1.000e+01;8.333e-01;6.920e-04
