time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;-4.450e-09;8.332e-01;8.262e-11;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;-9.418e-09;8.333e-01;7.540e-04
0.000001000;1.000e+00;8.332e-01;-4.503e-09;8.332e-01;9.305e-11;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;-9.474e-09;8.333e-01;7.540e-04
29.999994000;1.000e+00;8.332e-01;-3.909e-10;8.332e-01;2.654e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;-4.022e-09;8.333e-01;7.540e-04
29.999994000;4.563e-01;3.802e-01;-7.104e-10;8.332e-01;2.839e-09;4.563e-01;8.333e-01;1.644e-03;4.563e-01;1.521e-02;-4.085e-09;8.333e-01;7.540e-04
29.999994000;4.563e-01;3.802e-01;-1.008e-09;8.332e-01;3.029e-09;4.563e-01;8.333e-01;1.644e-03;4.563e-01;1.521e-02;-4.133e-09;8.333e-01;7.540e-04
29.999995000;4.563e-01;3.802e-01;-1.282e-09;8.332e-01;3.223e-09;4.563e-01;8.332e-01;1.644e-03;4.563e-01;1.521e-02;-4.167e-09;8.333e-01;7.540e-04
29.999996000;4.563e-01;3.802e-01;-1.530e-09;8.332e-01;3.419e-09;4.563e-01;8.332e-01;1.644e-03;4.563e-01;1.521e-02;-4.186e-09;8.333e-01;7.540e-04
29.999998000;4.563e-01;3.801e-01;-1.751e-09;8.331e-01;3.616e-09;4.563e-01;8.331e-01;1.644e-03;4.563e-01;1.520e-02;-4.193e-09;8.333e-01;7.540e-04
30.000002000;4.563e-01;3.800e-01;-1.947e-09;8.330e-01;3.812e-09;4.563e-01;8.330e-01;1.644e-03;4.563e-01;1.520e-02;-4.191e-09;8.333e-01;7.540e-04
30.000010000;4.563e-01;3.800e-01;-2.500e-05;8.327e-01;-5.479e-05;4.563e-01;8.327e-01;1.589e-03;4.563e-01;1.520e-02;-1.004e-06;8.333e-01;7.540e-04
30.000026000;4.563e-01;3.797e-01;-5.000e-05;8.322e-01;-1.096e-04;4.563e-01;8.322e-01;1.589e-03;4.563e-01;1.519e-02;-2.004e-06;8.333e-01;7.540e-04
30.000058000;4.563e-01;3.792e-01;-7.500e-05;8.311e-01;-1.644e-04;4.563e-01;8.311e-01;1.479e-03;4.563e-01;1.517e-02;-3.004e-06;8.333e-01;7.540e-04
30.000090000;4.563e-01;3.787e-01;-1.000e-04;8.301e-01;-2.192e-04;4.563e-01;8.301e-01;1.425e-03;4.563e-01;1.515e-02;-4.004e-06;8.333e-01;7.540e-04
30.000122000;4.562e-01;3.782e-01;-1.250e-04;8.290e-01;-2.740e-04;4.563e-01;8.290e-01;1.370e-03;4.562e-01;1.513e-02;-5.004e-06;8.333e-01;7.540e-04
30.000154000;4.562e-01;3.778e-01;-1.250e-04;8.280e-01;-2.740e-04;4.563e-01;8.280e-01;1.315e-03;4.562e-01;1.511e-02;-5.004e-06;8.333e-01;7.540e-04
30.000186000;4.562e-01;3.773e-01;-1.500e-04;8.269e-01;-3.288e-04;4.563e-01;8.269e-01;1.315e-03;4.562e-01;1.509e-02;-6.004e-06;8.333e-01;7.540e-04
30.000189000;4.562e-01;3.772e-01;-1.500e-04;8.269e-01;-3.288e-04;4.563e-01;8.268e-01;1.315e-03;4.562e-01;1.509e-02;-6.004e-06;8.333e-01;7.540e-04
30.000190000;4.562e-01;3.772e-01;-1.500e-04;8.268e-01;-3.288e-04;4.563e-01;8.268e-01;1.315e-03;4.562e-01;1.509e-02;-6.004e-06;8.333e-01;7.540e-04
30.000191000;4.562e-01;3.772e-01;-1.500e-04;8.268e-01;-3.288e-04;4.563e-01;8.268e-01;1.315e-03;4.562e-01;1.509e-02;-6.004e-06;8.333e-01;7.540e-04
30.000193000;4.562e-01;3.772e-01;-1.500e-04;8.267e-01;-3.288e-04;4.563e-01;8.267e-01;1.315e-03;4.562e-01;1.509e-02;-6.004e-06;8.333e-01;7.540e-04
30.000197000;4.562e-01;3.771e-01;-1.500e-04;8.266e-01;-3.288e-04;4.563e-01;8.266e-01;1.315e-03;4.562e-01;1.508e-02;-6.004e-06;8.333e-01;7.540e-04
30.000205000;4.562e-01;3.770e-01;-1.500e-04;8.263e-01;-3.288e-04;4.563e-01;8.263e-01;1.315e-03;4.562e-01;1.508e-02;-6.004e-06;8.333e-01;7.540e-04
30.000221000;4.562e-01;3.768e-01;-1.500e-04;8.258e-01;-3.288e-04;4.563e-01;8.258e-01;1.260e-03;4.562e-01;1.507e-02;-6.004e-06;8.333e-01;7.540e-04
30.000253000;4.562e-01;3.763e-01;-1.500e-04;8.248e-01;-3.288e-04;4.563e-01;8.248e-01;1.260e-03;4.562e-01;1.505e-02;-6.004e-06;8.333e-01;7.540e-04
30.000282000;4.562e-01;3.759e-01;-1.500e-04;8.239e-01;-3.288e-04;4.563e-01;8.238e-01;1.260e-03;4.562e-01;1.503e-02;-6.004e-06;8.333e-01;7.540e-04
30.000283000;4.562e-01;3.759e-01;-1.500e-04;8.238e-01;-3.288e-04;4.563e-01;8.238e-01;1.260e-03;4.562e-01;1.503e-02;-6.004e-06;8.333e-01;7.540e-04
30.000284000;4.562e-01;3.758e-01;-1.500e-04;8.237e-01;-3.288e-04;4.563e-01;8.238e-01;1.260e-03;4.562e-01;1.503e-02;-6.003e-06;8.333e-01;7.540e-04
30.000286000;4.562e-01;3.758e-01;-1.500e-04;8.237e-01;-3.288e-04;4.563e-01;8.237e-01;1.260e-03;4.562e-01;1.503e-02;-6.003e-06;8.333e-01;7.540e-04
30.000290000;4.562e-01;3.757e-01;-1.500e-04;8.236e-01;-3.288e-04;4.563e-01;8.236e-01;1.260e-03;4.562e-01;1.503e-02;-6.003e-06;8.333e-01;7.540e-04
30.000298000;4.562e-01;3.756e-01;-1.500e-04;8.233e-01;-3.288e-04;4.563e-01;8.233e-01;1.315e-03;4.562e-01;1.503e-02;-6.003e-06;8.333e-01;7.540e-04
30.000314000;4.562e-01;3.754e-01;-1.500e-04;8.228e-01;-3.288e-04;4.563e-01;8.228e-01;1.315e-03;4.562e-01;1.502e-02;-6.003e-06;8.333e-01;7.540e-04
30.000346000;4.562e-01;3.749e-01;-1.250e-04;8.218e-01;-2.740e-04;4.563e-01;8.217e-01;1.315e-03;4.562e-01;1.500e-02;-5.002e-06;8.333e-01;7.540e-04
30.000378000;4.562e-01;3.745e-01;-1.000e-04;8.207e-01;-2.192e-04;4.563e-01;8.207e-01;1.370e-03;4.562e-01;1.498e-02;-4.002e-06;8.333e-01;7.540e-04
30.000410000;4.562e-01;3.740e-01;-7.500e-05;8.197e-01;-1.644e-04;4.563e-01;8.197e-01;1.425e-03;4.562e-01;1.496e-02;-3.002e-06;8.333e-01;7.540e-04
30.000442000;4.562e-01;3.735e-01;-5.000e-05;8.187e-01;-1.096e-04;4.563e-01;8.187e-01;1.479e-03;4.562e-01;1.494e-02;-2.002e-06;8.333e-01;7.540e-04
30.000474000;4.562e-01;3.730e-01;-2.500e-05;8.176e-01;-5.479e-05;4.563e-01;8.177e-01;1.534e-03;4.562e-01;1.492e-02;-1.001e-06;8.333e-01;7.540e-04
30.000506000;4.563e-01;3.726e-01;2.500e-05;8.167e-01;5.479e-05;4.563e-01;8.166e-01;1.644e-03;4.563e-01;1.490e-02;9.989e-07;8.333e-01;7.540e-04
30.000516000;4.563e-01;3.725e-01;2.500e-05;8.163e-01;5.479e-05;4.563e-01;8.163e-01;1.644e-03;4.563e-01;1.490e-02;9.992e-07;8.333e-01;7.540e-04
30.000517000;4.563e-01;3.724e-01;2.500e-05;8.163e-01;5.479e-05;4.563e-01;8.162e-01;1.644e-03;4.563e-01;1.490e-02;9.995e-07;8.333e-01;7.540e-04
30.000518000;4.563e-01;3.724e-01;2.500e-05;8.163e-01;5.479e-05;4.563e-01;8.162e-01;1.644e-03;4.563e-01;1.490e-02;9.999e-07;8.333e-01;7.540e-04
30.000520000;4.563e-01;3.724e-01;2.500e-05;8.162e-01;5.479e-05;4.563e-01;8.162e-01;1.644e-03;4.563e-01;1.490e-02;1.000e-06;8.333e-01;7.540e-04
30.000524000;4.563e-01;3.723e-01;5.000e-05;8.160e-01;1.096e-04;4.563e-01;8.160e-01;1.699e-03;4.563e-01;1.489e-02;2.000e-06;8.333e-01;7.540e-04
30.000532000;4.563e-01;3.722e-01;5.000e-05;8.158e-01;1.096e-04;4.563e-01;8.158e-01;1.699e-03;4.563e-01;1.489e-02;2.001e-06;8.333e-01;7.540e-04
30.000548000;4.563e-01;3.720e-01;7.500e-05;8.153e-01;1.644e-04;4.563e-01;8.153e-01;1.753e-03;4.563e-01;1.488e-02;3.001e-06;8.333e-01;7.540e-04
30.000580000;4.563e-01;3.715e-01;1.250e-04;8.143e-01;2.740e-04;4.563e-01;8.143e-01;1.863e-03;4.563e-01;1.486e-02;5.001e-06;8.333e-01;7.540e-04
30.000612000;4.563e-01;3.711e-01;1.750e-04;8.133e-01;3.835e-04;4.563e-01;8.133e-01;1.972e-03;4.563e-01;1.484e-02;7.001e-06;8.333e-01;7.540e-04
30.000644000;4.563e-01;3.706e-01;2.500e-04;8.123e-01;5.479e-04;4.563e-01;8.123e-01;2.082e-03;4.563e-01;1.482e-02;1.000e-05;8.333e-01;7.540e-04
30.000676000;4.563e-01;3.701e-01;3.000e-04;8.112e-01;6.575e-04;4.563e-01;8.113e-01;2.246e-03;4.563e-01;1.481e-02;1.200e-05;8.333e-01;7.540e-04
30.000708000;4.563e-01;3.697e-01;3.750e-04;8.102e-01;8.219e-04;4.563e-01;8.103e-01;2.356e-03;4.563e-01;1.479e-02;1.500e-05;8.333e-01;7.540e-04
30.000740000;4.563e-01;3.693e-01;4.500e-04;8.092e-01;9.862e-04;4.563e-01;8.093e-01;2.520e-03;4.563e-01;1.477e-02;1.800e-05;8.333e-01;7.540e-04
30.000772000;4.563e-01;3.688e-01;5.250e-04;8.082e-01;1.151e-03;4.563e-01;8.083e-01;2.685e-03;4.563e-01;1.475e-02;2.100e-05;8.333e-01;7.540e-04
30.000804000;4.563e-01;3.684e-01;6.000e-04;8.073e-01;1.315e-03;4.563e-01;8.073e-01;2.849e-03;4.563e-01;1.473e-02;2.400e-05;8.333e-01;7.540e-04
30.000836000;4.563e-01;3.679e-01;6.750e-04;8.063e-01;1.479e-03;4.563e-01;8.063e-01;3.068e-03;4.563e-01;1.472e-02;2.700e-05;8.333e-01;7.540e-04
30.000868000;4.563e-01;3.675e-01;7.750e-04;8.053e-01;1.698e-03;4.563e-01;8.053e-01;3.232e-03;4.563e-01;1.470e-02;3.100e-05;8.333e-01;7.540e-04
30.000900000;4.563e-01;3.670e-01;8.750e-04;8.043e-01;1.917e-03;4.563e-01;8.043e-01;3.451e-03;4.563e-01;1.468e-02;3.500e-05;8.333e-01;7.540e-04
30.000932000;4.563e-01;3.666e-01;9.750e-04;8.034e-01;2.137e-03;4.563e-01;8.033e-01;3.670e-03;4.563e-01;1.466e-02;3.900e-05;8.333e-01;7.540e-04
30.000964000;4.563e-01;3.661e-01;1.075e-03;8.024e-01;2.356e-03;4.564e-01;8.023e-01;3.889e-03;4.563e-01;1.465e-02;4.300e-05;8.333e-01;7.540e-04
30.000996000;4.564e-01;3.657e-01;1.175e-03;8.014e-01;2.575e-03;4.564e-01;8.014e-01;4.109e-03;4.564e-01;1.463e-02;4.700e-05;8.333e-01;7.540e-04
30.001028000;4.564e-01;3.653e-01;1.275e-03;8.004e-01;2.794e-03;4.564e-01;8.004e-01;4.328e-03;4.564e-01;1.461e-02;5.100e-05;8.333e-01;7.540e-04
30.001060000;4.564e-01;3.649e-01;1.400e-03;7.994e-01;3.068e-03;4.564e-01;7.994e-01;4.601e-03;4.564e-01;1.459e-02;5.600e-05;8.333e-01;7.540e-04
30.001092000;4.564e-01;3.644e-01;1.525e-03;7.984e-01;3.341e-03;4.564e-01;7.985e-01;4.820e-03;4.564e-01;1.458e-02;6.100e-05;8.333e-01;7.540e-04
30.001124000;4.564e-01;3.640e-01;1.650e-03;7.975e-01;3.615e-03;4.564e-01;7.975e-01;5.094e-03;4.564e-01;1.456e-02;6.600e-05;8.333e-01;7.540e-04
30.001156000;4.564e-01;3.635e-01;1.775e-03;7.965e-01;3.889e-03;4.564e-01;7.965e-01;5.368e-03;4.564e-01;1.454e-02;7.100e-05;8.333e-01;7.540e-04
30.001188000;4.564e-01;3.631e-01;1.900e-03;7.956e-01;4.163e-03;4.564e-01;7.956e-01;5.642e-03;4.564e-01;1.452e-02;7.600e-05;8.333e-01;7.540e-04
30.001220000;4.564e-01;3.627e-01;2.025e-03;7.946e-01;4.437e-03;4.565e-01;7.946e-01;5.970e-03;4.564e-01;1.451e-02;8.100e-05;8.333e-01;7.540e-04
30.001252000;4.564e-01;3.623e-01;2.175e-03;7.937e-01;4.765e-03;4.565e-01;7.937e-01;6.244e-03;4.564e-01;1.449e-02;8.700e-05;8.333e-01;7.540e-04
30.001284000;4.565e-01;3.619e-01;2.325e-03;7.927e-01;5.094e-03;4.565e-01;7.927e-01;6.572e-03;4.565e-01;1.447e-02;9.301e-05;8.333e-01;7.540e-04
30.001316000;4.565e-01;3.614e-01;2.450e-03;7.918e-01;5.367e-03;4.565e-01;7.917e-01;6.900e-03;4.565e-01;1.446e-02;9.801e-05;8.333e-01;7.540e-04
30.001348000;4.565e-01;3.610e-01;2.600e-03;7.908e-01;5.696e-03;4.565e-01;7.908e-01;7.229e-03;4.565e-01;1.444e-02;1.040e-04;8.333e-01;7.540e-04
30.001380000;4.565e-01;3.606e-01;2.750e-03;7.899e-01;6.024e-03;4.565e-01;7.898e-01;7.557e-03;4.565e-01;1.442e-02;1.100e-04;8.333e-01;7.540e-04
30.001412000;4.565e-01;3.602e-01;2.925e-03;7.889e-01;6.407e-03;4.565e-01;7.889e-01;7.885e-03;4.565e-01;1.441e-02;1.170e-04;8.333e-01;7.540e-04
30.001444000;4.565e-01;3.598e-01;3.075e-03;7.880e-01;6.736e-03;4.566e-01;7.880e-01;8.214e-03;4.565e-01;1.439e-02;1.230e-04;8.333e-01;7.540e-04
30.001476000;4.566e-01;3.593e-01;3.250e-03;7.870e-01;7.119e-03;4.566e-01;7.870e-01;8.597e-03;4.566e-01;1.437e-02;1.300e-04;8.333e-01;7.540e-04
30.001508000;4.566e-01;3.589e-01;3.400e-03;7.861e-01;7.447e-03;4.566e-01;7.861e-01;8.925e-03;4.566e-01;1.436e-02;1.360e-04;8.333e-01;7.540e-04
30.001540000;4.566e-01;3.585e-01;3.575e-03;7.852e-01;7.830e-03;4.566e-01;7.851e-01;9.308e-03;4.566e-01;1.434e-02;1.430e-04;8.333e-01;7.540e-04
30.001572000;4.566e-01;3.581e-01;3.750e-03;7.843e-01;8.213e-03;4.566e-01;7.842e-01;9.691e-03;4.566e-01;1.432e-02;1.500e-04;8.333e-01;7.540e-04
30.001636000;4.566e-01;3.573e-01;4.125e-03;7.824e-01;9.034e-03;4.567e-01;7.824e-01;1.046e-02;4.566e-01;1.429e-02;1.650e-04;8.333e-01;7.540e-04
30.001692000;4.567e-01;3.566e-01;4.425e-03;7.809e-01;9.690e-03;4.567e-01;7.808e-01;1.117e-02;4.567e-01;1.426e-02;1.770e-04;8.333e-01;7.540e-04
30.001747000;4.567e-01;3.559e-01;4.775e-03;7.793e-01;1.046e-02;4.567e-01;7.793e-01;1.188e-02;4.567e-01;1.424e-02;1.910e-04;8.333e-01;7.540e-04
30.001803000;4.567e-01;3.553e-01;5.100e-03;7.778e-01;1.117e-02;4.568e-01;7.778e-01;1.264e-02;4.567e-01;1.421e-02;2.040e-04;8.333e-01;7.540e-04
30.001858000;4.568e-01;3.546e-01;5.475e-03;7.763e-01;1.199e-02;4.568e-01;7.762e-01;1.341e-02;4.568e-01;1.418e-02;2.190e-04;8.333e-01;7.540e-04
30.001914000;4.568e-01;3.539e-01;5.825e-03;7.748e-01;1.275e-02;4.568e-01;7.748e-01;1.417e-02;4.568e-01;1.416e-02;2.330e-04;8.333e-01;7.540e-04
30.001969000;4.568e-01;3.533e-01;6.200e-03;7.733e-01;1.357e-02;4.569e-01;7.733e-01;1.499e-02;4.568e-01;1.413e-02;2.480e-04;8.333e-01;7.540e-04
30.002025000;4.569e-01;3.526e-01;6.575e-03;7.718e-01;1.439e-02;4.569e-01;7.718e-01;1.581e-02;4.569e-01;1.410e-02;2.630e-04;8.333e-01;7.540e-04
30.002027000;4.569e-01;3.526e-01;6.600e-03;7.718e-01;1.445e-02;4.569e-01;7.717e-01;1.587e-02;4.569e-01;1.410e-02;2.640e-04;8.333e-01;7.540e-04
30.002028000;4.569e-01;3.526e-01;6.600e-03;7.717e-01;1.445e-02;4.569e-01;7.717e-01;1.587e-02;4.569e-01;1.410e-02;2.640e-04;8.333e-01;7.540e-04
30.002029000;4.569e-01;3.526e-01;6.600e-03;7.717e-01;1.445e-02;4.569e-01;7.717e-01;1.587e-02;4.569e-01;1.410e-02;2.640e-04;8.333e-01;7.540e-04
30.002031000;4.569e-01;3.525e-01;6.625e-03;7.717e-01;1.450e-02;4.569e-01;7.716e-01;1.592e-02;4.569e-01;1.410e-02;2.650e-04;8.333e-01;7.540e-04
30.002035000;4.569e-01;3.525e-01;6.650e-03;7.715e-01;1.456e-02;4.569e-01;7.716e-01;1.598e-02;4.569e-01;1.410e-02;2.660e-04;8.333e-01;7.540e-04
30.002043000;4.569e-01;3.524e-01;6.700e-03;7.714e-01;1.466e-02;4.569e-01;7.713e-01;1.609e-02;4.569e-01;1.410e-02;2.680e-04;8.333e-01;7.540e-04
30.002059000;4.569e-01;3.522e-01;6.825e-03;7.709e-01;1.494e-02;4.569e-01;7.709e-01;1.636e-02;4.569e-01;1.409e-02;2.730e-04;8.333e-01;7.540e-04
30.002091000;4.569e-01;3.519e-01;7.050e-03;7.701e-01;1.543e-02;4.569e-01;7.701e-01;1.685e-02;4.569e-01;1.408e-02;2.820e-04;8.333e-01;7.540e-04
30.002123000;4.569e-01;3.515e-01;7.300e-03;7.693e-01;1.598e-02;4.570e-01;7.693e-01;1.734e-02;4.569e-01;1.406e-02;2.920e-04;8.333e-01;7.540e-04
30.002187000;4.570e-01;3.508e-01;7.800e-03;7.676e-01;1.707e-02;4.570e-01;7.676e-01;1.843e-02;4.570e-01;1.403e-02;3.120e-04;8.333e-01;7.540e-04
30.002245000;4.570e-01;3.502e-01;8.275e-03;7.662e-01;1.811e-02;4.571e-01;7.661e-01;1.947e-02;4.570e-01;1.401e-02;3.310e-04;8.333e-01;7.540e-04
30.002303000;4.571e-01;3.495e-01;8.750e-03;7.647e-01;1.914e-02;4.571e-01;7.647e-01;2.056e-02;4.571e-01;1.398e-02;3.500e-04;8.333e-01;7.540e-04
30.002360000;4.571e-01;3.489e-01;9.275e-03;7.633e-01;2.029e-02;4.572e-01;7.633e-01;2.166e-02;4.571e-01;1.396e-02;3.710e-04;8.333e-01;7.540e-04
30.002418000;4.572e-01;3.483e-01;9.825e-03;7.620e-01;2.149e-02;4.572e-01;7.619e-01;2.286e-02;4.572e-01;1.393e-02;3.930e-04;8.333e-01;7.540e-04
30.002475000;4.572e-01;3.478e-01;1.038e-02;7.605e-01;2.269e-02;4.573e-01;7.605e-01;2.406e-02;4.572e-01;1.391e-02;4.150e-04;8.333e-01;7.540e-04
30.002533000;4.573e-01;3.472e-01;1.095e-02;7.592e-01;2.395e-02;4.573e-01;7.591e-01;2.531e-02;4.573e-01;1.389e-02;4.380e-04;8.333e-01;7.540e-04
30.002591000;4.573e-01;3.466e-01;1.155e-02;7.578e-01;2.525e-02;4.574e-01;7.578e-01;2.662e-02;4.573e-01;1.386e-02;4.620e-04;8.333e-01;7.540e-04
30.002648000;4.574e-01;3.460e-01;1.215e-02;7.565e-01;2.656e-02;4.574e-01;7.564e-01;2.793e-02;4.574e-01;1.384e-02;4.860e-04;8.333e-01;7.540e-04
30.002706000;4.575e-01;3.455e-01;1.280e-02;7.552e-01;2.798e-02;4.575e-01;7.551e-01;2.934e-02;4.575e-01;1.382e-02;5.120e-04;8.333e-01;7.540e-04
30.002763000;4.575e-01;3.449e-01;1.345e-02;7.539e-01;2.940e-02;4.576e-01;7.538e-01;3.076e-02;4.575e-01;1.380e-02;5.380e-04;8.333e-01;7.540e-04
30.002821000;4.576e-01;3.444e-01;1.412e-02;7.526e-01;3.087e-02;4.576e-01;7.526e-01;3.218e-02;4.576e-01;1.378e-02;5.650e-04;8.333e-01;7.540e-04
30.002879000;4.577e-01;3.438e-01;1.480e-02;7.513e-01;3.234e-02;4.577e-01;7.513e-01;3.370e-02;4.577e-01;1.375e-02;5.920e-04;8.333e-01;7.540e-04
30.002936000;4.577e-01;3.433e-01;1.553e-02;7.501e-01;3.392e-02;4.578e-01;7.500e-01;3.522e-02;4.577e-01;1.373e-02;6.210e-04;8.333e-01;7.540e-04
30.002994000;4.578e-01;3.428e-01;1.622e-02;7.488e-01;3.544e-02;4.579e-01;7.488e-01;3.680e-02;4.578e-01;1.371e-02;6.490e-04;8.333e-01;7.540e-04
30.003051000;4.579e-01;3.423e-01;1.698e-02;7.476e-01;3.707e-02;4.579e-01;7.475e-01;3.838e-02;4.579e-01;1.369e-02;6.790e-04;8.333e-01;7.540e-04
30.003109000;4.580e-01;3.418e-01;1.773e-02;7.464e-01;3.870e-02;4.580e-01;7.464e-01;4.007e-02;4.580e-01;1.367e-02;7.090e-04;8.333e-01;7.540e-04
30.003167000;4.580e-01;3.413e-01;1.850e-02;7.453e-01;4.039e-02;4.581e-01;7.452e-01;4.170e-02;4.580e-01;1.365e-02;7.400e-04;8.333e-01;7.540e-04
30.003224000;4.581e-01;3.409e-01;1.930e-02;7.441e-01;4.213e-02;4.582e-01;7.440e-01;4.343e-02;4.581e-01;1.363e-02;7.720e-04;8.333e-01;7.540e-04
30.003282000;4.582e-01;3.404e-01;2.010e-02;7.429e-01;4.387e-02;4.582e-01;7.428e-01;4.517e-02;4.582e-01;1.362e-02;8.040e-04;8.333e-01;7.540e-04
30.003339000;4.583e-01;3.400e-01;2.092e-02;7.418e-01;4.566e-02;4.583e-01;7.417e-01;4.696e-02;4.583e-01;1.360e-02;8.370e-04;8.333e-01;7.540e-04
30.003397000;4.583e-01;3.395e-01;2.175e-02;7.407e-01;4.745e-02;4.584e-01;7.406e-01;4.876e-02;4.583e-01;1.358e-02;8.700e-04;8.333e-01;7.540e-04
30.003455000;4.584e-01;3.390e-01;2.260e-02;7.396e-01;4.930e-02;4.585e-01;7.395e-01;5.060e-02;4.584e-01;1.356e-02;9.040e-04;8.333e-01;7.540e-04
30.003512000;4.585e-01;3.386e-01;2.345e-02;7.385e-01;5.114e-02;4.586e-01;7.384e-01;5.244e-02;4.585e-01;1.354e-02;9.380e-04;8.333e-01;7.540e-04
