time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActivePower;Wind_Turbine_GEN_InjectedReactivePower;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_ActivePowerPu;Wind_Turbine_GEN_ReactivePowerPu;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent
0.0;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;10.0;0.750347;1.044788;1.044788;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304
0.0;1.0444448391609773;0.749999690047;0.7180845382408986;6.227789999621514e-07;5.962775405759502e-07;10.0;0.750347;1.044788;1.044788;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012606;1.045094;0.718085125904304
0.0;1.0444448391609773;0.75000068618;0.7180854919848999;9.367599999951438e-07;8.968975333801843e-07;10.0;0.750347;1.044788;1.044788;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012606;1.045094;0.718085125904304
0.0;1.0444448391609773;0.75000068618;0.7180854919848999;9.367599999951438e-07;8.968975333801843e-07;10.0;0.750347;1.044788;1.044788;0.750347;0.01338;0.717971;-0.012802;0.750141;0.012606;1.045094;0.718085125904304
0.0;1.0444448391609773;0.75000068618;0.7180854919848999;9.367599999951438e-07;8.968975333801843e-07;10.0;0.750347;1.044788;1.044788;0.750347;0.01338;0.717971;-0.012802;0.750141;0.012606;1.045094;0.718085125904304
0.0;1.0444448391609773;0.750000372199;0.718085191364907;1.93289299999614e-06;1.850641534644252e-06;10.0;0.750347;1.044788;1.044788;0.750347;0.01338;0.717971;-0.012803;0.750141;0.012607;1.045094;0.71808514373297
1e-06;1.0444457929050217;0.7500007430879999;0.7180848907456917;2.713158000014895e-06;2.5977011142612933e-06;10.0;0.750347;1.044788;1.044788;0.750348;0.013381;0.717971;-0.012804;0.750142;0.012608;1.045095;0.718085161563028
2e-06;1.044446746649153;0.750001796131;0.7180852432516965;4.803541000015917e-06;4.599124862446919e-06;10.0;0.750347;1.044788;1.044788;0.750349;0.013384;0.717971;-0.012806;0.750142;0.01261;1.045096;0.7180851972273207
3e-06;1.0444489547570048;0.7500031219480001;0.7180849945151138;9.355209999985748e-06;8.95707727733068e-06;10.0;0.750347;1.044788;1.044788;0.75035;0.013388;0.717971;-0.012811;0.750144;0.012615;1.045098;0.718085286412415
7e-06;1.0444527697339885;0.750006024021;0.7180851501901986;1.8398976999998707e-05;1.761590139177355e-05;10.0;0.750347;1.044788;1.044788;0.750353;0.013398;0.717971;-0.01282;0.750147;0.012624;1.045103;0.71808544703329
1.4e-05;1.0444610009267938;0.7500122599089999;0.7180854615380399;3.7856488999985135e-05;3.62450000204828e-05;10.0;0.750347;1.044788;1.044788;0.75036;0.013417;0.717971;-0.012839;0.750153;0.012643;1.045111;0.7180857864921155
