time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu
20.009148000;1.068e+00;8.502e-01;6.115e-02;7.959e-01;5.724e-02;1.068e+00;3.401e-02;2.446e-03;1.000e+01;8.333e-01
20.009378000;1.069e+00;8.503e-01;6.190e-02;7.958e-01;5.793e-02;1.069e+00;3.401e-02;2.476e-03;1.000e+01;8.333e-01
20.009609000;1.069e+00;8.504e-01;6.263e-02;7.957e-01;5.859e-02;1.069e+00;3.402e-02;2.505e-03;1.000e+01;8.333e-01
20.009839000;1.069e+00;8.505e-01;6.330e-02;7.955e-01;5.921e-02;1.069e+00;3.402e-02;2.532e-03;1.000e+01;8.333e-01
20.010070000;1.069e+00;8.505e-01;6.395e-02;7.954e-01;5.980e-02;1.069e+00;3.402e-02;2.558e-03;1.000e+01;8.333e-01
20.010300000;1.070e+00;8.506e-01;6.457e-02;7.953e-01;6.037e-02;1.070e+00;3.402e-02;2.583e-03;1.000e+01;8.333e-01
20.010530000;1.070e+00;8.507e-01;6.517e-02;7.951e-01;6.092e-02;1.070e+00;3.403e-02;2.607e-03;1.000e+01;8.333e-01
20.011222000;1.070e+00;8.507e-01;6.680e-02;7.948e-01;6.240e-02;1.070e+00;3.403e-02;2.672e-03;1.000e+01;8.333e-01
20.011452000;1.071e+00;8.507e-01;6.730e-02;7.946e-01;6.286e-02;1.071e+00;3.403e-02;2.692e-03;1.000e+01;8.333e-01
20.012374000;1.071e+00;8.507e-01;6.903e-02;7.940e-01;6.443e-02;1.071e+00;3.403e-02;2.761e-03;1.000e+01;8.333e-01
20.012604000;1.072e+00;8.507e-01;6.940e-02;7.939e-01;6.477e-02;1.072e+00;3.403e-02;2.776e-03;1.000e+01;8.333e-01
20.012834000;1.072e+00;8.506e-01;6.978e-02;7.937e-01;6.511e-02;1.072e+00;3.402e-02;2.791e-03;1.000e+01;8.333e-01
20.013065000;1.072e+00;8.505e-01;7.010e-02;7.936e-01;6.540e-02;1.072e+00;3.402e-02;2.804e-03;1.000e+01;8.333e-01
20.013295000;1.072e+00;8.505e-01;7.043e-02;7.934e-01;6.570e-02;1.072e+00;3.402e-02;2.817e-03;1.000e+01;8.333e-01
20.013526000;1.072e+00;8.504e-01;7.072e-02;7.933e-01;6.597e-02;1.072e+00;3.402e-02;2.829e-03;1.000e+01;8.333e-01
20.013756000;1.072e+00;8.504e-01;7.100e-02;7.931e-01;6.622e-02;1.072e+00;3.401e-02;2.840e-03;1.000e+01;8.333e-01
20.013986000;1.072e+00;8.502e-01;7.125e-02;7.929e-01;6.645e-02;1.072e+00;3.401e-02;2.850e-03;1.000e+01;8.333e-01
20.014217000;1.072e+00;8.502e-01;7.150e-02;7.928e-01;6.667e-02;1.072e+00;3.401e-02;2.860e-03;1.000e+01;8.333e-01
20.014447000;1.072e+00;8.501e-01;7.172e-02;7.926e-01;6.688e-02;1.072e+00;3.400e-02;2.869e-03;1.000e+01;8.333e-01
20.014678000;1.073e+00;8.500e-01;7.195e-02;7.925e-01;6.708e-02;1.073e+00;3.400e-02;2.878e-03;1.000e+01;8.333e-01
20.014908000;1.073e+00;8.499e-01;7.215e-02;7.923e-01;6.726e-02;1.073e+00;3.399e-02;2.886e-03;1.000e+01;8.333e-01
20.015138000;1.073e+00;8.498e-01;7.233e-02;7.922e-01;6.742e-02;1.073e+00;3.399e-02;2.893e-03;1.000e+01;8.333e-01
20.015599000;1.073e+00;8.495e-01;7.265e-02;7.918e-01;6.771e-02;1.073e+00;3.398e-02;2.906e-03;1.000e+01;8.333e-01
20.016429000;1.073e+00;8.491e-01;7.308e-02;7.912e-01;6.810e-02;1.073e+00;3.396e-02;2.923e-03;1.000e+01;8.333e-01
20.016843000;1.073e+00;8.488e-01;7.325e-02;7.909e-01;6.826e-02;1.073e+00;3.395e-02;2.930e-03;1.000e+01;8.333e-01
20.017258000;1.073e+00;8.486e-01;7.337e-02;7.906e-01;6.837e-02;1.073e+00;3.394e-02;2.935e-03;1.000e+01;8.333e-01
20.018088000;1.073e+00;8.480e-01;7.353e-02;7.900e-01;6.850e-02;1.073e+00;3.392e-02;2.941e-03;1.000e+01;8.333e-01
20.018502000;1.073e+00;8.477e-01;7.355e-02;7.897e-01;6.852e-02;1.073e+00;3.391e-02;2.942e-03;1.000e+01;8.333e-01
20.018917000;1.073e+00;8.474e-01;7.358e-02;7.895e-01;6.854e-02;1.073e+00;3.390e-02;2.943e-03;1.000e+01;8.333e-01
20.019332000;1.073e+00;8.471e-01;7.355e-02;7.892e-01;6.852e-02;1.073e+00;3.388e-02;2.942e-03;1.000e+01;8.333e-01
20.019746000;1.073e+00;8.468e-01;7.353e-02;7.889e-01;6.849e-02;1.073e+00;3.387e-02;2.941e-03;1.000e+01;8.333e-01
20.020161000;1.073e+00;8.465e-01;7.347e-02;7.886e-01;6.845e-02;1.073e+00;3.386e-02;2.939e-03;1.000e+01;8.333e-01
20.020576000;1.073e+00;8.462e-01;7.340e-02;7.883e-01;6.838e-02;1.073e+00;3.385e-02;2.936e-03;1.000e+01;8.333e-01
20.020991000;1.073e+00;8.459e-01;7.330e-02;7.880e-01;6.828e-02;1.073e+00;3.383e-02;2.932e-03;1.000e+01;8.333e-01
20.021405000;1.073e+00;8.456e-01;7.320e-02;7.877e-01;6.819e-02;1.073e+00;3.382e-02;2.928e-03;1.000e+01;8.333e-01
20.021820000;1.073e+00;8.452e-01;7.310e-02;7.874e-01;6.810e-02;1.073e+00;3.381e-02;2.924e-03;1.000e+01;8.333e-01
20.022235000;1.073e+00;8.450e-01;7.297e-02;7.872e-01;6.799e-02;1.073e+00;3.380e-02;2.919e-03;1.000e+01;8.333e-01
20.022649000;1.073e+00;8.446e-01;7.283e-02;7.869e-01;6.785e-02;1.073e+00;3.379e-02;2.913e-03;1.000e+01;8.333e-01
20.023064000;1.073e+00;8.443e-01;7.270e-02;7.866e-01;6.773e-02;1.073e+00;3.377e-02;2.908e-03;1.000e+01;8.333e-01
20.024308000;1.073e+00;8.434e-01;7.222e-02;7.859e-01;6.730e-02;1.073e+00;3.374e-02;2.889e-03;1.000e+01;8.333e-01
20.024723000;1.073e+00;8.431e-01;7.208e-02;7.856e-01;6.716e-02;1.073e+00;3.372e-02;2.883e-03;1.000e+01;8.333e-01
20.025138000;1.073e+00;8.428e-01;7.190e-02;7.854e-01;6.700e-02;1.073e+00;3.371e-02;2.876e-03;1.000e+01;8.333e-01
20.025552000;1.073e+00;8.425e-01;7.172e-02;7.851e-01;6.684e-02;1.073e+00;3.370e-02;2.869e-03;1.000e+01;8.333e-01
20.025967000;1.073e+00;8.422e-01;7.157e-02;7.849e-01;6.670e-02;1.073e+00;3.369e-02;2.863e-03;1.000e+01;8.333e-01
20.026382000;1.073e+00;8.420e-01;7.140e-02;7.847e-01;6.654e-02;1.073e+00;3.368e-02;2.856e-03;1.000e+01;8.333e-01
20.026797000;1.073e+00;8.417e-01;7.122e-02;7.845e-01;6.638e-02;1.073e+00;3.367e-02;2.849e-03;1.000e+01;8.333e-01
20.027211000;1.073e+00;8.414e-01;7.107e-02;7.842e-01;6.625e-02;1.073e+00;3.366e-02;2.843e-03;1.000e+01;8.333e-01
20.027626000;1.073e+00;8.412e-01;7.090e-02;7.840e-01;6.608e-02;1.073e+00;3.365e-02;2.836e-03;1.000e+01;8.333e-01
20.028041000;1.073e+00;8.409e-01;7.075e-02;7.838e-01;6.595e-02;1.073e+00;3.364e-02;2.830e-03;1.000e+01;8.333e-01
20.028456000;1.073e+00;8.407e-01;7.057e-02;7.836e-01;6.579e-02;1.073e+00;3.363e-02;2.823e-03;1.000e+01;8.333e-01
20.029285000;1.073e+00;8.401e-01;7.028e-02;7.832e-01;6.551e-02;1.073e+00;3.361e-02;2.811e-03;1.000e+01;8.333e-01
20.030031000;1.073e+00;8.397e-01;7.000e-02;7.829e-01;6.526e-02;1.073e+00;3.359e-02;2.800e-03;1.000e+01;8.333e-01
20.030778000;1.073e+00;8.394e-01;6.975e-02;7.826e-01;6.503e-02;1.073e+00;3.357e-02;2.790e-03;1.000e+01;8.333e-01
20.031524000;1.072e+00;8.389e-01;6.953e-02;7.822e-01;6.483e-02;1.072e+00;3.356e-02;2.781e-03;1.000e+01;8.333e-01
20.032271000;1.072e+00;8.386e-01;6.930e-02;7.820e-01;6.462e-02;1.072e+00;3.354e-02;2.772e-03;1.000e+01;8.333e-01
20.033017000;1.072e+00;8.382e-01;6.910e-02;7.817e-01;6.444e-02;1.072e+00;3.353e-02;2.764e-03;1.000e+01;8.333e-01
20.033764000;1.072e+00;8.379e-01;6.893e-02;7.814e-01;6.428e-02;1.072e+00;3.352e-02;2.757e-03;1.000e+01;8.333e-01
20.034510000;1.072e+00;8.377e-01;6.875e-02;7.812e-01;6.412e-02;1.072e+00;3.351e-02;2.750e-03;1.000e+01;8.333e-01
20.035257000;1.072e+00;8.374e-01;6.860e-02;7.809e-01;6.398e-02;1.072e+00;3.349e-02;2.744e-03;1.000e+01;8.333e-01
20.036750000;1.072e+00;8.368e-01;6.835e-02;7.805e-01;6.375e-02;1.072e+00;3.347e-02;2.734e-03;1.000e+01;8.333e-01
20.037750000;1.072e+00;8.366e-01;6.823e-02;7.802e-01;6.363e-02;1.072e+00;3.346e-02;2.729e-03;1.000e+01;8.333e-01
20.038750000;1.072e+00;8.363e-01;6.813e-02;7.800e-01;6.354e-02;1.072e+00;3.345e-02;2.725e-03;1.000e+01;8.333e-01
20.039750000;1.072e+00;8.360e-01;6.808e-02;7.798e-01;6.349e-02;1.072e+00;3.344e-02;2.723e-03;1.000e+01;8.333e-01
20.040750000;1.072e+00;8.358e-01;6.803e-02;7.796e-01;6.345e-02;1.072e+00;3.343e-02;2.721e-03;1.000e+01;8.333e-01
20.041750000;1.072e+00;8.356e-01;6.800e-02;7.794e-01;6.342e-02;1.072e+00;3.342e-02;2.720e-03;1.000e+01;8.333e-01
20.042750000;1.072e+00;8.354e-01;6.800e-02;7.792e-01;6.342e-02;1.072e+00;3.342e-02;2.720e-03;1.000e+01;8.333e-01
20.043750000;1.072e+00;8.353e-01;6.803e-02;7.790e-01;6.344e-02;1.072e+00;3.341e-02;2.721e-03;1.000e+01;8.333e-01
20.044750000;1.072e+00;8.351e-01;6.808e-02;7.789e-01;6.349e-02;1.072e+00;3.341e-02;2.723e-03;1.000e+01;8.333e-01
20.045750000;1.072e+00;8.350e-01;6.815e-02;7.788e-01;6.356e-02;1.072e+00;3.340e-02;2.726e-03;1.000e+01;8.333e-01
20.046750000;1.072e+00;8.349e-01;6.823e-02;7.786e-01;6.363e-02;1.072e+00;3.340e-02;2.729e-03;1.000e+01;8.333e-01
20.047750000;1.072e+00;8.348e-01;6.830e-02;7.785e-01;6.369e-02;1.072e+00;3.339e-02;2.732e-03;1.000e+01;8.333e-01
20.048750000;1.072e+00;8.347e-01;6.840e-02;7.784e-01;6.378e-02;1.072e+00;3.339e-02;2.736e-03;1.000e+01;8.333e-01
20.049750000;1.072e+00;8.347e-01;6.853e-02;7.783e-01;6.390e-02;1.072e+00;3.339e-02;2.741e-03;1.000e+01;8.333e-01
20.050750000;1.072e+00;8.346e-01;6.863e-02;7.782e-01;6.399e-02;1.072e+00;3.338e-02;2.745e-03;1.000e+01;8.333e-01
20.051750000;1.073e+00;8.346e-01;6.875e-02;7.781e-01;6.410e-02;1.073e+00;3.338e-02;2.750e-03;1.000e+01;8.333e-01
20.053750000;1.073e+00;8.344e-01;6.903e-02;7.779e-01;6.435e-02;1.073e+00;3.338e-02;2.761e-03;1.000e+01;8.333e-01
20.054750000;1.073e+00;8.344e-01;6.918e-02;7.779e-01;6.449e-02;1.073e+00;3.338e-02;2.767e-03;1.000e+01;8.333e-01
20.056750000;1.073e+00;8.344e-01;6.947e-02;7.777e-01;6.476e-02;1.073e+00;3.338e-02;2.779e-03;1.000e+01;8.333e-01
20.057750000;1.073e+00;8.344e-01;6.963e-02;7.777e-01;6.489e-02;1.073e+00;3.337e-02;2.785e-03;1.000e+01;8.333e-01
20.058750000;1.073e+00;8.343e-01;6.978e-02;7.776e-01;6.503e-02;1.073e+00;3.337e-02;2.791e-03;1.000e+01;8.333e-01
20.059750000;1.073e+00;8.343e-01;6.993e-02;7.775e-01;6.517e-02;1.073e+00;3.337e-02;2.797e-03;1.000e+01;8.333e-01
20.060750000;1.073e+00;8.343e-01;7.007e-02;7.775e-01;6.530e-02;1.073e+00;3.337e-02;2.803e-03;1.000e+01;8.333e-01
20.061750000;1.073e+00;8.343e-01;7.022e-02;7.774e-01;6.544e-02;1.073e+00;3.337e-02;2.809e-03;1.000e+01;8.333e-01
20.062750000;1.073e+00;8.343e-01;7.037e-02;7.774e-01;6.557e-02;1.073e+00;3.337e-02;2.815e-03;1.000e+01;8.333e-01
20.063750000;1.073e+00;8.343e-01;7.053e-02;7.773e-01;6.571e-02;1.073e+00;3.337e-02;2.821e-03;1.000e+01;8.333e-01
20.064750000;1.073e+00;8.342e-01;7.068e-02;7.773e-01;6.585e-02;1.073e+00;3.337e-02;2.827e-03;1.000e+01;8.333e-01
20.065750000;1.073e+00;8.342e-01;7.082e-02;7.772e-01;6.598e-02;1.073e+00;3.337e-02;2.833e-03;1.000e+01;8.333e-01
20.066750000;1.073e+00;8.342e-01;7.097e-02;7.772e-01;6.612e-02;1.073e+00;3.337e-02;2.839e-03;1.000e+01;8.333e-01
20.067750000;1.074e+00;8.342e-01;7.112e-02;7.771e-01;6.626e-02;1.074e+00;3.337e-02;2.845e-03;1.000e+01;8.333e-01
20.068750000;1.074e+00;8.342e-01;7.127e-02;7.771e-01;6.639e-02;1.074e+00;3.337e-02;2.851e-03;1.000e+01;8.333e-01
20.069750000;1.074e+00;8.342e-01;7.143e-02;7.770e-01;6.653e-02;1.074e+00;3.337e-02;2.857e-03;1.000e+01;8.333e-01
20.070750000;1.074e+00;8.342e-01;7.157e-02;7.770e-01;6.666e-02;1.074e+00;3.337e-02;2.863e-03;1.000e+01;8.333e-01
20.071750000;1.074e+00;8.342e-01;7.172e-02;7.769e-01;6.680e-02;1.074e+00;3.337e-02;2.869e-03;1.000e+01;8.333e-01
20.072750000;1.074e+00;8.342e-01;7.185e-02;7.769e-01;6.691e-02;1.074e+00;3.337e-02;2.874e-03;1.000e+01;8.333e-01
20.073750000;1.074e+00;8.342e-01;7.200e-02;7.768e-01;6.705e-02;1.074e+00;3.337e-02;2.880e-03;1.000e+01;8.333e-01
20.074750000;1.074e+00;8.342e-01;7.215e-02;7.768e-01;6.718e-02;1.074e+00;3.337e-02;2.886e-03;1.000e+01;8.333e-01
20.075750000;1.074e+00;8.342e-01;7.227e-02;7.767e-01;6.730e-02;1.074e+00;3.337e-02;2.891e-03;1.000e+01;8.333e-01
20.076750000;1.074e+00;8.342e-01;7.242e-02;7.767e-01;6.743e-02;1.074e+00;3.337e-02;2.897e-03;1.000e+01;8.333e-01
20.077750000;1.074e+00;8.342e-01;7.258e-02;7.766e-01;6.757e-02;1.074e+00;3.337e-02;2.903e-03;1.000e+01;8.333e-01
20.079750000;1.074e+00;8.342e-01;7.285e-02;7.766e-01;6.782e-02;1.074e+00;3.337e-02;2.914e-03;1.000e+01;8.333e-01
20.080750000;1.074e+00;8.342e-01;7.297e-02;7.765e-01;6.793e-02;1.074e+00;3.337e-02;2.919e-03;1.000e+01;8.333e-01
20.081750000;1.074e+00;8.342e-01;7.312e-02;7.765e-01;6.807e-02;1.074e+00;3.337e-02;2.925e-03;1.000e+01;8.333e-01
20.082750000;1.074e+00;8.342e-01;7.325e-02;7.764e-01;6.818e-02;1.074e+00;3.337e-02;2.930e-03;1.000e+01;8.333e-01
20.083750000;1.074e+00;8.341e-01;7.337e-02;7.764e-01;6.829e-02;1.074e+00;3.337e-02;2.935e-03;1.000e+01;8.333e-01
20.084750000;1.074e+00;8.341e-01;7.353e-02;7.763e-01;6.843e-02;1.074e+00;3.337e-02;2.941e-03;1.000e+01;8.333e-01
20.085750000;1.075e+00;8.341e-01;7.365e-02;7.763e-01;6.854e-02;1.075e+00;3.337e-02;2.946e-03;1.000e+01;8.333e-01
20.086750000;1.075e+00;8.341e-01;7.378e-02;7.763e-01;6.866e-02;1.075e+00;3.337e-02;2.951e-03;1.000e+01;8.333e-01
20.088750000;1.075e+00;8.341e-01;7.405e-02;7.762e-01;6.891e-02;1.075e+00;3.337e-02;2.962e-03;1.000e+01;8.333e-01
20.089750000;1.075e+00;8.341e-01;7.418e-02;7.761e-01;6.902e-02;1.075e+00;3.336e-02;2.967e-03;1.000e+01;8.333e-01
20.091750000;1.075e+00;8.341e-01;7.445e-02;7.761e-01;6.927e-02;1.075e+00;3.336e-02;2.978e-03;1.000e+01;8.333e-01
20.092750000;1.075e+00;8.341e-01;7.458e-02;7.760e-01;6.938e-02;1.075e+00;3.336e-02;2.983e-03;1.000e+01;8.333e-01
20.093750000;1.075e+00;8.341e-01;7.470e-02;7.760e-01;6.949e-02;1.075e+00;3.336e-02;2.988e-03;1.000e+01;8.333e-01
20.095750000;1.075e+00;8.341e-01;7.497e-02;7.759e-01;6.974e-02;1.075e+00;3.336e-02;2.999e-03;1.000e+01;8.333e-01
20.096750000;1.075e+00;8.341e-01;7.510e-02;7.758e-01;6.986e-02;1.075e+00;3.336e-02;3.004e-03;1.000e+01;8.333e-01
20.098750000;1.075e+00;8.341e-01;7.535e-02;7.758e-01;7.008e-02;1.075e+00;3.336e-02;3.014e-03;1.000e+01;8.333e-01
20.099750000;1.075e+00;8.341e-01;7.548e-02;7.757e-01;7.019e-02;1.075e+00;3.336e-02;3.019e-03;1.000e+01;8.333e-01
20.101750000;1.075e+00;8.341e-01;7.575e-02;7.757e-01;7.044e-02;1.075e+00;3.336e-02;3.030e-03;1.000e+01;8.333e-01
20.102750000;1.075e+00;8.341e-01;7.587e-02;7.756e-01;7.056e-02;1.075e+00;3.336e-02;3.035e-03;1.000e+01;8.333e-01
20.104750000;1.075e+00;8.341e-01;7.612e-02;7.756e-01;7.078e-02;1.075e+00;3.336e-02;3.045e-03;1.000e+01;8.333e-01
20.105750000;1.076e+00;8.341e-01;7.625e-02;7.755e-01;7.089e-02;1.076e+00;3.336e-02;3.050e-03;1.000e+01;8.333e-01
20.108750000;1.076e+00;8.341e-01;7.662e-02;7.754e-01;7.123e-02;1.076e+00;3.336e-02;3.065e-03;1.000e+01;8.333e-01
20.109750000;1.076e+00;8.341e-01;7.675e-02;7.753e-01;7.135e-02;1.076e+00;3.336e-02;3.070e-03;1.000e+01;8.333e-01
20.111750000;1.076e+00;8.341e-01;7.700e-02;7.753e-01;7.157e-02;1.076e+00;3.336e-02;3.080e-03;1.000e+01;8.333e-01
20.112750000;1.076e+00;8.341e-01;7.712e-02;7.752e-01;7.168e-02;1.076e+00;3.336e-02;3.085e-03;1.000e+01;8.333e-01
20.114750000;1.076e+00;8.341e-01;7.737e-02;7.752e-01;7.191e-02;1.076e+00;3.336e-02;3.095e-03;1.000e+01;8.333e-01
20.117750000;1.076e+00;8.341e-01;7.775e-02;7.750e-01;7.225e-02;1.076e+00;3.336e-02;3.110e-03;1.000e+01;8.333e-01
20.119750000;1.076e+00;8.341e-01;7.800e-02;7.750e-01;7.247e-02;1.076e+00;3.336e-02;3.120e-03;1.000e+01;8.333e-01
