time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;5.000e-01;-8.563e-10;4.787e-01;6.079e-09;1.048e+00;1.045e+00;4.893e-01;1.092e-02;1.044e+00;4.500e-01;1.277e-09;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.000690000;1.044e+00;5.000e-01;-1.444e-05;4.787e-01;-1.384e-05;1.048e+00;1.045e+00;4.893e-01;1.091e-02;1.044e+00;4.500e-01;-1.300e-05;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.001512000;1.044e+00;5.000e-01;-9.889e-05;4.787e-01;-9.469e-05;1.048e+00;1.045e+00;4.893e-01;1.083e-02;1.044e+00;4.500e-01;-8.899e-05;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.004559000;1.044e+00;4.999e-01;-6.667e-04;4.787e-01;-6.384e-04;1.048e+00;1.045e+00;4.893e-01;1.028e-02;1.044e+00;4.499e-01;-6.000e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.005480000;1.044e+00;4.999e-01;-8.056e-04;4.787e-01;-7.715e-04;1.048e+00;1.045e+00;4.893e-01;1.015e-02;1.044e+00;4.499e-01;-7.250e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.005711000;1.044e+00;4.999e-01;-8.356e-04;4.787e-01;-8.002e-04;1.048e+00;1.044e+00;4.893e-01;1.012e-02;1.044e+00;4.499e-01;-7.520e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.006632000;1.044e+00;4.999e-01;-9.389e-04;4.787e-01;-8.992e-04;1.048e+00;1.044e+00;4.893e-01;1.002e-02;1.044e+00;4.499e-01;-8.450e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.008706000;1.044e+00;4.998e-01;-1.089e-03;4.787e-01;-1.043e-03;1.048e+00;1.044e+00;4.893e-01;9.881e-03;1.044e+00;4.499e-01;-9.800e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.008936000;1.044e+00;4.998e-01;-1.100e-03;4.787e-01;-1.054e-03;1.047e+00;1.044e+00;4.893e-01;9.871e-03;1.044e+00;4.499e-01;-9.900e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.009167000;1.044e+00;4.998e-01;-1.110e-03;4.787e-01;-1.063e-03;1.047e+00;1.044e+00;4.893e-01;9.860e-03;1.044e+00;4.499e-01;-9.990e-04;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.012162000;1.044e+00;4.998e-01;-1.188e-03;4.787e-01;-1.138e-03;1.047e+00;1.044e+00;4.893e-01;9.787e-03;1.044e+00;4.499e-01;-1.069e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.012623000;1.044e+00;4.998e-01;-1.193e-03;4.787e-01;-1.143e-03;1.047e+00;1.044e+00;4.893e-01;9.780e-03;1.044e+00;4.499e-01;-1.074e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.028382000;1.044e+00;4.999e-01;-1.318e-03;4.789e-01;-1.262e-03;1.047e+00;1.044e+00;4.894e-01;9.665e-03;1.044e+00;4.499e-01;-1.186e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.029711000;1.044e+00;4.999e-01;-1.334e-03;4.789e-01;-1.278e-03;1.047e+00;1.044e+00;4.894e-01;9.649e-03;1.044e+00;4.499e-01;-1.201e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.097010000;1.044e+00;4.999e-01;-2.269e-03;4.790e-01;-2.174e-03;1.047e+00;1.044e+00;4.896e-01;8.759e-03;1.044e+00;4.499e-01;-2.042e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.098010000;1.044e+00;4.999e-01;-2.281e-03;4.790e-01;-2.186e-03;1.047e+00;1.044e+00;4.896e-01;8.746e-03;1.044e+00;4.499e-01;-2.053e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.127010000;1.044e+00;4.999e-01;-2.641e-03;4.791e-01;-2.531e-03;1.047e+00;1.044e+00;4.896e-01;8.404e-03;1.044e+00;4.500e-01;-2.377e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
0.128010000;1.044e+00;4.999e-01;-2.653e-03;4.791e-01;-2.542e-03;1.046e+00;1.044e+00;4.896e-01;8.392e-03;1.044e+00;4.500e-01;-2.388e-03;1.000e+01;1.045e+00;5.000e+01;5.000e+01
