time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;-4.654e-09;8.332e-01;2.079e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;8.059e-09;8.333e-01;-3.850e-10
0.000001000;1.000e+00;8.332e-01;-4.572e-09;8.332e-01;2.025e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;7.984e-09;8.333e-01;-2.681e-10
0.000008000;1.000e+00;8.332e-01;-4.217e-09;8.332e-01;1.842e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;7.676e-09;8.333e-01;1.854e-10
0.000016000;1.000e+00;8.332e-01;-4.057e-09;8.333e-01;1.781e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;7.547e-09;8.333e-01;3.641e-10
0.000064000;1.000e+00;8.332e-01;-3.667e-09;8.333e-01;1.662e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;7.257e-09;8.333e-01;7.464e-10
0.000128000;1.000e+00;8.332e-01;-2.500e-05;8.333e-01;-2.500e-05;1.000e+00;8.332e-01;7.250e-04;1.000e+00;3.333e-02;-9.929e-07;8.333e-01;9.418e-10
0.000256000;1.000e+00;8.332e-01;-5.000e-05;8.333e-01;-5.000e-05;1.000e+00;8.333e-01;7.250e-04;1.000e+00;3.333e-02;-1.993e-06;8.333e-01;1.134e-09
0.000512000;1.000e+00;8.332e-01;-7.500e-05;8.332e-01;-7.500e-05;1.000e+00;8.332e-01;6.750e-04;1.000e+00;3.333e-02;-2.993e-06;8.333e-01;1.322e-09
0.000768000;1.000e+00;8.332e-01;-1.000e-04;8.333e-01;-1.000e-04;1.000e+00;8.332e-01;6.500e-04;1.000e+00;3.333e-02;-3.993e-06;8.333e-01;1.502e-09
0.001000000;1.000e+00;8.332e-01;-1.500e-04;8.332e-01;-1.500e-04;1.000e+00;8.333e-01;6.250e-04;1.000e+00;3.333e-02;-5.994e-06;8.333e-01;1.676e-09
