time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.044e+00;8.332e-01;2.668e-09;7.978e-01;-5.361e-09;1.044e+00;3.333e-02;7.452e-09;1.000e+01;8.333e-01;6.920e-04
29.999994000;1.044e+00;8.332e-01;-3.507e-09;7.978e-01;2.224e-09;1.044e+00;3.333e-02;-4.366e-09;1.000e+01;8.333e-01;6.920e-04
29.999994000;9.995e-07;-6.122e-09;-3.538e-09;-8.871e-10;2.352e-09;1.003e-06;-6.571e-09;-4.500e-09;1.000e+01;8.333e-01;6.920e-04
30.000097000;9.977e-07;-8.329e-09;-4.393e-09;5.471e-09;5.154e-09;9.979e-07;-3.111e-09;-4.879e-09;1.000e+01;8.333e-01;6.920e-04
30.001683000;1.002e-06;2.693e-09;3.678e-09;-6.584e-09;-6.575e-09;9.992e-07;-6.682e-10;-3.855e-09;1.000e+01;8.333e-01;6.920e-04
30.023714000;1.007e-06;-3.932e-09;-8.204e-09;4.066e-09;-2.666e-09;9.909e-07;8.877e-10;-2.741e-09;1.000e+01;8.333e-01;6.920e-04
30.077135000;9.881e-07;-9.585e-10;2.252e-09;-1.571e-09;1.303e-09;1.003e-06;1.106e-09;-1.808e-09;1.000e+01;8.333e-01;6.920e-04
30.149994000;1.000e-06;-1.617e-10;1.613e-09;3.189e-09;5.334e-09;1.003e-06;-5.737e-09;9.409e-10;1.000e+01;8.333e-01;6.920e-04
30.150983000;1.062e+00;5.693e-11;1.107e-09;-5.755e-09;-5.646e-10;1.062e+00;-1.079e-09;-1.034e-09;1.000e+01;8.333e-01;6.920e-04
30.150983000;1.062e+00;-3.615e-10;6.822e-10;-5.793e-09;-9.226e-10;1.062e+00;-9.140e-10;-6.630e-10;1.000e+01;8.333e-01;6.920e-04
30.151430000;1.446e+00;4.967e-01;1.358e+00;3.434e-01;9.392e-01;1.446e+00;1.987e-02;5.434e-02;1.000e+01;8.333e-01;6.920e-04
30.152770000;1.450e+00;4.546e-01;1.377e+00;3.134e-01;9.496e-01;1.450e+00;1.818e-02;5.510e-02;1.000e+01;8.333e-01;6.920e-04
30.153026000;1.451e+00;4.469e-01;1.381e+00;3.079e-01;9.514e-01;1.451e+00;1.787e-02;5.523e-02;1.000e+01;8.333e-01;6.920e-04
30.154293000;1.454e+00;4.105e-01;1.395e+00;2.823e-01;9.593e-01;1.454e+00;1.642e-02;5.580e-02;1.000e+01;8.333e-01;6.920e-04
30.154466000;1.454e+00;4.058e-01;1.397e+00;2.790e-01;9.603e-01;1.454e+00;1.623e-02;5.587e-02;1.000e+01;8.333e-01;6.920e-04
30.155825000;1.457e+00;3.704e-01;1.409e+00;2.542e-01;9.671e-01;1.457e+00;1.481e-02;5.636e-02;1.000e+01;8.333e-01;6.920e-04
30.157064000;1.459e+00;3.407e-01;1.418e+00;2.336e-01;9.723e-01;1.459e+00;1.363e-02;5.673e-02;1.000e+01;8.333e-01;6.920e-04
30.157366000;1.459e+00;3.338e-01;1.420e+00;2.288e-01;9.735e-01;1.459e+00;1.335e-02;5.681e-02;1.000e+01;8.333e-01;6.920e-04
30.157368000;1.459e+00;3.337e-01;1.420e+00;2.288e-01;9.734e-01;1.459e+00;1.335e-02;5.681e-02;1.000e+01;8.333e-01;6.920e-04
30.157370000;1.459e+00;3.337e-01;1.420e+00;2.287e-01;9.734e-01;1.459e+00;1.335e-02;5.680e-02;1.000e+01;8.333e-01;6.920e-04
30.157374000;1.459e+00;3.336e-01;1.420e+00;2.286e-01;9.733e-01;1.459e+00;1.334e-02;5.679e-02;1.000e+01;8.333e-01;6.920e-04
30.158006000;1.449e+00;3.103e-01;1.376e+00;2.142e-01;9.497e-01;1.449e+00;1.241e-02;5.504e-02;1.000e+01;8.333e-01;6.920e-04
30.158364000;1.442e+00;2.964e-01;1.344e+00;2.056e-01;9.323e-01;1.442e+00;1.186e-02;5.377e-02;1.000e+01;8.333e-01;6.920e-04
30.158710000;1.434e+00;2.826e-01;1.309e+00;1.971e-01;9.130e-01;1.434e+00;1.130e-02;5.237e-02;1.000e+01;8.333e-01;6.920e-04
