time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0444794895818714;0.8594275394710841;0.8227288966328324;0.0068974088701112;0.006595571742776364;1.0452364186925884;10.00065227316646;0.8083143226544158;-0.02060996691560314;1.0452215061342498;0.9998758841964176;0.8083381363217669;1.000068400441975
0.0;1.0444788041590023;0.8594402451921873;0.8227416982944277;0.006899703166332131;0.006597843029061454;1.0452356470924813;10.000648410759156;0.808313984955409;-0.020609966983745284;1.0452209535818084;0.9998757775185113;0.8083385255859835;1.0000687353538773
1e-06;1.0444770200719973;0.8594905581206405;0.8227913815111669;0.006905967102123516;0.00660392706865436;1.0452338934865053;10.000644235649638;0.8083096225296155;-0.020608967058068684;1.045220356097155;0.9998756656709279;0.8083349238667292;1.0000690987760017
2e-06;1.0444752952318932;0.8595543905797823;0.822853978204638;0.00691432422205572;0.006612020495268408;1.0452321603742647;10.00063971694772;0.8083042351948787;-0.020608967139628422;1.0452197088222446;0.9998755514840091;0.8083303857541239;1.000069493403658
4e-06;1.0444708584304008;0.8596811852416344;0.8229790111512291;0.006933162818950962;0.006630172199588696;1.0452284517703896;10.000634826708069;0.8082948227265178;-0.020607967229324144;1.0452190071159957;0.9998754390111563;0.8083218653915554;1.0000699208758195
8e-06;1.0444614423965453;0.8599334730429439;0.823228138388624;0.006969777208854647;0.006665381192713045;1.0452197723551884;10.00062953700103;0.8082763848829488;-0.020606967328015008;1.0452182476417458;0.9998753333392563;0.8083043931099679;1.0000703816535133
1.6e-05;1.0444418017473882;0.8604340114592858;0.8237230330143248;0.00704177881911529;0.006734544326220008;1.0452031260497745;10.000623814426344;0.8082399218581847;-0.02060296743669529;1.0452174289058034;0.9998752398185596;0.8082688977169038;1.0000708745235078
3.2e-05;1.0444039208449507;0.8614291877027109;0.8247059505056131;0.0071855680852138185;0.006872570041457467;1.0451695153365541;10.00061762723932;0.8081674345635514;-0.020596967556283017;1.0452165506310063;0.9998751633765749;0.808197412442631;1.000071396530382
6.4e-05;1.0443286656888842;0.863382716544699;0.826636139007149;0.007464919012580074;0.007140667693029603;1.045101941286387;10.000610956587707;0.8080219247809646;-0.020582967687187585;1.0452156128644932;0.9998751086575102;0.8080527982893635;1.000071943880304
0.000128;1.0441827773997208;0.8671444059328437;0.8303542371336085;0.008004496734053838;0.007658519644899755;1.0449704036901335;10.000603798836114;0.807733395030651;-0.02055496782905603;1.0452146159839462;0.999875080370156;0.8077649274019439;1.0000725128349799
0.000256;1.0439037884437719;0.8741255390151556;0.8372636243183612;0.009000433124085673;0.008614715021708465;1.0447209012377217;10.0005961641831;0.80715884792396;-0.020491967980966586;1.045213561557926;0.9998750830043125;0.8071903156822192;1.0000730999618204
0.000384;1.0436445744476166;0.8804305713806491;0.8435129257033084;0.009893471124637796;0.009472663011372883;1.0444874318630253;10.000588074542438;0.8065872855065216;-0.02042196814188865;1.0452124529311693;0.9998751203943115;0.806618586375985;1.0000737017379575
0.00064;1.0431775700144608;0.8912906718337144;0.8543009160929597;0.01140641113464681;0.010927324198690785;1.0440639924960646;10.000579562678743;0.8054577089800847;-0.02026296831074903;1.0452112945487047;0.9998751961736215;0.805486855048491;1.0000743139899675
0.000896;1.042775213269309;0.9000830331903447;0.8630621115645601;0.01258726622570293;0.012064087696354754;1.0436965779714062;10.000570674376108;0.8043421186563986;-0.020084968486114393;1.045210090738337;0.9998753146100223;0.804368726491675;1.0000749321284934
0.001152;1.042428369691078;0.9071382843758798;0.8701173050895704;0.013485236586527472;0.012929681944017694;1.0433751806452722;10.000561463506543;0.8032405145099571;-0.01989096866612175;1.045208845169643;0.9998754805453794;0.803264286365765;1.0000755520248876
0.001408;1.042129213143528;0.9127463914252774;0.8757484657213511;0.014140562081425582;0.013562410334372067;1.043095791698068;10.00055197956691;0.8021538971385336;-0.0196879688486392;1.045207560668112;0.999875699059217;0.8021747168256761;1.000076170010369
0.001664;1.041870527912255;0.9171487805639659;0.880191397461365;0.014593206850356902;0.014000437746837987;1.0428514030261984;10.00054226298516;0.8010812679051532;-0.01947696903144212;1.04520623896671;0.9998759758552522;0.8010990496752606;1.0000767817640435
0.00192;1.0416465643898103;0.9205510227699124;0.883646913422816;0.014876231673576943;0.014275383281536403;1.0426370081356622;10.000532352271973;0.8000216283749824;-0.019261969212511557;1.0452048811410928;0.9998763176178601;0.8000363888520226;1.0000773822480076
0.002176;1.041451273256403;0.9231223466692974;0.8862816606944547;0.015018981210315745;0.01441537213418832;1.0424476020618005;10.000522292328755;0.798976980007871;-0.019045969390306897;1.0452034886855803;0.9998767315425018;0.7989888101602259;1.0000779670177042
0.002432;1.041281839560242;0.925005725482157;0.8882346568648021;0.01504304572685665;0.01444108810501352;1.0422801814656784;10.000512136253679;0.797946324027137;-0.018831969563716803;1.0452020640266981;0.9998772240109093;0.7979553876578942;1.0000785324002617
0.002944;1.0409978907650506;0.9272710296727025;0.8906530560914873;0.014837507636111013;0.014247862918770124;1.0419927449438726;10.000501943328905;0.7959256611370462;-0.018412969731715252;1.0452006099460103;0.9998777990902254;0.7959275827170316;1.0000790744089796
