2025-05-23 10:51:05,633 |                 ProducerCurves |       INFO |                 curves.py:  104 | Unom: 225.0, Generator type: HTB2
2025-05-23 10:51:05,634 |                 ProducerCurves |       INFO |                 curves.py:  104 | Model definition for 'PCS_RTE-I6.GridVoltageDip.Qzero':
2025-05-23 10:51:05,634 |                 ProducerCurves |       INFO |                 curves.py:  104 | 	pdr_P=Pmax
2025-05-23 10:51:05,634 |                 ProducerCurves |       INFO |                 curves.py:  104 | 	pdr_Q=0
2025-05-23 10:51:05,634 |                 ProducerCurves |       INFO |                 curves.py:  104 | 	pdr_U=Udim
2025-05-23 10:51:05,634 |                 ProducerCurves |       INFO |                 curves.py:  104 | 	Zcc=0.07272427983539095
2025-05-23 10:51:05,634 |                 ProducerCurves |       INFO |                 curves.py:  104 | Event definition for 'PCS_RTE-I6.GridVoltageDip.Qzero':
2025-05-23 10:51:05,635 |                 ProducerCurves |       INFO |                 curves.py:  104 | 	connect_event_to=None
2025-05-23 10:51:05,635 |                 ProducerCurves |       INFO |                 curves.py:  104 | 	sim_t_event_start=20.0
2025-05-23 10:51:05,635 |                 ProducerCurves |       INFO |                 curves.py:  104 | 	fault_duration=0.15
