;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;time;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0;1.0436889559222136;0.8327303132133335;0.7978721136102518;6.096428666666842e-05;5.841231366944933e-05;1.044228;0.0;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
1;1.0436889559222136;0.8327303132133335;0.7978721136102518;6.096428666666842e-05;5.841231366944933e-05;1.044228;1e-06;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
2;1.0436889559222136;0.8327303132133335;0.7978721136102518;6.096428666666842e-05;5.841231366944933e-05;1.044228;2e-06;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
3;1.0436889559222136;0.8327303132133335;0.7978721136102518;6.096428666666842e-05;5.841231366944933e-05;1.044228;4e-06;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
4;1.0436889559222136;0.8327303132133335;0.7978721136102518;6.096428666666842e-05;5.841231366944933e-05;1.044228;8e-06;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
5;1.0436889559222136;0.8327303132133335;0.7978721136102518;6.096428666666842e-05;5.841231366944933e-05;1.044228;1.6e-05;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
6;1.0436889559222136;0.8327303132133335;0.7978721136102518;6.096428666666842e-05;5.841231366944933e-05;1.044228;3.2e-05;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
7;1.0436889559222136;0.8327303132133335;0.7978721136102518;6.096428666666842e-05;5.841231366944933e-05;1.044228;6.4e-05;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
8;1.0436889559222136;0.8327303712077778;0.7978721691770412;5.980608333333392e-05;5.73025928788225e-05;1.044228;0.000128;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
9;1.0436889559222136;0.8327303712077778;0.7978721691770412;5.980608333333392e-05;5.73025928788225e-05;1.044228;0.000256;10.0;0.808266;0.020609;1.044982;1.0;0.8085286993279832;1.0
10;1.0436889559222136;0.8327304871966669;0.7978722803106202;5.748967666667298e-05;5.508315129757654e-05;1.044228;0.000512;10.0;0.808266;0.020609;1.044982;1.0;0.8085286993279832;1.0
