time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0.0;1.0444448295435769;0.8333442649345812;0.7978724575284365;-9.27818105314577e-07;6.652049858961973e-07;1.0448523355176245;9.999923448180708;0.833506745258167;1.044839979305199;0.7977308964827474;0.014892710945489789;0.7978781278264198
1e-06;1.0444448480885278;0.8333442800912539;0.7978724820327071;-9.197694748752727e-07;6.669115373277549e-07;1.0448522864347065;9.999923411435443;0.8335067688646196;1.0448399565289794;0.7977308799714096;0.014892721230589413;0.797878073602854
2e-06;1.0444448681107104;0.8333442963206847;0.7978725087945963;-9.111253678966467e-07;6.687357774386378e-07;1.044852234270333;9.99992337432924;0.8335067942781609;1.0448399318164123;0.797730862173047;0.014892732278448942;0.7978780151227598
4e-06;1.0444448896349414;0.8333443136165266;0.7978725381886822;-9.01870065646357e-07;6.706707370690794e-07;1.0448521795239227;9.99992334015469;0.8335068215599808;1.0448399047224304;0.7977308430480526;0.01489274409129268;0.7978779520667291
8e-06;1.0444449124729536;0.8333443319988298;0.7978725705199577;-8.9198745953545e-07;6.727045740331878e-07;1.0448521227960792;9.999923313523805;0.8335068507487433;1.0448398746919336;0.7977308226384918;0.014892756652634799;0.7978778841417363
1.6e-05;1.044444936230824;0.8333443515284407;0.7978726060441469;-8.814606074544917e-07;6.748165818303614e-07;1.0448520647194417;9.999923299577759;0.83350688195713;1.0448398412163717;0.7977308010523901;0.014892769945597144;0.7978778111139038
3.2e-05;1.0444449604764907;0.8333443722548078;0.797872645012824;-8.702737036123252e-07;6.769777020791102e-07;1.0448520059169468;9.999923303092677;0.8335069154432767;1.0448398038910338;0.7977307783758626;0.014892783966030726;0.7978777327941677
6.4e-05;1.044444984944876;0.8333443941764149;0.7978726876757203;-8.584150492886639e-07;6.791551465766265e-07;1.044851946984393;9.999923328007961;0.8335069515501061;1.0448397623602281;0.7977307545598659;0.014892798720266052;0.7978776489909222
9.6e-05;1.0444450095898865;0.8333444172578586;0.7978727342463028;-8.458801019779198e-07;6.813109969726054e-07;1.0448518885689002;9.999923377785878;0.8335069905708336;1.0448397162523926;0.7977307293857563;0.014892814219807437;0.7978775595517926
0.00016;1.0444450344551925;0.8333444414487022;0.797872784859151;-8.326707413530464e-07;6.833968236509127e-07;1.0448518314310258;9.999923456072924;0.8335070326963613;1.0448396651555427;0.7977307025324787;0.014892830484664134;0.797877464468221
0.000218;1.0444450595674197;0.8333444667287051;0.7978728395746014;-8.187958973594847e-07;6.853486318785355e-07;1.0448517763701992;9.999923566694042;0.833507078095563;1.04483960863804;0.7977306736525014;0.014892847550145135;0.7978773638565232
0.000275;1.044445084959587;0.8333444931824217;0.7978728984195143;-8.042764501535128e-07;6.870852115426764e-07;1.0448517241200275;9.99992371310384;0.8335071269760185;1.044839546262231;0.7977306424161194;0.014892865464298988;0.7978772578464531
0.000333;1.0444451107095627;0.8333445210245023;0.7978729613798271;-7.891437500652159e-07;6.885153622220508e-07;1.0448516753560626;9.999923898523777;0.8335071795097144;1.044839477560341;0.7977306085285513;0.014892884277361155;0.7978771465489297
0.00039;1.0444451368751027;0.8333445505578163;0.7978730283607733;-7.734298330768108e-07;6.895492247698028e-07;1.0448516307646707;9.999924126862393;0.8335072357173294;1.0448394020147542;0.7977305717064578;0.014892904038130407;0.79787703007463
0.000448;1.044445163374794;0.8333445820615251;0.7978730992097947;-7.571627157967019e-07;6.901035616774147e-07;1.0448515910517904;9.99992440297321;0.8335072954165764;1.0448393190937613;0.7977305316762355;0.014892924793794535;0.797876908522634
0.000506;1.0444451899681224;0.833344615651753;0.797873173789686;-7.403676942607166e-07;6.900992405543129e-07;1.0448515568568806;9.999924732007333;0.8335073582545888;1.044839228388394;0.7977304882505714;0.014892946580061123;0.7978767820048736
0.000563;1.0444452163507285;0.8333446512469643;0.7978732520090217;-7.230626380297564e-07;6.894612080494511e-07;1.0448515286200761;9.999925118733701;0.8335074238069682;1.0448391298058983;0.797730441397232;0.014892969409079075;0.7978766507161609
0.000678;1.0444452422251715;0.8333446886672531;0.7978733337746186;-7.052522996055855e-07;6.881277328659972e-07;1.0448515064927175;9.999925567102139;0.8335074916693018;1.0448390236305511;0.7977303912257009;0.014892993264458773;0.7978765149554531
0.000782;1.0444452673010267;0.8333447277297014;0.7978734189407878;-6.869363393824484e-07;6.860570261316008e-07;1.0448514903367068;9.999926080278284;0.8335075614905972;1.044838910339627;0.7977303379438527;0.0148930180999366;0.7978763751061128
0.000886;1.0444452913137994;0.8333447682427698;0.7978735073375854;-6.681242708920588e-07;6.832258398132068e-07;1.044851479795193;9.999926660879723;0.8335076329821842;1.044838790354919;0.7977302818315878;0.014893043840449727;0.7978762316056363
0.000989;1.0444453140656447;0.8333448099681602;0.7978735988046851;-6.488384016765239e-07;6.796313975590918e-07;1.0448514743915875;9.999927310985106;0.8335077059175012;1.0448386639884404;0.797730223224332;0.014893070386640034;0.797876084864104
0.001;1.0444453354149554;0.8333448526234989;0.7978736931464132;-6.291044807028064e-07;6.752956247738772e-07;1.0448514736286745;9.999928032618804;0.83350778010469;1.0448385315321533;0.7977301625094556;0.014893097624861979;0.7978759351959994
0.001;1.0444453552624642;0.8333448958943019;0.7978737900831532;-6.089440251601542e-07;6.702591536645036e-07;1.0448514770870576;9.999928828800064;0.8335078553586022;1.0448383932430372;0.7977301001442796;0.014893125442499704;0.7978757828619873
0.001001;1.0444453735696948;0.8333449394241282;0.7978738892329027;-5.883676891283507e-07;6.645653502198375e-07;1.0448514844451773;9.999929703840923;0.8335079315111418;1.044838249257943;0.7977300366630876;0.01489315373403867;0.7978756281332567
0.001002;1.0444453903529192;0.8333449828333124;0.7978739900984487;-5.673661688702986e-07;6.582460185835847e-07;1.0448514953622405;9.999930662172215;0.8335080084402243;1.044838099638304;0.7977299726346317;0.01489318239272731;0.7978754712958895
0.001004;1.0444454056655126;0.8333450258043879;0.7978740921349683;-5.459134097791394e-07;6.513198368610577e-07;1.0448515093673953;9.999931706599709;0.8335080860809726;1.044837944454111;0.7977299086176565;0.014893211307898604;0.7978753126698164
0.001008;1.0444454196039403;0.8333450681242168;0.7978741948626176;-5.239826503813279e-07;6.438062855942441e-07;1.0448515258915445;9.99993283742507;0.8335081644149002;1.0448377837346068;0.7977298451598012;0.014893240374551999;0.7978751526517998
0.001016;1.044445432300691;0.8333451096184654;0.7978742978724567;-5.015571444921782e-07;6.357425632589198e-07;1.0448515443863586;9.999934052894732;0.8335082434506275;1.0448376173802056;0.7977297827937541;0.014893269502069045;0.7978749917041916
0.001032;1.044445443863462;0.8333451501035042;0.7978744007636712;-4.786319797017219e-07;6.271872306664781e-07;1.0448515643866902;9.999935350418728;0.8335083232118573;1.0448374451887539;0.7977297219971475;0.014893298616377965;0.7978748303095609
0.001064;1.0444454543285768;0.8333451893868575;0.7978745031203539;-4.5521003624989154e-07;6.182109950601582e-07;1.0448515854515759;9.999936727521321;0.8335084037310159;1.044837266987269;0.7977296631402053;0.014893327654022197;0.7978746689713193
0.001128;1.0444454637197707;0.8333452272494775;0.7978746045243037;-4.3129402473885136e-07;6.088883135350443e-07;1.0448516071113179;9.999938181772;0.8335084850373375;1.0448370827718672;0.7977296064600309;0.01489335655174149;0.7978745082711685
0.001256;1.0444454721447811;0.8333452634592037;0.797874704592591;-4.0688328290624293e-07;5.99292722306469e-07;1.0448516289233463;9.999939710186453;0.8335085671188232;1.0448368927245748;0.7977295520683656;0.014893385242411171;0.7978743488939591
0.001384;1.0444454798442395;0.8333452978230447;0.7978748030202935;-3.8198212404287793e-07;5.89491045218791e-07;1.0448516505341279;9.999941309182923;0.8335086498588754;1.0448366970691039;0.7977294999822674;0.014893413656406817;0.7978741915477734
0.001512;1.0444454871948445;0.833345330203183;0.7978748995803795;-3.566139619989459e-07;5.79540247463386e-07;1.0448516716862497;9.999942975037044;0.8335087330165911;1.0448364959344014;0.7977294501657074;0.014893441719232698;0.7978740368445745
0.00164;1.0444454946531565;0.8333453605272673;0.7978749940858272;-3.308259141078327e-07;5.694834987606443e-07;1.0448516922196587;9.999944703841289;0.8335088162882518;1.0448362893994918;0.7977294025274567;0.014893469348852679;0.7978738852340819
0.001768;1.044445502673872;0.8333453888230089;0.7978750863807744;-3.046801065251836e-07;5.593415694264478e-07;1.0448517120440435;9.999946490992135;0.8335088994032107;1.0448360776193542;0.7977293568698338;0.014893496459319196;0.7978737370093981
0.001896;1.0444455116582352;0.8333454152137637;0.7978751763625231;-2.7824038887316223e-07;5.491104162184569e-07;1.0448517310771435;9.99994833119454;0.8335089821768462;1.044835860793505;0.7977293128662528;0.014893522964124805;0.7978735923729464
0.002024;1.0444455219162956;0.8333454398607022;0.7978752639547143;-2.515596498138432e-07;5.387702428405985e-07;1.04485174923832;9.999950219396617;0.833509064455111;1.044835639061538;0.7977292701222634;0.01489354876985148;0.7978734515258455
0.002152;1.044445533645154;0.8333454629049205;0.7978753490611517;-2.246748008426395e-07;5.283002155431469e-07;1.0448517664903538;9.999952151817373;0.833509146006934;1.044835412564634;0.797729228290885;0.014893573765925027;0.7978733147262728
0.00228;1.0444455469509806;0.8333454844255366;0.7978754315769238;-1.976115793119787e-07;5.17687704002791e-07;1.0448517828412807;9.999954125611906;0.8335092264945094;1.044835181576446;0.797729187131342;0.014893597826903233;0.7978731822954687
0.002536;1.0444455618978172;0.8333455044048126;0.7978755114254676;-1.703881960497653e-07;5.069282494063935e-07;1.0448517983104757;9.999956137306393;0.8335093055273674;1.0448349465445677;0.7977291464956179;0.014893620823874295;0.7978730545958063
0.002767;1.0444455785362665;0.8333455227502966;0.7978755885941323;-1.4301034089648307e-07;4.960275702623012e-07;1.044851812859957;9.999958182127497;0.833509382713374;1.0448347080791358;0.7977291063261125;0.014893642627896022;0.7978729320032188
0.002997;1.0444455969009314;0.833345539359021;0.7978756631317913;-1.1546428306693135e-07;4.8500743561297e-07;1.044851826270001;9.999960255032263;0.8335094576659021;1.044834466893512;0.7977290666351233;0.014893663109864308;0.7978728148603778
0.003227;1.0444456170163439;0.8333455541130673;0.7978757350658814;-8.772331365653994e-08;4.73906898241146e-07;1.0448518380474234;9.99996235173891;0.8335095299899473;1.0448342236928223;0.7977290274193803;0.014893682145027705;0.7978727034231855
0.003458;1.0444456389373225;0.8333455668086042;0.79787580435217;-5.976751754856496e-08;4.6277654513826233e-07;1.0448518474429933;9.999964468611411;0.8335095992788495;1.0448339791212213;0.7977289885575326;0.014893699615401714;0.7978725978230901
0.003688;1.0444456627867278;0.8333455771095865;0.7978758709416798;-3.159762054548169e-08;4.5166205678870716e-07;1.044851853562625;9.999966601854657;0.8335096651215509;1.0448337338249216;0.7977289497783926;0.014893715412459624;0.7978724980202276
0.003919;1.0444456887174367;0.8333455845995217;0.7978759348633874;-3.2313521667986187e-09;4.4058266501781614e-07;1.0448518555211415;9.99996874669238;0.8335097271186835;1.0448334884825607;0.7977289107256669;0.014893729450553167;0.7978724038002737
0.004149;1.044445716810875;0.8333455888989799;0.7978759962489467;2.531111978824668e-08;4.2952449638655916e-07;1.0448518525449888;9.999970897265086;0.8335097849045425;1.0448332437054313;0.7977288710004037;0.01489374168468905;0.7978723148636662
0.00461;1.0444457470124957;0.8333455896960212;0.7978760553017981;5.4016361134664724e-08;4.184516818254509e-07;1.0448518439619827;9.99997304744549;0.8335098381552187;1.044832999968038;0.7977288301467211;0.014893752115358436;0.797872230882194
0.005071;1.0444457791300585;0.8333455866924271;0.7978761122166678;8.287793298586665e-08;4.0731963659501415e-07;1.0448518291634918;9.999975191410872;0.833509886572849;1.0448327576948888;0.7977287876930542;0.014893760777578865;0.7978721514911045
0.005531;1.0444458128619762;0.8333455796167955;0.797876167088461;1.1189576716274837e-07;3.960832796857133e-07;1.0448518076832924;9.999977323099532;0.8335099298830242;1.0448325174032098;0.7977287432381395;0.014893767721919523;0.797872076320811
0.005992;1.0444458478769427;0.8333455682792816;0.797876219868803;1.410709261341634e-07;3.847031522540738e-07;1.0448517793258325;9.99997943562872;0.8335099679012844;1.0448322797608407;0.7977286964820381;0.014893772996795021;0.7978720050345769
0.006453;1.0444458839161472;0.8333455525554861;0.7978762704160405;1.703988469315572e-07;3.731523227044351e-07;1.0448517441689689;9.99998152180484;0.8335100005890465;1.044832045559466;0.7977286471765974;0.014893776644833198;0.797871937316216
0.006914;1.0444459208076777;0.8333455323502732;0.7978763186072291;1.9987167952322073e-07;3.614218937178443e-07;1.0448517024745356;9.999983574987418;0.8335100280022072;1.0448318156998986;0.7977285950444324;0.014893778707394587;0.7978718728649465
0.007835;1.044445958425221;0.833345507633426;0.7978763643970794;2.2948272963153174e-07;3.495208876271566e-07;1.0448516546009934;9.999985589456495;0.8335100502061479;1.0448315911834178;0.797728539755437;0.014893779221333807;0.7978718114358571
0.008757;1.044445996686791;0.8333454784838462;0.7978764077916769;2.592278500466364e-07;3.374706162972324e-07;1.0448516009266844;9.999987560528055;0.8335100672192869;1.0448313730420828;0.7977284809997827;0.014893778215008193;0.7978717528908547
