time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.332e-01;2.415e-09;7.978e-01;6.169e-09;1.044e+00;3.333e-02;1.010e-08;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.978e-01;-6.620e-04
29.999994000;1.044e+00;8.332e-01;-3.460e-09;7.978e-01;5.369e-09;1.044e+00;3.333e-02;2.995e-09;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.978e-01;-6.620e-04
29.999994000;3.641e-01;2.292e-01;-6.131e-01;6.294e-01;-1.684e+00;3.641e-01;9.166e-03;-2.452e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.978e-01;-6.620e-04
30.000002000;3.641e-01;2.292e-01;-6.131e-01;6.294e-01;-1.684e+00;3.641e-01;9.166e-03;-2.452e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.978e-01;-6.620e-04
30.000122000;3.641e-01;2.292e-01;-6.131e-01;6.294e-01;-1.684e+00;3.641e-01;9.166e-03;-2.452e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.978e-01;-6.900e-04
30.000634000;3.641e-01;2.294e-01;-6.131e-01;6.299e-01;-1.684e+00;3.641e-01;9.175e-03;-2.452e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.983e-01;-1.334e-03
30.000762000;3.642e-01;2.295e-01;-6.131e-01;6.301e-01;-1.684e+00;3.642e-01;9.179e-03;-2.452e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.986e-01;-1.623e-03
30.000890000;3.642e-01;2.296e-01;-6.131e-01;6.304e-01;-1.683e+00;3.642e-01;9.184e-03;-2.452e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.988e-01;-1.960e-03
30.001274000;3.644e-01;2.301e-01;-6.132e-01;6.313e-01;-1.683e+00;3.644e-01;9.202e-03;-2.453e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.999e-01;-3.255e-03
30.001402000;3.645e-01;2.302e-01;-6.132e-01;6.318e-01;-1.682e+00;3.645e-01;9.210e-03;-2.453e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.003e-01;-3.777e-03
30.001553000;3.646e-01;2.305e-01;-6.132e-01;6.323e-01;-1.682e+00;3.646e-01;9.220e-03;-2.453e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.009e-01;-4.460e-03
30.002641000;3.659e-01;2.333e-01;-6.139e-01;6.375e-01;-1.678e+00;3.659e-01;9.331e-03;-2.456e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.067e-01;-1.457e-02
30.002705000;3.661e-01;2.335e-01;-6.140e-01;6.378e-01;-1.677e+00;3.661e-01;9.339e-03;-2.456e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.071e-01;-1.544e-02
30.002833000;3.663e-01;2.339e-01;-6.141e-01;6.386e-01;-1.677e+00;3.663e-01;9.357e-03;-2.457e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.080e-01;-1.725e-02
30.002897000;3.664e-01;2.341e-01;-6.142e-01;6.390e-01;-1.676e+00;3.664e-01;9.366e-03;-2.457e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.085e-01;-1.820e-02
30.003025000;3.667e-01;2.346e-01;-6.144e-01;6.398e-01;-1.675e+00;3.667e-01;9.385e-03;-2.457e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.095e-01;-2.017e-02
30.004355000;3.703e-01;2.407e-01;-6.164e-01;6.501e-01;-1.664e+00;3.703e-01;9.630e-03;-2.465e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.215e-01;-4.644e-02
30.005426000;3.741e-01;2.465e-01;-6.185e-01;6.589e-01;-1.653e+00;3.741e-01;9.860e-03;-2.474e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.322e-01;-7.402e-02
30.006018000;3.764e-01;2.498e-01;-6.198e-01;6.637e-01;-1.647e+00;3.764e-01;9.993e-03;-2.479e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.382e-01;-9.125e-02
30.006650000;3.791e-01;2.535e-01;-6.214e-01;6.687e-01;-1.639e+00;3.791e-01;1.014e-02;-2.485e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.445e-01;-1.109e-01
30.007088000;3.810e-01;2.560e-01;-6.224e-01;6.720e-01;-1.634e+00;3.810e-01;1.024e-02;-2.490e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.488e-01;-1.252e-01
30.007613000;3.834e-01;2.589e-01;-6.239e-01;6.752e-01;-1.627e+00;3.834e-01;1.035e-02;-2.496e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.531e-01;-1.430e-01
30.007935000;3.849e-01;2.605e-01;-6.248e-01;6.767e-01;-1.623e+00;3.849e-01;1.042e-02;-2.499e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.553e-01;-1.542e-01
30.008419000;3.872e-01;2.626e-01;-6.262e-01;6.782e-01;-1.617e+00;3.872e-01;1.051e-02;-2.505e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.578e-01;-1.713e-01
30.008902000;3.896e-01;2.646e-01;-6.278e-01;6.790e-01;-1.611e+00;3.896e-01;1.058e-02;-2.511e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.596e-01;-1.889e-01
30.009385000;3.920e-01;2.662e-01;-6.294e-01;6.791e-01;-1.605e+00;3.920e-01;1.065e-02;-2.517e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.606e-01;-2.067e-01
30.009547000;3.928e-01;2.667e-01;-6.299e-01;6.789e-01;-1.604e+00;3.928e-01;1.067e-02;-2.520e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.608e-01;-2.128e-01
30.010030000;3.953e-01;2.680e-01;-6.316e-01;6.780e-01;-1.598e+00;3.953e-01;1.072e-02;-2.526e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.608e-01;-2.309e-01
30.010191000;3.961e-01;2.684e-01;-6.322e-01;6.775e-01;-1.596e+00;3.961e-01;1.074e-02;-2.529e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.606e-01;-2.370e-01
30.010997000;4.004e-01;2.699e-01;-6.351e-01;6.742e-01;-1.586e+00;4.004e-01;1.080e-02;-2.541e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.587e-01;-2.678e-01
30.011803000;4.047e-01;2.708e-01;-6.382e-01;6.692e-01;-1.577e+00;4.047e-01;1.083e-02;-2.553e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.550e-01;-2.987e-01
30.011964000;4.055e-01;2.709e-01;-6.388e-01;6.680e-01;-1.575e+00;4.055e-01;1.084e-02;-2.555e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.540e-01;-3.049e-01
30.012125000;4.064e-01;2.710e-01;-6.394e-01;6.668e-01;-1.573e+00;4.064e-01;1.084e-02;-2.558e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.530e-01;-3.111e-01
30.016156000;4.273e-01;2.698e-01;-6.539e-01;6.314e-01;-1.530e+00;4.273e-01;1.079e-02;-2.616e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.242e-01;-4.548e-01
30.017538000;4.337e-01;2.690e-01;-6.579e-01;6.201e-01;-1.517e+00;4.337e-01;1.076e-02;-2.632e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.154e-01;-4.979e-01
30.017999000;4.358e-01;2.686e-01;-6.592e-01;6.165e-01;-1.513e+00;4.358e-01;1.075e-02;-2.637e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.126e-01;-5.116e-01
30.019842000;4.436e-01;2.673e-01;-6.638e-01;6.026e-01;-1.496e+00;4.436e-01;1.069e-02;-2.655e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;8.021e-01;-5.634e-01
30.020994000;4.481e-01;2.664e-01;-6.663e-01;5.945e-01;-1.487e+00;4.481e-01;1.065e-02;-2.665e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.960e-01;-5.935e-01
30.021225000;4.490e-01;2.662e-01;-6.668e-01;5.929e-01;-1.485e+00;4.490e-01;1.065e-02;-2.667e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.948e-01;-5.993e-01
30.021455000;4.498e-01;2.660e-01;-6.673e-01;5.913e-01;-1.483e+00;4.498e-01;1.064e-02;-2.669e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.936e-01;-6.050e-01
30.022146000;4.524e-01;2.654e-01;-6.686e-01;5.867e-01;-1.478e+00;4.524e-01;1.062e-02;-2.675e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.902e-01;-6.218e-01
30.023759000;4.580e-01;2.640e-01;-6.715e-01;5.765e-01;-1.466e+00;4.580e-01;1.056e-02;-2.686e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.826e-01;-6.589e-01
30.026247000;4.658e-01;2.618e-01;-6.753e-01;5.621e-01;-1.450e+00;4.658e-01;1.047e-02;-2.701e-02;1.000e+01;8.333e-01;6.920e-04;6.920e-04;7.721e-01;-7.105e-01
