time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-2.602e-09;7.979e-01;4.576e-09;1.044e+00;1.059e+00;8.065e-01;5.735e-02;1.044e+00;7.500e-01;-1.810e-09;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
29.999994000;1.044e+00;8.333e-01;1.702e-09;7.979e-01;1.239e-09;1.044e+00;1.059e+00;8.065e-01;5.735e-02;1.044e+00;7.500e-01;-7.543e-10;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
29.999994000;3.049e-02;2.427e-02;1.534e-03;7.960e-01;5.033e-02;3.095e-02;8.236e-02;4.199e-01;6.910e-01;3.049e-02;2.184e-02;1.381e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;6.007e+01;6.007e+01
30.000006000;3.048e-02;2.426e-02;1.516e-03;7.960e-01;4.972e-02;3.094e-02;8.234e-02;4.199e-01;6.909e-01;3.048e-02;2.184e-02;1.364e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;6.007e+01;6.007e+01
30.002752000;2.940e-02;2.390e-02;-1.736e-03;8.130e-01;-5.903e-02;2.888e-02;7.972e-02;4.343e-01;7.018e-01;2.940e-02;2.151e-02;-1.562e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.965e+01;5.965e+01
30.025034000;2.628e-02;2.626e-02;-8.726e-03;9.991e-01;-3.320e-01;2.367e-02;9.137e-02;4.789e-01;9.470e-01;2.628e-02;2.363e-02;-7.853e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.534e+01;5.534e+01
30.028817000;2.539e-02;2.551e-02;-1.076e-02;1.005e+00;-4.238e-01;2.216e-02;9.231e-02;4.789e-01;9.882e-01;2.539e-02;2.296e-02;-9.685e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.513e+01;5.513e+01
30.042641000;2.177e-02;1.802e-02;-1.863e-02;8.277e-01;-8.560e-01;1.618e-02;9.171e-02;4.367e-01;1.112e+00;2.177e-02;1.622e-02;-1.677e-02;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.521e+01;5.521e+01
30.052778000;1.949e-02;7.133e-03;-2.303e-02;3.660e-01;-1.182e+00;1.258e-02;8.930e-02;3.434e-01;1.187e+00;1.949e-02;6.420e-03;-2.073e-02;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.613e+01;5.613e+01
30.058308000;1.898e-02;-1.067e-03;-2.383e-02;-5.620e-02;-1.255e+00;1.183e-02;8.860e-02;2.601e-01;1.223e+00;1.898e-02;-9.600e-04;-2.144e-02;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.702e+01;5.702e+01
