time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.332e-01;2.520e-09;7.978e-01;3.079e-09;1.044e+00;1.044e+00;3.333e-02;0.000e+00;1.000e+01;8.333e-01;6.920e-04;7.978e-01;-6.620e-04
19.999996000;1.044e+00;8.332e-01;-2.728e-09;7.978e-01;-5.811e-09;1.044e+00;1.044e+00;3.333e-02;-0.000e+00;1.000e+01;8.333e-01;6.920e-04;7.978e-01;-6.620e-04
19.999996000;1.044e+00;8.332e-01;-2.661e-09;7.978e-01;-5.620e-09;1.044e+00;1.044e+00;3.333e-02;-0.000e+00;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-6.620e-04
20.000004000;1.044e+00;8.332e-01;-2.664e-09;7.978e-01;-4.684e-09;1.044e+00;1.044e+00;3.333e-02;-0.000e+00;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-6.620e-04
20.000060000;1.044e+00;8.332e-01;-2.813e-09;7.978e-01;-3.882e-09;1.044e+00;1.044e+00;3.333e-02;-0.000e+00;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-6.590e-04
20.000124000;1.044e+00;8.332e-01;-2.861e-09;7.978e-01;-3.615e-09;1.044e+00;1.044e+00;3.333e-02;-0.000e+00;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-6.560e-04
20.000252000;1.044e+00;8.332e-01;-2.899e-09;7.978e-01;-3.350e-09;1.044e+00;1.044e+00;3.333e-02;-0.000e+00;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-6.510e-04
20.000508000;1.044e+00;8.332e-01;-2.500e-05;7.978e-01;-2.394e-05;1.044e+00;1.044e+00;3.333e-02;-1.000e-06;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-6.400e-04
20.001020000;1.044e+00;8.332e-01;-5.000e-05;7.978e-01;-4.787e-05;1.044e+00;1.044e+00;3.333e-02;-2.000e-06;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-6.190e-04
20.002020000;1.044e+00;8.332e-01;-7.500e-05;7.978e-01;-7.181e-05;1.044e+00;1.044e+00;3.333e-02;-3.000e-06;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-5.810e-04
20.003020000;1.044e+00;8.332e-01;-1.250e-04;7.978e-01;-1.197e-04;1.044e+00;1.044e+00;3.333e-02;-5.000e-06;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-5.460e-04
20.004020000;1.044e+00;8.332e-01;-1.500e-04;7.978e-01;-1.436e-04;1.044e+00;1.044e+00;3.333e-02;-6.000e-06;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-5.150e-04
20.005020000;1.044e+00;8.332e-01;-1.750e-04;7.978e-01;-1.676e-04;1.044e+00;1.044e+00;3.333e-02;-7.000e-06;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-4.880e-04
20.006020000;1.044e+00;8.332e-01;-2.000e-04;7.978e-01;-1.915e-04;1.044e+00;1.044e+00;3.333e-02;-8.000e-06;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-4.630e-04
20.007020000;1.044e+00;8.332e-01;-2.250e-04;7.978e-01;-2.154e-04;1.044e+00;1.044e+00;3.333e-02;-9.000e-06;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-4.410e-04
20.008020000;1.044e+00;8.332e-01;-2.500e-04;7.978e-01;-2.394e-04;1.044e+00;1.044e+00;3.333e-02;-1.000e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-4.210e-04
20.009020000;1.044e+00;8.332e-01;-2.750e-04;7.978e-01;-2.633e-04;1.044e+00;1.044e+00;3.333e-02;-1.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-4.030e-04
20.010020000;1.044e+00;8.332e-01;-2.750e-04;7.978e-01;-2.633e-04;1.044e+00;1.044e+00;3.333e-02;-1.100e-05;1.000e+01;8.333e-01;-1.970e-04;7.978e-01;-3.880e-04
