time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;2.974e-09;7.979e-01;3.677e-09;1.045e+00;1.044e+00;7.500e-01;-2.265e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;1.840e-09;7.979e-01;1.006e-09;1.045e+00;1.044e+00;7.500e-01;2.509e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;2.300e-05;1.222e-05;-6.111e-05;9.219e-10;1.163e-09;1.951e-02;2.299e-05;1.100e-05;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999996000;2.300e-05;1.222e-05;-6.111e-05;7.345e-10;1.481e-09;1.951e-02;2.299e-05;1.100e-05;-5.500e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.052931000;2.301e-05;2.222e-05;-5.556e-05;-8.062e-11;2.563e-09;3.015e-02;2.300e-05;2.000e-05;-5.001e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.110863000;1.200e-05;-7.781e-06;-3.222e-05;-1.856e-09;6.716e-09;3.168e-02;1.200e-05;-7.002e-06;-2.900e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.149994000;2.400e-05;-3.555e-05;-5.222e-05;1.807e-09;2.736e-11;3.178e-02;2.401e-05;-3.197e-05;-4.700e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.149994000;1.064e+00;-1.298e+00;4.761e-01;-1.220e+00;4.477e-01;1.075e+00;1.064e+00;-1.168e+00;4.285e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.150094000;1.116e+00;-1.311e+00;6.207e-01;-1.174e+00;5.561e-01;1.130e+00;1.116e+00;-1.180e+00;5.587e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.151497000;1.581e+00;3.702e-02;2.050e+00;2.342e-02;1.297e+00;1.612e+00;1.581e+00;3.332e-02;1.845e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.151561000;1.582e+00;1.075e-01;2.050e+00;6.793e-02;1.295e+00;1.614e+00;1.582e+00;9.674e-02;1.845e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.151593000;1.583e+00;1.413e-01;2.048e+00;8.927e-02;1.294e+00;1.614e+00;1.583e+00;1.272e-01;1.843e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02
