time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;2.056e-08;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;1.386e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;1.228e-09;7.979e-01;0.000e+00;1.045e+00;1.044e+00;7.500e-01;7.136e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;7.798e-05;-4.441e-06;-6.744e-04;2.469e-09;0.000e+00;1.951e-02;7.799e-05;-3.994e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999995000;7.798e-05;-5.552e-06;-6.744e-04;2.659e-09;0.000e+00;1.951e-02;7.799e-05;-4.995e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999995000;7.798e-05;-5.551e-06;-6.744e-04;2.957e-09;0.000e+00;1.951e-02;7.799e-05;-4.996e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000211000;7.797e-05;-6.672e-06;-6.733e-04;1.204e-08;0.000e+00;1.910e-02;7.797e-05;-5.984e-06;-6.060e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000218000;7.798e-05;-6.672e-06;-6.722e-04;1.134e-08;0.000e+00;1.908e-02;7.797e-05;-5.983e-06;-6.050e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000334000;7.799e-05;-6.671e-06;-6.722e-04;6.548e-09;0.000e+00;1.887e-02;7.798e-05;-5.970e-06;-6.050e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000348000;7.799e-05;-6.671e-06;-6.711e-04;6.396e-09;0.000e+00;1.884e-02;7.798e-05;-5.970e-06;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000465000;7.800e-05;-7.778e-06;-6.711e-04;4.681e-09;0.000e+00;1.863e-02;7.799e-05;-6.973e-06;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02
