time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;-1.134e-07;7.979e-01;7.578e-08;1.045e+00;1.044e+00;7.500e-01;-5.008e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;1.044e+00;8.333e-01;9.438e-09;7.979e-01;3.831e-08;1.045e+00;1.044e+00;7.500e-01;-7.131e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;2.286e-01;1.362e-01;-4.616e-01;5.959e-01;-2.019e+00;2.296e-01;2.286e-01;1.226e-01;-4.155e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999995000;2.286e-01;1.362e-01;-4.616e-01;5.959e-01;-2.019e+00;2.296e-01;2.286e-01;1.226e-01;-4.155e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999998000;2.286e-01;1.362e-01;-4.616e-01;5.957e-01;-2.020e+00;2.296e-01;2.286e-01;1.225e-01;-4.155e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.975e-01;1.489e-02
30.000202000;2.284e-01;1.335e-01;-4.620e-01;5.842e-01;-2.022e+00;2.294e-01;2.284e-01;1.201e-01;-4.158e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.859e-01;1.524e-02
30.000726000;2.284e-01;1.269e-01;-4.632e-01;5.557e-01;-2.028e+00;2.291e-01;2.284e-01;1.142e-01;-4.169e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.573e-01;1.907e-02
30.002206000;2.309e-01;1.120e-01;-4.697e-01;4.852e-01;-2.035e+00;2.318e-01;2.309e-01;1.008e-01;-4.227e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.871e-01;5.233e-02
30.002590000;2.323e-01;1.091e-01;-4.725e-01;4.694e-01;-2.033e+00;2.336e-01;2.323e-01;9.816e-02;-4.252e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.713e-01;6.973e-02
30.002846000;2.335e-01;1.073e-01;-4.745e-01;4.595e-01;-2.032e+00;2.350e-01;2.335e-01;9.657e-02;-4.271e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.613e-01;8.298e-02
