time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;7.717e-09;7.979e-01;-2.867e-08;1.045e+00;1.044e+00;7.500e-01;3.408e-08;1.000e+01;8.335e-01;1.556e-02;1.045e+00
29.999994000;1.044e+00;8.333e-01;-6.725e-09;7.979e-01;2.524e-08;1.045e+00;1.044e+00;7.500e-01;3.113e-08;1.000e+01;8.335e-01;1.556e-02;1.045e+00
29.999994000;4.660e-01;1.494e-01;-2.224e+00;3.206e-01;-4.772e+00;4.667e-01;4.660e-01;1.345e-01;-2.002e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.000988000;4.658e-01;1.500e-01;-2.224e+00;3.220e-01;-4.775e+00;4.663e-01;4.658e-01;1.350e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.001218000;4.657e-01;1.502e-01;-2.224e+00;3.226e-01;-4.775e+00;4.662e-01;4.657e-01;1.352e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.001679000;4.657e-01;1.509e-01;-2.224e+00;3.241e-01;-4.775e+00;4.662e-01;4.657e-01;1.358e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.001801000;4.657e-01;1.512e-01;-2.224e+00;3.245e-01;-4.775e+00;4.662e-01;4.657e-01;1.360e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.001849000;4.657e-01;1.512e-01;-2.224e+00;3.247e-01;-4.775e+00;4.662e-01;4.657e-01;1.361e-01;-2.001e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.003566000;4.665e-01;1.559e-01;-2.225e+00;3.343e-01;-4.769e+00;4.673e-01;4.665e-01;1.403e-01;-2.002e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.003679000;4.666e-01;1.563e-01;-2.225e+00;3.351e-01;-4.768e+00;4.674e-01;4.666e-01;1.407e-01;-2.002e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.003791000;4.666e-01;1.568e-01;-2.225e+00;3.359e-01;-4.767e+00;4.676e-01;4.666e-01;1.411e-01;-2.002e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.004712000;4.675e-01;1.606e-01;-2.225e+00;3.436e-01;-4.761e+00;4.688e-01;4.675e-01;1.446e-01;-2.003e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.005340000;4.682e-01;1.636e-01;-2.226e+00;3.495e-01;-4.755e+00;4.698e-01;4.682e-01;1.473e-01;-2.003e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
30.006607000;4.698e-01;1.700e-01;-2.228e+00;3.618e-01;-4.742e+00;4.721e-01;4.698e-01;1.530e-01;-2.005e+00;1.000e+01;8.335e-01;1.556e-02;1.045e+00
