time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Wind_Turbine_GEN_ActivePowerControlledPu;Wind_Turbine_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;8.332e-01;0.000e+00;8.332e-01;0.000e+00;1.000e+00;8.333e-01;7.500e-04;8.332e-01;7.500e-04;1.000e+00;3.333e-02;0.000e+00;8.333e-01;7.540e-04
29.999994;1.000e+00;8.332e-01;-6.087e-08;8.332e-01;-1.732e-07;1.000e+00;8.333e-01;7.498e-04;8.332e-01;7.499e-04;1.000e+00;3.333e-02;-1.463e-07;8.333e-01;7.540e-04
29.999995;1.476e-06;-8.104e-08;-6.087e-08;-2.096e-07;-1.732e-07;9.130e-04;2.736e-02;8.209e-01;-2.661e-07;7.499e-04;7.508e-07;2.681e-07;-1.463e-07;8.333e-01;7.540e-04
29.999998;1.476e-06;-8.108e-08;-6.094e-08;-2.097e-07;-1.732e-07;9.130e-04;2.736e-02;8.209e-01;-2.661e-07;7.499e-04;7.508e-07;2.681e-07;-1.463e-07;8.333e-01;7.540e-04
30.000002;1.476e-06;-8.112e-08;-6.100e-08;-2.097e-07;-1.732e-07;9.130e-04;2.736e-02;5.477e-01;-2.660e-07;7.499e-04;7.509e-07;2.681e-07;-1.463e-07;8.333e-01;7.540e-04
30.001019;1.474e-06;-9.298e-08;-7.649e-08;-2.293e-07;-1.673e-07;9.151e-04;2.730e-02;5.568e-01;-2.545e-07;7.498e-04;7.549e-07;2.766e-07;-1.409e-07;8.333e-01;7.540e-04
30.001723;1.471e-06;-1.016e-07;-8.574e-08;-2.412e-07;-1.639e-07;9.200e-04;2.715e-02;5.632e-01;-2.455e-07;7.748e-04;7.571e-07;2.841e-07;-1.363e-07;8.333e-01;7.540e-04
30.004046;1.456e-06;-1.306e-07;-1.091e-07;-2.725e-07;-1.565e-07;9.476e-04;2.636e-02;5.840e-01;-2.111e-07;7.998e-04;7.622e-07;3.168e-07;-1.182e-07;8.333e-01;7.540e-04
30.004564;1.452e-06;-1.370e-07;-1.124e-07;-2.771e-07;-1.557e-07;9.511e-04;2.626e-02;5.886e-01;-2.022e-07;8.248e-04;7.631e-07;3.262e-07;-1.137e-07;8.333e-01;7.540e-04
30.006897;1.429e-06;-1.651e-07;-1.215e-07;-2.898e-07;-1.535e-07;9.543e-04;2.618e-02;6.095e-01;-1.591e-07;8.248e-04;7.673e-07;3.757e-07;-9.307e-08;8.333e-01;7.540e-04
30.008970;1.403e-06;-1.876e-07;-1.221e-07;-2.890e-07;-1.499e-07;9.676e-04;2.581e-02;6.280e-01;-1.178e-07;8.498e-04;7.736e-07;4.292e-07;-7.412e-08;8.333e-01;7.540e-04
30.009682;1.394e-06;-1.943e-07;-1.209e-07;-2.863e-07;-1.470e-07;9.736e-04;2.566e-02;6.343e-01;-1.037e-07;8.498e-04;7.770e-07;4.492e-07;-6.721e-08;8.333e-01;7.540e-04
30.011730;1.365e-06;-2.091e-07;-1.145e-07;-2.744e-07;-1.329e-07;9.940e-04;2.513e-02;6.524e-01;-6.575e-08;8.999e-04;7.907e-07;5.088e-07;-4.605e-08;8.333e-01;7.540e-04
30.012498;1.354e-06;-2.125e-07;-1.110e-07;-2.688e-07;-1.248e-07;1.003e-03;2.490e-02;6.591e-01;-5.328e-08;8.999e-04;7.974e-07;5.312e-07;-3.759e-08;8.333e-01;7.540e-04
30.014034;1.333e-06;-2.156e-07;-1.027e-07;-2.564e-07;-1.041e-07;1.022e-03;2.445e-02;6.725e-01;-3.186e-08;9.499e-04;8.131e-07;5.751e-07;-2.026e-08;8.333e-01;7.540e-04
30.019154;1.273e-06;-1.931e-07;-7.663e-08;-2.152e-07;-2.109e-10;1.089e-03;2.294e-02;7.162e-01;2.498e-05;1.075e-03;8.773e-07;6.937e-07;2.929e-08;8.333e-01;7.540e-04
30.021970;1.242e-06;-1.634e-07;-6.906e-08;-1.927e-07;6.287e-08;1.124e-03;2.223e-02;7.394e-01;2.495e-05;1.150e-03;9.048e-07;7.324e-07;4.289e-08;8.333e-01;7.540e-04
30.023762;1.219e-06;-1.406e-07;-6.408e-08;-1.781e-07;1.002e-07;1.146e-03;2.179e-02;7.539e-01;2.492e-05;1.175e-03;9.137e-07;7.446e-07;4.451e-08;8.333e-01;7.540e-04
30.024018;1.216e-06;-1.373e-07;-6.327e-08;-1.761e-07;1.054e-07;1.149e-03;2.175e-02;7.559e-01;2.491e-05;1.200e-03;9.145e-07;7.458e-07;4.444e-08;8.333e-01;7.540e-04
30.026066;2.186e-06;-1.105e-07;-5.409e-08;-1.629e-07;1.452e-07;1.172e-03;2.131e-02;7.721e-01;2.486e-05;1.250e-03;1.912e-06;7.461e-07;3.841e-08;8.333e-01;7.540e-04
30.028882;2.135e-06;-7.678e-08;-3.655e-08;-1.610e-07;1.968e-07;1.202e-03;2.079e-02;7.937e-01;2.478e-05;1.300e-03;1.885e-06;7.243e-07;1.819e-08;8.333e-01;7.540e-04
