time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-2.350e-09;7.979e-01;-9.766e-09;1.045e+00;1.044e+00;7.500e-01;6.018e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;-1.157e-09;7.979e-01;-1.609e-09;1.045e+00;1.044e+00;7.500e-01;-1.599e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;3.679e-01;2.319e-01;-6.161e-01;6.304e-01;-1.675e+00;3.687e-01;3.679e-01;2.087e-01;-5.545e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000250000;3.676e-01;2.318e-01;-6.158e-01;6.306e-01;-1.675e+00;3.683e-01;3.676e-01;2.086e-01;-5.543e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000378000;3.675e-01;2.318e-01;-6.157e-01;6.308e-01;-1.676e+00;3.681e-01;3.675e-01;2.086e-01;-5.542e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000634000;3.673e-01;2.318e-01;-6.155e-01;6.312e-01;-1.676e+00;3.679e-01;3.673e-01;2.086e-01;-5.540e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001519000;3.669e-01;2.326e-01;-6.150e-01;6.339e-01;-1.676e+00;3.674e-01;3.669e-01;2.093e-01;-5.535e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001567000;3.668e-01;2.326e-01;-6.150e-01;6.341e-01;-1.676e+00;3.674e-01;3.668e-01;2.094e-01;-5.535e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001759000;3.669e-01;2.329e-01;-6.149e-01;6.350e-01;-1.676e+00;3.674e-01;3.669e-01;2.096e-01;-5.534e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003039000;3.681e-01;2.366e-01;-6.153e-01;6.426e-01;-1.671e+00;3.690e-01;3.681e-01;2.129e-01;-5.538e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003231000;3.685e-01;2.373e-01;-6.155e-01;6.441e-01;-1.670e+00;3.694e-01;3.685e-01;2.136e-01;-5.539e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003295000;3.686e-01;2.376e-01;-6.155e-01;6.446e-01;-1.670e+00;3.695e-01;3.686e-01;2.138e-01;-5.540e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
