time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.044e+00;8.332e-01;-3.275e-09;7.978e-01;-2.485e-09;1.044e+00;3.333e-02;-1.902e-09;1.000e+01;8.333e-01;6.920e-04
29.999994000;1.044e+00;8.332e-01;4.097e-09;7.978e-01;-1.336e-09;1.044e+00;3.333e-02;-3.189e-09;1.000e+01;8.333e-01;6.920e-04
29.999994000;4.665e-01;1.497e-01;-2.224e+00;3.210e-01;-4.768e+00;4.665e-01;5.990e-03;-8.897e-02;1.000e+01;8.333e-01;6.920e-04
30.001787000;4.667e-01;1.513e-01;-2.224e+00;3.242e-01;-4.766e+00;4.667e-01;6.053e-03;-8.898e-02;1.000e+01;8.333e-01;6.920e-04
30.001907000;4.668e-01;1.515e-01;-2.225e+00;3.247e-01;-4.766e+00;4.668e-01;6.062e-03;-8.898e-02;1.000e+01;8.333e-01;6.920e-04
30.002931000;4.672e-01;1.539e-01;-2.225e+00;3.294e-01;-4.762e+00;4.672e-01;6.156e-03;-8.900e-02;1.000e+01;8.333e-01;6.920e-04
30.003635000;4.678e-01;1.560e-01;-2.225e+00;3.336e-01;-4.758e+00;4.678e-01;6.242e-03;-8.902e-02;1.000e+01;8.333e-01;6.920e-04
30.004339000;4.684e-01;1.586e-01;-2.226e+00;3.386e-01;-4.752e+00;4.684e-01;6.345e-03;-8.904e-02;1.000e+01;8.333e-01;6.920e-04
30.006412000;4.709e-01;1.678e-01;-2.228e+00;3.563e-01;-4.732e+00;4.709e-01;6.711e-03;-8.913e-02;1.000e+01;8.333e-01;6.920e-04
30.009103000;4.751e-01;1.800e-01;-2.232e+00;3.788e-01;-4.698e+00;4.751e-01;7.199e-03;-8.927e-02;1.000e+01;8.333e-01;6.920e-04
30.010025000;4.766e-01;1.834e-01;-2.233e+00;3.849e-01;-4.685e+00;4.766e-01;7.337e-03;-8.931e-02;1.000e+01;8.333e-01;6.920e-04
30.010601000;4.776e-01;1.852e-01;-2.234e+00;3.877e-01;-4.677e+00;4.776e-01;7.406e-03;-8.934e-02;1.000e+01;8.333e-01;6.920e-04
30.011638000;4.793e-01;1.875e-01;-2.235e+00;3.911e-01;-4.662e+00;4.793e-01;7.498e-03;-8.939e-02;1.000e+01;8.333e-01;6.920e-04
30.012260000;4.804e-01;1.884e-01;-2.236e+00;3.921e-01;-4.653e+00;4.804e-01;7.535e-03;-8.942e-02;1.000e+01;8.333e-01;6.920e-04
30.012467000;4.808e-01;1.886e-01;-2.236e+00;3.923e-01;-4.651e+00;4.808e-01;7.545e-03;-8.943e-02;1.000e+01;8.333e-01;6.920e-04
30.013504000;4.825e-01;1.893e-01;-2.237e+00;3.924e-01;-4.636e+00;4.825e-01;7.574e-03;-8.948e-02;1.000e+01;8.333e-01;6.920e-04
30.014193000;4.837e-01;1.893e-01;-2.238e+00;3.914e-01;-4.626e+00;4.837e-01;7.574e-03;-8.951e-02;1.000e+01;8.333e-01;6.920e-04
30.014503000;4.843e-01;1.892e-01;-2.238e+00;3.907e-01;-4.622e+00;4.843e-01;7.568e-03;-8.952e-02;1.000e+01;8.333e-01;6.920e-04
30.015618000;4.862e-01;1.879e-01;-2.239e+00;3.864e-01;-4.606e+00;4.862e-01;7.515e-03;-8.957e-02;1.000e+01;8.333e-01;6.920e-04
30.016734000;4.881e-01;1.854e-01;-2.240e+00;3.799e-01;-4.590e+00;4.881e-01;7.417e-03;-8.962e-02;1.000e+01;8.333e-01;6.920e-04
30.017013000;4.886e-01;1.847e-01;-2.241e+00;3.779e-01;-4.586e+00;4.886e-01;7.386e-03;-8.963e-02;1.000e+01;8.333e-01;6.920e-04
30.019832000;4.934e-01;1.739e-01;-2.243e+00;3.524e-01;-4.547e+00;4.934e-01;6.954e-03;-8.972e-02;1.000e+01;8.333e-01;6.920e-04
30.020600000;4.946e-01;1.707e-01;-2.244e+00;3.452e-01;-4.536e+00;4.946e-01;6.829e-03;-8.974e-02;1.000e+01;8.333e-01;6.920e-04
30.021880000;4.965e-01;1.657e-01;-2.244e+00;3.337e-01;-4.520e+00;4.965e-01;6.628e-03;-8.978e-02;1.000e+01;8.333e-01;6.920e-04
30.022648000;4.976e-01;1.628e-01;-2.245e+00;3.272e-01;-4.511e+00;4.976e-01;6.512e-03;-8.979e-02;1.000e+01;8.333e-01;6.920e-04
30.024952000;5.007e-01;1.546e-01;-2.246e+00;3.089e-01;-4.486e+00;5.007e-01;6.186e-03;-8.983e-02;1.000e+01;8.333e-01;6.920e-04
30.025720000;5.016e-01;1.521e-01;-2.246e+00;3.032e-01;-4.478e+00;5.016e-01;6.083e-03;-8.985e-02;1.000e+01;8.333e-01;6.920e-04
30.026641000;5.027e-01;1.491e-01;-2.246e+00;2.966e-01;-4.468e+00;5.027e-01;5.965e-03;-8.986e-02;1.000e+01;8.333e-01;6.920e-04
30.027102000;5.033e-01;1.477e-01;-2.247e+00;2.935e-01;-4.464e+00;5.033e-01;5.908e-03;-8.987e-02;1.000e+01;8.333e-01;6.920e-04
30.028485000;5.048e-01;1.435e-01;-2.247e+00;2.844e-01;-4.451e+00;5.048e-01;5.742e-03;-8.988e-02;1.000e+01;8.333e-01;6.920e-04
30.030789000;5.071e-01;1.372e-01;-2.248e+00;2.706e-01;-4.432e+00;5.071e-01;5.488e-03;-8.990e-02;1.000e+01;8.333e-01;6.920e-04
30.034014000;5.099e-01;1.293e-01;-2.248e+00;2.537e-01;-4.409e+00;5.099e-01;5.174e-03;-8.992e-02;1.000e+01;8.333e-01;6.920e-04
30.034936000;5.106e-01;1.273e-01;-2.248e+00;2.493e-01;-4.403e+00;5.106e-01;5.092e-03;-8.992e-02;1.000e+01;8.333e-01;6.920e-04
30.035857000;5.113e-01;1.254e-01;-2.248e+00;2.452e-01;-4.397e+00;5.113e-01;5.014e-03;-8.993e-02;1.000e+01;8.333e-01;6.920e-04
30.039544000;5.137e-01;1.183e-01;-2.248e+00;2.303e-01;-4.376e+00;5.137e-01;4.733e-03;-8.993e-02;1.000e+01;8.333e-01;6.920e-04
30.040005000;5.140e-01;1.175e-01;-2.248e+00;2.286e-01;-4.374e+00;5.140e-01;4.701e-03;-8.993e-02;1.000e+01;8.333e-01;6.920e-04
30.041387000;5.148e-01;1.153e-01;-2.248e+00;2.239e-01;-4.368e+00;5.148e-01;4.610e-03;-8.994e-02;1.000e+01;8.333e-01;6.920e-04
30.043230000;5.158e-01;1.124e-01;-2.248e+00;2.180e-01;-4.359e+00;5.158e-01;4.497e-03;-8.994e-02;1.000e+01;8.333e-01;6.920e-04
30.044613000;5.164e-01;1.105e-01;-2.248e+00;2.139e-01;-4.354e+00;5.164e-01;4.418e-03;-8.994e-02;1.000e+01;8.333e-01;6.920e-04
30.045534000;5.169e-01;1.092e-01;-2.248e+00;2.113e-01;-4.350e+00;5.169e-01;4.369e-03;-8.994e-02;1.000e+01;8.333e-01;6.920e-04
30.045995000;5.171e-01;1.086e-01;-2.248e+00;2.101e-01;-4.348e+00;5.171e-01;4.345e-03;-8.994e-02;1.000e+01;8.333e-01;6.920e-04
30.046917000;5.175e-01;1.074e-01;-2.248e+00;2.077e-01;-4.345e+00;5.175e-01;4.298e-03;-8.994e-02;1.000e+01;8.333e-01;6.920e-04
30.049681000;5.185e-01;1.043e-01;-2.248e+00;2.011e-01;-4.336e+00;5.185e-01;4.171e-03;-8.994e-02;1.000e+01;8.333e-01;6.920e-04
