;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;time;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0;1.0;0.7957166666666667;0.7957166666666667;0.3097244444444444;0.3097244444444444;1.008112;0.0;10.0;0.80035;0.33;1.05538;1.0;0.8657136492512982;1.0
1;1.0;0.7957166666666667;0.7957166666666667;0.3097244444444444;0.3097244444444444;1.008112;1e-06;10.0;0.80035;0.33;1.05538;1.0;0.8657136492512982;1.0
2;1.0;0.7957166666666667;0.7957166666666667;0.3097244444444444;0.3097244444444444;1.008112;2e-06;10.0;0.80035;0.33;1.05538;1.0;0.8657136492512982;1.0
3;1.0;0.7957166666666667;0.7957166666666667;0.3097244444444444;0.3097244444444444;1.008112;4e-06;10.0;0.80035;0.33;1.05538;1.0;0.8657136492512982;1.0
4;1.0;0.7957166666666667;0.7957166666666667;0.30972333333333335;0.30972333333333335;1.008112;8e-06;10.0;0.80035;0.33;1.05538;1.0;0.8657136492512982;1.0
5;1.0;0.7957166666666667;0.7957166666666667;0.30972333333333335;0.30972333333333335;1.008112;1.6e-05;10.0;0.80035;0.33;1.05538;1.0;0.8657136492512982;1.0
6;1.0;0.7957177777777779;0.7957177777777779;0.30972222222222223;0.30972222222222223;1.008112;3.2e-05;10.0;0.80035;0.33;1.05538;1.0;0.8657136492512982;1.0
7;1.0;0.7957188888888889;0.7957188888888889;0.30972;0.30972;1.008112;6.4e-05;10.0;0.80035;0.33;1.05538;1.0;0.8657136492512982;1.0
8;1.0;0.7957233333333333;0.7957233333333333;0.3097155555555555;0.3097155555555555;1.008112;0.000128;10.0;0.800353;0.33;1.05538;1.0;0.8657164227441916;1.0
9;1.0;0.7957344444444445;0.7957344444444445;0.3097066666666667;0.3097066666666667;1.008112;0.000256;10.0;0.800361;0.33;1.05538;1.0;0.8657238187326256;1.0
10;1.0;0.7957522222222224;0.7957522222222224;0.3096977777777778;0.3096977777777778;1.008112;0.000384;10.0;0.800375;0.33;1.05538;1.0;0.8657367617382319;1.0
11;1.0;0.7957922222222222;0.7957922222222222;0.3096833333333333;0.3096833333333333;1.008112;0.000593;10.0;0.80041;0.33;1.05538;1.0;0.8657691193961586;1.0
12;1.0;0.7957922222222222;0.7957922222222222;0.3096833333333333;0.3096833333333333;1.008112;0.000593;10.0;0.80041;0.33;1.05538;1.0;0.8657691193961586;1.0
13;1.0;0.7957922222222222;0.7957922222222222;0.3096833333333333;0.3096833333333333;1.008111;0.000594;10.0;0.80041;0.33;1.05538;1.0;0.8657691193961586;1.0
14;1.0;0.7957933333333335;0.7957933333333335;0.3096833333333333;0.3096833333333333;1.008111;0.000595;10.0;0.80041;0.33;1.05538;1.0;0.8657691193961586;1.0
15;1.0;0.7957933333333335;0.7957933333333335;0.3096833333333333;0.3096833333333333;1.008111;0.000597;10.0;0.800411;0.33;1.05538;1.0;0.8657700439036915;1.0
16;1.0;0.7957944444444445;0.7957944444444445;0.3096833333333333;0.3096833333333333;1.008111;0.000601;10.0;0.800412;0.33;1.05538;1.0;0.8657709684113923;1.0
17;1.0;0.7957955555555556;0.7957955555555556;0.3096833333333333;0.3096833333333333;1.008111;0.000605;10.0;0.800412;0.33;1.05538;1.0;0.8657709684113923;1.0
18;1.0;0.7957955555555556;0.7957955555555556;0.3096833333333333;0.3096833333333333;1.008111;0.000605;10.0;0.800412;0.33;1.05538;1.0;0.8657709684113923;1.0
19;1.0;0.7957955555555556;0.7957955555555556;0.3096833333333333;0.3096833333333333;1.008111;0.000606;10.0;0.800413;0.33;1.05538;1.0;0.8657718929192608;1.0
20;1.0;0.7957955555555556;0.7957955555555556;0.30968222222222225;0.30968222222222225;1.008111;0.000607;10.0;0.800413;0.33;1.05538;1.0;0.8657718929192608;1.0
21;1.0;0.7957955555555556;0.7957955555555556;0.30968222222222225;0.30968222222222225;1.008111;0.000609;10.0;0.800413;0.33;1.05538;1.0;0.8657718929192608;1.0
22;1.0;0.7957966666666667;0.7957966666666667;0.30968222222222225;0.30968222222222225;1.008111;0.000613;10.0;0.800414;0.33;1.05538;1.0;0.8657728174272971;1.0
23;1.0;0.7957988888888891;0.7957988888888891;0.30968222222222225;0.30968222222222225;1.008111;0.000621;10.0;0.800416;0.33;1.05538;1.0;0.8657746664438734;1.0
24;1.0;0.7958022222222223;0.7958022222222223;0.3096811111111111;0.3096811111111111;1.008111;0.000637;10.0;0.800419;0.33;1.05538;1.0;0.8657774399699959;1.0
25;1.0;0.79581;0.79581;0.30967888888888895;0.30967888888888895;1.008111;0.000669;10.0;0.800426;0.33;1.05538;1.0;0.8657839115368222;1.0
26;1.0;0.7958266666666666;0.7958266666666666;0.3096744444444445;0.3096744444444445;1.008111;0.000733;10.0;0.800441;0.33;1.05538;1.0;0.8657977792077086;1.0
27;1.0;0.7958644444444445;0.7958644444444445;0.3096655555555556;0.3096655555555556;1.008111;0.000861;10.0;0.800475;0.33;1.05538;1.0;0.865829212734821;1.0
28;1.0;0.7959066666666668;0.7959066666666668;0.3096566666666667;0.3096566666666667;1.008111;0.000989;10.0;0.800514;0.33;1.05538;1.0;0.8658652690782788;1.0
29;1.0;0.79591;0.79591;0.3096555555555556;0.3096555555555556;1.008111;0.001;10.0;0.800518;0.33;1.05538;1.0;0.8658689671792146;1.0
30;1.0;0.79591;0.79591;0.3096555555555556;0.3096555555555556;1.008111;0.001;10.0;0.800518;0.33;1.05538;1.0;0.8658689671792146;1.0
31;1.0;0.79591;0.79591;0.3096555555555556;0.3096555555555556;1.008111;0.001001;10.0;0.800518;0.33;1.05538;1.0;0.8658689671792146;1.0
