time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-2.860e-08;7.979e-01;-2.824e-08;1.045e+00;1.044e+00;7.500e-01;4.638e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;-2.408e-08;7.979e-01;1.973e-08;1.045e+00;1.044e+00;7.500e-01;-2.505e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;3.797e-01;2.405e-01;-6.248e-01;6.333e-01;-1.645e+00;3.805e-01;3.797e-01;2.165e-01;-5.623e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999995000;3.797e-01;2.405e-01;-6.248e-01;6.333e-01;-1.645e+00;3.805e-01;3.797e-01;2.164e-01;-5.623e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000141000;3.796e-01;2.381e-01;-6.252e-01;6.271e-01;-1.647e+00;3.803e-01;3.796e-01;2.143e-01;-5.627e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000461000;3.796e-01;2.330e-01;-6.262e-01;6.139e-01;-1.650e+00;3.802e-01;3.796e-01;2.097e-01;-5.636e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000605000;3.796e-01;2.309e-01;-6.267e-01;6.081e-01;-1.651e+00;3.802e-01;3.796e-01;2.078e-01;-5.640e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002043000;3.823e-01;2.132e-01;-6.322e-01;5.576e-01;-1.654e+00;3.830e-01;3.823e-01;1.918e-01;-5.690e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003033000;3.870e-01;2.051e-01;-6.374e-01;5.300e-01;-1.647e+00;3.883e-01;3.870e-01;1.846e-01;-5.737e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003161000;3.879e-01;2.044e-01;-6.382e-01;5.269e-01;-1.645e+00;3.893e-01;3.879e-01;1.839e-01;-5.744e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003315000;3.889e-01;2.035e-01;-6.392e-01;5.233e-01;-1.643e+00;3.905e-01;3.889e-01;1.832e-01;-5.753e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
