time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.000000000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.378e-01;1.000e+00
0.000001000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.378e-01;1.000e+00
0.000002000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.378e-01;1.000e+00
0.000004000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.378e-01;1.000e+00
0.000008000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.378e-01;1.000e+00
0.000016000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.378e-01;1.000e+00
0.000032000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.378e-01;1.000e+00
0.000064000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.378e-01;1.000e+00
0.000128000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.247e-01;-3.300e-01;5.378e-01;1.000e+00
0.000256000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.246e-01;-3.300e-01;5.378e-01;1.000e+00
0.000384000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.350e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.246e-01;-3.300e-01;5.378e-01;1.000e+00
0.000640000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.349e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.246e-01;-3.300e-01;5.378e-01;1.000e+00
0.000763000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.349e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.246e-01;-3.300e-01;5.378e-01;1.000e+00
0.000764000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.349e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.246e-01;-3.300e-01;5.378e-01;1.000e+00
0.000765000;1.006e+00;4.232e-01;-3.369e-01;4.207e-01;-3.349e-01;9.978e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;4.246e-01;-3.300e-01;5.378e-01;1.000e+00
