;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
10;2.560e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.164e-01;-3.300e-01;1.035e+00;1.000e+00;8.806e-01;1.000e+00
11;3.200e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.806e-01;1.000e+00
12;3.840e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.806e-01;1.000e+00
13;4.480e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.806e-01;1.000e+00
14;5.120e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.806e-01;1.000e+00
15;5.760e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
16;6.010e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
17;6.020e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
18;6.030e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
19;6.050e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
20;6.090e-04;1.000e+00;7.993e-01;-3.510e-01;7.993e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
21;6.170e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
22;6.330e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
23;6.650e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
24;7.290e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
25;7.730e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
26;7.740e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
27;7.750e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
28;7.770e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
29;7.810e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
30;7.890e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
31;8.050e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
32;8.370e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.165e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
33;9.010e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
34;9.650e-04;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.807e-01;1.000e+00
35;1.000e-03;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
36;1.001e-03;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
37;1.002e-03;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
38;1.004e-03;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
39;1.008e-03;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
40;1.016e-03;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
41;1.032e-03;1.000e+00;7.994e-01;-3.510e-01;7.994e-01;-3.510e-01;8.940e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
42;1.064e-03;1.000e+00;7.995e-01;-3.510e-01;7.995e-01;-3.510e-01;8.939e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
43;1.128e-03;1.000e+00;7.995e-01;-3.510e-01;7.995e-01;-3.510e-01;8.939e-01;1.000e+01;8.166e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
44;1.192e-03;1.000e+00;7.995e-01;-3.510e-01;7.995e-01;-3.510e-01;8.939e-01;1.000e+01;8.167e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
45;1.256e-03;1.000e+00;7.995e-01;-3.510e-01;7.995e-01;-3.510e-01;8.939e-01;1.000e+01;8.167e-01;-3.300e-01;1.035e+00;1.000e+00;8.808e-01;1.000e+00
46;1.320e-03;1.000e+00;7.995e-01;-3.510e-01;7.995e-01;-3.510e-01;8.939e-01;1.000e+01;8.167e-01;-3.300e-01;1.035e+00;1.000e+00;8.809e-01;1.000e+00
47;1.448e-03;1.000e+00;7.996e-01;-3.510e-01;7.996e-01;-3.510e-01;8.939e-01;1.000e+01;8.168e-01;-3.300e-01;1.035e+00;1.000e+00;8.809e-01;1.000e+00
48;1.563e-03;1.000e+00;7.996e-01;-3.511e-01;7.996e-01;-3.511e-01;8.939e-01;1.000e+01;8.168e-01;-3.300e-01;1.035e+00;1.000e+00;8.810e-01;1.000e+00
49;1.679e-03;1.000e+00;7.997e-01;-3.511e-01;7.997e-01;-3.511e-01;8.939e-01;1.000e+01;8.169e-01;-3.300e-01;1.035e+00;1.000e+00;8.810e-01;1.000e+00
50;1.794e-03;1.000e+00;7.997e-01;-3.511e-01;7.997e-01;-3.511e-01;8.939e-01;1.000e+01;8.169e-01;-3.300e-01;1.035e+00;1.000e+00;8.811e-01;1.000e+00
51;1.909e-03;1.000e+00;7.998e-01;-3.511e-01;7.998e-01;-3.511e-01;8.939e-01;1.000e+01;8.170e-01;-3.300e-01;1.035e+00;1.000e+00;8.811e-01;1.000e+00
52;2.024e-03;1.000e+00;7.999e-01;-3.511e-01;7.999e-01;-3.511e-01;8.939e-01;1.000e+01;8.170e-01;-3.300e-01;1.035e+00;1.000e+00;8.812e-01;1.000e+00
53;2.139e-03;1.000e+00;7.999e-01;-3.511e-01;7.999e-01;-3.511e-01;8.939e-01;1.000e+01;8.171e-01;-3.300e-01;1.035e+00;1.000e+00;8.812e-01;1.000e+00
54;2.255e-03;1.000e+00;8.000e-01;-3.511e-01;8.000e-01;-3.511e-01;8.939e-01;1.000e+01;8.172e-01;-3.300e-01;1.035e+00;1.000e+00;8.813e-01;1.000e+00
55;2.370e-03;1.000e+00;8.001e-01;-3.511e-01;8.001e-01;-3.511e-01;8.939e-01;1.000e+01;8.172e-01;-3.300e-01;1.035e+00;1.000e+00;8.814e-01;1.000e+00
56;2.485e-03;1.000e+00;8.001e-01;-3.511e-01;8.001e-01;-3.511e-01;8.939e-01;1.000e+01;8.173e-01;-3.300e-01;1.035e+00;1.000e+00;8.814e-01;1.000e+00
57;2.715e-03;1.000e+00;8.003e-01;-3.511e-01;8.003e-01;-3.511e-01;8.939e-01;1.000e+01;8.175e-01;-3.300e-01;1.035e+00;1.000e+00;8.816e-01;1.000e+00
58;2.923e-03;1.000e+00;8.004e-01;-3.511e-01;8.004e-01;-3.511e-01;8.939e-01;1.000e+01;8.176e-01;-3.300e-01;1.035e+00;1.000e+00;8.817e-01;1.000e+00
59;3.130e-03;1.000e+00;8.006e-01;-3.512e-01;8.006e-01;-3.512e-01;8.939e-01;1.000e+01;8.178e-01;-3.300e-01;1.035e+00;1.000e+00;8.819e-01;1.000e+00
60;3.337e-03;1.000e+00;8.007e-01;-3.512e-01;8.007e-01;-3.512e-01;8.939e-01;1.000e+01;8.180e-01;-3.300e-01;1.035e+00;1.000e+00;8.820e-01;1.000e+00
61;3.545e-03;1.000e+00;8.009e-01;-3.512e-01;8.009e-01;-3.512e-01;8.939e-01;1.000e+01;8.181e-01;-3.300e-01;1.035e+00;1.000e+00;8.822e-01;1.000e+00
62;3.752e-03;1.000e+00;8.011e-01;-3.512e-01;8.011e-01;-3.512e-01;8.939e-01;1.000e+01;8.183e-01;-3.300e-01;1.035e+00;1.000e+00;8.823e-01;1.000e+00
63;3.960e-03;1.000e+00;8.013e-01;-3.512e-01;8.013e-01;-3.512e-01;8.939e-01;1.000e+01;8.185e-01;-3.300e-01;1.035e+00;1.000e+00;8.825e-01;1.000e+00
64;4.167e-03;1.000e+00;8.014e-01;-3.512e-01;8.014e-01;-3.512e-01;8.939e-01;1.000e+01;8.187e-01;-3.300e-01;1.035e+00;1.000e+00;8.827e-01;1.000e+00
65;4.374e-03;1.000e+00;8.016e-01;-3.512e-01;8.016e-01;-3.512e-01;8.939e-01;1.000e+01;8.189e-01;-3.300e-01;1.035e+00;1.000e+00;8.829e-01;1.000e+00
66;4.598e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
67;4.599e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
68;4.600e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
69;4.602e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
70;4.606e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
71;4.614e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
72;4.630e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
73;4.635e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
74;4.636e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
75;4.637e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
76;4.639e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
77;4.643e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.191e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
78;4.651e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.192e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
79;4.667e-03;1.000e+00;8.019e-01;-3.513e-01;8.019e-01;-3.513e-01;8.939e-01;1.000e+01;8.192e-01;-3.300e-01;1.035e+00;1.000e+00;8.831e-01;1.000e+00
80;4.699e-03;1.000e+00;8.020e-01;-3.513e-01;8.020e-01;-3.513e-01;8.939e-01;1.000e+01;8.192e-01;-3.300e-01;1.035e+00;1.000e+00;8.832e-01;1.000e+00
81;4.763e-03;1.000e+00;8.020e-01;-3.513e-01;8.020e-01;-3.513e-01;8.939e-01;1.000e+01;8.193e-01;-3.300e-01;1.035e+00;1.000e+00;8.832e-01;1.000e+00
82;4.891e-03;1.000e+00;8.021e-01;-3.513e-01;8.021e-01;-3.513e-01;8.939e-01;1.000e+01;8.194e-01;-3.300e-01;1.035e+00;1.000e+00;8.833e-01;1.000e+00
83;5.147e-03;1.000e+00;8.024e-01;-3.513e-01;8.024e-01;-3.513e-01;8.939e-01;1.000e+01;8.196e-01;-3.300e-01;1.035e+00;1.000e+00;8.836e-01;1.000e+00
84;5.659e-03;1.000e+00;8.029e-01;-3.513e-01;8.029e-01;-3.513e-01;8.939e-01;1.000e+01;8.202e-01;-3.300e-01;1.035e+00;1.000e+00;8.841e-01;1.000e+00
85;6.171e-03;1.000e+00;8.034e-01;-3.514e-01;8.034e-01;-3.514e-01;8.939e-01;1.000e+01;8.207e-01;-3.300e-01;1.035e+00;1.000e+00;8.845e-01;1.000e+00
86;6.683e-03;1.000e+00;8.039e-01;-3.514e-01;8.039e-01;-3.514e-01;8.939e-01;1.000e+01;8.212e-01;-3.300e-01;1.035e+00;1.000e+00;8.850e-01;1.000e+00
87;7.167e-03;1.000e+00;8.044e-01;-3.514e-01;8.044e-01;-3.514e-01;8.939e-01;1.000e+01;8.217e-01;-3.300e-01;1.035e+00;1.000e+00;8.855e-01;1.000e+00
88;7.168e-03;1.000e+00;8.044e-01;-3.514e-01;8.044e-01;-3.514e-01;8.939e-01;1.000e+01;8.217e-01;-3.300e-01;1.035e+00;1.000e+00;8.855e-01;1.000e+00
89;7.169e-03;1.000e+00;8.044e-01;-3.514e-01;8.044e-01;-3.514e-01;8.939e-01;1.000e+01;8.217e-01;-3.300e-01;1.035e+00;1.000e+00;8.855e-01;1.000e+00
90;7.171e-03;1.000e+00;8.044e-01;-3.514e-01;8.044e-01;-3.514e-01;8.939e-01;1.000e+01;8.217e-01;-3.300e-01;1.035e+00;1.000e+00;8.854e-01;1.000e+00
91;7.175e-03;1.000e+00;8.044e-01;-3.513e-01;8.044e-01;-3.513e-01;8.939e-01;1.000e+01;8.217e-01;-3.299e-01;1.035e+00;1.000e+00;8.854e-01;1.000e+00
92;7.183e-03;1.000e+00;8.044e-01;-3.513e-01;8.044e-01;-3.513e-01;8.939e-01;1.000e+01;8.217e-01;-3.298e-01;1.035e+00;1.000e+00;8.854e-01;1.000e+00
93;7.199e-03;1.000e+00;8.044e-01;-3.511e-01;8.044e-01;-3.511e-01;8.940e-01;1.000e+01;8.217e-01;-3.297e-01;1.035e+00;1.000e+00;8.854e-01;1.000e+00
94;7.231e-03;1.000e+00;8.045e-01;-3.508e-01;8.045e-01;-3.508e-01;8.941e-01;1.000e+01;8.217e-01;-3.293e-01;1.035e+00;1.000e+00;8.853e-01;1.000e+00
95;7.295e-03;1.000e+00;8.045e-01;-3.501e-01;8.045e-01;-3.501e-01;8.943e-01;1.000e+01;8.218e-01;-3.287e-01;1.035e+00;1.000e+00;8.851e-01;1.000e+00
96;7.423e-03;1.000e+00;8.047e-01;-3.488e-01;8.047e-01;-3.488e-01;8.947e-01;1.000e+01;8.219e-01;-3.273e-01;1.035e+00;1.000e+00;8.847e-01;1.000e+00
97;7.679e-03;1.000e+00;8.050e-01;-3.462e-01;8.050e-01;-3.462e-01;8.956e-01;1.000e+01;8.222e-01;-3.247e-01;1.035e+00;1.000e+00;8.840e-01;1.000e+00
98;8.191e-03;1.000e+00;8.056e-01;-3.410e-01;8.056e-01;-3.410e-01;8.972e-01;1.000e+01;8.227e-01;-3.196e-01;1.035e+00;1.000e+00;8.826e-01;1.000e+00
99;8.703e-03;1.000e+00;8.062e-01;-3.361e-01;8.062e-01;-3.361e-01;8.988e-01;1.000e+01;8.232e-01;-3.145e-01;1.035e+00;1.000e+00;8.813e-01;1.000e+00
100;9.727e-03;1.000e+00;8.074e-01;-3.265e-01;8.074e-01;-3.265e-01;9.019e-01;1.000e+01;8.242e-01;-3.049e-01;1.035e+00;1.000e+00;8.788e-01;1.000e+00
101;1.062e-02;1.000e+00;8.084e-01;-3.186e-01;8.084e-01;-3.186e-01;9.044e-01;1.000e+01;8.251e-01;-2.970e-01;1.035e+00;1.000e+00;8.769e-01;1.000e+00
102;1.151e-02;1.000e+00;8.095e-01;-3.111e-01;8.095e-01;-3.111e-01;9.068e-01;1.000e+01;8.260e-01;-2.895e-01;1.035e+00;1.000e+00;8.753e-01;1.000e+00
103;1.224e-02;1.000e+00;8.103e-01;-3.053e-01;8.103e-01;-3.053e-01;9.087e-01;1.000e+01;8.267e-01;-2.836e-01;1.035e+00;1.000e+00;8.740e-01;1.000e+00
104;1.290e-02;1.000e+00;8.110e-01;-3.002e-01;8.110e-01;-3.002e-01;9.103e-01;1.000e+01;8.274e-01;-2.785e-01;1.035e+00;1.000e+00;8.730e-01;1.000e+00
105;1.356e-02;1.000e+00;8.118e-01;-2.953e-01;8.118e-01;-2.953e-01;9.119e-01;1.000e+01;8.281e-01;-2.735e-01;1.035e+00;1.000e+00;8.721e-01;1.000e+00
106;1.422e-02;1.000e+00;8.125e-01;-2.906e-01;8.125e-01;-2.906e-01;9.134e-01;1.000e+01;8.287e-01;-2.688e-01;1.035e+00;1.000e+00;8.712e-01;1.000e+00
107;1.553e-02;1.000e+00;8.140e-01;-2.818e-01;8.140e-01;-2.818e-01;9.163e-01;1.000e+01;8.300e-01;-2.599e-01;1.035e+00;1.000e+00;8.698e-01;1.000e+00
108;1.685e-02;1.000e+00;8.155e-01;-2.736e-01;8.155e-01;-2.736e-01;9.189e-01;1.000e+01;8.314e-01;-2.517e-01;1.035e+00;1.000e+00;8.686e-01;1.000e+00
109;1.817e-02;1.000e+00;8.170e-01;-2.661e-01;8.170e-01;-2.661e-01;9.214e-01;1.000e+01;8.327e-01;-2.441e-01;1.035e+00;1.000e+00;8.677e-01;1.000e+00
110;1.949e-02;1.000e+00;8.184e-01;-2.591e-01;8.184e-01;-2.591e-01;9.236e-01;1.000e+01;8.340e-01;-2.370e-01;1.035e+00;1.000e+00;8.670e-01;1.000e+00
111;2.080e-02;1.000e+00;8.198e-01;-2.527e-01;8.198e-01;-2.527e-01;9.257e-01;1.000e+01;8.353e-01;-2.306e-01;1.035e+00;1.000e+00;8.665e-01;1.000e+00
112;2.212e-02;1.000e+00;8.213e-01;-2.468e-01;8.213e-01;-2.468e-01;9.276e-01;1.000e+01;8.366e-01;-2.246e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
113;2.344e-02;1.000e+00;8.227e-01;-2.414e-01;8.227e-01;-2.414e-01;9.294e-01;1.000e+01;8.379e-01;-2.191e-01;1.035e+00;1.000e+00;8.661e-01;1.000e+00
114;2.476e-02;1.000e+00;8.241e-01;-2.363e-01;8.241e-01;-2.363e-01;9.310e-01;1.000e+01;8.393e-01;-2.140e-01;1.035e+00;1.000e+00;8.661e-01;1.000e+00
115;2.572e-02;1.000e+00;8.251e-01;-2.329e-01;8.251e-01;-2.329e-01;9.321e-01;1.000e+01;8.402e-01;-2.105e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
116;2.572e-02;1.000e+00;8.251e-01;-2.329e-01;8.251e-01;-2.329e-01;9.321e-01;1.000e+01;8.402e-01;-2.105e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
117;2.572e-02;1.000e+00;8.251e-01;-2.329e-01;8.251e-01;-2.329e-01;9.321e-01;1.000e+01;8.402e-01;-2.105e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
118;2.572e-02;1.000e+00;8.251e-01;-2.329e-01;8.251e-01;-2.329e-01;9.321e-01;1.000e+01;8.402e-01;-2.105e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
119;2.573e-02;1.000e+00;8.251e-01;-2.329e-01;8.251e-01;-2.329e-01;9.321e-01;1.000e+01;8.402e-01;-2.105e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
120;2.574e-02;1.000e+00;8.251e-01;-2.328e-01;8.251e-01;-2.328e-01;9.321e-01;1.000e+01;8.402e-01;-2.105e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
121;2.575e-02;1.000e+00;8.252e-01;-2.328e-01;8.252e-01;-2.328e-01;9.321e-01;1.000e+01;8.403e-01;-2.104e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
122;2.578e-02;1.000e+00;8.252e-01;-2.327e-01;8.252e-01;-2.327e-01;9.322e-01;1.000e+01;8.403e-01;-2.103e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
123;2.585e-02;1.000e+00;8.253e-01;-2.324e-01;8.253e-01;-2.324e-01;9.323e-01;1.000e+01;8.403e-01;-2.101e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
124;2.598e-02;1.000e+00;8.254e-01;-2.320e-01;8.254e-01;-2.320e-01;9.324e-01;1.000e+01;8.405e-01;-2.096e-01;1.035e+00;1.000e+00;8.662e-01;1.000e+00
125;2.623e-02;1.000e+00;8.257e-01;-2.312e-01;8.257e-01;-2.312e-01;9.327e-01;1.000e+01;8.407e-01;-2.088e-01;1.035e+00;1.000e+00;8.663e-01;1.000e+00
126;2.674e-02;1.000e+00;8.262e-01;-2.295e-01;8.262e-01;-2.295e-01;9.332e-01;1.000e+01;8.412e-01;-2.071e-01;1.035e+00;1.000e+00;8.664e-01;1.000e+00
127;2.760e-02;1.000e+00;8.271e-01;-2.269e-01;8.271e-01;-2.269e-01;9.341e-01;1.000e+01;8.421e-01;-2.044e-01;1.035e+00;1.000e+00;8.666e-01;1.000e+00
128;2.761e-02;1.000e+00;8.271e-01;-2.269e-01;8.271e-01;-2.269e-01;9.341e-01;1.000e+01;8.421e-01;-2.044e-01;1.035e+00;1.000e+00;8.666e-01;1.000e+00
129;2.761e-02;1.000e+00;8.271e-01;-2.269e-01;8.271e-01;-2.269e-01;9.341e-01;1.000e+01;8.421e-01;-2.044e-01;1.035e+00;1.000e+00;8.666e-01;1.000e+00
