time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
20.000700000;1.043e+00;8.323e-01;-3.046e-03;7.978e-01;-2.919e-03;1.044e+00;1.043e+00;7.491e-01;-2.741e-03;1.000e+01;8.335e-01;-4.438e-03;7.977e-01;1.190e-02
20.000828000;1.043e+00;8.321e-01;-3.574e-03;7.978e-01;-3.427e-03;1.043e+00;1.043e+00;7.489e-01;-3.217e-03;1.000e+01;8.335e-01;-4.438e-03;7.977e-01;1.138e-02
20.000956000;1.043e+00;8.320e-01;-4.096e-03;7.978e-01;-3.927e-03;1.043e+00;1.043e+00;7.488e-01;-3.686e-03;1.000e+01;8.335e-01;-4.438e-03;7.977e-01;1.087e-02
20.001084000;1.043e+00;8.318e-01;-4.608e-03;7.978e-01;-4.419e-03;1.043e+00;1.043e+00;7.486e-01;-4.147e-03;1.000e+01;8.335e-01;-4.438e-03;7.977e-01;1.037e-02
20.001212000;1.042e+00;8.316e-01;-5.112e-03;7.978e-01;-4.904e-03;1.043e+00;1.042e+00;7.485e-01;-4.601e-03;1.000e+01;8.335e-01;-4.438e-03;7.977e-01;9.872e-03
20.001340000;1.042e+00;8.315e-01;-5.609e-03;7.978e-01;-5.382e-03;1.043e+00;1.042e+00;7.483e-01;-5.048e-03;1.000e+01;8.335e-01;-4.438e-03;7.977e-01;9.384e-03
20.001468000;1.042e+00;8.313e-01;-6.097e-03;7.978e-01;-5.851e-03;1.042e+00;1.042e+00;7.482e-01;-5.487e-03;1.000e+01;8.335e-01;-4.438e-03;7.977e-01;8.905e-03
20.001596000;1.042e+00;8.311e-01;-6.576e-03;7.978e-01;-6.311e-03;1.042e+00;1.042e+00;7.480e-01;-5.918e-03;1.000e+01;8.335e-01;-4.438e-03;7.977e-01;8.434e-03
20.001852000;1.041e+00;8.308e-01;-7.508e-03;7.977e-01;-7.209e-03;1.042e+00;1.041e+00;7.478e-01;-6.757e-03;1.000e+01;8.335e-01;-4.438e-03;7.977e-01;7.517e-03
20.002082000;1.041e+00;8.306e-01;-8.316e-03;7.977e-01;-7.987e-03;1.041e+00;1.041e+00;7.475e-01;-7.484e-03;1.000e+01;8.335e-01;-4.438e-03;7.978e-01;6.722e-03
20.002313000;1.041e+00;8.303e-01;-9.094e-03;7.977e-01;-8.738e-03;1.041e+00;1.041e+00;7.473e-01;-8.185e-03;1.000e+01;8.335e-01;-4.438e-03;7.978e-01;5.955e-03
20.002543000;1.041e+00;8.301e-01;-9.844e-03;7.977e-01;-9.461e-03;1.041e+00;1.041e+00;7.471e-01;-8.860e-03;1.000e+01;8.335e-01;-4.438e-03;7.978e-01;5.218e-03
20.002774000;1.040e+00;8.298e-01;-1.056e-02;7.977e-01;-1.016e-02;1.040e+00;1.040e+00;7.469e-01;-9.508e-03;1.000e+01;8.335e-01;-4.438e-03;7.978e-01;4.509e-03
20.003004000;1.040e+00;8.296e-01;-1.125e-02;7.977e-01;-1.082e-02;1.040e+00;1.040e+00;7.467e-01;-1.013e-02;1.000e+01;8.335e-01;-4.438e-03;7.978e-01;3.829e-03
20.003234000;1.040e+00;8.294e-01;-1.192e-02;7.977e-01;-1.146e-02;1.040e+00;1.040e+00;7.465e-01;-1.072e-02;1.000e+01;8.335e-01;-4.438e-03;7.978e-01;3.178e-03
20.003465000;1.039e+00;8.292e-01;-1.255e-02;7.977e-01;-1.207e-02;1.040e+00;1.039e+00;7.463e-01;-1.129e-02;1.000e+01;8.335e-01;-4.438e-03;7.978e-01;2.557e-03
20.003695000;1.039e+00;8.290e-01;-1.315e-02;7.977e-01;-1.265e-02;1.039e+00;1.039e+00;7.461e-01;-1.183e-02;1.000e+01;8.335e-01;-4.438e-03;7.978e-01;1.966e-03
20.003926000;1.039e+00;8.289e-01;-1.372e-02;7.977e-01;-1.320e-02;1.039e+00;1.039e+00;7.460e-01;-1.235e-02;1.000e+01;8.335e-01;-4.438e-03;7.978e-01;1.403e-03
20.004156000;1.039e+00;8.287e-01;-1.426e-02;7.977e-01;-1.372e-02;1.039e+00;1.039e+00;7.458e-01;-1.283e-02;1.000e+01;8.335e-01;-4.438e-03;7.979e-01;8.701e-04
20.004386000;1.039e+00;8.285e-01;-1.477e-02;7.977e-01;-1.422e-02;1.039e+00;1.039e+00;7.457e-01;-1.329e-02;1.000e+01;8.335e-01;-4.438e-03;7.979e-01;3.661e-04
20.004617000;1.038e+00;8.284e-01;-1.525e-02;7.978e-01;-1.469e-02;1.038e+00;1.038e+00;7.456e-01;-1.372e-02;1.000e+01;8.335e-01;-4.438e-03;7.979e-01;-1.099e-04
20.004847000;1.038e+00;8.283e-01;-1.570e-02;7.978e-01;-1.513e-02;1.038e+00;1.038e+00;7.454e-01;-1.413e-02;1.000e+01;8.335e-01;-4.438e-03;7.979e-01;-5.569e-04
20.005078000;1.038e+00;8.281e-01;-1.613e-02;7.978e-01;-1.554e-02;1.038e+00;1.038e+00;7.453e-01;-1.452e-02;1.000e+01;8.335e-01;-4.438e-03;7.979e-01;-9.759e-04
20.005308000;1.038e+00;8.280e-01;-1.652e-02;7.978e-01;-1.592e-02;1.038e+00;1.038e+00;7.452e-01;-1.487e-02;1.000e+01;8.335e-01;-4.438e-03;7.980e-01;-1.368e-03
20.005538000;1.038e+00;8.279e-01;-1.689e-02;7.978e-01;-1.628e-02;1.038e+00;1.038e+00;7.451e-01;-1.520e-02;1.000e+01;8.335e-01;-4.438e-03;7.980e-01;-1.732e-03
20.005769000;1.038e+00;8.278e-01;-1.723e-02;7.979e-01;-1.661e-02;1.038e+00;1.038e+00;7.451e-01;-1.551e-02;1.000e+01;8.335e-01;-4.438e-03;7.980e-01;-2.069e-03
20.005999000;1.037e+00;8.278e-01;-1.755e-02;7.979e-01;-1.691e-02;1.037e+00;1.037e+00;7.450e-01;-1.579e-02;1.000e+01;8.335e-01;-4.438e-03;7.981e-01;-2.380e-03
20.006230000;1.037e+00;8.277e-01;-1.784e-02;7.979e-01;-1.719e-02;1.037e+00;1.037e+00;7.449e-01;-1.605e-02;1.000e+01;8.335e-01;-4.438e-03;7.981e-01;-2.665e-03
20.006460000;1.037e+00;8.276e-01;-1.810e-02;7.979e-01;-1.745e-02;1.037e+00;1.037e+00;7.449e-01;-1.629e-02;1.000e+01;8.335e-01;-4.438e-03;7.981e-01;-2.925e-03
20.006690000;1.037e+00;8.276e-01;-1.833e-02;7.980e-01;-1.768e-02;1.037e+00;1.037e+00;7.448e-01;-1.650e-02;1.000e+01;8.335e-01;-4.438e-03;7.981e-01;-3.160e-03
20.006921000;1.037e+00;8.276e-01;-1.855e-02;7.980e-01;-1.789e-02;1.037e+00;1.037e+00;7.448e-01;-1.669e-02;1.000e+01;8.335e-01;-4.438e-03;7.982e-01;-3.370e-03
20.007151000;1.037e+00;8.275e-01;-1.874e-02;7.980e-01;-1.807e-02;1.037e+00;1.037e+00;7.448e-01;-1.686e-02;1.000e+01;8.335e-01;-4.438e-03;7.982e-01;-3.558e-03
20.007382000;1.037e+00;8.275e-01;-1.890e-02;7.981e-01;-1.823e-02;1.037e+00;1.037e+00;7.448e-01;-1.701e-02;1.000e+01;8.335e-01;-4.438e-03;7.983e-01;-3.723e-03
20.007612000;1.037e+00;8.275e-01;-1.905e-02;7.981e-01;-1.837e-02;1.037e+00;1.037e+00;7.448e-01;-1.714e-02;1.000e+01;8.335e-01;-4.438e-03;7.983e-01;-3.865e-03
20.007842000;1.037e+00;8.275e-01;-1.917e-02;7.981e-01;-1.849e-02;1.037e+00;1.037e+00;7.447e-01;-1.725e-02;1.000e+01;8.335e-01;-4.438e-03;7.983e-01;-3.986e-03
20.008073000;1.037e+00;8.275e-01;-1.927e-02;7.982e-01;-1.858e-02;1.037e+00;1.037e+00;7.448e-01;-1.734e-02;1.000e+01;8.335e-01;-4.438e-03;7.984e-01;-4.086e-03
20.008303000;1.037e+00;8.275e-01;-1.935e-02;7.982e-01;-1.866e-02;1.037e+00;1.037e+00;7.448e-01;-1.741e-02;1.000e+01;8.335e-01;-4.438e-03;7.984e-01;-4.167e-03
20.008534000;1.037e+00;8.275e-01;-1.941e-02;7.983e-01;-1.872e-02;1.037e+00;1.037e+00;7.448e-01;-1.747e-02;1.000e+01;8.335e-01;-4.438e-03;7.985e-01;-4.228e-03
20.008764000;1.037e+00;8.276e-01;-1.945e-02;7.983e-01;-1.876e-02;1.037e+00;1.037e+00;7.448e-01;-1.750e-02;1.000e+01;8.335e-01;-4.438e-03;7.985e-01;-4.270e-03
20.008994000;1.037e+00;8.276e-01;-1.947e-02;7.983e-01;-1.878e-02;1.037e+00;1.037e+00;7.448e-01;-1.753e-02;1.000e+01;8.335e-01;-4.438e-03;7.986e-01;-4.295e-03
20.009225000;1.037e+00;8.276e-01;-1.948e-02;7.984e-01;-1.879e-02;1.037e+00;1.037e+00;7.449e-01;-1.753e-02;1.000e+01;8.335e-01;-4.438e-03;7.986e-01;-4.302e-03
20.009455000;1.037e+00;8.277e-01;-1.947e-02;7.984e-01;-1.878e-02;1.037e+00;1.037e+00;7.449e-01;-1.752e-02;1.000e+01;8.335e-01;-4.438e-03;7.986e-01;-4.293e-03
20.009686000;1.037e+00;8.277e-01;-1.944e-02;7.985e-01;-1.876e-02;1.037e+00;1.037e+00;7.450e-01;-1.750e-02;1.000e+01;8.335e-01;-4.438e-03;7.987e-01;-4.268e-03
20.009916000;1.037e+00;8.278e-01;-1.940e-02;7.985e-01;-1.872e-02;1.037e+00;1.037e+00;7.450e-01;-1.746e-02;1.000e+01;8.335e-01;-4.438e-03;7.987e-01;-4.229e-03
20.010146000;1.037e+00;8.279e-01;-1.935e-02;7.986e-01;-1.866e-02;1.037e+00;1.037e+00;7.451e-01;-1.741e-02;1.000e+01;8.335e-01;-4.438e-03;7.988e-01;-4.175e-03
20.010377000;1.037e+00;8.279e-01;-1.928e-02;7.986e-01;-1.860e-02;1.037e+00;1.037e+00;7.452e-01;-1.735e-02;1.000e+01;8.335e-01;-4.438e-03;7.988e-01;-4.109e-03
20.010607000;1.037e+00;8.280e-01;-1.920e-02;7.987e-01;-1.852e-02;1.037e+00;1.037e+00;7.452e-01;-1.728e-02;1.000e+01;8.335e-01;-4.438e-03;7.989e-01;-4.029e-03
20.010838000;1.037e+00;8.281e-01;-1.910e-02;7.987e-01;-1.843e-02;1.037e+00;1.037e+00;7.453e-01;-1.719e-02;1.000e+01;8.335e-01;-4.438e-03;7.989e-01;-3.937e-03
20.011068000;1.037e+00;8.282e-01;-1.900e-02;7.988e-01;-1.832e-02;1.037e+00;1.037e+00;7.454e-01;-1.710e-02;1.000e+01;8.335e-01;-4.438e-03;7.990e-01;-3.835e-03
20.011298000;1.037e+00;8.283e-01;-1.888e-02;7.988e-01;-1.821e-02;1.037e+00;1.037e+00;7.454e-01;-1.699e-02;1.000e+01;8.335e-01;-4.438e-03;7.990e-01;-3.722e-03
20.011529000;1.037e+00;8.284e-01;-1.876e-02;7.989e-01;-1.809e-02;1.037e+00;1.037e+00;7.455e-01;-1.688e-02;1.000e+01;8.335e-01;-4.438e-03;7.991e-01;-3.599e-03
20.011759000;1.037e+00;8.285e-01;-1.862e-02;7.989e-01;-1.796e-02;1.037e+00;1.037e+00;7.456e-01;-1.676e-02;1.000e+01;8.335e-01;-4.438e-03;7.991e-01;-3.467e-03
20.011990000;1.037e+00;8.286e-01;-1.848e-02;7.990e-01;-1.782e-02;1.037e+00;1.037e+00;7.457e-01;-1.663e-02;1.000e+01;8.335e-01;-4.438e-03;7.992e-01;-3.326e-03
20.012220000;1.037e+00;8.287e-01;-1.833e-02;7.991e-01;-1.767e-02;1.037e+00;1.037e+00;7.458e-01;-1.649e-02;1.000e+01;8.335e-01;-4.438e-03;7.992e-01;-3.178e-03
20.012450000;1.037e+00;8.288e-01;-1.817e-02;7.991e-01;-1.752e-02;1.037e+00;1.037e+00;7.459e-01;-1.635e-02;1.000e+01;8.335e-01;-4.438e-03;7.993e-01;-3.023e-03
20.012681000;1.037e+00;8.289e-01;-1.800e-02;7.992e-01;-1.736e-02;1.037e+00;1.037e+00;7.460e-01;-1.620e-02;1.000e+01;8.335e-01;-4.438e-03;7.993e-01;-2.861e-03
20.012911000;1.037e+00;8.290e-01;-1.783e-02;7.992e-01;-1.719e-02;1.037e+00;1.037e+00;7.461e-01;-1.605e-02;1.000e+01;8.335e-01;-4.438e-03;7.994e-01;-2.693e-03
20.013142000;1.037e+00;8.291e-01;-1.766e-02;7.993e-01;-1.702e-02;1.037e+00;1.037e+00;7.462e-01;-1.589e-02;1.000e+01;8.335e-01;-4.438e-03;7.994e-01;-2.521e-03
20.013372000;1.037e+00;8.292e-01;-1.748e-02;7.993e-01;-1.685e-02;1.037e+00;1.037e+00;7.463e-01;-1.573e-02;1.000e+01;8.335e-01;-4.438e-03;7.995e-01;-2.343e-03
20.013602000;1.037e+00;8.293e-01;-1.729e-02;7.994e-01;-1.667e-02;1.037e+00;1.037e+00;7.464e-01;-1.556e-02;1.000e+01;8.335e-01;-4.438e-03;7.995e-01;-2.162e-03
20.013833000;1.038e+00;8.294e-01;-1.711e-02;7.994e-01;-1.649e-02;1.038e+00;1.038e+00;7.465e-01;-1.540e-02;1.000e+01;8.335e-01;-4.438e-03;7.996e-01;-1.977e-03
20.014063000;1.038e+00;8.295e-01;-1.691e-02;7.995e-01;-1.630e-02;1.038e+00;1.038e+00;7.466e-01;-1.522e-02;1.000e+01;8.335e-01;-4.438e-03;7.996e-01;-1.789e-03
20.014294000;1.038e+00;8.296e-01;-1.672e-02;7.995e-01;-1.611e-02;1.038e+00;1.038e+00;7.467e-01;-1.505e-02;1.000e+01;8.335e-01;-4.438e-03;7.997e-01;-1.599e-03
20.014524000;1.038e+00;8.298e-01;-1.653e-02;7.996e-01;-1.592e-02;1.038e+00;1.038e+00;7.468e-01;-1.487e-02;1.000e+01;8.335e-01;-4.438e-03;7.997e-01;-1.407e-03
20.014754000;1.038e+00;8.299e-01;-1.633e-02;7.996e-01;-1.573e-02;1.038e+00;1.038e+00;7.469e-01;-1.470e-02;1.000e+01;8.335e-01;-4.438e-03;7.998e-01;-1.214e-03
20.014985000;1.038e+00;8.300e-01;-1.613e-02;7.997e-01;-1.554e-02;1.038e+00;1.038e+00;7.470e-01;-1.452e-02;1.000e+01;8.335e-01;-4.438e-03;7.998e-01;-1.019e-03
20.015215000;1.038e+00;8.301e-01;-1.593e-02;7.997e-01;-1.535e-02;1.038e+00;1.038e+00;7.471e-01;-1.434e-02;1.000e+01;8.335e-01;-4.438e-03;7.999e-01;-8.249e-04
20.015446000;1.038e+00;8.302e-01;-1.574e-02;7.998e-01;-1.516e-02;1.038e+00;1.038e+00;7.472e-01;-1.416e-02;1.000e+01;8.335e-01;-4.438e-03;7.999e-01;-6.299e-04
20.015676000;1.038e+00;8.303e-01;-1.554e-02;7.998e-01;-1.497e-02;1.038e+00;1.038e+00;7.473e-01;-1.398e-02;1.000e+01;8.335e-01;-4.438e-03;8.000e-01;-4.349e-04
20.015906000;1.038e+00;8.304e-01;-1.534e-02;7.999e-01;-1.478e-02;1.038e+00;1.038e+00;7.474e-01;-1.381e-02;1.000e+01;8.335e-01;-4.438e-03;8.000e-01;-2.409e-04
20.016137000;1.038e+00;8.305e-01;-1.515e-02;7.999e-01;-1.459e-02;1.038e+00;1.038e+00;7.475e-01;-1.363e-02;1.000e+01;8.335e-01;-4.438e-03;8.001e-01;-4.887e-05
20.016367000;1.038e+00;8.307e-01;-1.495e-02;8.000e-01;-1.440e-02;1.038e+00;1.038e+00;7.476e-01;-1.346e-02;1.000e+01;8.335e-01;-4.438e-03;8.001e-01;1.431e-04
20.016598000;1.038e+00;8.308e-01;-1.476e-02;8.000e-01;-1.422e-02;1.038e+00;1.038e+00;7.477e-01;-1.329e-02;1.000e+01;8.335e-01;-4.438e-03;8.002e-01;3.321e-04
20.016828000;1.038e+00;8.309e-01;-1.457e-02;8.001e-01;-1.403e-02;1.039e+00;1.038e+00;7.478e-01;-1.312e-02;1.000e+01;8.335e-01;-4.438e-03;8.002e-01;5.191e-04
20.017058000;1.039e+00;8.310e-01;-1.439e-02;8.001e-01;-1.385e-02;1.039e+00;1.039e+00;7.479e-01;-1.295e-02;1.000e+01;8.335e-01;-4.438e-03;8.003e-01;7.041e-04
20.017289000;1.039e+00;8.311e-01;-1.420e-02;8.002e-01;-1.367e-02;1.039e+00;1.039e+00;7.480e-01;-1.278e-02;1.000e+01;8.335e-01;-4.438e-03;8.003e-01;8.861e-04
20.017519000;1.039e+00;8.312e-01;-1.402e-02;8.002e-01;-1.350e-02;1.039e+00;1.039e+00;7.481e-01;-1.262e-02;1.000e+01;8.335e-01;-4.438e-03;8.003e-01;1.065e-03
20.017750000;1.039e+00;8.313e-01;-1.384e-02;8.003e-01;-1.333e-02;1.039e+00;1.039e+00;7.481e-01;-1.246e-02;1.000e+01;8.335e-01;-4.438e-03;8.004e-01;1.241e-03
20.017980000;1.039e+00;8.314e-01;-1.367e-02;8.003e-01;-1.316e-02;1.039e+00;1.039e+00;7.482e-01;-1.230e-02;1.000e+01;8.335e-01;-4.438e-03;8.004e-01;1.413e-03
20.018210000;1.039e+00;8.315e-01;-1.350e-02;8.004e-01;-1.299e-02;1.039e+00;1.039e+00;7.483e-01;-1.215e-02;1.000e+01;8.335e-01;-4.438e-03;8.005e-01;1.582e-03
20.018441000;1.039e+00;8.316e-01;-1.333e-02;8.004e-01;-1.283e-02;1.039e+00;1.039e+00;7.484e-01;-1.200e-02;1.000e+01;8.335e-01;-4.438e-03;8.005e-01;1.746e-03
20.018902000;1.039e+00;8.317e-01;-1.302e-02;8.005e-01;-1.253e-02;1.039e+00;1.039e+00;7.486e-01;-1.171e-02;1.000e+01;8.335e-01;-4.438e-03;8.006e-01;2.063e-03
20.019316000;1.039e+00;8.319e-01;-1.274e-02;8.005e-01;-1.226e-02;1.039e+00;1.039e+00;7.487e-01;-1.147e-02;1.000e+01;8.335e-01;-4.438e-03;8.006e-01;2.334e-03
20.019731000;1.039e+00;8.320e-01;-1.249e-02;8.006e-01;-1.202e-02;1.039e+00;1.039e+00;7.488e-01;-1.124e-02;1.000e+01;8.335e-01;-4.438e-03;8.007e-01;2.590e-03
20.020146000;1.039e+00;8.322e-01;-1.225e-02;8.007e-01;-1.178e-02;1.039e+00;1.039e+00;7.490e-01;-1.102e-02;1.000e+01;8.335e-01;-4.438e-03;8.008e-01;2.830e-03
20.020560000;1.039e+00;8.323e-01;-1.202e-02;8.007e-01;-1.157e-02;1.040e+00;1.039e+00;7.491e-01;-1.082e-02;1.000e+01;8.335e-01;-4.438e-03;8.008e-01;3.055e-03
20.020975000;1.040e+00;8.324e-01;-1.182e-02;8.008e-01;-1.137e-02;1.040e+00;1.040e+00;7.492e-01;-1.064e-02;1.000e+01;8.335e-01;-4.438e-03;8.009e-01;3.263e-03
20.021390000;1.040e+00;8.325e-01;-1.163e-02;8.008e-01;-1.118e-02;1.040e+00;1.040e+00;7.493e-01;-1.046e-02;1.000e+01;8.335e-01;-4.438e-03;8.009e-01;3.456e-03
20.021805000;1.040e+00;8.326e-01;-1.145e-02;8.009e-01;-1.102e-02;1.040e+00;1.040e+00;7.494e-01;-1.031e-02;1.000e+01;8.335e-01;-4.438e-03;8.010e-01;3.632e-03
20.022219000;1.040e+00;8.327e-01;-1.130e-02;8.009e-01;-1.086e-02;1.040e+00;1.040e+00;7.495e-01;-1.017e-02;1.000e+01;8.335e-01;-4.438e-03;8.010e-01;3.792e-03
20.022634000;1.040e+00;8.328e-01;-1.116e-02;8.010e-01;-1.073e-02;1.040e+00;1.040e+00;7.495e-01;-1.004e-02;1.000e+01;8.335e-01;-4.438e-03;8.010e-01;3.936e-03
20.023049000;1.040e+00;8.329e-01;-1.103e-02;8.010e-01;-1.061e-02;1.040e+00;1.040e+00;7.496e-01;-9.929e-03;1.000e+01;8.335e-01;-4.438e-03;8.011e-01;4.064e-03
20.023464000;1.040e+00;8.330e-01;-1.092e-02;8.011e-01;-1.050e-02;1.040e+00;1.040e+00;7.497e-01;-9.831e-03;1.000e+01;8.335e-01;-4.438e-03;8.011e-01;4.177e-03
20.023878000;1.040e+00;8.330e-01;-1.083e-02;8.011e-01;-1.042e-02;1.040e+00;1.040e+00;7.497e-01;-9.748e-03;1.000e+01;8.335e-01;-4.438e-03;8.012e-01;4.275e-03
20.024293000;1.040e+00;8.331e-01;-1.075e-02;8.011e-01;-1.034e-02;1.040e+00;1.040e+00;7.498e-01;-9.678e-03;1.000e+01;8.335e-01;-4.438e-03;8.012e-01;4.359e-03
20.024708000;1.040e+00;8.331e-01;-1.069e-02;8.012e-01;-1.028e-02;1.040e+00;1.040e+00;7.498e-01;-9.621e-03;1.000e+01;8.335e-01;-4.438e-03;8.012e-01;4.429e-03
20.025122000;1.040e+00;8.332e-01;-1.064e-02;8.012e-01;-1.023e-02;1.040e+00;1.040e+00;7.499e-01;-9.577e-03;1.000e+01;8.335e-01;-4.438e-03;8.012e-01;4.485e-03
20.025537000;1.040e+00;8.332e-01;-1.060e-02;8.012e-01;-1.020e-02;1.040e+00;1.040e+00;7.499e-01;-9.544e-03;1.000e+01;8.335e-01;-4.438e-03;8.013e-01;4.529e-03
20.025952000;1.040e+00;8.333e-01;-1.058e-02;8.012e-01;-1.017e-02;1.040e+00;1.040e+00;7.499e-01;-9.522e-03;1.000e+01;8.335e-01;-4.438e-03;8.013e-01;4.561e-03
20.026367000;1.040e+00;8.333e-01;-1.057e-02;8.013e-01;-1.016e-02;1.040e+00;1.040e+00;7.500e-01;-9.510e-03;1.000e+01;8.335e-01;-4.438e-03;8.013e-01;4.581e-03
20.026781000;1.040e+00;8.333e-01;-1.057e-02;8.013e-01;-1.016e-02;1.040e+00;1.040e+00;7.500e-01;-9.509e-03;1.000e+01;8.335e-01;-4.438e-03;8.013e-01;4.591e-03
20.027196000;1.040e+00;8.333e-01;-1.057e-02;8.013e-01;-1.017e-02;1.040e+00;1.040e+00;7.500e-01;-9.516e-03;1.000e+01;8.335e-01;-4.438e-03;8.014e-01;4.592e-03
20.027611000;1.040e+00;8.333e-01;-1.059e-02;8.013e-01;-1.018e-02;1.040e+00;1.040e+00;7.500e-01;-9.532e-03;1.000e+01;8.335e-01;-4.438e-03;8.014e-01;4.583e-03
20.028025000;1.040e+00;8.333e-01;-1.062e-02;8.013e-01;-1.021e-02;1.040e+00;1.040e+00;7.500e-01;-9.556e-03;1.000e+01;8.335e-01;-4.438e-03;8.014e-01;4.566e-03
20.028440000;1.040e+00;8.333e-01;-1.065e-02;8.014e-01;-1.024e-02;1.040e+00;1.040e+00;7.500e-01;-9.586e-03;1.000e+01;8.335e-01;-4.438e-03;8.014e-01;4.541e-03
20.029684000;1.040e+00;8.333e-01;-1.079e-02;8.014e-01;-1.038e-02;1.040e+00;1.040e+00;7.500e-01;-9.712e-03;1.000e+01;8.335e-01;-4.438e-03;8.014e-01;4.429e-03
20.030099000;1.040e+00;8.333e-01;-1.085e-02;8.014e-01;-1.043e-02;1.040e+00;1.040e+00;7.500e-01;-9.763e-03;1.000e+01;8.335e-01;-4.438e-03;8.015e-01;4.381e-03
20.030928000;1.040e+00;8.333e-01;-1.097e-02;8.014e-01;-1.055e-02;1.040e+00;1.040e+00;7.500e-01;-9.876e-03;1.000e+01;8.335e-01;-4.438e-03;8.015e-01;4.274e-03
20.031343000;1.040e+00;8.333e-01;-1.104e-02;8.014e-01;-1.062e-02;1.040e+00;1.040e+00;7.500e-01;-9.937e-03;1.000e+01;8.335e-01;-4.438e-03;8.015e-01;4.216e-03
