time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
20.018727000;1.057e+00;8.418e-01;3.134e-02;7.965e-01;2.965e-02;1.057e+00;7.576e-01;2.820e-02;1.000e+01;8.335e-01;1.097e+00;7.958e-01;-4.439e-02
20.019239000;1.057e+00;8.418e-01;3.175e-02;7.964e-01;3.004e-02;1.057e+00;7.576e-01;2.858e-02;1.000e+01;8.335e-01;1.097e+00;7.957e-01;-4.477e-02
20.020775000;1.057e+00;8.418e-01;3.290e-02;7.961e-01;3.112e-02;1.057e+00;7.576e-01;2.961e-02;1.000e+01;8.335e-01;1.097e+00;7.954e-01;-4.583e-02
20.021287000;1.058e+00;8.418e-01;3.326e-02;7.960e-01;3.144e-02;1.058e+00;7.576e-01;2.993e-02;1.000e+01;8.335e-01;1.097e+00;7.953e-01;-4.615e-02
20.021799000;1.058e+00;8.418e-01;3.359e-02;7.959e-01;3.176e-02;1.058e+00;7.576e-01;3.024e-02;1.000e+01;8.335e-01;1.097e+00;7.951e-01;-4.646e-02
20.022311000;1.058e+00;8.418e-01;3.392e-02;7.958e-01;3.206e-02;1.058e+00;7.576e-01;3.053e-02;1.000e+01;8.335e-01;1.097e+00;7.950e-01;-4.676e-02
20.022823000;1.058e+00;8.418e-01;3.423e-02;7.956e-01;3.235e-02;1.058e+00;7.576e-01;3.081e-02;1.000e+01;8.335e-01;1.097e+00;7.949e-01;-4.704e-02
20.023335000;1.058e+00;8.417e-01;3.453e-02;7.955e-01;3.263e-02;1.058e+00;7.576e-01;3.107e-02;1.000e+01;8.335e-01;1.097e+00;7.948e-01;-4.731e-02
20.023847000;1.058e+00;8.417e-01;3.481e-02;7.954e-01;3.290e-02;1.058e+00;7.575e-01;3.133e-02;1.000e+01;8.335e-01;1.097e+00;7.947e-01;-4.757e-02
20.024359000;1.058e+00;8.417e-01;3.509e-02;7.953e-01;3.315e-02;1.058e+00;7.575e-01;3.158e-02;1.000e+01;8.335e-01;1.097e+00;7.945e-01;-4.782e-02
20.024871000;1.058e+00;8.416e-01;3.535e-02;7.952e-01;3.339e-02;1.058e+00;7.575e-01;3.181e-02;1.000e+01;8.335e-01;1.097e+00;7.944e-01;-4.805e-02
20.025383000;1.059e+00;8.416e-01;3.560e-02;7.950e-01;3.363e-02;1.059e+00;7.574e-01;3.204e-02;1.000e+01;8.335e-01;1.097e+00;7.943e-01;-4.828e-02
20.025895000;1.059e+00;8.415e-01;3.583e-02;7.949e-01;3.385e-02;1.059e+00;7.574e-01;3.225e-02;1.000e+01;8.335e-01;1.097e+00;7.942e-01;-4.850e-02
20.026407000;1.059e+00;8.415e-01;3.606e-02;7.948e-01;3.406e-02;1.059e+00;7.573e-01;3.246e-02;1.000e+01;8.335e-01;1.097e+00;7.940e-01;-4.870e-02
20.026919000;1.059e+00;8.414e-01;3.628e-02;7.947e-01;3.426e-02;1.059e+00;7.573e-01;3.265e-02;1.000e+01;8.335e-01;1.097e+00;7.939e-01;-4.890e-02
20.027431000;1.059e+00;8.414e-01;3.649e-02;7.945e-01;3.446e-02;1.059e+00;7.572e-01;3.284e-02;1.000e+01;8.335e-01;1.097e+00;7.938e-01;-4.908e-02
20.027943000;1.059e+00;8.413e-01;3.669e-02;7.944e-01;3.464e-02;1.059e+00;7.572e-01;3.302e-02;1.000e+01;8.335e-01;1.097e+00;7.936e-01;-4.926e-02
20.028455000;1.059e+00;8.412e-01;3.687e-02;7.943e-01;3.482e-02;1.059e+00;7.571e-01;3.319e-02;1.000e+01;8.335e-01;1.097e+00;7.935e-01;-4.943e-02
20.028967000;1.059e+00;8.412e-01;3.705e-02;7.942e-01;3.498e-02;1.059e+00;7.571e-01;3.335e-02;1.000e+01;8.335e-01;1.097e+00;7.934e-01;-4.959e-02
20.029479000;1.059e+00;8.411e-01;3.723e-02;7.940e-01;3.514e-02;1.059e+00;7.570e-01;3.350e-02;1.000e+01;8.335e-01;1.097e+00;7.933e-01;-4.974e-02
20.029991000;1.059e+00;8.410e-01;3.739e-02;7.939e-01;3.530e-02;1.059e+00;7.569e-01;3.365e-02;1.000e+01;8.335e-01;1.097e+00;7.931e-01;-4.989e-02
20.030503000;1.059e+00;8.410e-01;3.755e-02;7.938e-01;3.544e-02;1.059e+00;7.569e-01;3.379e-02;1.000e+01;8.335e-01;1.097e+00;7.930e-01;-5.003e-02
20.031503000;1.060e+00;8.408e-01;3.783e-02;7.935e-01;3.570e-02;1.060e+00;7.567e-01;3.405e-02;1.000e+01;8.335e-01;1.097e+00;7.928e-01;-5.028e-02
20.032403000;1.060e+00;8.406e-01;3.806e-02;7.933e-01;3.592e-02;1.060e+00;7.566e-01;3.425e-02;1.000e+01;8.335e-01;1.097e+00;7.925e-01;-5.048e-02
20.033303000;1.060e+00;8.405e-01;3.827e-02;7.931e-01;3.611e-02;1.060e+00;7.564e-01;3.445e-02;1.000e+01;8.335e-01;1.097e+00;7.923e-01;-5.067e-02
20.034203000;1.060e+00;8.403e-01;3.846e-02;7.929e-01;3.629e-02;1.060e+00;7.563e-01;3.462e-02;1.000e+01;8.335e-01;1.097e+00;7.921e-01;-5.083e-02
20.035103000;1.060e+00;8.402e-01;3.864e-02;7.927e-01;3.646e-02;1.060e+00;7.562e-01;3.478e-02;1.000e+01;8.335e-01;1.097e+00;7.919e-01;-5.099e-02
20.036003000;1.060e+00;8.400e-01;3.880e-02;7.925e-01;3.660e-02;1.060e+00;7.560e-01;3.492e-02;1.000e+01;8.335e-01;1.097e+00;7.917e-01;-5.112e-02
20.036903000;1.060e+00;8.399e-01;3.894e-02;7.923e-01;3.674e-02;1.060e+00;7.559e-01;3.505e-02;1.000e+01;8.335e-01;1.097e+00;7.915e-01;-5.125e-02
20.037803000;1.060e+00;8.397e-01;3.908e-02;7.921e-01;3.686e-02;1.060e+00;7.557e-01;3.517e-02;1.000e+01;8.335e-01;1.097e+00;7.912e-01;-5.136e-02
20.038703000;1.060e+00;8.395e-01;3.919e-02;7.918e-01;3.697e-02;1.060e+00;7.556e-01;3.527e-02;1.000e+01;8.335e-01;1.097e+00;7.910e-01;-5.146e-02
20.039603000;1.060e+00;8.394e-01;3.930e-02;7.916e-01;3.707e-02;1.060e+00;7.554e-01;3.537e-02;1.000e+01;8.335e-01;1.097e+00;7.908e-01;-5.154e-02
20.040503000;1.060e+00;8.392e-01;3.940e-02;7.915e-01;3.715e-02;1.060e+00;7.553e-01;3.546e-02;1.000e+01;8.335e-01;1.097e+00;7.906e-01;-5.162e-02
20.041403000;1.060e+00;8.390e-01;3.948e-02;7.913e-01;3.723e-02;1.060e+00;7.551e-01;3.553e-02;1.000e+01;8.335e-01;1.097e+00;7.904e-01;-5.169e-02
20.042303000;1.060e+00;8.389e-01;3.956e-02;7.911e-01;3.730e-02;1.060e+00;7.550e-01;3.560e-02;1.000e+01;8.335e-01;1.097e+00;7.903e-01;-5.175e-02
20.043203000;1.060e+00;8.387e-01;3.963e-02;7.909e-01;3.737e-02;1.060e+00;7.548e-01;3.566e-02;1.000e+01;8.335e-01;1.097e+00;7.901e-01;-5.181e-02
20.044103000;1.060e+00;8.385e-01;3.969e-02;7.907e-01;3.742e-02;1.060e+00;7.547e-01;3.572e-02;1.000e+01;8.335e-01;1.097e+00;7.899e-01;-5.185e-02
20.045003000;1.061e+00;8.384e-01;3.974e-02;7.905e-01;3.747e-02;1.061e+00;7.545e-01;3.577e-02;1.000e+01;8.335e-01;1.097e+00;7.897e-01;-5.189e-02
20.045903000;1.061e+00;8.382e-01;3.979e-02;7.903e-01;3.752e-02;1.061e+00;7.544e-01;3.581e-02;1.000e+01;8.335e-01;1.097e+00;7.895e-01;-5.193e-02
20.046803000;1.061e+00;8.381e-01;3.983e-02;7.902e-01;3.755e-02;1.061e+00;7.543e-01;3.585e-02;1.000e+01;8.335e-01;1.097e+00;7.894e-01;-5.196e-02
20.047703000;1.061e+00;8.379e-01;3.987e-02;7.900e-01;3.759e-02;1.061e+00;7.541e-01;3.588e-02;1.000e+01;8.335e-01;1.097e+00;7.892e-01;-5.198e-02
20.048603000;1.061e+00;8.378e-01;3.990e-02;7.899e-01;3.762e-02;1.061e+00;7.540e-01;3.591e-02;1.000e+01;8.335e-01;1.097e+00;7.890e-01;-5.200e-02
20.049503000;1.061e+00;8.376e-01;3.993e-02;7.897e-01;3.764e-02;1.061e+00;7.538e-01;3.593e-02;1.000e+01;8.335e-01;1.097e+00;7.889e-01;-5.202e-02
20.050403000;1.061e+00;8.375e-01;3.995e-02;7.895e-01;3.766e-02;1.061e+00;7.537e-01;3.595e-02;1.000e+01;8.335e-01;1.097e+00;7.887e-01;-5.203e-02
20.051303000;1.061e+00;8.373e-01;3.997e-02;7.894e-01;3.768e-02;1.061e+00;7.536e-01;3.597e-02;1.000e+01;8.335e-01;1.097e+00;7.886e-01;-5.205e-02
20.052203000;1.061e+00;8.372e-01;3.999e-02;7.892e-01;3.770e-02;1.061e+00;7.535e-01;3.599e-02;1.000e+01;8.335e-01;1.097e+00;7.884e-01;-5.205e-02
20.053103000;1.061e+00;8.370e-01;4.000e-02;7.891e-01;3.771e-02;1.061e+00;7.533e-01;3.600e-02;1.000e+01;8.335e-01;1.097e+00;7.883e-01;-5.206e-02
20.054103000;1.061e+00;8.369e-01;4.001e-02;7.890e-01;3.772e-02;1.061e+00;7.532e-01;3.601e-02;1.000e+01;8.335e-01;1.097e+00;7.881e-01;-5.206e-02
20.055103000;1.061e+00;8.368e-01;4.003e-02;7.888e-01;3.773e-02;1.061e+00;7.531e-01;3.602e-02;1.000e+01;8.335e-01;1.097e+00;7.880e-01;-5.207e-02
20.056103000;1.061e+00;8.366e-01;4.003e-02;7.887e-01;3.774e-02;1.061e+00;7.530e-01;3.603e-02;1.000e+01;8.335e-01;1.097e+00;7.879e-01;-5.207e-02
20.057103000;1.061e+00;8.365e-01;4.004e-02;7.885e-01;3.774e-02;1.061e+00;7.528e-01;3.604e-02;1.000e+01;8.335e-01;1.097e+00;7.877e-01;-5.207e-02
20.058103000;1.061e+00;8.363e-01;4.005e-02;7.884e-01;3.775e-02;1.061e+00;7.527e-01;3.604e-02;1.000e+01;8.335e-01;1.097e+00;7.876e-01;-5.206e-02
20.059103000;1.061e+00;8.362e-01;4.005e-02;7.883e-01;3.775e-02;1.061e+00;7.526e-01;3.604e-02;1.000e+01;8.335e-01;1.097e+00;7.875e-01;-5.206e-02
20.060103000;1.061e+00;8.361e-01;4.005e-02;7.881e-01;3.775e-02;1.061e+00;7.525e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.873e-01;-5.205e-02
20.068103000;1.061e+00;8.353e-01;4.005e-02;7.873e-01;3.775e-02;1.061e+00;7.517e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.865e-01;-5.201e-02
20.069103000;1.061e+00;8.352e-01;4.005e-02;7.872e-01;3.775e-02;1.061e+00;7.517e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.864e-01;-5.201e-02
20.070103000;1.061e+00;8.351e-01;4.005e-02;7.871e-01;3.775e-02;1.061e+00;7.516e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.863e-01;-5.200e-02
20.071103000;1.061e+00;8.350e-01;4.005e-02;7.871e-01;3.775e-02;1.061e+00;7.515e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.862e-01;-5.200e-02
20.072103000;1.061e+00;8.349e-01;4.005e-02;7.870e-01;3.775e-02;1.061e+00;7.514e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.862e-01;-5.199e-02
20.073103000;1.061e+00;8.349e-01;4.005e-02;7.869e-01;3.775e-02;1.061e+00;7.514e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.861e-01;-5.199e-02
20.074103000;1.061e+00;8.348e-01;4.006e-02;7.868e-01;3.775e-02;1.061e+00;7.513e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.860e-01;-5.199e-02
20.075103000;1.061e+00;8.347e-01;4.006e-02;7.868e-01;3.776e-02;1.061e+00;7.513e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.860e-01;-5.199e-02
20.076103000;1.061e+00;8.347e-01;4.006e-02;7.867e-01;3.776e-02;1.061e+00;7.512e-01;3.605e-02;1.000e+01;8.335e-01;1.097e+00;7.859e-01;-5.198e-02
20.077103000;1.061e+00;8.346e-01;4.006e-02;7.866e-01;3.776e-02;1.061e+00;7.511e-01;3.606e-02;1.000e+01;8.335e-01;1.097e+00;7.858e-01;-5.198e-02
20.078103000;1.061e+00;8.345e-01;4.007e-02;7.866e-01;3.776e-02;1.061e+00;7.511e-01;3.606e-02;1.000e+01;8.335e-01;1.097e+00;7.858e-01;-5.198e-02
20.079103000;1.061e+00;8.345e-01;4.007e-02;7.865e-01;3.777e-02;1.061e+00;7.510e-01;3.606e-02;1.000e+01;8.335e-01;1.097e+00;7.857e-01;-5.198e-02
20.080103000;1.061e+00;8.344e-01;4.007e-02;7.865e-01;3.777e-02;1.061e+00;7.510e-01;3.607e-02;1.000e+01;8.335e-01;1.097e+00;7.857e-01;-5.198e-02
20.081103000;1.061e+00;8.344e-01;4.008e-02;7.864e-01;3.777e-02;1.061e+00;7.509e-01;3.607e-02;1.000e+01;8.335e-01;1.097e+00;7.856e-01;-5.199e-02
20.082103000;1.061e+00;8.343e-01;4.008e-02;7.864e-01;3.778e-02;1.061e+00;7.509e-01;3.608e-02;1.000e+01;8.335e-01;1.097e+00;7.856e-01;-5.199e-02
20.083103000;1.061e+00;8.343e-01;4.009e-02;7.863e-01;3.778e-02;1.061e+00;7.509e-01;3.608e-02;1.000e+01;8.335e-01;1.097e+00;7.855e-01;-5.199e-02
20.084103000;1.061e+00;8.342e-01;4.010e-02;7.863e-01;3.779e-02;1.061e+00;7.508e-01;3.609e-02;1.000e+01;8.335e-01;1.097e+00;7.855e-01;-5.199e-02
20.085103000;1.061e+00;8.342e-01;4.010e-02;7.862e-01;3.780e-02;1.061e+00;7.508e-01;3.609e-02;1.000e+01;8.335e-01;1.097e+00;7.854e-01;-5.200e-02
20.086103000;1.061e+00;8.342e-01;4.011e-02;7.862e-01;3.780e-02;1.061e+00;7.507e-01;3.610e-02;1.000e+01;8.335e-01;1.097e+00;7.854e-01;-5.200e-02
20.087103000;1.061e+00;8.341e-01;4.012e-02;7.861e-01;3.781e-02;1.061e+00;7.507e-01;3.610e-02;1.000e+01;8.335e-01;1.097e+00;7.853e-01;-5.201e-02
20.088103000;1.061e+00;8.341e-01;4.012e-02;7.861e-01;3.782e-02;1.061e+00;7.507e-01;3.611e-02;1.000e+01;8.335e-01;1.097e+00;7.853e-01;-5.201e-02
20.089103000;1.061e+00;8.341e-01;4.013e-02;7.861e-01;3.782e-02;1.061e+00;7.506e-01;3.612e-02;1.000e+01;8.335e-01;1.097e+00;7.853e-01;-5.202e-02
20.090103000;1.061e+00;8.340e-01;4.014e-02;7.860e-01;3.783e-02;1.061e+00;7.506e-01;3.613e-02;1.000e+01;8.335e-01;1.097e+00;7.852e-01;-5.202e-02
20.092103000;1.061e+00;8.340e-01;4.016e-02;7.860e-01;3.785e-02;1.061e+00;7.506e-01;3.614e-02;1.000e+01;8.335e-01;1.097e+00;7.851e-01;-5.204e-02
20.093103000;1.061e+00;8.339e-01;4.017e-02;7.859e-01;3.786e-02;1.061e+00;7.505e-01;3.615e-02;1.000e+01;8.335e-01;1.097e+00;7.851e-01;-5.205e-02
20.095103000;1.061e+00;8.339e-01;4.019e-02;7.859e-01;3.788e-02;1.061e+00;7.505e-01;3.617e-02;1.000e+01;8.335e-01;1.097e+00;7.851e-01;-5.206e-02
20.096103000;1.061e+00;8.339e-01;4.020e-02;7.858e-01;3.789e-02;1.061e+00;7.505e-01;3.618e-02;1.000e+01;8.335e-01;1.097e+00;7.850e-01;-5.207e-02
20.097103000;1.061e+00;8.338e-01;4.022e-02;7.858e-01;3.790e-02;1.061e+00;7.504e-01;3.619e-02;1.000e+01;8.335e-01;1.097e+00;7.850e-01;-5.208e-02
20.099103000;1.061e+00;8.338e-01;4.024e-02;7.858e-01;3.792e-02;1.061e+00;7.504e-01;3.622e-02;1.000e+01;8.335e-01;1.097e+00;7.850e-01;-5.210e-02
20.100103000;1.061e+00;8.338e-01;4.025e-02;7.857e-01;3.793e-02;1.061e+00;7.504e-01;3.623e-02;1.000e+01;8.335e-01;1.097e+00;7.849e-01;-5.211e-02
20.101103000;1.061e+00;8.337e-01;4.027e-02;7.857e-01;3.795e-02;1.061e+00;7.504e-01;3.624e-02;1.000e+01;8.335e-01;1.097e+00;7.849e-01;-5.212e-02
20.102103000;1.061e+00;8.337e-01;4.028e-02;7.857e-01;3.796e-02;1.061e+00;7.504e-01;3.625e-02;1.000e+01;8.335e-01;1.097e+00;7.849e-01;-5.213e-02
20.103103000;1.061e+00;8.337e-01;4.029e-02;7.857e-01;3.797e-02;1.061e+00;7.503e-01;3.626e-02;1.000e+01;8.335e-01;1.097e+00;7.849e-01;-5.214e-02
20.104103000;1.061e+00;8.337e-01;4.031e-02;7.857e-01;3.798e-02;1.061e+00;7.503e-01;3.628e-02;1.000e+01;8.335e-01;1.097e+00;7.848e-01;-5.215e-02
