time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;2.318e-08;7.979e-01;7.969e-09;1.044e+00;7.500e-01;2.444e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;1.368e-08;7.979e-01;2.336e-08;1.044e+00;7.500e-01;9.566e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;2.215e-01;1.316e-01;-4.512e-01;5.942e-01;-2.037e+00;2.215e-01;1.185e-01;-4.061e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000026000;2.215e-01;1.316e-01;-4.512e-01;5.942e-01;-2.037e+00;2.215e-01;1.184e-01;-4.061e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000506000;2.211e-01;1.315e-01;-4.505e-01;5.950e-01;-2.038e+00;2.211e-01;1.184e-01;-4.055e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001227000;2.207e-01;1.318e-01;-4.499e-01;5.973e-01;-2.038e+00;2.207e-01;1.187e-01;-4.049e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001667000;2.206e-01;1.323e-01;-4.497e-01;5.995e-01;-2.038e+00;2.206e-01;1.190e-01;-4.047e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001923000;2.207e-01;1.326e-01;-4.497e-01;6.010e-01;-2.038e+00;2.207e-01;1.194e-01;-4.047e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002371000;2.209e-01;1.335e-01;-4.499e-01;6.040e-01;-2.036e+00;2.209e-01;1.201e-01;-4.049e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002435000;2.210e-01;1.336e-01;-4.499e-01;6.045e-01;-2.036e+00;2.210e-01;1.202e-01;-4.049e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002563000;2.211e-01;1.339e-01;-4.500e-01;6.055e-01;-2.036e+00;2.211e-01;1.205e-01;-4.050e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.002755000;2.213e-01;1.343e-01;-4.502e-01;6.071e-01;-2.035e+00;2.213e-01;1.209e-01;-4.052e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005257000;2.259e-01;1.426e-01;-4.559e-01;6.314e-01;-2.018e+00;2.259e-01;1.284e-01;-4.103e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005412000;2.263e-01;1.432e-01;-4.564e-01;6.327e-01;-2.017e+00;2.263e-01;1.289e-01;-4.108e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.005644000;2.269e-01;1.440e-01;-4.573e-01;6.344e-01;-2.015e+00;2.269e-01;1.296e-01;-4.115e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.006472000;2.293e-01;1.462e-01;-4.606e-01;6.377e-01;-2.009e+00;2.293e-01;1.316e-01;-4.145e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.007162000;2.315e-01;1.475e-01;-4.638e-01;6.372e-01;-2.003e+00;2.315e-01;1.328e-01;-4.174e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.007437000;2.324e-01;1.479e-01;-4.652e-01;6.361e-01;-2.001e+00;2.324e-01;1.331e-01;-4.187e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.013120000;2.512e-01;1.520e-01;-4.930e-01;6.049e-01;-1.963e+00;2.512e-01;1.368e-01;-4.437e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.017732000;2.639e-01;1.536e-01;-5.111e-01;5.820e-01;-1.937e+00;2.639e-01;1.383e-01;-4.600e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.019524000;2.682e-01;1.539e-01;-5.171e-01;5.736e-01;-1.928e+00;2.682e-01;1.385e-01;-4.654e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.020292000;2.700e-01;1.539e-01;-5.195e-01;5.701e-01;-1.924e+00;2.700e-01;1.385e-01;-4.676e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.022852000;2.753e-01;1.539e-01;-5.269e-01;5.588e-01;-1.913e+00;2.753e-01;1.385e-01;-4.742e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.026692000;2.823e-01;1.534e-01;-5.362e-01;5.433e-01;-1.899e+00;2.823e-01;1.380e-01;-4.825e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.027972000;2.843e-01;1.531e-01;-5.389e-01;5.386e-01;-1.895e+00;2.843e-01;1.378e-01;-4.850e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.030532000;2.880e-01;1.526e-01;-5.437e-01;5.298e-01;-1.888e+00;2.880e-01;1.373e-01;-4.893e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
