time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0444419866399348;0.8333495026331345;0.7978818529044454;-4.057116350742752e-07;1.6698175546152855e-07;10.0001646236161;0.8082636937593112;0.020608960763589698;1.0449675111213463;1.0000196542540742;0.8085110582069317;0.9999964603167439
1e-06;1.0444419726475218;0.8333494604683277;0.797881819506875;-4.075480014332968e-07;1.6484119821718535e-07;10.00016448015177;0.8082637062203187;0.0206089618466705;1.0449674786110432;1.000019553020376;0.8085110962203793;0.9999964964519931
2e-06;1.0444419578389144;0.8333494149399616;0.7978817834027713;-4.0953695664576487e-07;1.625541978476179e-07;10.000164324694321;0.8082637196887309;0.020608962988198292;1.0449674435884042;1.000019443848294;0.8085111370013135;0.9999965352930124
4e-06;1.044441942348268;0.8333493658302277;0.7978817444314984;-4.117008402101801e-07;1.6013922631476626e-07;10.000164155516389;0.8082637343549833;0.020608964157915893;1.0449674059035798;1.0000193261982198;0.808511180559888;0.9999965769202818
8e-06;1.0444419263556877;0.8333493129834398;0.7978817025175887;-4.1406115692291556e-07;1.5762903224251464e-07;10.000163971088583;0.8082637505241914;0.020608965312055604;1.0449673654353102;1.0000191996167052;0.808511226773633;0.9999966213585745
1.6e-05;1.0444419101191;0.8333492562642668;0.7978816576181209;-4.1663018003069325e-07;1.5506434021985834e-07;10.000163770276096;0.8082637685723195;0.020608966403225026;1.0449673220968336;1.000019063706012;0.8085112753919678;0.9999966685098413
3.2e-05;1.0444418939876319;0.8333491954931695;0.7978816096632981;-4.194110406310194e-07;1.524867400867378e-07;10.000163551592411;0.8082637888575014;0.020608967390960044;1.044967275845742;1.000018918138716;0.8085113261172497;0.9999967181288447
6.4e-05;1.0444418784169716;0.8333491303794531;0.797881558525396;-4.2240550280583456e-07;1.4993411891300096e-07;10.000163312446299;0.8082638116699561;0.020608968244299173;1.04496722667748;1.0000187627559907;0.8085113786234962;0.9999967699488111
0.000128;1.0444418639604616;0.8333490605046027;0.7978815040550628;-4.256186911141245e-07;1.4743966051266747e-07;10.000163049312457;0.8082638372777426;0.020608968942376838;1.0449671745846598;1.0000185975505476;0.8085114325235804;0.9999968238203311
0.000256;1.044441851195054;0.833348985414941;0.7978814461603515;-4.290565114820154e-07;1.4503811269820925e-07;10.000162758337806;0.8082638659867859;0.02060896948071761;1.0449671195236998;1.0000184225181024;0.8085114873868492;0.9999968796999413
