time;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_Voltage;NetworkFrequencyPu;Synch_Gen_GEN_RotorSpeedPu;Synch_Gen_GEN_RotorAngle;Synch_Gen_GEN_InternalAngle;Synch_Gen_GEN_AVRSetpointPu;Synch_Gen_GEN_MagnitudeControlledByAVRPu;Synch_Gen_GEN_NetworkFrequencyPu
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
0.0;4.409197;1.344138;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
1e-06;4.409197;1.344137;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
1e-06;4.409197;1.344137;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
1e-06;4.409197;1.344136;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057104;1.0
1e-06;4.409197;1.344136;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
2e-06;4.409198;1.344136;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
2e-06;4.409198;1.344135;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
2e-06;4.409198;1.344135;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
2e-06;4.409198;1.344134;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
3e-06;4.409198;1.344134;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
3e-06;4.409199;1.344133;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
3e-06;4.409199;1.344133;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
3e-06;4.409199;1.344133;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
4e-06;4.409199;1.344132;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
4e-06;4.409199;1.344132;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
4e-06;4.4092;1.344131;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
4e-06;4.4092;1.344131;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
5e-06;4.4092;1.344131;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
5e-06;4.4092;1.34413;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
5e-06;4.4092;1.34413;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
5e-06;4.4092;1.344129;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
6e-06;4.409201;1.344129;1.0121340013357916;1.0;1.0;0.850152;0.694531;1.094454;1.057103;1.0
