time;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_Voltage;NetworkFrequencyPu;Synch_Gen_GEN_RotorSpeedPu;Synch_Gen_GEN_RotorAngle;Synch_Gen_GEN_InternalAngle;Synch_Gen_GEN_AVRSetpointPu;Synch_Gen_GEN_MagnitudeControlledByAVRPu;Synch_Gen_GEN_NetworkFrequencyPu
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.465961;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
0.0;4.368826;0.46596;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
1e-06;4.368826;0.46596;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
1e-06;4.368827;0.465959;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
1e-06;4.368827;0.465958;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
1e-06;4.368827;0.465958;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
2e-06;4.368827;0.465957;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
2e-06;4.368827;0.465957;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
2e-06;4.368828;0.465956;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
2e-06;4.368828;0.465956;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
2e-06;4.368828;0.465955;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
3e-06;4.368828;0.465954;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
3e-06;4.368828;0.465954;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
3e-06;4.368829;0.465953;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
3e-06;4.368829;0.465953;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
4e-06;4.368829;0.465952;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
4e-06;4.368829;0.465951;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
4e-06;4.368829;0.465951;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
4e-06;4.368829;0.46595;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
4e-06;4.36883;0.46595;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
5e-06;4.36883;0.465949;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
5e-06;4.36883;0.465948;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
5e-06;4.36883;0.465948;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
5e-06;4.36883;0.465947;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
6e-06;4.368831;0.465947;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
6e-06;4.368831;0.465946;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
6e-06;4.368831;0.465945;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
6e-06;4.368831;0.465945;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
7e-06;4.368831;0.465944;1.0036467786073944;1.0;1.0;1.035952;0.876709;1.066472;1.025707;1.0
