time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.333e-01;0.000e+00;7.979e-01;0.000e+00;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;0.000e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996;1.044e+00;8.333e-01;2.256e-08;7.979e-01;-2.253e-07;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;6.986e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.000000;1.044e+00;8.333e-01;2.254e-08;7.979e-01;-2.254e-07;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;6.986e-07;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.006068;1.044e+00;8.333e-01;-5.207e-08;7.979e-01;-2.826e-07;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;6.666e-07;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.007068;1.044e+00;8.333e-01;-6.622e-08;7.978e-01;-2.911e-07;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;6.546e-07;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.008068;1.044e+00;8.333e-01;1.031e-06;7.978e-01;7.650e-07;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;1.641e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.009068;1.044e+00;8.333e-01;1.017e-06;7.978e-01;7.579e-07;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.499e-01;1.625e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.010068;1.044e+00;8.333e-01;2.114e-06;7.978e-01;1.816e-06;1.044e+00;1.058e+00;8.073e-01;4.237e-02;1.044e+00;7.499e-01;2.608e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.011068;1.044e+00;8.332e-01;4.323e-06;7.978e-01;3.938e-06;1.044e+00;1.058e+00;8.073e-01;4.237e-02;1.044e+00;7.499e-01;4.588e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.012068;1.044e+00;8.332e-01;5.423e-06;7.977e-01;4.998e-06;1.044e+00;1.058e+00;8.073e-01;4.237e-02;1.044e+00;7.499e-01;5.567e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.013068;1.044e+00;8.332e-01;7.634e-06;7.977e-01;7.123e-06;1.044e+00;1.058e+00;8.073e-01;4.236e-02;1.044e+00;7.499e-01;7.543e-06;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.014068;1.044e+00;8.331e-01;1.096e-05;7.977e-01;1.031e-05;1.044e+00;1.058e+00;8.072e-01;4.236e-02;1.044e+00;7.498e-01;1.052e-05;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.015068;1.044e+00;8.331e-01;1.428e-05;7.976e-01;1.350e-05;1.044e+00;1.058e+00;8.072e-01;4.236e-02;1.044e+00;7.498e-01;1.349e-05;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.016068;1.044e+00;8.330e-01;1.762e-05;7.976e-01;1.669e-05;1.044e+00;1.058e+00;8.071e-01;4.236e-02;1.044e+00;7.497e-01;1.646e-05;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.017068;1.044e+00;8.330e-01;2.205e-05;7.975e-01;2.096e-05;1.044e+00;1.058e+00;8.071e-01;4.236e-02;1.044e+00;7.497e-01;2.043e-05;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.018068;1.044e+00;8.329e-01;2.650e-05;7.974e-01;2.521e-05;1.044e+00;1.058e+00;8.070e-01;4.236e-02;1.044e+00;7.496e-01;2.439e-05;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.019068;1.044e+00;8.329e-01;3.095e-05;7.974e-01;2.948e-05;1.045e+00;1.058e+00;8.069e-01;4.236e-02;1.044e+00;7.496e-01;2.836e-05;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.020068;1.045e+00;8.328e-01;3.651e-05;7.973e-01;3.479e-05;1.045e+00;1.058e+00;8.069e-01;4.235e-02;1.045e+00;7.495e-01;3.332e-05;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
