time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.333e-01;0.000e+00;7.979e-01;-0.000e+00;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;0.000e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.989996;1.044e+00;8.333e-01;4.667e-07;7.979e-01;-5.087e-07;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;1.221e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.990000;1.044e+00;8.333e-01;4.527e-07;7.979e-01;-5.011e-07;1.044e+00;1.058e+00;8.074e-01;4.237e-02;1.044e+00;7.500e-01;1.189e-07;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.991032;9.906e-01;7.904e-01;-6.484e-04;7.979e-01;-6.555e-04;9.905e-01;1.004e+00;8.074e-01;4.372e-02;9.906e-01;7.114e-01;-5.839e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.024e+01;5.024e+01
19.992062;9.369e-01;7.478e-01;-1.727e-03;7.982e-01;-1.844e-03;9.365e-01;9.505e-01;8.076e-01;4.478e-02;9.369e-01;6.730e-01;-1.554e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.035e+01;5.035e+01
19.992830;8.968e-01;7.162e-01;-2.419e-03;7.986e-01;-2.698e-03;8.962e-01;9.104e-01;8.080e-01;4.581e-02;8.968e-01;6.446e-01;-2.177e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.040e+01;5.040e+01
19.993029;8.864e-01;7.080e-01;-2.566e-03;7.988e-01;-2.895e-03;8.857e-01;9.000e-01;8.081e-01;4.613e-02;8.864e-01;6.372e-01;-2.309e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.041e+01;5.041e+01
19.993285;8.730e-01;6.976e-01;-2.731e-03;7.990e-01;-3.129e-03;8.723e-01;8.867e-01;8.083e-01;4.658e-02;8.730e-01;6.278e-01;-2.458e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.043e+01;5.043e+01
19.993541;8.597e-01;6.872e-01;-2.871e-03;7.993e-01;-3.341e-03;8.588e-01;8.733e-01;8.086e-01;4.708e-02;8.597e-01;6.184e-01;-2.584e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.044e+01;5.044e+01
19.993797;8.463e-01;6.767e-01;-2.982e-03;7.996e-01;-3.525e-03;8.454e-01;8.600e-01;8.089e-01;4.764e-02;8.463e-01;6.091e-01;-2.684e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.046e+01;5.046e+01
19.994053;8.330e-01;6.664e-01;-3.067e-03;8.000e-01;-3.683e-03;8.320e-01;8.466e-01;8.092e-01;4.825e-02;8.330e-01;5.997e-01;-2.760e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.047e+01;5.047e+01
19.994309;8.196e-01;6.560e-01;-3.123e-03;8.004e-01;-3.812e-03;8.187e-01;8.333e-01;8.096e-01;4.891e-02;8.196e-01;5.904e-01;-2.811e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.049e+01;5.049e+01
19.994565;8.063e-01;6.457e-01;-3.151e-03;8.009e-01;-3.909e-03;8.053e-01;8.200e-01;8.100e-01;4.964e-02;8.063e-01;5.811e-01;-2.836e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.051e+01;5.051e+01
19.994821;7.929e-01;6.354e-01;-3.153e-03;8.014e-01;-3.977e-03;7.920e-01;8.067e-01;8.104e-01;5.043e-02;7.929e-01;5.719e-01;-2.838e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.052e+01;5.052e+01
19.995077;7.795e-01;6.251e-01;-3.129e-03;8.019e-01;-4.014e-03;7.786e-01;7.933e-01;8.109e-01;5.129e-02;7.795e-01;5.626e-01;-2.816e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.054e+01;5.054e+01
19.995333;7.662e-01;6.149e-01;-3.078e-03;8.025e-01;-4.017e-03;7.653e-01;7.800e-01;8.115e-01;5.222e-02;7.662e-01;5.534e-01;-2.770e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.056e+01;5.056e+01
19.995589;7.528e-01;6.047e-01;-3.003e-03;8.032e-01;-3.989e-03;7.519e-01;7.667e-01;8.121e-01;5.321e-02;7.528e-01;5.442e-01;-2.703e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.058e+01;5.058e+01
19.995845;7.395e-01;5.945e-01;-2.906e-03;8.039e-01;-3.929e-03;7.386e-01;7.534e-01;8.128e-01;5.429e-02;7.395e-01;5.350e-01;-2.615e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.059e+01;5.059e+01
19.996101;7.261e-01;5.843e-01;-2.786e-03;8.047e-01;-3.836e-03;7.253e-01;7.401e-01;8.135e-01;5.543e-02;7.261e-01;5.259e-01;-2.507e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.061e+01;5.061e+01
19.996357;7.128e-01;5.742e-01;-2.646e-03;8.056e-01;-3.712e-03;7.120e-01;7.268e-01;8.142e-01;5.666e-02;7.128e-01;5.168e-01;-2.381e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.063e+01;5.063e+01
19.996613;6.994e-01;5.641e-01;-2.487e-03;8.065e-01;-3.555e-03;6.987e-01;7.135e-01;8.151e-01;5.796e-02;6.994e-01;5.077e-01;-2.238e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.066e+01;5.066e+01
19.996869;6.861e-01;5.540e-01;-2.311e-03;8.075e-01;-3.369e-03;6.854e-01;7.002e-01;8.160e-01;5.935e-02;6.861e-01;4.986e-01;-2.080e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.068e+01;5.068e+01
19.997125;6.727e-01;5.439e-01;-2.119e-03;8.086e-01;-3.150e-03;6.721e-01;6.869e-01;8.169e-01;6.083e-02;6.727e-01;4.895e-01;-1.907e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.070e+01;5.070e+01
19.997466;6.549e-01;5.305e-01;-1.787e-03;8.101e-01;-2.728e-03;6.544e-01;6.692e-01;8.183e-01;6.302e-02;6.549e-01;4.775e-01;-1.608e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.073e+01;5.073e+01
19.997722;6.416e-01;5.205e-01;-1.398e-03;8.113e-01;-2.179e-03;6.411e-01;6.560e-01;8.194e-01;6.497e-02;6.416e-01;4.685e-01;-1.258e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.076e+01;5.076e+01
