time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.000e+00;7.983e-01;-1.708e-01;7.983e-01;-1.708e-01;9.517e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000001000;1.000e+00;7.983e-01;-1.708e-01;7.983e-01;-1.708e-01;9.517e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000002000;1.000e+00;7.983e-01;-1.708e-01;7.983e-01;-1.708e-01;9.517e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000004000;1.000e+00;7.983e-01;-1.709e-01;7.983e-01;-1.709e-01;9.517e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000008000;1.000e+00;7.983e-01;-1.711e-01;7.983e-01;-1.711e-01;9.516e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000016000;1.000e+00;7.983e-01;-1.715e-01;7.983e-01;-1.715e-01;9.515e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000032000;1.000e+00;7.984e-01;-1.722e-01;7.984e-01;-1.722e-01;9.513e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000064000;1.000e+00;7.985e-01;-1.736e-01;7.985e-01;-1.736e-01;9.508e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000095000;1.000e+00;7.986e-01;-1.750e-01;7.986e-01;-1.750e-01;9.504e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000096000;1.000e+00;7.986e-01;-1.750e-01;7.986e-01;-1.750e-01;9.504e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000097000;1.000e+00;7.986e-01;-1.750e-01;7.986e-01;-1.750e-01;9.504e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000099000;1.000e+00;7.986e-01;-1.751e-01;7.986e-01;-1.751e-01;9.503e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000103000;1.000e+00;7.986e-01;-1.753e-01;7.986e-01;-1.753e-01;9.503e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000111000;1.000e+00;7.986e-01;-1.757e-01;7.986e-01;-1.757e-01;9.502e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000127000;1.000e+00;7.987e-01;-1.764e-01;7.987e-01;-1.764e-01;9.499e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000159000;1.000e+00;7.988e-01;-1.778e-01;7.988e-01;-1.778e-01;9.495e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000223000;1.000e+00;7.989e-01;-1.805e-01;7.989e-01;-1.805e-01;9.486e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000351000;1.000e+00;7.992e-01;-1.860e-01;7.992e-01;-1.860e-01;9.469e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.000607000;1.000e+00;7.997e-01;-1.966e-01;7.997e-01;-1.966e-01;9.434e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.001119000;1.000e+00;8.001e-01;-2.169e-01;8.001e-01;-2.169e-01;9.369e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.001580000;1.000e+00;7.999e-01;-2.341e-01;7.999e-01;-2.341e-01;9.314e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.002041000;1.000e+00;7.995e-01;-2.502e-01;7.995e-01;-2.502e-01;9.262e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.002502000;1.000e+00;7.988e-01;-2.654e-01;7.988e-01;-2.654e-01;9.213e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.002963000;1.000e+00;7.979e-01;-2.796e-01;7.979e-01;-2.796e-01;9.168e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.003423000;1.000e+00;7.969e-01;-2.930e-01;7.969e-01;-2.930e-01;9.125e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.004345000;1.000e+00;7.946e-01;-3.173e-01;7.946e-01;-3.173e-01;9.047e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.005174000;1.000e+00;7.924e-01;-3.366e-01;7.924e-01;-3.366e-01;8.985e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.006004000;1.000e+00;7.901e-01;-3.535e-01;7.901e-01;-3.535e-01;8.930e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
0.006833000;1.000e+00;7.877e-01;-3.684e-01;7.877e-01;-3.684e-01;8.882e-01;1.000e+01;9.090e-01;1.000e+00;1.000e+00
