time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.000e+00;7.983e-01;6.803e-01;7.983e-01;6.803e-01;1.231e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000001000;1.000e+00;7.983e-01;6.803e-01;7.983e-01;6.803e-01;1.231e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000002000;1.000e+00;7.983e-01;6.802e-01;7.983e-01;6.802e-01;1.231e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000004000;1.000e+00;7.983e-01;6.801e-01;7.983e-01;6.801e-01;1.231e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000008000;1.000e+00;7.983e-01;6.800e-01;7.983e-01;6.800e-01;1.231e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000016000;1.000e+00;7.983e-01;6.796e-01;7.983e-01;6.796e-01;1.231e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000032000;1.000e+00;7.984e-01;6.789e-01;7.984e-01;6.789e-01;1.231e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000064000;1.000e+00;7.985e-01;6.775e-01;7.985e-01;6.775e-01;1.230e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000119000;1.000e+00;7.987e-01;6.751e-01;7.987e-01;6.751e-01;1.229e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000120000;1.000e+00;7.987e-01;6.750e-01;7.987e-01;6.750e-01;1.229e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000121000;1.000e+00;7.987e-01;6.750e-01;7.987e-01;6.750e-01;1.229e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000123000;1.000e+00;7.987e-01;6.749e-01;7.987e-01;6.749e-01;1.229e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000127000;1.000e+00;7.987e-01;6.747e-01;7.987e-01;6.747e-01;1.229e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000135000;1.000e+00;7.987e-01;6.744e-01;7.987e-01;6.744e-01;1.229e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000151000;1.000e+00;7.988e-01;6.737e-01;7.988e-01;6.737e-01;1.229e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000183000;1.000e+00;7.989e-01;6.723e-01;7.989e-01;6.723e-01;1.228e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000247000;1.000e+00;7.991e-01;6.695e-01;7.991e-01;6.695e-01;1.228e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000375000;1.000e+00;7.994e-01;6.641e-01;7.994e-01;6.641e-01;1.226e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.000631000;1.000e+00;7.999e-01;6.535e-01;7.999e-01;6.535e-01;1.222e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001143000;1.000e+00;8.004e-01;6.332e-01;8.004e-01;6.332e-01;1.215e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001485000;1.000e+00;8.004e-01;6.205e-01;8.004e-01;6.205e-01;1.211e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001486000;1.000e+00;8.004e-01;6.205e-01;8.004e-01;6.205e-01;1.211e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001487000;1.000e+00;8.004e-01;6.204e-01;8.004e-01;6.204e-01;1.211e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001489000;1.000e+00;8.004e-01;6.204e-01;8.004e-01;6.204e-01;1.211e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001493000;1.000e+00;8.004e-01;6.202e-01;8.004e-01;6.202e-01;1.211e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001501000;1.000e+00;8.004e-01;6.199e-01;8.004e-01;6.199e-01;1.211e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001517000;1.000e+00;8.004e-01;6.193e-01;8.004e-01;6.193e-01;1.211e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001549000;1.000e+00;8.004e-01;6.182e-01;8.004e-01;6.182e-01;1.210e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001613000;1.000e+00;8.003e-01;6.159e-01;8.003e-01;6.159e-01;1.210e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001741000;1.000e+00;8.002e-01;6.114e-01;8.002e-01;6.114e-01;1.208e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.001997000;1.000e+00;8.000e-01;6.025e-01;8.000e-01;6.025e-01;1.205e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.002509000;1.000e+00;7.993e-01;5.858e-01;7.993e-01;5.858e-01;1.200e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.003021000;1.000e+00;7.984e-01;5.702e-01;7.984e-01;5.702e-01;1.194e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.003533000;1.000e+00;7.973e-01;5.558e-01;7.973e-01;5.558e-01;1.190e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
0.004045000;1.000e+00;7.960e-01;5.424e-01;7.960e-01;5.424e-01;1.185e+00;1.000e+01;1.197e+00;1.000e+00;1.000e+00
