time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;6.979e-08;7.979e-01;5.310e-08;1.044e+00;7.500e-01;1.747e-09;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02
0.002304000;1.044e+00;8.321e-01;-8.824e-06;7.967e-01;-8.498e-06;1.044e+00;7.489e-01;-8.010e-06;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.890e-01;-1.490e-02
0.003533000;1.044e+00;8.303e-01;6.186e-08;7.950e-01;7.143e-09;1.044e+00;7.473e-01;-1.388e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.848e-01;-1.490e-02
0.004454000;1.044e+00;8.286e-01;1.895e-05;7.934e-01;1.809e-05;1.044e+00;7.458e-01;1.698e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.818e-01;-1.491e-02
0.004915000;1.044e+00;8.277e-01;3.228e-05;7.925e-01;3.085e-05;1.044e+00;7.449e-01;2.898e-05;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.803e-01;-1.491e-02
0.007680000;1.044e+00;8.209e-01;1.690e-04;7.860e-01;1.617e-04;1.044e+00;7.388e-01;1.520e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.722e-01;-1.494e-02
0.011827000;1.044e+00;8.095e-01;5.012e-04;7.750e-01;4.798e-04;1.044e+00;7.285e-01;4.510e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.620e-01;-1.500e-02
0.014592000;1.044e+00;8.022e-01;7.600e-04;7.681e-01;7.276e-04;1.044e+00;7.220e-01;6.840e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.563e-01;-1.503e-02
0.015053000;1.045e+00;8.011e-01;8.033e-04;7.670e-01;7.691e-04;1.045e+00;7.210e-01;7.230e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.555e-01;-1.504e-02
0.015974000;1.045e+00;7.989e-01;8.911e-04;7.648e-01;8.531e-04;1.045e+00;7.190e-01;8.020e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.538e-01;-1.505e-02
0.016435000;1.045e+00;7.978e-01;9.344e-04;7.638e-01;8.946e-04;1.045e+00;7.180e-01;8.410e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.529e-01;-1.505e-02
0.016896000;1.045e+00;7.967e-01;9.789e-04;7.628e-01;9.372e-04;1.045e+00;7.170e-01;8.810e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.521e-01;-1.506e-02
0.021965000;1.045e+00;7.863e-01;1.430e-03;7.528e-01;1.369e-03;1.045e+00;7.077e-01;1.287e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.444e-01;-1.508e-02
0.023624000;1.045e+00;7.835e-01;1.563e-03;7.500e-01;1.497e-03;1.045e+00;7.051e-01;1.407e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.423e-01;-1.509e-02
0.024453000;1.045e+00;7.821e-01;1.627e-03;7.487e-01;1.557e-03;1.045e+00;7.039e-01;1.464e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.413e-01;-1.509e-02
0.026112000;1.045e+00;7.795e-01;1.748e-03;7.463e-01;1.673e-03;1.045e+00;7.016e-01;1.573e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.394e-01;-1.508e-02
0.032748000;1.045e+00;7.712e-01;2.140e-03;7.383e-01;2.049e-03;1.045e+00;6.941e-01;1.926e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.333e-01;-1.504e-02
0.033577000;1.045e+00;7.703e-01;2.180e-03;7.374e-01;2.087e-03;1.045e+00;6.933e-01;1.962e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.327e-01;-1.504e-02
0.034406000;1.045e+00;7.695e-01;2.217e-03;7.366e-01;2.122e-03;1.045e+00;6.926e-01;1.995e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.321e-01;-1.503e-02
0.039383000;1.045e+00;7.652e-01;2.404e-03;7.325e-01;2.302e-03;1.045e+00;6.887e-01;2.164e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.289e-01;-1.498e-02
0.044383000;1.045e+00;7.618e-01;2.538e-03;7.293e-01;2.429e-03;1.045e+00;6.856e-01;2.284e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.264e-01;-1.494e-02
0.045383000;1.045e+00;7.612e-01;2.559e-03;7.287e-01;2.450e-03;1.045e+00;6.851e-01;2.303e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.260e-01;-1.493e-02
0.052383000;1.045e+00;7.579e-01;2.669e-03;7.255e-01;2.555e-03;1.045e+00;6.821e-01;2.402e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.235e-01;-1.487e-02
0.058383000;1.045e+00;7.558e-01;2.726e-03;7.235e-01;2.609e-03;1.045e+00;6.802e-01;2.453e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.220e-01;-1.483e-02
0.059383000;1.045e+00;7.555e-01;2.733e-03;7.232e-01;2.616e-03;1.045e+00;6.800e-01;2.460e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.218e-01;-1.483e-02
0.061383000;1.045e+00;7.550e-01;2.747e-03;7.227e-01;2.629e-03;1.045e+00;6.795e-01;2.472e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.214e-01;-1.482e-02
0.062383000;1.045e+00;7.547e-01;2.752e-03;7.225e-01;2.635e-03;1.045e+00;6.793e-01;2.477e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.212e-01;-1.482e-02
0.071383000;1.045e+00;7.530e-01;2.791e-03;7.208e-01;2.672e-03;1.045e+00;6.777e-01;2.512e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.199e-01;-1.479e-02
0.072383000;1.045e+00;7.528e-01;2.794e-03;7.207e-01;2.675e-03;1.045e+00;6.775e-01;2.515e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.198e-01;-1.479e-02
0.075383000;1.045e+00;7.524e-01;2.803e-03;7.203e-01;2.683e-03;1.045e+00;6.772e-01;2.523e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.195e-01;-1.478e-02
0.081383000;1.045e+00;7.518e-01;2.818e-03;7.196e-01;2.697e-03;1.045e+00;6.766e-01;2.536e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.190e-01;-1.478e-02
0.082383000;1.045e+00;7.517e-01;2.820e-03;7.195e-01;2.699e-03;1.045e+00;6.765e-01;2.538e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.190e-01;-1.478e-02
0.095383000;1.045e+00;7.508e-01;2.841e-03;7.187e-01;2.720e-03;1.045e+00;6.757e-01;2.557e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.183e-01;-1.477e-02
0.097383000;1.045e+00;7.507e-01;2.843e-03;7.186e-01;2.722e-03;1.045e+00;6.756e-01;2.559e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.183e-01;-1.477e-02
0.099383000;1.045e+00;7.506e-01;2.846e-03;7.185e-01;2.724e-03;1.045e+00;6.756e-01;2.561e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.182e-01;-1.477e-02
0.110383000;1.045e+00;7.503e-01;2.854e-03;7.182e-01;2.732e-03;1.045e+00;6.753e-01;2.569e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.180e-01;-1.477e-02
0.135383000;1.045e+00;7.500e-01;2.863e-03;7.179e-01;2.741e-03;1.045e+00;6.750e-01;2.577e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.177e-01;-1.477e-02
0.144383000;1.045e+00;7.499e-01;2.863e-03;7.179e-01;2.741e-03;1.045e+00;6.750e-01;2.577e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.177e-01;-1.477e-02
0.146383000;1.045e+00;7.499e-01;2.863e-03;7.179e-01;2.741e-03;1.045e+00;6.749e-01;2.577e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.177e-01;-1.477e-02
0.158383000;1.045e+00;7.499e-01;2.863e-03;7.178e-01;2.741e-03;1.045e+00;6.749e-01;2.577e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.177e-01;-1.477e-02
29.999994000;1.045e+00;7.499e-01;2.967e-03;7.178e-01;2.840e-03;1.045e+00;6.749e-01;2.670e-03;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.176e-01;-1.489e-02
29.999994000;6.052e-01;1.270e-01;-2.190e+00;2.099e-01;-3.619e+00;6.052e-01;1.143e-01;-1.971e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.176e-01;-1.489e-02
29.999995000;6.052e-01;1.270e-01;-2.191e+00;2.099e-01;-3.619e+00;6.052e-01;1.143e-01;-1.971e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.176e-01;-1.488e-02
29.999996000;6.052e-01;1.270e-01;-2.191e+00;2.099e-01;-3.620e+00;6.052e-01;1.143e-01;-1.971e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.176e-01;-1.487e-02
29.999998000;6.052e-01;1.270e-01;-2.191e+00;2.098e-01;-3.620e+00;6.052e-01;1.143e-01;-1.972e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.176e-01;-1.484e-02
30.000058000;6.041e-01;1.262e-01;-2.192e+00;2.089e-01;-3.629e+00;6.041e-01;1.136e-01;-1.973e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.176e-01;-1.411e-02
30.001056000;5.875e-01;1.160e-01;-2.212e+00;1.974e-01;-3.766e+00;5.875e-01;1.044e-01;-1.991e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.184e-01;-3.247e-03
30.001402000;5.822e-01;1.136e-01;-2.218e+00;1.952e-01;-3.810e+00;5.822e-01;1.023e-01;-1.996e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.189e-01;-3.103e-05
30.001517000;5.805e-01;1.130e-01;-2.220e+00;1.946e-01;-3.824e+00;5.805e-01;1.017e-01;-1.998e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.191e-01;9.810e-04
30.001632000;5.788e-01;1.124e-01;-2.221e+00;1.941e-01;-3.838e+00;5.788e-01;1.011e-01;-1.999e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.194e-01;1.964e-03
30.002439000;5.676e-01;1.093e-01;-2.231e+00;1.925e-01;-3.930e+00;5.676e-01;9.836e-02;-2.008e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.215e-01;8.040e-03
30.002889000;5.619e-01;1.084e-01;-2.235e+00;1.929e-01;-3.977e+00;5.619e-01;9.755e-02;-2.011e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.230e-01;1.073e-02
30.003337000;5.565e-01;1.079e-01;-2.238e+00;1.940e-01;-4.022e+00;5.565e-01;9.715e-02;-2.014e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.248e-01;1.241e-02
30.003593000;5.535e-01;1.079e-01;-2.240e+00;1.949e-01;-4.047e+00;5.535e-01;9.707e-02;-2.016e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.259e-01;1.291e-02
30.003913000;5.500e-01;1.079e-01;-2.242e+00;1.962e-01;-4.076e+00;5.500e-01;9.712e-02;-2.018e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.274e-01;1.308e-02
30.004425000;5.446e-01;1.083e-01;-2.244e+00;1.989e-01;-4.121e+00;5.446e-01;9.748e-02;-2.020e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.301e-01;1.233e-02
30.004489000;5.440e-01;1.084e-01;-2.244e+00;1.992e-01;-4.126e+00;5.440e-01;9.754e-02;-2.020e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.305e-01;1.215e-02
30.005833000;5.316e-01;1.109e-01;-2.248e+00;2.086e-01;-4.229e+00;5.316e-01;9.979e-02;-2.023e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.391e-01;4.310e-03
30.005897000;5.311e-01;1.110e-01;-2.248e+00;2.091e-01;-4.233e+00;5.311e-01;9.993e-02;-2.023e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.396e-01;3.752e-03
30.006025000;5.300e-01;1.114e-01;-2.248e+00;2.101e-01;-4.242e+00;5.300e-01;1.002e-01;-2.023e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.405e-01;2.589e-03
30.006217000;5.284e-01;1.119e-01;-2.248e+00;2.117e-01;-4.255e+00;5.284e-01;1.007e-01;-2.024e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.420e-01;7.271e-04
30.006345000;5.274e-01;1.122e-01;-2.249e+00;2.127e-01;-4.263e+00;5.274e-01;1.010e-01;-2.024e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.430e-01;-5.909e-04
30.007049000;5.222e-01;1.143e-01;-2.249e+00;2.188e-01;-4.307e+00;5.222e-01;1.029e-01;-2.024e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.487e-01;-8.893e-03
30.007689000;5.179e-01;1.164e-01;-2.249e+00;2.247e-01;-4.343e+00;5.179e-01;1.047e-01;-2.024e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.544e-01;-1.790e-02
30.008073000;5.154e-01;1.177e-01;-2.249e+00;2.284e-01;-4.363e+00;5.154e-01;1.059e-01;-2.024e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.580e-01;-2.392e-02
30.008290000;5.141e-01;1.185e-01;-2.249e+00;2.305e-01;-4.374e+00;5.141e-01;1.066e-01;-2.024e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.601e-01;-2.753e-02
30.009597000;5.071e-01;1.235e-01;-2.247e+00;2.435e-01;-4.432e+00;5.071e-01;1.111e-01;-2.023e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.726e-01;-5.192e-02
30.010033000;5.051e-01;1.252e-01;-2.247e+00;2.480e-01;-4.448e+00;5.051e-01;1.127e-01;-2.022e+00;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.768e-01;-6.100e-02
