time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.125101000;1.040e+00;8.351e-01;7.116e-02;8.028e-01;6.840e-02;1.062e+00;1.061e+00;8.071e-01;1.254e-01;1.040e+00;7.516e-01;6.404e-02;1.000e+01;8.333e-01;8.333e-02
0.126101000;1.040e+00;8.351e-01;7.123e-02;8.027e-01;6.847e-02;1.062e+00;1.061e+00;8.070e-01;1.254e-01;1.040e+00;7.516e-01;6.411e-02;1.000e+01;8.333e-01;8.333e-02
0.133101000;1.040e+00;8.351e-01;7.174e-02;8.026e-01;6.895e-02;1.062e+00;1.061e+00;8.069e-01;1.259e-01;1.040e+00;7.516e-01;6.457e-02;1.000e+01;8.333e-01;8.333e-02
0.134101000;1.041e+00;8.351e-01;7.181e-02;8.026e-01;6.901e-02;1.062e+00;1.061e+00;8.069e-01;1.259e-01;1.041e+00;7.516e-01;6.463e-02;1.000e+01;8.333e-01;8.333e-02
0.135101000;1.041e+00;8.351e-01;7.188e-02;8.026e-01;6.908e-02;1.062e+00;1.061e+00;8.069e-01;1.260e-01;1.041e+00;7.516e-01;6.469e-02;1.000e+01;8.333e-01;8.333e-02
0.136101000;1.041e+00;8.352e-01;7.195e-02;8.026e-01;6.915e-02;1.062e+00;1.061e+00;8.068e-01;1.261e-01;1.041e+00;7.516e-01;6.476e-02;1.000e+01;8.333e-01;8.333e-02
0.138101000;1.041e+00;8.352e-01;7.209e-02;8.026e-01;6.928e-02;1.062e+00;1.061e+00;8.068e-01;1.262e-01;1.041e+00;7.516e-01;6.488e-02;1.000e+01;8.333e-01;8.333e-02
0.139101000;1.041e+00;8.352e-01;7.216e-02;8.025e-01;6.934e-02;1.062e+00;1.062e+00;8.068e-01;1.262e-01;1.041e+00;7.516e-01;6.495e-02;1.000e+01;8.333e-01;8.333e-02
0.140101000;1.041e+00;8.352e-01;7.223e-02;8.025e-01;6.941e-02;1.062e+00;1.062e+00;8.068e-01;1.263e-01;1.041e+00;7.516e-01;6.501e-02;1.000e+01;8.333e-01;8.333e-02
0.141101000;1.041e+00;8.352e-01;7.230e-02;8.025e-01;6.947e-02;1.062e+00;1.062e+00;8.067e-01;1.264e-01;1.041e+00;7.516e-01;6.507e-02;1.000e+01;8.333e-01;8.333e-02
0.144101000;1.041e+00;8.352e-01;7.251e-02;8.025e-01;6.967e-02;1.062e+00;1.062e+00;8.067e-01;1.265e-01;1.041e+00;7.516e-01;6.525e-02;1.000e+01;8.333e-01;8.333e-02
0.145101000;1.041e+00;8.352e-01;7.257e-02;8.025e-01;6.973e-02;1.063e+00;1.062e+00;8.067e-01;1.266e-01;1.041e+00;7.516e-01;6.531e-02;1.000e+01;8.333e-01;8.333e-02
0.146101000;1.041e+00;8.352e-01;7.264e-02;8.024e-01;6.979e-02;1.063e+00;1.062e+00;8.067e-01;1.267e-01;1.041e+00;7.517e-01;6.538e-02;1.000e+01;8.333e-01;8.333e-02
0.147101000;1.041e+00;8.352e-01;7.271e-02;8.024e-01;6.986e-02;1.063e+00;1.062e+00;8.066e-01;1.267e-01;1.041e+00;7.517e-01;6.544e-02;1.000e+01;8.333e-01;8.333e-02
0.151101000;1.041e+00;8.352e-01;7.297e-02;8.024e-01;7.010e-02;1.063e+00;1.062e+00;8.066e-01;1.270e-01;1.041e+00;7.517e-01;6.567e-02;1.000e+01;8.333e-01;8.333e-02
0.152101000;1.041e+00;8.352e-01;7.304e-02;8.023e-01;7.017e-02;1.063e+00;1.062e+00;8.065e-01;1.270e-01;1.041e+00;7.517e-01;6.573e-02;1.000e+01;8.333e-01;8.333e-02
0.156101000;1.041e+00;8.352e-01;7.330e-02;8.023e-01;7.041e-02;1.063e+00;1.062e+00;8.065e-01;1.272e-01;1.041e+00;7.517e-01;6.597e-02;1.000e+01;8.333e-01;8.333e-02
0.157101000;1.041e+00;8.352e-01;7.336e-02;8.023e-01;7.047e-02;1.063e+00;1.062e+00;8.064e-01;1.273e-01;1.041e+00;7.517e-01;6.602e-02;1.000e+01;8.333e-01;8.333e-02
0.158101000;1.041e+00;8.352e-01;7.342e-02;8.022e-01;7.053e-02;1.063e+00;1.062e+00;8.064e-01;1.273e-01;1.041e+00;7.517e-01;6.608e-02;1.000e+01;8.333e-01;8.333e-02
0.159101000;1.041e+00;8.352e-01;7.349e-02;8.022e-01;7.059e-02;1.063e+00;1.062e+00;8.064e-01;1.274e-01;1.041e+00;7.516e-01;6.614e-02;1.000e+01;8.333e-01;8.333e-02
0.163101000;1.041e+00;8.352e-01;7.374e-02;8.022e-01;7.082e-02;1.063e+00;1.062e+00;8.063e-01;1.276e-01;1.041e+00;7.516e-01;6.636e-02;1.000e+01;8.333e-01;8.333e-02
0.164101000;1.041e+00;8.352e-01;7.380e-02;8.021e-01;7.088e-02;1.063e+00;1.062e+00;8.063e-01;1.277e-01;1.041e+00;7.516e-01;6.642e-02;1.000e+01;8.333e-01;8.333e-02
0.166101000;1.041e+00;8.352e-01;7.392e-02;8.021e-01;7.100e-02;1.063e+00;1.062e+00;8.063e-01;1.278e-01;1.041e+00;7.516e-01;6.653e-02;1.000e+01;8.333e-01;8.333e-02
0.168101000;1.041e+00;8.352e-01;7.404e-02;8.021e-01;7.111e-02;1.063e+00;1.062e+00;8.062e-01;1.279e-01;1.041e+00;7.516e-01;6.664e-02;1.000e+01;8.333e-01;8.333e-02
0.169101000;1.041e+00;8.352e-01;7.410e-02;8.020e-01;7.117e-02;1.064e+00;1.062e+00;8.062e-01;1.279e-01;1.041e+00;7.516e-01;6.669e-02;1.000e+01;8.333e-01;8.333e-02
0.170101000;1.041e+00;8.351e-01;7.416e-02;8.020e-01;7.122e-02;1.064e+00;1.062e+00;8.062e-01;1.280e-01;1.041e+00;7.516e-01;6.675e-02;1.000e+01;8.333e-01;8.333e-02
0.171101000;1.041e+00;8.351e-01;7.422e-02;8.020e-01;7.128e-02;1.064e+00;1.062e+00;8.061e-01;1.280e-01;1.041e+00;7.516e-01;6.680e-02;1.000e+01;8.333e-01;8.333e-02
0.177101000;1.041e+00;8.351e-01;7.458e-02;8.019e-01;7.161e-02;1.064e+00;1.062e+00;8.060e-01;1.284e-01;1.041e+00;7.516e-01;6.712e-02;1.000e+01;8.333e-01;8.333e-02
0.178101000;1.041e+00;8.351e-01;7.464e-02;8.019e-01;7.167e-02;1.064e+00;1.063e+00;8.060e-01;1.284e-01;1.041e+00;7.516e-01;6.717e-02;1.000e+01;8.333e-01;8.333e-02
0.180101000;1.041e+00;8.351e-01;7.475e-02;8.019e-01;7.177e-02;1.064e+00;1.063e+00;8.060e-01;1.285e-01;1.041e+00;7.516e-01;6.728e-02;1.000e+01;8.333e-01;8.333e-02
0.181101000;1.042e+00;8.351e-01;7.481e-02;8.018e-01;7.183e-02;1.064e+00;1.063e+00;8.059e-01;1.286e-01;1.042e+00;7.516e-01;6.733e-02;1.000e+01;8.333e-01;8.333e-02
0.185101000;1.042e+00;8.351e-01;7.503e-02;8.018e-01;7.204e-02;1.064e+00;1.063e+00;8.059e-01;1.287e-01;1.042e+00;7.516e-01;6.753e-02;1.000e+01;8.333e-01;8.333e-02
0.186101000;1.042e+00;8.351e-01;7.509e-02;8.018e-01;7.209e-02;1.064e+00;1.063e+00;8.058e-01;1.288e-01;1.042e+00;7.516e-01;6.758e-02;1.000e+01;8.333e-01;8.333e-02
0.187101000;1.042e+00;8.351e-01;7.514e-02;8.017e-01;7.214e-02;1.064e+00;1.063e+00;8.058e-01;1.288e-01;1.042e+00;7.516e-01;6.763e-02;1.000e+01;8.333e-01;8.333e-02
0.190101000;1.042e+00;8.351e-01;7.531e-02;8.017e-01;7.230e-02;1.064e+00;1.063e+00;8.058e-01;1.290e-01;1.042e+00;7.516e-01;6.778e-02;1.000e+01;8.333e-01;8.333e-02
0.191101000;1.042e+00;8.351e-01;7.536e-02;8.017e-01;7.235e-02;1.064e+00;1.063e+00;8.058e-01;1.290e-01;1.042e+00;7.516e-01;6.782e-02;1.000e+01;8.333e-01;8.333e-02
0.192101000;1.042e+00;8.351e-01;7.542e-02;8.017e-01;7.240e-02;1.064e+00;1.063e+00;8.057e-01;1.291e-01;1.042e+00;7.516e-01;6.787e-02;1.000e+01;8.333e-01;8.333e-02
0.196101000;1.042e+00;8.351e-01;7.563e-02;8.016e-01;7.259e-02;1.064e+00;1.063e+00;8.057e-01;1.293e-01;1.042e+00;7.516e-01;6.807e-02;1.000e+01;8.333e-01;8.333e-02
0.197101000;1.042e+00;8.351e-01;7.568e-02;8.016e-01;7.264e-02;1.065e+00;1.063e+00;8.056e-01;1.293e-01;1.042e+00;7.516e-01;6.811e-02;1.000e+01;8.333e-01;8.333e-02
0.198101000;1.042e+00;8.351e-01;7.573e-02;8.016e-01;7.269e-02;1.065e+00;1.063e+00;8.056e-01;1.294e-01;1.042e+00;7.516e-01;6.816e-02;1.000e+01;8.333e-01;8.333e-02
0.199101000;1.042e+00;8.351e-01;7.579e-02;8.015e-01;7.274e-02;1.065e+00;1.063e+00;8.056e-01;1.294e-01;1.042e+00;7.516e-01;6.821e-02;1.000e+01;8.333e-01;8.333e-02
0.201101000;1.042e+00;8.351e-01;7.589e-02;8.015e-01;7.284e-02;1.065e+00;1.063e+00;8.056e-01;1.295e-01;1.042e+00;7.516e-01;6.830e-02;1.000e+01;8.333e-01;8.333e-02
0.202101000;1.042e+00;8.351e-01;7.594e-02;8.015e-01;7.289e-02;1.065e+00;1.063e+00;8.055e-01;1.295e-01;1.042e+00;7.516e-01;6.835e-02;1.000e+01;8.333e-01;8.333e-02
0.203101000;1.042e+00;8.351e-01;7.599e-02;8.015e-01;7.294e-02;1.065e+00;1.063e+00;8.055e-01;1.296e-01;1.042e+00;7.516e-01;6.839e-02;1.000e+01;8.333e-01;8.333e-02
0.204101000;1.042e+00;8.351e-01;7.604e-02;8.015e-01;7.298e-02;1.065e+00;1.063e+00;8.055e-01;1.296e-01;1.042e+00;7.515e-01;6.844e-02;1.000e+01;8.333e-01;8.333e-02
0.205101000;1.042e+00;8.350e-01;7.609e-02;8.014e-01;7.303e-02;1.065e+00;1.063e+00;8.055e-01;1.297e-01;1.042e+00;7.515e-01;6.848e-02;1.000e+01;8.333e-01;8.333e-02
0.206101000;1.042e+00;8.350e-01;7.614e-02;8.014e-01;7.308e-02;1.065e+00;1.063e+00;8.055e-01;1.297e-01;1.042e+00;7.515e-01;6.853e-02;1.000e+01;8.333e-01;8.333e-02
0.207101000;1.042e+00;8.350e-01;7.619e-02;8.014e-01;7.312e-02;1.065e+00;1.063e+00;8.054e-01;1.297e-01;1.042e+00;7.515e-01;6.857e-02;1.000e+01;8.333e-01;8.333e-02
0.212101000;1.042e+00;8.350e-01;7.644e-02;8.013e-01;7.335e-02;1.065e+00;1.063e+00;8.054e-01;1.300e-01;1.042e+00;7.515e-01;6.879e-02;1.000e+01;8.333e-01;8.333e-02
0.213101000;1.042e+00;8.350e-01;7.649e-02;8.013e-01;7.340e-02;1.065e+00;1.063e+00;8.053e-01;1.300e-01;1.042e+00;7.515e-01;6.884e-02;1.000e+01;8.333e-01;8.333e-02
0.217101000;1.042e+00;8.350e-01;7.668e-02;8.013e-01;7.358e-02;1.065e+00;1.063e+00;8.053e-01;1.302e-01;1.042e+00;7.515e-01;6.901e-02;1.000e+01;8.333e-01;8.333e-02
0.218101000;1.042e+00;8.350e-01;7.672e-02;8.012e-01;7.362e-02;1.065e+00;1.063e+00;8.052e-01;1.302e-01;1.042e+00;7.515e-01;6.905e-02;1.000e+01;8.333e-01;8.333e-02
0.223101000;1.042e+00;8.350e-01;7.696e-02;8.012e-01;7.384e-02;1.065e+00;1.063e+00;8.052e-01;1.304e-01;1.042e+00;7.515e-01;6.926e-02;1.000e+01;8.333e-01;8.333e-02
0.224101000;1.042e+00;8.350e-01;7.700e-02;8.011e-01;7.388e-02;1.065e+00;1.063e+00;8.051e-01;1.304e-01;1.042e+00;7.515e-01;6.930e-02;1.000e+01;8.333e-01;8.333e-02
0.226101000;1.042e+00;8.350e-01;7.709e-02;8.011e-01;7.397e-02;1.065e+00;1.063e+00;8.051e-01;1.305e-01;1.042e+00;7.515e-01;6.938e-02;1.000e+01;8.333e-01;8.333e-02
0.227101000;1.042e+00;8.350e-01;7.714e-02;8.011e-01;7.401e-02;1.065e+00;1.064e+00;8.051e-01;1.306e-01;1.042e+00;7.515e-01;6.942e-02;1.000e+01;8.333e-01;8.333e-02
0.228101000;1.042e+00;8.350e-01;7.718e-02;8.011e-01;7.405e-02;1.065e+00;1.064e+00;8.051e-01;1.306e-01;1.042e+00;7.515e-01;6.946e-02;1.000e+01;8.333e-01;8.333e-02
0.229101000;1.042e+00;8.350e-01;7.723e-02;8.011e-01;7.409e-02;1.065e+00;1.064e+00;8.050e-01;1.306e-01;1.042e+00;7.515e-01;6.950e-02;1.000e+01;8.333e-01;8.333e-02
0.230101000;1.042e+00;8.350e-01;7.727e-02;8.011e-01;7.413e-02;1.066e+00;1.064e+00;8.050e-01;1.307e-01;1.042e+00;7.515e-01;6.954e-02;1.000e+01;8.333e-01;8.333e-02
0.231101000;1.042e+00;8.350e-01;7.732e-02;8.010e-01;7.417e-02;1.066e+00;1.064e+00;8.050e-01;1.307e-01;1.042e+00;7.515e-01;6.958e-02;1.000e+01;8.333e-01;8.333e-02
0.232101000;1.042e+00;8.349e-01;7.736e-02;8.010e-01;7.422e-02;1.066e+00;1.064e+00;8.050e-01;1.308e-01;1.042e+00;7.515e-01;6.962e-02;1.000e+01;8.333e-01;8.333e-02
0.233101000;1.042e+00;8.349e-01;7.740e-02;8.010e-01;7.426e-02;1.066e+00;1.064e+00;8.050e-01;1.308e-01;1.042e+00;7.515e-01;6.966e-02;1.000e+01;8.333e-01;8.333e-02
0.234101000;1.042e+00;8.349e-01;7.745e-02;8.010e-01;7.430e-02;1.066e+00;1.064e+00;8.050e-01;1.308e-01;1.042e+00;7.514e-01;6.970e-02;1.000e+01;8.333e-01;8.333e-02
0.235101000;1.042e+00;8.349e-01;7.749e-02;8.010e-01;7.434e-02;1.066e+00;1.064e+00;8.049e-01;1.309e-01;1.042e+00;7.514e-01;6.974e-02;1.000e+01;8.333e-01;8.333e-02
0.236101000;1.042e+00;8.349e-01;7.753e-02;8.010e-01;7.438e-02;1.066e+00;1.064e+00;8.049e-01;1.309e-01;1.042e+00;7.514e-01;6.978e-02;1.000e+01;8.333e-01;8.333e-02
0.237101000;1.042e+00;8.349e-01;7.757e-02;8.009e-01;7.442e-02;1.066e+00;1.064e+00;8.049e-01;1.309e-01;1.042e+00;7.514e-01;6.982e-02;1.000e+01;8.333e-01;8.333e-02
0.242101000;1.042e+00;8.349e-01;7.778e-02;8.009e-01;7.461e-02;1.066e+00;1.064e+00;8.048e-01;1.311e-01;1.042e+00;7.514e-01;7.001e-02;1.000e+01;8.333e-01;8.333e-02
0.243101000;1.043e+00;8.349e-01;7.783e-02;8.009e-01;7.465e-02;1.066e+00;1.064e+00;8.048e-01;1.312e-01;1.043e+00;7.514e-01;7.004e-02;1.000e+01;8.333e-01;8.333e-02
0.244101000;1.043e+00;8.349e-01;7.787e-02;8.008e-01;7.469e-02;1.066e+00;1.064e+00;8.048e-01;1.312e-01;1.043e+00;7.514e-01;7.008e-02;1.000e+01;8.333e-01;8.333e-02
0.246101000;1.043e+00;8.349e-01;7.795e-02;8.008e-01;7.477e-02;1.066e+00;1.064e+00;8.048e-01;1.313e-01;1.043e+00;7.514e-01;7.015e-02;1.000e+01;8.333e-01;8.333e-02
0.247101000;1.043e+00;8.349e-01;7.799e-02;8.008e-01;7.480e-02;1.066e+00;1.064e+00;8.047e-01;1.313e-01;1.043e+00;7.514e-01;7.019e-02;1.000e+01;8.333e-01;8.333e-02
0.253101000;1.043e+00;8.349e-01;7.823e-02;8.007e-01;7.503e-02;1.066e+00;1.064e+00;8.047e-01;1.315e-01;1.043e+00;7.514e-01;7.040e-02;1.000e+01;8.333e-01;8.333e-02
0.254101000;1.043e+00;8.349e-01;7.827e-02;8.007e-01;7.506e-02;1.066e+00;1.064e+00;8.046e-01;1.315e-01;1.043e+00;7.514e-01;7.044e-02;1.000e+01;8.333e-01;8.333e-02
0.256101000;1.043e+00;8.349e-01;7.834e-02;8.007e-01;7.514e-02;1.066e+00;1.064e+00;8.046e-01;1.316e-01;1.043e+00;7.514e-01;7.051e-02;1.000e+01;8.333e-01;8.333e-02
0.258101000;1.043e+00;8.349e-01;7.842e-02;8.007e-01;7.521e-02;1.066e+00;1.064e+00;8.046e-01;1.317e-01;1.043e+00;7.514e-01;7.058e-02;1.000e+01;8.333e-01;8.333e-02
0.259101000;1.043e+00;8.348e-01;7.846e-02;8.006e-01;7.524e-02;1.066e+00;1.064e+00;8.046e-01;1.317e-01;1.043e+00;7.514e-01;7.061e-02;1.000e+01;8.333e-01;8.333e-02
0.260101000;1.043e+00;8.348e-01;7.849e-02;8.006e-01;7.528e-02;1.066e+00;1.064e+00;8.045e-01;1.317e-01;1.043e+00;7.514e-01;7.064e-02;1.000e+01;8.333e-01;8.333e-02
0.263101000;1.043e+00;8.348e-01;7.860e-02;8.006e-01;7.538e-02;1.066e+00;1.064e+00;8.045e-01;1.318e-01;1.043e+00;7.514e-01;7.074e-02;1.000e+01;8.333e-01;8.333e-02
0.264101000;1.043e+00;8.348e-01;7.864e-02;8.006e-01;7.541e-02;1.066e+00;1.064e+00;8.045e-01;1.319e-01;1.043e+00;7.513e-01;7.078e-02;1.000e+01;8.333e-01;8.333e-02
0.266101000;1.043e+00;8.348e-01;7.871e-02;8.006e-01;7.548e-02;1.066e+00;1.064e+00;8.045e-01;1.319e-01;1.043e+00;7.513e-01;7.084e-02;1.000e+01;8.333e-01;8.333e-02
0.267101000;1.043e+00;8.348e-01;7.875e-02;8.005e-01;7.552e-02;1.066e+00;1.064e+00;8.044e-01;1.319e-01;1.043e+00;7.513e-01;7.088e-02;1.000e+01;8.333e-01;8.333e-02
0.269101000;1.043e+00;8.348e-01;7.882e-02;8.005e-01;7.558e-02;1.066e+00;1.064e+00;8.044e-01;1.320e-01;1.043e+00;7.513e-01;7.094e-02;1.000e+01;8.333e-01;8.333e-02
0.270101000;1.043e+00;8.348e-01;7.886e-02;8.005e-01;7.562e-02;1.067e+00;1.064e+00;8.044e-01;1.320e-01;1.043e+00;7.513e-01;7.097e-02;1.000e+01;8.333e-01;8.333e-02
0.273101000;1.043e+00;8.348e-01;7.896e-02;8.005e-01;7.572e-02;1.067e+00;1.064e+00;8.044e-01;1.321e-01;1.043e+00;7.513e-01;7.107e-02;1.000e+01;8.333e-01;8.333e-02
0.274101000;1.043e+00;8.348e-01;7.900e-02;8.005e-01;7.575e-02;1.067e+00;1.064e+00;8.043e-01;1.322e-01;1.043e+00;7.513e-01;7.110e-02;1.000e+01;8.333e-01;8.333e-02
0.275101000;1.043e+00;8.348e-01;7.903e-02;8.004e-01;7.578e-02;1.067e+00;1.064e+00;8.043e-01;1.322e-01;1.043e+00;7.513e-01;7.113e-02;1.000e+01;8.333e-01;8.333e-02
0.280101000;1.043e+00;8.348e-01;7.920e-02;8.004e-01;7.594e-02;1.067e+00;1.064e+00;8.043e-01;1.323e-01;1.043e+00;7.513e-01;7.128e-02;1.000e+01;8.333e-01;8.333e-02
0.281101000;1.043e+00;8.348e-01;7.924e-02;8.004e-01;7.597e-02;1.067e+00;1.064e+00;8.042e-01;1.324e-01;1.043e+00;7.513e-01;7.131e-02;1.000e+01;8.333e-01;8.333e-02
0.282101000;1.043e+00;8.348e-01;7.927e-02;8.004e-01;7.600e-02;1.067e+00;1.064e+00;8.042e-01;1.324e-01;1.043e+00;7.513e-01;7.134e-02;1.000e+01;8.333e-01;8.333e-02
0.283101000;1.043e+00;8.348e-01;7.930e-02;8.003e-01;7.603e-02;1.067e+00;1.064e+00;8.042e-01;1.324e-01;1.043e+00;7.513e-01;7.137e-02;1.000e+01;8.333e-01;8.333e-02
0.287101000;1.043e+00;8.348e-01;7.943e-02;8.003e-01;7.615e-02;1.067e+00;1.064e+00;8.042e-01;1.325e-01;1.043e+00;7.513e-01;7.149e-02;1.000e+01;8.333e-01;8.333e-02
0.288101000;1.043e+00;8.347e-01;7.946e-02;8.003e-01;7.618e-02;1.067e+00;1.064e+00;8.042e-01;1.326e-01;1.043e+00;7.513e-01;7.152e-02;1.000e+01;8.333e-01;8.333e-02
0.289101000;1.043e+00;8.347e-01;7.949e-02;8.003e-01;7.621e-02;1.067e+00;1.064e+00;8.041e-01;1.326e-01;1.043e+00;7.513e-01;7.154e-02;1.000e+01;8.333e-01;8.333e-02
0.291101000;1.043e+00;8.347e-01;7.956e-02;8.003e-01;7.627e-02;1.067e+00;1.064e+00;8.041e-01;1.326e-01;1.043e+00;7.513e-01;7.160e-02;1.000e+01;8.333e-01;8.333e-02
0.292101000;1.043e+00;8.347e-01;7.959e-02;8.002e-01;7.630e-02;1.067e+00;1.065e+00;8.041e-01;1.327e-01;1.043e+00;7.513e-01;7.163e-02;1.000e+01;8.333e-01;8.333e-02
0.295101000;1.043e+00;8.347e-01;7.968e-02;8.002e-01;7.639e-02;1.067e+00;1.065e+00;8.041e-01;1.327e-01;1.043e+00;7.513e-01;7.171e-02;1.000e+01;8.333e-01;8.333e-02
0.296101000;1.043e+00;8.347e-01;7.971e-02;8.002e-01;7.642e-02;1.067e+00;1.065e+00;8.041e-01;1.328e-01;1.043e+00;7.512e-01;7.174e-02;1.000e+01;8.333e-01;8.333e-02
0.297101000;1.043e+00;8.347e-01;7.974e-02;8.002e-01;7.644e-02;1.067e+00;1.065e+00;8.040e-01;1.328e-01;1.043e+00;7.512e-01;7.177e-02;1.000e+01;8.333e-01;8.333e-02
0.300101000;1.043e+00;8.347e-01;7.983e-02;8.002e-01;7.653e-02;1.067e+00;1.065e+00;8.040e-01;1.329e-01;1.043e+00;7.512e-01;7.185e-02;1.000e+01;8.333e-01;8.333e-02
0.301101000;1.043e+00;8.347e-01;7.986e-02;8.001e-01;7.656e-02;1.067e+00;1.065e+00;8.040e-01;1.329e-01;1.043e+00;7.512e-01;7.188e-02;1.000e+01;8.333e-01;8.333e-02
0.309101000;1.043e+00;8.347e-01;8.009e-02;8.001e-01;7.677e-02;1.067e+00;1.065e+00;8.039e-01;1.331e-01;1.043e+00;7.512e-01;7.208e-02;1.000e+01;8.333e-01;8.333e-02
0.310101000;1.043e+00;8.347e-01;8.012e-02;8.000e-01;7.680e-02;1.067e+00;1.065e+00;8.039e-01;1.331e-01;1.043e+00;7.512e-01;7.211e-02;1.000e+01;8.333e-01;8.333e-02
0.312101000;1.043e+00;8.347e-01;8.018e-02;8.000e-01;7.685e-02;1.067e+00;1.065e+00;8.039e-01;1.332e-01;1.043e+00;7.512e-01;7.216e-02;1.000e+01;8.333e-01;8.333e-02
0.313101000;1.043e+00;8.347e-01;8.020e-02;8.000e-01;7.687e-02;1.067e+00;1.065e+00;8.038e-01;1.332e-01;1.043e+00;7.512e-01;7.218e-02;1.000e+01;8.333e-01;8.333e-02
0.317101000;1.043e+00;8.347e-01;8.031e-02;8.000e-01;7.698e-02;1.067e+00;1.065e+00;8.038e-01;1.333e-01;1.043e+00;7.512e-01;7.228e-02;1.000e+01;8.333e-01;8.333e-02
0.318101000;1.043e+00;8.346e-01;8.034e-02;8.000e-01;7.700e-02;1.067e+00;1.065e+00;8.038e-01;1.333e-01;1.043e+00;7.512e-01;7.231e-02;1.000e+01;8.333e-01;8.333e-02
0.320101000;1.043e+00;8.346e-01;8.039e-02;7.999e-01;7.705e-02;1.067e+00;1.065e+00;8.038e-01;1.334e-01;1.043e+00;7.512e-01;7.235e-02;1.000e+01;8.333e-01;8.333e-02
0.321101000;1.043e+00;8.346e-01;8.042e-02;7.999e-01;7.708e-02;1.068e+00;1.065e+00;8.038e-01;1.334e-01;1.043e+00;7.512e-01;7.238e-02;1.000e+01;8.333e-01;8.333e-02
0.322101000;1.043e+00;8.346e-01;8.045e-02;7.999e-01;7.710e-02;1.068e+00;1.065e+00;8.037e-01;1.334e-01;1.043e+00;7.512e-01;7.240e-02;1.000e+01;8.333e-01;8.333e-02
0.329101000;1.043e+00;8.346e-01;8.062e-02;7.999e-01;7.727e-02;1.068e+00;1.065e+00;8.037e-01;1.336e-01;1.043e+00;7.512e-01;7.256e-02;1.000e+01;8.333e-01;8.333e-02
0.330101000;1.043e+00;8.346e-01;8.065e-02;7.998e-01;7.729e-02;1.068e+00;1.065e+00;8.037e-01;1.336e-01;1.043e+00;7.511e-01;7.258e-02;1.000e+01;8.333e-01;8.333e-02
0.331101000;1.043e+00;8.346e-01;8.067e-02;7.998e-01;7.731e-02;1.068e+00;1.065e+00;8.037e-01;1.336e-01;1.043e+00;7.511e-01;7.261e-02;1.000e+01;8.333e-01;8.333e-02
0.332101000;1.043e+00;8.346e-01;8.070e-02;7.998e-01;7.734e-02;1.068e+00;1.065e+00;8.036e-01;1.336e-01;1.043e+00;7.511e-01;7.263e-02;1.000e+01;8.333e-01;8.333e-02
0.334101000;1.043e+00;8.346e-01;8.075e-02;7.998e-01;7.738e-02;1.068e+00;1.065e+00;8.036e-01;1.337e-01;1.043e+00;7.511e-01;7.267e-02;1.000e+01;8.333e-01;8.333e-02
0.335101000;1.044e+00;8.346e-01;8.077e-02;7.998e-01;7.740e-02;1.068e+00;1.065e+00;8.036e-01;1.337e-01;1.044e+00;7.511e-01;7.269e-02;1.000e+01;8.333e-01;8.333e-02
0.340101000;1.044e+00;8.346e-01;8.089e-02;7.998e-01;7.751e-02;1.068e+00;1.065e+00;8.036e-01;1.338e-01;1.044e+00;7.511e-01;7.280e-02;1.000e+01;8.333e-01;8.333e-02
0.341101000;1.044e+00;8.346e-01;8.091e-02;7.997e-01;7.754e-02;1.068e+00;1.065e+00;8.035e-01;1.338e-01;1.044e+00;7.511e-01;7.282e-02;1.000e+01;8.333e-01;8.333e-02
0.351101000;1.044e+00;8.346e-01;8.114e-02;7.997e-01;7.775e-02;1.068e+00;1.065e+00;8.035e-01;1.340e-01;1.044e+00;7.511e-01;7.302e-02;1.000e+01;8.333e-01;8.333e-02
0.352101000;1.044e+00;8.345e-01;8.116e-02;7.997e-01;7.776e-02;1.068e+00;1.065e+00;8.034e-01;1.340e-01;1.044e+00;7.511e-01;7.304e-02;1.000e+01;8.333e-01;8.333e-02
0.353101000;1.044e+00;8.345e-01;8.118e-02;7.996e-01;7.778e-02;1.068e+00;1.065e+00;8.034e-01;1.340e-01;1.044e+00;7.511e-01;7.306e-02;1.000e+01;8.333e-01;8.333e-02
0.362101000;1.044e+00;8.345e-01;8.137e-02;7.996e-01;7.796e-02;1.068e+00;1.065e+00;8.034e-01;1.342e-01;1.044e+00;7.511e-01;7.323e-02;1.000e+01;8.333e-01;8.333e-02
0.363101000;1.044e+00;8.345e-01;8.139e-02;7.996e-01;7.798e-02;1.068e+00;1.065e+00;8.033e-01;1.342e-01;1.044e+00;7.511e-01;7.325e-02;1.000e+01;8.333e-01;8.333e-02
0.365101000;1.044e+00;8.345e-01;8.143e-02;7.996e-01;7.802e-02;1.068e+00;1.065e+00;8.033e-01;1.342e-01;1.044e+00;7.511e-01;7.328e-02;1.000e+01;8.333e-01;8.333e-02
