time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Wind_Turbine_GEN_ActivePowerControlledPu;Wind_Turbine_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;8.332e-01;0.000e+00;8.332e-01;-0.000e+00;1.014e+00;8.322e-01;4.111e-02;8.437e-01;4.165e-02;1.000e+00;3.333e-02;-0.000e+00;8.437e-01;4.166e-02
29.999994;1.000e+00;8.332e-01;-8.371e-07;8.332e-01;-3.304e-07;1.014e+00;8.322e-01;4.111e-02;8.437e-01;4.165e-02;1.000e+00;3.333e-02;3.047e-07;8.437e-01;4.166e-02
29.999995;3.671e-01;3.059e-01;-8.371e-07;8.332e-01;-3.304e-07;3.829e-01;8.261e-01;1.088e-01;3.163e-01;4.165e-02;3.671e-01;1.223e-02;3.047e-07;8.437e-01;4.166e-02
30.000002;3.671e-01;3.059e-01;-7.584e-05;8.333e-01;-2.046e-04;3.829e-01;8.262e-01;1.087e-01;3.163e-01;4.160e-02;3.671e-01;1.223e-02;-2.695e-06;8.437e-01;4.166e-02
30.001010;3.647e-01;3.044e-01;-6.801e-03;8.344e-01;-1.864e-02;3.795e-01;8.296e-01;9.223e-02;3.148e-01;3.500e-02;3.647e-01;1.217e-02;-2.717e-04;8.437e-01;4.166e-02
30.002034;3.639e-01;3.052e-01;-8.951e-03;8.388e-01;-2.460e-02;3.784e-01;8.345e-01;8.800e-02;3.158e-01;3.330e-02;3.639e-01;1.221e-02;-3.577e-04;8.437e-01;4.166e-02
30.002981;3.644e-01;3.082e-01;-7.151e-03;8.459e-01;-1.962e-02;3.793e-01;8.408e-01;9.438e-02;3.190e-01;3.580e-02;3.644e-01;1.233e-02;-2.857e-04;8.437e-01;4.166e-02
30.003211;3.646e-01;3.092e-01;-6.276e-03;8.481e-01;-1.721e-02;3.798e-01;8.427e-01;9.723e-02;3.200e-01;3.690e-02;3.646e-01;1.237e-02;-2.507e-04;8.437e-01;4.166e-02
30.004018;3.659e-01;3.136e-01;-1.926e-03;8.571e-01;-5.261e-03;3.819e-01;8.499e-01;1.104e-01;3.246e-01;4.217e-02;3.659e-01;1.254e-02;-7.665e-05;8.437e-01;4.166e-02
30.005061;3.683e-01;3.206e-01;6.049e-03;8.706e-01;1.643e-02;3.859e-01;8.604e-01;1.336e-01;3.320e-01;5.155e-02;3.683e-01;1.282e-02;2.424e-04;8.437e-01;4.166e-02
