time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.000e+00;8.332e-01;-4.484e-08;8.332e-01;-5.443e-09;1.014e+00;8.322e-01;4.185e-02;1.000e+00;3.333e-02;3.822e-09;1.000e+01;8.333e-01;7.540e-04;5.000e+01;5.000e+01
0.001792000;9.967e-01;8.300e-01;-9.775e-03;8.328e-01;-9.808e-03;1.010e+00;8.322e-01;3.228e-02;9.967e-01;3.320e-02;-3.910e-04;1.000e+01;8.333e-01;7.540e-04;5.004e+01;5.004e+01
0.002816000;9.949e-01;8.283e-01;-1.503e-02;8.325e-01;-1.510e-02;1.008e+00;8.322e-01;2.714e-02;9.949e-01;3.313e-02;-6.010e-04;1.000e+01;8.333e-01;7.540e-04;5.004e+01;5.004e+01
0.003840000;9.932e-01;8.266e-01;-1.997e-02;8.323e-01;-2.011e-02;1.006e+00;8.323e-01;2.225e-02;9.932e-01;3.307e-02;-7.990e-04;1.000e+01;8.333e-01;7.540e-04;5.004e+01;5.004e+01
0.004864000;9.916e-01;8.252e-01;-2.465e-02;8.322e-01;-2.486e-02;1.004e+00;8.323e-01;1.763e-02;9.916e-01;3.301e-02;-9.860e-04;1.000e+01;8.333e-01;7.540e-04;5.004e+01;5.004e+01
0.005888000;9.901e-01;8.238e-01;-2.905e-02;8.320e-01;-2.934e-02;1.002e+00;8.325e-01;1.327e-02;9.901e-01;3.295e-02;-1.162e-03;1.000e+01;8.333e-01;7.540e-04;5.004e+01;5.004e+01
0.008960000;9.860e-01;8.204e-01;-4.068e-02;8.320e-01;-4.125e-02;9.973e-01;8.330e-01;1.730e-03;9.860e-01;3.281e-02;-1.627e-03;1.000e+01;8.333e-01;7.540e-04;5.004e+01;5.004e+01
0.009472000;9.854e-01;8.199e-01;-4.240e-02;8.321e-01;-4.303e-02;9.966e-01;8.332e-01;-1.485e-08;9.854e-01;3.280e-02;-1.696e-03;1.000e+01;8.333e-01;7.540e-04;5.004e+01;5.004e+01
0.009984000;9.848e-01;8.195e-01;-4.408e-02;8.321e-01;-4.476e-02;9.959e-01;8.333e-01;-1.657e-03;9.848e-01;3.278e-02;-1.763e-03;1.000e+01;8.333e-01;7.540e-04;5.004e+01;5.004e+01
0.010496000;9.842e-01;8.191e-01;-4.568e-02;8.322e-01;-4.641e-02;9.952e-01;8.335e-01;-3.240e-03;9.842e-01;3.276e-02;-1.827e-03;1.000e+01;8.333e-01;7.540e-04;5.004e+01;5.004e+01
0.011008000;9.837e-01;8.187e-01;-4.723e-02;8.323e-01;-4.801e-02;9.946e-01;8.336e-01;-4.801e-03;9.837e-01;3.275e-02;-1.889e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.011520000;9.831e-01;8.184e-01;-4.875e-02;8.324e-01;-4.959e-02;9.940e-01;8.338e-01;-6.288e-03;9.831e-01;3.273e-02;-1.950e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.013669000;9.811e-01;8.172e-01;-5.450e-02;8.330e-01;-5.555e-02;9.915e-01;8.348e-01;-1.203e-02;9.811e-01;3.269e-02;-2.180e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.013821000;9.809e-01;8.172e-01;-5.488e-02;8.331e-01;-5.594e-02;9.914e-01;8.348e-01;-1.241e-02;9.809e-01;3.269e-02;-2.195e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.013949000;9.808e-01;8.171e-01;-5.520e-02;8.331e-01;-5.628e-02;9.912e-01;8.349e-01;-1.271e-02;9.808e-01;3.268e-02;-2.208e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.015368000;9.796e-01;8.167e-01;-5.850e-02;8.337e-01;-5.972e-02;9.898e-01;8.357e-01;-1.599e-02;9.796e-01;3.267e-02;-2.340e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.015880000;9.792e-01;8.165e-01;-5.960e-02;8.339e-01;-6.087e-02;9.894e-01;8.359e-01;-1.708e-02;9.792e-01;3.266e-02;-2.384e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.017416000;9.780e-01;8.163e-01;-6.270e-02;8.346e-01;-6.411e-02;9.880e-01;8.368e-01;-2.014e-02;9.780e-01;3.265e-02;-2.508e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.017928000;9.777e-01;8.162e-01;-6.367e-02;8.349e-01;-6.513e-02;9.876e-01;8.372e-01;-2.109e-02;9.777e-01;3.265e-02;-2.547e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.019306000;9.768e-01;8.162e-01;-6.607e-02;8.356e-01;-6.765e-02;9.866e-01;8.380e-01;-2.347e-02;9.768e-01;3.265e-02;-2.643e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.019432000;9.767e-01;8.162e-01;-6.628e-02;8.356e-01;-6.786e-02;9.865e-01;8.381e-01;-2.367e-02;9.767e-01;3.265e-02;-2.651e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.021480000;9.755e-01;8.162e-01;-6.940e-02;8.367e-01;-7.114e-02;9.851e-01;8.393e-01;-2.670e-02;9.755e-01;3.265e-02;-2.776e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.022760000;9.749e-01;8.164e-01;-7.110e-02;8.374e-01;-7.293e-02;9.844e-01;8.401e-01;-2.837e-02;9.749e-01;3.265e-02;-2.844e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
0.024069000;9.742e-01;8.166e-01;-7.265e-02;8.382e-01;-7.457e-02;9.837e-01;8.410e-01;-2.989e-02;9.742e-01;3.266e-02;-2.906e-03;1.000e+01;8.333e-01;7.540e-04;5.005e+01;5.005e+01
