time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.044e+00;8.332e-01;1.087e-08;7.978e-01;-3.833e-09;1.044e+00;3.333e-02;-0.000e+00;1.000e+01;8.333e-01;6.920e-04
0.218674000;1.044e+00;8.320e-01;2.695e-09;7.966e-01;-1.923e-09;1.044e+00;3.328e-02;0.000e+00;1.000e+01;8.333e-01;6.920e-04
0.219674000;1.044e+00;8.320e-01;2.500e-05;7.966e-01;2.394e-05;1.044e+00;3.328e-02;1.000e-06;1.000e+01;8.333e-01;6.920e-04
0.488674000;1.044e+00;8.297e-01;2.500e-05;7.944e-01;2.394e-05;1.044e+00;3.319e-02;1.000e-06;1.000e+01;8.333e-01;6.920e-04
0.489674000;1.044e+00;8.297e-01;5.000e-05;7.944e-01;4.787e-05;1.044e+00;3.319e-02;2.000e-06;1.000e+01;8.333e-01;6.920e-04
0.912642000;1.044e+00;8.274e-01;5.001e-05;7.922e-01;4.787e-05;1.044e+00;3.309e-02;2.000e-06;1.000e+01;8.333e-01;6.920e-04
0.913642000;1.044e+00;8.273e-01;7.501e-05;7.921e-01;7.181e-05;1.044e+00;3.309e-02;3.000e-06;1.000e+01;8.333e-01;6.920e-04
0.987642000;1.044e+00;8.268e-01;7.500e-05;7.917e-01;7.181e-05;1.044e+00;3.307e-02;3.000e-06;1.000e+01;8.333e-01;6.920e-04
0.993642000;1.044e+00;8.268e-01;7.500e-05;7.916e-01;7.181e-05;1.044e+00;3.307e-02;3.000e-06;1.000e+01;8.333e-01;6.920e-04
1.471073000;1.044e+00;8.250e-01;7.500e-05;7.899e-01;7.181e-05;1.044e+00;3.300e-02;3.000e-06;1.000e+01;8.333e-01;6.920e-04
1.472073000;1.044e+00;8.250e-01;1.000e-04;7.899e-01;9.574e-05;1.044e+00;3.300e-02;4.000e-06;1.000e+01;8.333e-01;6.920e-04
2.131971000;1.044e+00;8.229e-01;1.000e-04;7.879e-01;9.575e-05;1.044e+00;3.291e-02;4.000e-06;1.000e+01;8.333e-01;6.920e-04
2.141971000;1.044e+00;8.228e-01;1.000e-04;7.878e-01;9.574e-05;1.044e+00;3.291e-02;4.000e-06;1.000e+01;8.333e-01;6.920e-04
2.456624000;1.044e+00;8.226e-01;1.000e-04;7.876e-01;9.574e-05;1.044e+00;3.291e-02;4.000e-06;1.000e+01;8.333e-01;6.920e-04
2.457624000;1.044e+00;8.226e-01;1.250e-04;7.876e-01;1.197e-04;1.044e+00;3.290e-02;5.000e-06;1.000e+01;8.333e-01;6.920e-04
3.774803000;1.044e+00;8.203e-01;1.250e-04;7.854e-01;1.197e-04;1.044e+00;3.281e-02;5.000e-06;1.000e+01;8.333e-01;6.920e-04
3.775803000;1.044e+00;8.203e-01;1.500e-04;7.854e-01;1.436e-04;1.044e+00;3.281e-02;6.000e-06;1.000e+01;8.333e-01;6.920e-04
3.911318000;1.044e+00;8.201e-01;1.500e-04;7.852e-01;1.436e-04;1.044e+00;3.280e-02;6.000e-06;1.000e+01;8.333e-01;6.920e-04
6.097916000;1.044e+00;8.184e-01;1.500e-04;7.835e-01;1.436e-04;1.044e+00;3.274e-02;6.000e-06;1.000e+01;8.333e-01;6.920e-04
6.101916000;1.044e+00;8.184e-01;1.500e-04;7.835e-01;1.436e-04;1.044e+00;3.273e-02;6.000e-06;1.000e+01;8.333e-01;6.920e-04
6.109916000;1.044e+00;8.183e-01;1.500e-04;7.835e-01;1.436e-04;1.044e+00;3.273e-02;6.000e-06;1.000e+01;8.333e-01;6.920e-04
6.128916000;1.044e+00;8.179e-01;1.500e-04;7.831e-01;1.436e-04;1.044e+00;3.272e-02;6.000e-06;1.000e+01;8.333e-01;6.920e-04
6.129916000;1.044e+00;8.179e-01;1.750e-04;7.831e-01;1.676e-04;1.044e+00;3.272e-02;7.000e-06;1.000e+01;8.333e-01;6.920e-04
6.213916000;1.044e+00;8.156e-01;1.750e-04;7.809e-01;1.676e-04;1.044e+00;3.262e-02;7.000e-06;1.000e+01;8.333e-01;6.920e-04
6.214916000;1.044e+00;8.156e-01;2.000e-04;7.809e-01;1.915e-04;1.044e+00;3.262e-02;8.000e-06;1.000e+01;8.333e-01;6.920e-04
6.302916000;1.044e+00;8.133e-01;2.000e-04;7.786e-01;1.915e-04;1.044e+00;3.253e-02;8.000e-06;1.000e+01;8.333e-01;6.920e-04
6.303916000;1.044e+00;8.132e-01;2.250e-04;7.786e-01;2.154e-04;1.044e+00;3.253e-02;9.000e-06;1.000e+01;8.333e-01;6.920e-04
6.395916000;1.044e+00;8.109e-01;2.250e-04;7.764e-01;2.154e-04;1.044e+00;3.243e-02;9.000e-06;1.000e+01;8.333e-01;6.920e-04
6.396916000;1.044e+00;8.108e-01;2.500e-04;7.763e-01;2.394e-04;1.044e+00;3.243e-02;1.000e-05;1.000e+01;8.333e-01;6.920e-04
6.483916000;1.044e+00;8.085e-01;2.500e-04;7.741e-01;2.394e-04;1.044e+00;3.234e-02;1.000e-05;1.000e+01;8.333e-01;6.920e-04
6.484916000;1.044e+00;8.085e-01;2.750e-04;7.741e-01;2.633e-04;1.044e+00;3.234e-02;1.100e-05;1.000e+01;8.333e-01;6.920e-04
