time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;8.332e-01;-4.619e-10;7.978e-01;-2.457e-09;1.044e+00;1.044e+00;3.333e-02;-4.003e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.978e-01;-4.318e-03;5.000e+01
0.071779000;1.044e+00;8.332e-01;1.004e-09;7.977e-01;4.832e-09;1.044e+00;1.044e+00;3.333e-02;1.821e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.977e-01;-4.318e-03;5.000e+01
0.096779000;1.044e+00;8.331e-01;2.367e-10;7.977e-01;6.952e-09;1.044e+00;1.044e+00;3.333e-02;1.546e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.976e-01;-4.316e-03;5.000e+01
0.097779000;1.044e+00;8.331e-01;1.238e-10;7.976e-01;7.001e-09;1.044e+00;1.044e+00;3.332e-02;1.654e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.976e-01;-4.316e-03;5.000e+01
0.134779000;1.044e+00;8.329e-01;-1.937e-09;7.974e-01;-1.341e-09;1.044e+00;1.044e+00;3.332e-02;-2.476e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.974e-01;-4.310e-03;5.000e+01
0.141779000;1.044e+00;8.329e-01;-1.002e-09;7.974e-01;-2.904e-09;1.044e+00;1.044e+00;3.331e-02;-2.728e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.974e-01;-4.308e-03;5.000e+01
0.142779000;1.044e+00;8.328e-01;-9.325e-10;7.974e-01;-3.042e-09;1.044e+00;1.044e+00;3.331e-02;-2.691e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.974e-01;-4.308e-03;5.000e+01
0.144779000;1.044e+00;8.328e-01;-8.600e-10;7.974e-01;-3.251e-09;1.044e+00;1.044e+00;3.331e-02;-2.560e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.973e-01;-4.307e-03;5.000e+01
0.160779000;1.044e+00;8.327e-01;-1.943e-09;7.972e-01;-3.680e-09;1.044e+00;1.044e+00;3.331e-02;-1.674e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.972e-01;-4.303e-03;5.000e+01
0.161779000;1.044e+00;8.327e-01;-1.939e-09;7.972e-01;-3.740e-09;1.045e+00;1.044e+00;3.331e-02;-1.592e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.972e-01;-4.303e-03;5.000e+01
0.164779000;1.044e+00;8.327e-01;-1.775e-09;7.972e-01;-3.923e-09;1.045e+00;1.044e+00;3.331e-02;-1.266e-09;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.972e-01;-4.302e-03;5.000e+01
0.165779000;1.044e+00;8.326e-01;-2.500e-05;7.972e-01;-2.394e-05;1.045e+00;1.044e+00;3.331e-02;-1.001e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.972e-01;-4.301e-03;5.000e+01
0.167779000;1.044e+00;8.326e-01;-2.500e-05;7.972e-01;-2.394e-05;1.045e+00;1.044e+00;3.331e-02;-1.001e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.971e-01;-4.301e-03;5.000e+01
0.168779000;1.044e+00;8.326e-01;-2.500e-05;7.971e-01;-2.393e-05;1.045e+00;1.044e+00;3.330e-02;-1.001e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.971e-01;-4.300e-03;5.000e+01
0.173779000;1.044e+00;8.325e-01;-2.500e-05;7.971e-01;-2.393e-05;1.045e+00;1.044e+00;3.330e-02;-1.000e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.971e-01;-4.299e-03;5.000e+01
0.174779000;1.045e+00;8.325e-01;-2.500e-05;7.971e-01;-2.393e-05;1.045e+00;1.045e+00;3.330e-02;-9.999e-07;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.971e-01;-4.299e-03;5.000e+01
0.199779000;1.045e+00;8.323e-01;-2.500e-05;7.968e-01;-2.393e-05;1.045e+00;1.045e+00;3.329e-02;-9.976e-07;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.968e-01;-4.290e-03;5.000e+01
0.214779000;1.045e+00;8.321e-01;-2.500e-05;7.966e-01;-2.393e-05;1.045e+00;1.045e+00;3.329e-02;-9.939e-07;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.966e-01;-4.283e-03;5.000e+01
0.215779000;1.045e+00;8.321e-01;-2.500e-05;7.966e-01;-2.393e-05;1.045e+00;1.045e+00;3.328e-02;-9.937e-07;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.966e-01;-4.283e-03;5.000e+01
0.252779000;1.045e+00;8.316e-01;-2.500e-05;7.962e-01;-2.393e-05;1.045e+00;1.045e+00;3.327e-02;-9.966e-07;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.962e-01;-4.267e-03;5.000e+01
0.253779000;1.045e+00;8.316e-01;-5.001e-05;7.962e-01;-4.787e-05;1.045e+00;1.045e+00;3.327e-02;-1.997e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.961e-01;-4.266e-03;5.000e+01
0.255779000;1.045e+00;8.316e-01;-5.001e-05;7.961e-01;-4.787e-05;1.045e+00;1.045e+00;3.327e-02;-1.998e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.961e-01;-4.265e-03;5.000e+01
0.256779000;1.045e+00;8.316e-01;-5.001e-05;7.961e-01;-4.787e-05;1.045e+00;1.045e+00;3.326e-02;-1.998e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.961e-01;-4.265e-03;5.000e+01
0.273779000;1.045e+00;8.314e-01;-5.000e-05;7.959e-01;-4.787e-05;1.045e+00;1.045e+00;3.326e-02;-2.003e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.959e-01;-4.257e-03;5.000e+01
0.274779000;1.045e+00;8.314e-01;-5.000e-05;7.959e-01;-4.787e-05;1.045e+00;1.045e+00;3.325e-02;-2.003e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.959e-01;-4.256e-03;5.000e+01
0.293779000;1.045e+00;8.311e-01;-5.000e-05;7.957e-01;-4.786e-05;1.045e+00;1.045e+00;3.325e-02;-2.005e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.956e-01;-4.247e-03;5.000e+01
0.294779000;1.045e+00;8.311e-01;-5.000e-05;7.956e-01;-4.786e-05;1.045e+00;1.045e+00;3.324e-02;-2.005e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.956e-01;-4.246e-03;5.000e+01
0.327779000;1.045e+00;8.308e-01;-5.000e-05;7.953e-01;-4.786e-05;1.045e+00;1.045e+00;3.323e-02;-2.006e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.952e-01;-4.231e-03;5.000e+01
0.328779000;1.045e+00;8.307e-01;-7.500e-05;7.952e-01;-7.180e-05;1.045e+00;1.045e+00;3.323e-02;-3.006e-06;5.000e+01;1.000e+01;8.333e-01;6.920e-04;1.044e+00;7.952e-01;-4.231e-03;5.000e+01
