time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-1.238e-09;7.979e-01;-8.895e-09;1.045e+00;1.044e+00;7.500e-01;5.032e-09;1.000e+01;8.335e-01;1.556e-02;1.045e+00
0.139540000;1.045e+00;8.329e-01;8.333e-05;7.975e-01;7.978e-05;1.045e+00;1.045e+00;7.497e-01;7.500e-05;1.000e+01;8.335e-01;1.556e-02;1.045e+00
0.414540000;1.045e+00;8.301e-01;6.333e-04;7.943e-01;6.061e-04;1.045e+00;1.045e+00;7.471e-01;5.700e-04;1.000e+01;8.335e-01;1.556e-02;1.045e+00
0.706540000;1.045e+00;8.294e-01;7.656e-04;7.936e-01;7.325e-04;1.046e+00;1.045e+00;7.464e-01;6.890e-04;1.000e+01;8.335e-01;1.556e-02;1.045e+00
0.963540000;1.046e+00;8.271e-01;1.202e-03;7.911e-01;1.150e-03;1.046e+00;1.046e+00;7.444e-01;1.082e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
0.984540000;1.046e+00;8.270e-01;1.222e-03;7.909e-01;1.169e-03;1.046e+00;1.046e+00;7.443e-01;1.100e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
0.985540000;1.046e+00;8.269e-01;1.223e-03;7.909e-01;1.170e-03;1.046e+00;1.046e+00;7.443e-01;1.101e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
0.986540000;1.046e+00;8.269e-01;1.224e-03;7.909e-01;1.171e-03;1.046e+00;1.046e+00;7.442e-01;1.102e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
1.260540000;1.046e+00;8.265e-01;1.303e-03;7.905e-01;1.247e-03;1.046e+00;1.046e+00;7.438e-01;1.173e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
1.549540000;1.046e+00;8.246e-01;1.660e-03;7.884e-01;1.587e-03;1.046e+00;1.046e+00;7.422e-01;1.494e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
1.860177000;1.046e+00;8.243e-01;1.734e-03;7.881e-01;1.658e-03;1.046e+00;1.046e+00;7.418e-01;1.561e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
2.123177000;1.046e+00;8.230e-01;1.992e-03;7.866e-01;1.904e-03;1.047e+00;1.046e+00;7.407e-01;1.793e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
